event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS001,F,03:16:00,,F,4,C378,"7-5,6-2,6-7(5),7-6(7)",A. Costa,F. Vicente,,,ESP,ESP,7-5,6-2,6-7(5),7-6(7),,03:16:00,5,7,7,4,270,/en/stats/leaderboard?page=serve,6,6,60,92,154,74,68,92,50,31,62,70,7,10,22,260,/en/stats/leaderboard?page=serve,2,8,64,95,149,64,61,95,54,29,54,50,6,12,22,64,99,154,40,59,149,52,158,303,60,90,149,36,55,154,48,145,303,A,,,,,A. Costa,F. Vicente,C378,V195,ESP,ESP,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS002,SF,01:20:00,,F,2,C378,"7-6(7),6-2",A. Costa,Y. Kafelnikov,,,ESP,RUS,7-6(7),6-2,,,,01:20:00,,,,,285,/en/stats/leaderboard?page=serve,2,5,60,41,68,76,31,41,56,15,27,67,2,3,10,241,/en/stats/leaderboard?page=serve,6,1,64,47,73,66,31,47,46,12,26,57,4,7,10,68,46,68,41,30,73,54,76,141,59,43,73,32,22,68,46,65,141,A,7,5,,,A. Costa,Y. Kafelnikov,C378,K267,ESP,RUS,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS003,SF,01:23:00,,F,2,V195,"6-4,6-4",F. Vicente,S. Koubek,,,ESP,AUT,6-4,6-4,,,,01:23:00,,,,,288,/en/stats/leaderboard?page=serve,5,0,63,43,68,74,32,43,56,14,25,100,3,3,10,270,/en/stats/leaderboard?page=serve,2,2,65,46,71,65,30,46,60,15,25,71,5,7,10,68,46,68,37,26,71,52,72,139,63,45,71,32,22,68,48,67,139,A,,,,,F. Vicente,S. Koubek,V195,K310,ESP,AUT,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS004,QF,02:17:00,,F,3,K267,"6-3,6-7(6),6-3",Y. Kafelnikov,R. Fromberg,,,RUS,AUS,6-3,6-7(6),6-3,,,02:17:00,,,,,266,/en/stats/leaderboard?page=serve,3,3,60,68,114,68,46,68,57,26,46,70,7,10,16,238,/en/stats/leaderboard?page=serve,5,15,50,51,101,76,39,51,38,19,50,62,8,13,14,63,72,114,43,43,101,53,115,215,57,58,101,37,42,114,47,100,215,A,,,6,8,Y. Kafelnikov,R. Fromberg,K267,F164,RUS,AUS,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS005,QF,01:38:00,,F,3,C378,"3-6,6-2,6-3",A. Costa,J. Ferrero,,,ESP,ESP,3-6,6-2,6-3,,,01:38:00,,,,,263,/en/stats/leaderboard?page=serve,1,2,54,38,71,74,28,38,58,19,33,0,0,3,13,232,/en/stats/leaderboard?page=serve,3,1,76,60,79,60,36,60,37,7,19,29,2,7,13,66,47,71,46,36,79,55,83,150,54,43,79,34,24,71,45,67,150,A,,,,,A. Costa,J. Ferrero,C378,F316,ESP,ESP,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS006,QF,02:03:00,,F,3,V195,"6-7(4),6-1,6-3",F. Vicente,N. Lapentti,,,ESP,ECU,6-7(4),6-1,6-3,,,02:03:00,,,,,267,/en/stats/leaderboard?page=serve,8,3,64,58,90,76,44,58,47,15,32,71,5,7,14,223,/en/stats/leaderboard?page=serve,0,3,67,67,100,54,36,67,42,14,33,50,6,12,14,66,59,90,50,50,100,57,109,190,50,50,100,34,31,90,43,81,190,A,4,7,,,F. Vicente,N. Lapentti,V195,L290,ESP,ECU,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS007,QF,01:10:00,,F,2,K310,"6-2,6-3",S. Koubek,F. Meligeni,,,AUT,BRA,6-2,6-3,,,,01:10:00,,,,,279,/en/stats/leaderboard?page=serve,1,1,61,30,49,63,19,30,68,13,19,86,6,7,8,189,/en/stats/leaderboard?page=serve,5,2,48,29,61,62,18,29,38,12,32,44,4,9,9,65,32,49,51,31,61,57,63,110,49,30,61,35,17,49,43,47,110,A,,,,,S. Koubek,F. Meligeni,K310,M443,AUT,BRA,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS008,R16,01:39:00,,F,3,K267,"1-6,6-4,6-3",Y. Kafelnikov,A. Martin,,,RUS,ESP,1-6,6-4,6-3,,,01:39:00,,,,,182,/en/stats/leaderboard?page=serve,11,2,48,39,82,62,24,39,35,15,43,53,8,15,13,199,/en/stats/leaderboard?page=serve,7,1,64,62,97,52,32,62,43,15,35,61,11,18,13,48,39,82,52,50,97,50,89,179,48,47,97,52,43,82,50,90,179,A,,,,,Y. Kafelnikov,A. Martin,K267,M590,RUS,ESP,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS009,R16,02:22:00,,F,3,F164,"5-7,6-3,7-5",R. Fromberg,J. Alonso,,,AUS,ESP,5-7,6-3,7-5,,,02:22:00,,,,,242,/en/stats/leaderboard?page=serve,5,4,59,67,113,66,44,67,48,22,46,71,12,17,17,228,/en/stats/leaderboard?page=serve,8,3,63,68,108,65,44,68,43,17,40,60,9,15,16,58,66,113,44,47,108,51,113,221,56,61,108,42,47,113,49,108,221,A,,,,,R. Fromberg,J. Alonso,F164,A272,AUS,ESP,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS010,R16,01:11:00,,F,2,F316,"7-6(7),6-0",J. Ferrero,D. Vacek,,,ESP,CZE,7-6(7),6-0,,,,01:11:00,,,,,302,/en/stats/leaderboard?page=serve,2,3,70,35,50,83,29,35,60,9,15,0,0,1,9,215,/en/stats/leaderboard?page=serve,2,4,71,51,72,63,32,51,24,5,21,67,8,12,9,76,38,50,49,35,72,60,73,122,51,37,72,24,12,50,40,49,122,A,7,1,,,J. Ferrero,D. Vacek,F316,V141,ESP,CZE,,
