event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS011,R16,01:12:00,,F,2,C378,"6-2,6-4",A. Costa,H. Arazi,,,ESP,MAR,6-2,6-4,,,,01:12:00,,,,,275,/en/stats/leaderboard?page=serve,1,2,56,30,54,80,24,30,50,12,24,75,3,4,9,213,/en/stats/leaderboard?page=serve,2,2,52,29,56,69,20,29,37,10,27,60,6,10,9,67,36,54,46,26,56,56,62,110,54,30,56,33,18,54,44,48,110,A,,,,,A. Costa,H. Arazi,C378,A226,ESP,MAR,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS012,R16,01:10:00,,F,2,L290,"6-4,6-3",N. Lapentti,W. Schranz,,,ECU,AUT,6-4,6-3,,,,01:10:00,,,,,256,/en/stats/leaderboard?page=serve,3,4,74,42,57,71,30,42,40,6,15,57,4,7,10,190,/en/stats/leaderboard?page=serve,5,0,65,43,66,60,26,43,26,6,23,64,9,14,9,63,36,57,52,34,66,57,70,123,48,32,66,37,21,57,43,53,123,A,,,,,N. Lapentti,W. Schranz,L290,S649,ECU,AUT,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS013,R16,01:36:00,,F,2,V195,"6-4,6-4",F. Vicente,A. Corretja,,,ESP,ESP,6-4,6-4,,,,01:36:00,,,,,264,/en/stats/leaderboard?page=serve,3,0,51,36,70,64,23,36,62,21,34,80,4,5,10,266,/en/stats/leaderboard?page=serve,1,1,75,50,67,56,28,50,65,11,17,67,6,9,10,63,44,70,42,28,67,53,72,137,58,39,67,37,26,70,47,65,137,A,,,,,F. Vicente,A. Corretja,V195,C344,ESP,ESP,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS014,R16,00:56:00,,F,2,M443,"6-1,6-3",F. Meligeni,A. Medvedev,,,BRA,UKR,6-1,6-3,,,,00:56:00,,,,,280,/en/stats/leaderboard?page=serve,0,3,52,24,46,88,21,24,50,11,22,50,1,2,8,172,/en/stats/leaderboard?page=serve,1,2,45,21,47,62,13,21,27,7,26,29,2,7,8,70,32,46,57,27,47,63,59,93,43,20,47,30,14,46,37,34,93,A,,,,,F. Meligeni,A. Medvedev,M443,M475,BRA,UKR,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS015,R16,01:46:00,,F,2,K310,"7-6(7),6-4",S. Koubek,K. Kucera,,,AUT,SVK,7-6(7),6-4,,,,01:46:00,,,,,237,/en/stats/leaderboard?page=serve,1,1,41,30,73,73,22,30,51,22,43,50,3,6,11,227,/en/stats/leaderboard?page=serve,8,3,61,45,74,67,30,45,41,12,29,50,4,8,11,60,44,73,43,32,74,52,76,147,57,42,74,40,29,73,48,71,147,A,7,3,,,S. Koubek,K. Kucera,K310,K237,AUT,SVK,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS016,R32,01:49:00,,F,3,K267,"7-6(7),1-6,6-3",Y. Kafelnikov,S. Dosedel,,,RUS,CZE,7-6(7),1-6,6-3,,,01:49:00,,,,,209,/en/stats/leaderboard?page=serve,10,4,47,41,88,66,27,41,45,21,47,40,4,10,14,237,/en/stats/leaderboard?page=serve,2,9,59,60,101,63,38,60,44,18,41,67,10,15,14,55,48,88,45,45,101,49,93,189,55,56,101,45,40,88,51,96,189,A,7,3,,,Y. Kafelnikov,S. Dosedel,K267,D198,RUS,CZE,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS017,R32,00:55:00,,F,2,M590,"6-2,6-2",A. Martin,H. Wiltschnig,,,ESP,AUT,6-2,6-2,,,,00:55:00,,,,,306,/en/stats/leaderboard?page=serve,1,3,72,42,58,69,29,42,63,10,16,100,6,6,8,211,/en/stats/leaderboard?page=serve,2,0,78,31,40,52,16,31,33,3,9,0,0,4,8,67,39,58,53,21,40,61,60,98,48,19,40,33,19,58,39,38,98,A,,,,,A. Martin,H. Wiltschnig,M590,W200,ESP,AUT,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS018,R32,00:59:00,,F,2,F164,"6-3,6-2",R. Fromberg,M. Safin,,,AUS,RUS,6-3,6-2,,,,00:59:00,,,,,324,/en/stats/leaderboard?page=serve,1,4,71,34,48,79,27,34,71,10,14,0,0,0,9,250,/en/stats/leaderboard?page=serve,0,0,80,45,56,53,24,45,55,6,11,57,4,7,8,77,37,48,46,26,56,61,63,104,54,30,56,23,11,48,39,41,104,A,,,,,R. Fromberg,M. Safin,F164,S741,AUS,RUS,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS019,R32,01:51:00,,F,3,A272,"6-2,1-6,7-5",J. Alonso,Y. El Aynaoui,,,ESP,MAR,6-2,1-6,7-5,,,01:51:00,,,,,244,/en/stats/leaderboard?page=serve,5,4,66,55,83,71,39,55,39,11,28,60,6,10,13,226,/en/stats/leaderboard?page=serve,7,8,53,53,100,68,36,53,40,19,47,44,4,9,14,60,50,83,45,45,100,52,95,183,55,55,100,40,33,83,48,88,183,A,,,,,J. Alonso,Y. El Aynaoui,A272,E121,ESP,MAR,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS020,R32,01:51:00,,F,3,F316,"3-6,7-6(7),6-3",J. Ferrero,T. Haas,,,ESP,GER,3-6,7-6(7),6-3,,,01:51:00,,,,,284,/en/stats/leaderboard?page=serve,4,2,77,69,90,64,44,69,67,14,21,67,6,9,14,235,/en/stats/leaderboard?page=serve,16,10,43,48,112,79,38,48,44,28,64,64,7,11,16,64,58,90,41,46,112,51,104,202,59,66,112,36,32,90,49,98,202,A,,,7,4,J. Ferrero,T. Haas,F316,H355,ESP,GER,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS021,R32,02:13:00,,F,3,V141,"6-3,0-6,7-5",D. Vacek,A. Cherkasov,,,CZE,RUS,6-3,0-6,7-5,,,02:13:00,,,,,202,/en/stats/leaderboard?page=serve,6,4,55,54,99,57,31,54,42,19,45,63,12,19,14,215,/en/stats/leaderboard?page=serve,3,4,56,48,85,54,26,48,51,19,37,54,7,13,13,51,50,99,47,40,85,49,90,184,53,45,85,49,49,99,51,94,184,A,,,,,D. Vacek,A. Cherkasov,V141,C260,CZE,RUS,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS022,R32,02:29:00,,F,3,A226,"6-7(2),7-6(7),7-5",H. Arazi,A. Voinea,,,MAR,ROU,6-7(2),7-6(7),7-5,,,02:29:00,,,,,263,/en/stats/leaderboard?page=serve,0,4,58,71,123,68,48,71,56,29,52,64,7,11,18,241,/en/stats/leaderboard?page=serve,6,4,52,62,119,68,42,62,51,29,57,29,2,7,18,63,77,123,40,48,119,52,125,242,60,71,119,37,46,123,48,117,242,A,2,7,7,5,H. Arazi,A. Voinea,A226,V166,MAR,ROU,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS023,R32,01:21:00,,F,2,C378,"6-4,6-4",A. Costa,M. Kohlmann,,,ESP,GER,6-4,6-4,,,,01:21:00,,,,,264,/en/stats/leaderboard?page=serve,3,9,56,35,62,74,26,35,48,13,27,33,1,3,10,217,/en/stats/leaderboard?page=serve,4,5,50,35,70,69,24,35,37,13,35,50,4,8,10,63,39,62,47,33,70,55,72,132,53,37,70,37,23,62,45,60,132,A,,,,,A. Costa,M. Kohlmann,C378,K257,ESP,GER,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS024,R32,01:06:00,,F,2,L290,"6-3,6-0",N. Lapentti,M. Hipfl,,,ECU,AUT,6-3,6-0,,,,01:06:00,,,,,288,/en/stats/leaderboard?page=serve,2,1,48,24,50,83,20,24,58,15,26,100,4,4,8,198,/en/stats/leaderboard?page=serve,0,0,65,32,49,56,18,32,35,6,17,56,5,9,7,70,35,50,51,25,49,61,60,99,49,24,49,30,15,50,39,39,99,A,,,,,N. Lapentti,M. Hipfl,L290,H364,ECU,AUT,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS025,R32,01:21:00,,F,2,S649,"7-6(7),6-1",W. Schranz,F. Squillari,,,AUT,ARG,7-6(7),6-1,,,,01:21:00,,,,,248,/en/stats/leaderboard?page=serve,5,1,56,49,87,69,34,49,47,18,38,75,6,8,10,212,/en/stats/leaderboard?page=serve,4,1,58,31,53,61,19,31,41,9,22,20,1,5,9,60,52,87,47,25,53,55,77,140,53,28,53,40,35,87,45,63,140,A,7,4,,,W. Schranz,F. Squillari,S649,S568,AUT,ARG,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS026,R32,01:00:00,,F,2,V195,"6-2,6-3",F. Vicente,A. Gaudenzi,,,ESP,ITA,6-2,6-3,,,,01:00:00,,,,,288,/en/stats/leaderboard?page=serve,4,8,60,28,47,89,25,28,47,9,19,50,1,2,9,223,/en/stats/leaderboard?page=serve,1,1,67,34,51,53,18,34,53,9,17,56,5,9,8,72,34,47,47,24,51,59,58,98,53,27,51,28,13,47,41,40,98,A,,,,,F. Vicente,A. Gaudenzi,V195,G254,ESP,ITA,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS027,R32,01:12:00,,F,2,C344,"6-3,6-4",A. Corretja,O. Stanoytchev,,,ESP,BUL,6-3,6-4,,,,01:12:00,,,,,295,/en/stats/leaderboard?page=serve,1,1,67,40,60,68,27,40,70,14,20,50,1,2,10,235,/en/stats/leaderboard?page=serve,4,2,46,24,52,79,19,24,46,13,28,57,4,7,9,68,41,60,38,20,52,54,61,112,62,32,52,32,19,60,46,51,112,A,,,,,A. Corretja,O. Stanoytchev,C344,S519,ESP,BUL,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS028,R32,01:20:00,,F,2,M443,"6-4,6-2",F. Meligeni,S. Sargsian,,,BRA,ARM,6-4,6-2,,,,01:20:00,,,,,310,/en/stats/leaderboard?page=serve,1,3,56,31,55,77,24,31,75,18,24,100,2,2,9,233,/en/stats/leaderboard?page=serve,4,1,60,42,70,60,25,42,50,14,28,70,7,10,9,76,42,55,44,31,70,58,73,125,56,39,70,24,13,55,42,52,125,A,,,,,F. Meligeni,S. Sargsian,M443,S545,BRA,ARM,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS029,R32,01:08:00,,F,2,M475,"6-2,6-2",A. Medvedev,B. Karbacher,,,UKR,GER,6-2,6-2,,,,01:08:00,,,,,261,/en/stats/leaderboard?page=serve,6,1,28,16,57,75,12,16,63,26,41,100,2,2,8,204,/en/stats/leaderboard?page=serve,4,4,55,29,53,66,19,29,33,8,24,20,1,5,8,67,38,57,49,26,53,58,64,110,51,27,53,33,19,57,42,46,110,A,,,,,A. Medvedev,B. Karbacher,M475,K190,UKR,GER,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS030,R32,01:27:00,,F,2,K310,"7-6(7),6-3",S. Koubek,F. Cabello,,,AUT,ARG,7-6(7),6-3,,,,01:27:00,,,,,274,/en/stats/leaderboard?page=serve,4,1,66,42,64,76,32,42,55,12,22,67,4,6,10,227,/en/stats/leaderboard?page=serve,0,0,53,42,79,57,24,42,54,20,37,64,7,11,11,69,44,64,44,35,79,55,79,143,56,44,79,31,20,64,45,64,143,A,7,4,,,S. Koubek,F. Cabello,K310,C457,AUT,ARG,,
319,1999,Kitzbuhel,CS,1999-07-26T00:00:00,1999-08-01T00:00:00,Clay,48,500000,$,MS031,R32,01:12:00,,F,2,K237,"6-3,6-4",K. Kucera,W. Arthurs,,,SVK,AUS,6-3,6-4,,,,01:12:00,,,,,338,/en/stats/leaderboard?page=serve,1,3,85,40,47,80,32,40,71,5,7,0,0,0,9,238,/en/stats/leaderboard?page=serve,4,6,54,37,69,62,23,37,50,16,32,25,1,4,10,79,37,47,43,30,69,58,67,116,57,39,69,21,10,47,42,49,116,A,,,,,K. Kucera,W. Arthurs,K237,A202,SVK,AUS,,
