event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS001,F,02:48:00,,F,3,L397,"7-6(7),6-7(5),6-0",F. Lopez,G. Simon,,,ESP,FRA,7-6(7),6-7(5),6-0,,,02:48:00,A,F. Lopez,G. Simon,ESP,FRA,,,295,/en/stats/leaderboard?page=serve,6,16,57,66,116,73,48,66,62,31,50,83,5,6,15,254,/en/stats/leaderboard?page=serve,2,4,63,78,124,62,48,78,54,25,46,81,17,21,15,68,79,116,41,51,124,54,130,240,59,73,124,32,37,116,46,110,240,7,2,5,7,02:48:00,02:48:00,,,L397,SD32
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS002,SF,01:05:00,,F,2,L397,"7-6(7),6-1",F. Lopez,I. Dodig,,,ESP,CRO,7-6(7),6-1,,,,01:05:00,A,F. Lopez,I. Dodig,ESP,CRO,,,329,/en/stats/leaderboard?page=serve,0,4,60,33,55,79,26,33,86,19,22,0,0,0,10,263,/en/stats/leaderboard?page=serve,3,3,55,27,49,81,22,27,50,11,22,33,1,3,9,82,45,55,33,16,49,59,61,104,67,33,49,18,10,55,41,43,104,7,3,,,01:05:00,01:05:00,,,L397,D646
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS003,SF,01:24:00,,F,2,SD32,"6-4,6-3",G. Simon,A. Seppi,,,FRA,ITA,6-4,6-3,,,,01:24:00,A,G. Simon,A. Seppi,FRA,ITA,,,234,/en/stats/leaderboard?page=serve,1,2,61,36,59,67,24,36,39,9,23,57,4,7,9,192,/en/stats/leaderboard?page=serve,2,0,58,40,69,55,22,40,41,12,29,40,4,10,10,56,33,59,51,35,69,53,68,128,49,34,69,44,26,59,47,60,128,,,,,01:24:00,01:24:00,,,SD32,SA93
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS004,QF,00:56:00,,F,2,D646,"6-3,6-2",I. Dodig,F. Fognini,,,CRO,ITA,6-3,6-2,,,,00:56:00,A,I. Dodig,F. Fognini,CRO,ITA,,,331,/en/stats/leaderboard?page=serve,0,10,69,34,49,79,27,34,73,11,15,100,3,3,9,225,/en/stats/leaderboard?page=serve,1,3,56,33,59,67,22,33,38,10,26,63,5,8,8,78,38,49,46,27,59,60,65,108,54,32,59,22,11,49,40,43,108,,,,,00:56:00,00:56:00,,,D646,F510
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS005,QF,01:17:00,,F,2,L397,"6-4,7-6(8)",F. Lopez,F. Verdasco,,,ESP,ESP,6-4,7-6(8),,,,01:17:00,A,F. Lopez,F. Verdasco,ESP,ESP,,,326,/en/stats/leaderboard?page=serve,3,14,72,47,65,87,41,47,56,10,18,100,2,2,11,297,/en/stats/leaderboard?page=serve,2,5,66,43,65,74,32,43,64,14,22,50,1,2,11,78,51,65,29,19,65,54,70,130,71,46,65,22,14,65,46,60,130,,,8,6,01:17:00,01:17:00,,,L397,V306
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS006,QF,01:13:00,,F,2,SA93,"6-4,6-2",A. Seppi,R. Stepanek,,,ITA,CZE,6-4,6-2,,,,01:13:00,A,A. Seppi,R. Stepanek,ITA,CZE,,,298,/en/stats/leaderboard?page=serve,1,3,75,42,56,69,29,42,64,9,14,50,1,2,9,221,/en/stats/leaderboard?page=serve,0,2,56,33,59,58,19,33,50,13,26,50,4,8,9,68,38,56,46,27,59,57,65,115,54,32,59,32,18,56,43,50,115,,,,,01:13:00,01:13:00,,,SA93,S694
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS007,QF,01:11:00,,F,2,SD32,"7-6(10),6-3",G. Simon,B. Tomic,,,FRA,AUS,7-6(10),6-3,,,,01:11:00,A,G. Simon,B. Tomic,FRA,AUS,,,291,/en/stats/leaderboard?page=serve,1,8,62,45,73,89,40,45,43,12,28,75,3,4,11,274,/en/stats/leaderboard?page=serve,0,7,70,44,63,80,35,44,37,7,19,33,1,3,10,71,52,73,33,21,63,54,73,136,67,42,63,29,21,73,46,63,136,10,8,,,01:11:00,01:11:00,,,SD32,TA46
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS008,R16,01:22:00,,F,2,D646,"6-2,7-6(9)",I. Dodig,M. Raonic,,,CRO,CAN,6-2,7-6(9),,,,01:22:00,A,I. Dodig,M. Raonic,CRO,CAN,,,321,/en/stats/leaderboard?page=serve,4,12,65,42,65,83,35,42,65,15,23,100,2,2,10,265,/en/stats/leaderboard?page=serve,3,9,58,40,69,73,29,40,48,14,29,33,1,3,10,77,50,65,38,26,69,57,76,134,62,43,69,23,15,65,43,58,134,,,9,7,01:22:00,01:22:00,,,D646,R975
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS009,R16,02:01:00,,F,3,F510,"6-7(6),6-2,6-2",F. Fognini,M. Klizan,,,ITA,SVK,6-7(6),6-2,6-2,,,02:01:00,A,F. Fognini,M. Klizan,ITA,SVK,,,263,/en/stats/leaderboard?page=serve,5,8,61,61,100,72,44,61,49,19,39,73,8,11,14,205,/en/stats/leaderboard?page=serve,6,7,52,49,95,63,31,49,39,18,46,22,2,9,14,63,63,100,48,46,95,56,109,195,52,49,95,37,37,100,44,86,195,6,8,,,02:01:00,02:01:00,,,F510,K966
741,2013,Eastbourne,250,2013-06-17T00:00:00,2013-06-22T00:00:00,Grass,28,468460,€,MS010,R16,01:10:00,,F,2,L397,"6-4,6-4",F. Lopez,J. Monaco,,,ESP,ARG,6-4,6-4,,,,01:10:00,A,F. Lopez,J. Monaco,ESP,ARG,,,275,/en/stats/leaderboard?page=serve,6,6,62,38,61,84,32,38,39,9,23,50,1,2,10,236,/en/stats/leaderboard?page=serve,5,3,53,31,59,65,20,31,50,14,28,50,3,6,10,67,41,61,42,25,59,55,66,120,58,34,59,33,20,61,45,54,120,,,,,01:10:00,01:10:00,,,L397,MA21
