event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS001,F,01:12:00,,F,2,B428,"6-3,6-4",A. Berasategui,C. Costa,,,ESP,ESP,6-3,6-4,,,,01:12:00,295,/en/stats/leaderboard?page=serve,1,0,81,47,58,62,29,47,73,8,11,71,5,7,10,206,/en/stats/leaderboard?page=serve,4,4,49,31,63,68,21,31,34,11,32,20,1,5,9,64,37,58,49,31,63,56,68,121,51,32,63,36,21,58,44,53,121,A,,,,,,,,,A. Berasategui,C. Costa,B428,C179,ESP,ESP,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS002,SF,01:29:00,,F,2,C179,"7-6(8),6-1",C. Costa,B. Ulihrach,,,ESP,CZE,7-6(8),6-1,,,,01:29:00,255,/en/stats/leaderboard?page=serve,1,3,52,32,61,69,22,32,52,15,29,0,0,2,10,214,/en/stats/leaderboard?page=serve,1,0,57,40,70,60,24,40,43,13,30,33,2,6,9,61,37,61,47,33,70,53,70,131,53,37,70,39,24,61,47,61,131,A,8,6,,,,,,,C. Costa,B. Ulihrach,C179,U032,ESP,CZE,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS003,SF,01:09:00,,F,2,B428,"6-2,6-3",A. Berasategui,F. Clavet,,,ESP,ESP,6-2,6-3,,,,01:09:00,300,/en/stats/leaderboard?page=serve,1,1,90,47,52,55,26,47,80,4,5,67,4,6,8,165,/en/stats/leaderboard?page=serve,2,0,60,33,55,42,14,33,32,7,22,33,3,9,9,58,30,52,62,34,55,60,64,107,38,21,55,42,22,52,40,43,107,A,,,,,,,,,A. Berasategui,F. Clavet,B428,C252,ESP,ESP,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS004,QF,02:02:00,,F,3,C179,"7-5,2-6,6-3",C. Costa,J. Szymanski,,,ESP,VEN,7-5,2-6,6-3,,,02:02:00,234,/en/stats/leaderboard?page=serve,4,5,50,42,84,69,29,42,48,20,42,55,6,11,15,227,/en/stats/leaderboard?page=serve,2,0,57,56,98,63,35,56,45,19,42,62,8,13,14,58,49,84,45,44,98,51,93,182,55,54,98,42,35,84,49,89,182,A,,,,,,,,,C. Costa,J. Szymanski,C179,S585,ESP,VEN,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS005,QF,01:14:00,,F,2,U032,"6-4,6-4",B. Ulihrach,J. Sanchez,,,CZE,ESP,6-4,6-4,,,,01:14:00,278,/en/stats/leaderboard?page=serve,1,2,63,36,57,72,26,36,62,13,21,71,5,7,10,227,/en/stats/leaderboard?page=serve,5,3,68,44,65,68,30,44,33,7,21,56,5,9,10,68,39,57,43,28,65,55,67,122,57,37,65,32,18,57,45,55,122,A,,,,,,,,,B. Ulihrach,J. Sanchez,U032,S015,CZE,ESP,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS006,QF,01:04:00,,F,2,B428,"6-1,6-2",A. Berasategui,A. Chesnokov,,,ESP,RUS,6-1,6-2,,,,01:04:00,270,/en/stats/leaderboard?page=serve,1,1,75,39,52,79,31,39,54,7,13,,0,,8,187,/en/stats/leaderboard?page=serve,2,1,50,25,50,72,18,25,24,6,25,60,6,10,7,73,38,52,52,26,50,63,64,102,48,24,50,27,14,52,37,38,102,A,,,,,,,,,A. Berasategui,A. Chesnokov,B428,C031,ESP,RUS,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS007,QF,01:17:00,,F,2,C252,"6-4,6-4",F. Clavet,K. Alami,,,ESP,MAR,6-4,6-4,,,,01:17:00,308,/en/stats/leaderboard?page=serve,,1,57,27,47,85,23,27,75,15,20,0,0,1,10,239,/en/stats/leaderboard?page=serve,1,3,52,35,67,74,26,35,41,13,32,73,8,11,10,81,38,47,42,28,67,58,66,114,58,39,67,19,9,47,42,48,114,A,,,False,,,,,,F. Clavet,K. Alami,C252,A203,ESP,MAR,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS008,R16,02:09:00,,F,3,C179,"6-2,2-6,6-1",C. Costa,J. Diaz,,,ESP,ESP,6-2,2-6,6-1,,,02:09:00,232,/en/stats/leaderboard?page=serve,2,5,38,32,85,78,25,32,47,25,53,64,7,11,12,193,/en/stats/leaderboard?page=serve,3,1,51,46,91,52,24,46,47,21,45,60,9,15,11,59,50,85,51,46,91,55,96,176,49,45,91,41,35,85,45,80,176,A,,,,,,,,,C. Costa,J. Diaz,C179,D291,ESP,ESP,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS009,R16,02:20:00,,F,3,S585,"6-2,5-7,6-4",J. Szymanski,F. Mantilla,,,VEN,ESP,6-2,5-7,6-4,,,02:20:00,242,/en/stats/leaderboard?page=serve,5,5,42,55,131,73,40,55,47,36,76,82,14,17,15,250,/en/stats/leaderboard?page=serve,1,5,69,62,90,61,38,62,50,14,28,55,6,11,15,58,76,131,42,38,90,52,114,221,58,52,90,42,55,131,48,107,221,A,,,,,,,,,J. Szymanski,F. Mantilla,S585,M535,VEN,ESP,,
312,1996,Bologna,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Clay,32,303000,$,MS010,R16,01:09:00,,F,2,U032,"6-4,6-2",B. Ulihrach,R. Fromberg,,,CZE,AUS,6-4,6-2,,,,01:09:00,290,/en/stats/leaderboard?page=serve,,0,62,33,53,70,23,33,70,14,20,67,2,3,9,212,/en/stats/leaderboard?page=serve,4,8,43,23,53,70,16,23,40,12,30,33,2,6,9,70,37,53,47,25,53,58,62,106,53,28,53,30,16,53,42,44,106,A,,,False,,,,,,B. Ulihrach,R. Fromberg,U032,F164,CZE,AUS,,
