event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS001,F,02:03:00,,F,3,GB88,"6-4,6-7(5),6-3",D. Goffin,A. Dolgopolov,,,BEL,UKR,6-4,6-7(5),6-3,,,02:03:00,A,D. Goffin,A. Dolgopolov,BEL,UKR,,,303,/en/stats/leaderboard?page=serve,0,15,61,54,89,80,43,54,60,21,35,50,2,4,16,262,/en/stats/leaderboard?page=serve,3,10,52,46,89,72,33,46,58,25,43,56,5,9,15,72,64,89,35,31,89,53,95,178,65,58,89,28,25,89,47,83,178,5,7,02:03:00,02:03:00,,,,,GB88,D801
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS002,SF,01:13:00,,F,2,D801,"6-3,6-4",A. Dolgopolov,D. Dzumhur,,,UKR,BIH,6-3,6-4,,,,01:13:00,A,A. Dolgopolov,D. Dzumhur,UKR,BIH,,,295,/en/stats/leaderboard?page=serve,3,8,54,35,65,89,31,35,47,14,30,100,3,3,10,273,/en/stats/leaderboard?page=serve,0,1,75,43,57,70,30,43,50,7,14,50,2,4,9,69,45,65,35,20,57,53,65,122,65,37,57,31,20,65,47,57,122,,,01:13:00,01:13:00,,,,,D801,D923
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS003,SF,02:17:00,,F,3,GB88,"7-6(9),5-7,6-3",D. Goffin,H. Laaksonen,,,BEL,SUI,7-6(9),5-7,6-3,,,02:17:00,A,D. Goffin,H. Laaksonen,BEL,SUI,,,302,/en/stats/leaderboard?page=serve,3,5,65,66,101,85,56,66,57,20,35,67,2,3,16,295,/en/stats/leaderboard?page=serve,2,11,58,62,107,82,51,62,58,26,45,33,1,3,17,75,76,101,28,30,107,51,106,208,72,77,107,25,25,101,49,102,208,,,02:17:00,02:17:00,9,7,,,GB88,L949
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS004,QF,01:31:00,,F,2,D923,"6-4,7-5",D. Dzumhur,A. Zverev,,,BIH,GER,6-4,7-5,,,,01:31:00,A,D. Dzumhur,A. Zverev,BIH,GER,,,260,/en/stats/leaderboard?page=serve,2,1,51,35,68,74,26,35,55,18,33,71,5,7,11,234,/en/stats/leaderboard?page=serve,6,4,60,36,60,75,27,36,38,9,24,43,3,7,11,65,44,68,40,24,60,53,68,128,60,36,60,35,24,68,47,60,128,,,01:31:00,01:31:00,,,,,D923,Z355
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS005,QF,01:14:00,,F,3,D801,"6-3,4-6,1-0",A. Dolgopolov,D. Sela,,,UKR,ISR,6-3,4-6,1-0,,,01:14:00,A,A. Dolgopolov,D. Sela,UKR,ISR,,,297,/en/stats/leaderboard?page=serve,0,9,55,30,55,83,25,30,60,15,25,0,0,1,10,249,/en/stats/leaderboard?page=serve,6,1,61,42,69,69,29,42,44,12,27,33,1,3,10,73,40,55,41,28,69,55,68,124,59,41,69,27,15,55,45,56,124,,,01:14:00,01:14:00,,,,,D801,SC56
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS006,QF,02:06:00,,F,3,L949,"6-4,3-6,6-2",H. Laaksonen,Z. Zhang,,,SUI,CHN,6-4,3-6,6-2,,,02:06:00,A,H. Laaksonen,Z. Zhang,SUI,CHN,,,286,/en/stats/leaderboard?page=serve,5,11,63,55,88,80,44,55,45,15,33,80,4,5,13,254,/en/stats/leaderboard?page=serve,1,2,56,53,95,74,39,53,45,19,42,67,6,9,14,67,59,88,39,37,95,52,96,183,61,58,95,33,29,88,48,87,183,,,02:06:00,02:06:00,,,,,L949,Z371
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS007,QF,01:04:00,,F,2,GB88,"6-2,6-3",D. Goffin,D. Young,,,BEL,USA,6-2,6-3,,,,01:04:00,A,D. Goffin,D. Young,BEL,USA,,,287,/en/stats/leaderboard?page=serve,2,6,60,26,43,77,20,26,59,10,17,50,1,2,8,187,/en/stats/leaderboard?page=serve,9,3,56,36,64,61,22,36,32,9,28,50,5,10,9,70,30,43,52,33,64,59,63,107,48,31,64,30,13,43,41,44,107,,,01:04:00,01:04:00,,,,,GB88,Y124
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS008,R16,02:48:00,,F,3,Z355,"4-6,7-6(7),7-6(7)",A. Zverev,S. Darcis,,,GER,BEL,4-6,7-6(7),7-6(7),,,02:48:00,A,A. Zverev,S. Darcis,GER,BEL,,,270,/en/stats/leaderboard?page=serve,6,15,60,64,107,72,46,64,53,23,43,50,4,8,17,280,/en/stats/leaderboard?page=serve,2,6,67,78,117,65,51,78,62,24,39,57,4,7,17,64,69,107,36,42,117,50,111,224,64,75,117,36,38,107,50,113,224,7,5,02:48:00,02:48:00,,,7,5,Z355,D632
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS009,R16,01:14:00,,F,2,D923,"6-4,6-3",D. Dzumhur,L. Lacko,,,BIH,SVK,6-4,6-3,,,,01:14:00,A,D. Dzumhur,L. Lacko,BIH,SVK,,,297,/en/stats/leaderboard?page=serve,3,5,58,32,55,72,23,32,65,15,23,0,0,0,9,251,/en/stats/leaderboard?page=serve,0,5,60,46,77,61,28,46,55,17,31,75,9,12,10,69,38,55,42,32,77,53,70,132,58,45,77,31,17,55,47,62,132,,,01:14:00,01:14:00,,,,,D923,L797
6967,2017,Shenzhen,250,2017-09-25T00:00:00,2017-10-01T00:00:00,Hard,28,666960,$,MS010,R16,01:46:00,,F,3,SC56,"6-3,5-7,6-2",D. Sela,M. Zverev,,,ISR,GER,6-3,5-7,6-2,,,01:46:00,A,D. Sela,M. Zverev,ISR,GER,,,297,/en/stats/leaderboard?page=serve,2,2,66,56,85,79,44,56,59,17,29,0,0,1,15,261,/en/stats/leaderboard?page=serve,3,4,59,46,78,67,31,46,56,18,32,25,1,4,14,72,61,85,37,29,78,55,90,163,63,49,78,28,24,85,45,73,163,,,01:46:00,01:46:00,,,,,SC56,Z168
