event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS001,F,05:53:00,,F,5,D643,"5-7,6-4,6-2,6-7(5),7-5",N. Djokovic,R. Nadal,,,SRB,ESP,5-7,6-4,6-2,6-7(5),7-5,05:53:00,A,N. Djokovic,R. Nadal,SRB,ESP,,,282,/en/stats/leaderboard?page=serve,2,9,59,98,166,68,67,98,63,43,68,33,2,6,27,259,/en/stats/leaderboard?page=serve,4,10,67,135,203,65,88,135,47,32,68,65,13,20,27,66,110,166,41,83,203,52,193,369,59,120,203,34,56,166,48,176,369,5,7,05:53:00,05:53:00,,,,,,,D643,N409
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS002,SF,04:50:00,,F,5,D643,"6-3,3-6,6-7(4),6-1,7-5",N. Djokovic,A. Murray,,,SRB,GBR,6-3,3-6,6-7(4),6-1,7-5,04:50:00,A,N. Djokovic,A. Murray,SRB,GBR,,,247,/en/stats/leaderboard?page=serve,6,11,61,104,171,66,69,104,45,30,67,71,17,24,24,212,/en/stats/leaderboard?page=serve,10,9,63,110,174,63,69,110,31,20,64,58,15,26,25,58,99,171,49,85,174,53,184,345,51,89,174,42,72,171,47,161,345,,,04:50:00,04:50:00,4,7,,,,,D643,MC10
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS003,SF,03:42:00,,F,4,N409,"6-7(5),6-2,7-6(7),6-4",R. Nadal,R. Federer,,,ESP,SUI,6-7(5),6-2,7-6(7),6-4,,03:42:00,A,R. Nadal,R. Federer,ESP,SUI,,,297,/en/stats/leaderboard?page=serve,1,4,77,109,141,69,75,109,63,20,32,70,7,10,21,262,/en/stats/leaderboard?page=serve,5,11,64,86,135,66,57,86,55,27,49,63,10,16,21,67,95,141,38,51,135,53,146,276,62,84,135,33,46,141,47,130,276,,,03:42:00,03:42:00,7,5,5,7,,,N409,F324
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS004,QF,02:44:00,,F,3,D643,"6-4,7-6(7),6-1",N. Djokovic,D. Ferrer,,,SRB,ESP,6-4,7-6(7),6-1,,,02:44:00,A,N. Djokovic,D. Ferrer,SRB,ESP,,,279,/en/stats/leaderboard?page=serve,0,3,52,47,91,72,34,47,66,29,44,50,2,4,15,241,/en/stats/leaderboard?page=serve,1,2,65,64,98,61,39,64,50,17,34,58,7,12,14,69,63,91,43,42,98,56,105,189,57,56,98,31,28,91,44,84,189,,,02:44:00,02:44:00,,,,,7,4,D643,F401
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS005,QF,02:12:00,,F,3,MC10,"6-3,6-3,6-1",A. Murray,K. Nishikori,,,GBR,JPN,6-3,6-3,6-1,,,02:12:00,A,A. Murray,K. Nishikori,GBR,JPN,,,265,/en/stats/leaderboard?page=serve,3,4,44,36,81,78,28,36,58,26,45,80,8,10,13,191,/en/stats/leaderboard?page=serve,2,1,60,56,94,54,30,56,37,14,38,61,11,18,12,67,54,81,53,50,94,59,104,175,47,44,94,33,27,81,41,71,175,,,02:12:00,02:12:00,,,,,,,MC10,N552
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS006,QF,01:59:00,,F,3,F324,"6-4,6-3,6-2",R. Federer,J. del Potro,,,SUI,ARG,6-4,6-3,6-2,,,01:59:00,A,R. Federer,J. del Potro,SUI,ARG,,,299,/en/stats/leaderboard?page=serve,1,4,57,44,77,89,39,44,58,19,33,83,5,6,14,242,/en/stats/leaderboard?page=serve,3,5,67,58,87,57,33,58,55,16,29,38,3,8,13,75,58,77,44,38,87,59,96,164,56,49,87,25,19,77,41,68,164,,,01:59:00,01:59:00,,,,,,,F324,D683
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS007,QF,04:16:00,,F,4,N409,"6-7(5),7-6(8),6-4,6-3",R. Nadal,T. Berdych,,,ESP,CZE,6-7(5),7-6(8),6-4,6-3,,04:16:00,A,R. Nadal,T. Berdych,ESP,CZE,,,291,/en/stats/leaderboard?page=serve,2,7,70,100,142,76,76,100,50,21,42,85,11,13,21,270,/en/stats/leaderboard?page=serve,5,17,62,100,162,74,74,100,45,28,62,62,8,13,22,68,97,142,37,60,162,52,157,304,63,102,162,32,45,142,48,147,304,,,04:16:00,04:16:00,,,5,7,8,6,N409,BA47
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS008,R16,02:56:00,,F,4,D643,"6-1,6-3,4-6,6-3",N. Djokovic,L. Hewitt,,,SRB,AUS,6-1,6-3,4-6,6-3,,02:56:00,A,N. Djokovic,L. Hewitt,SRB,AUS,,,280,/en/stats/leaderboard?page=serve,3,15,62,63,102,73,46,63,56,22,39,33,2,6,18,206,/en/stats/leaderboard?page=serve,6,3,53,66,124,68,45,66,36,21,58,33,4,12,17,67,68,102,47,58,124,56,126,226,53,66,124,33,34,102,44,100,226,,,02:56:00,02:56:00,,,,,,,D643,H432
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS009,R16,01:47:00,,F,3,F401,"6-4,6-4,6-1",D. Ferrer,R. Gasquet,,,ESP,FRA,6-4,6-4,6-1,,,01:47:00,A,D. Ferrer,R. Gasquet,ESP,FRA,,,273,/en/stats/leaderboard?page=serve,3,5,63,46,73,87,40,46,37,10,27,33,1,3,13,221,/en/stats/leaderboard?page=serve,3,1,70,57,82,51,29,57,52,13,25,22,2,9,14,68,50,73,49,40,82,58,90,155,51,42,82,32,23,73,42,65,155,,,01:47:00,01:47:00,,,,,,,F401,G628
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS010,R16,00:49:00,,F,3,MC10,"6-1,6-1,1-0",A. Murray,M. Kukushkin,,,GBR,KAZ,6-1,6-1,1-0,,,00:49:00,A,A. Murray,M. Kukushkin,GBR,KAZ,,,266,/en/stats/leaderboard?page=serve,0,4,65,22,34,68,15,22,58,7,12,33,1,3,7,138,/en/stats/leaderboard?page=serve,0,0,70,33,47,18,6,33,50,7,14,33,4,12,8,65,22,34,72,34,47,69,56,81,28,13,47,35,12,34,31,25,81,,,00:49:00,00:49:00,,,,,,,MC10,K926
580,2012,Australian Open,GS,2012-01-16T00:00:00,2012-01-29T00:00:00,Hard,128,11806550,A$,MS011,R16,03:30:00,,F,5,N552,"2-6,6-2,6-1,3-6,6-3",K. Nishikori,J. Tsonga,,,JPN,FRA,2-6,6-2,6-1,3-6,6-3,03:30:00,A,K. Nishikori,J. Tsonga,JPN,FRA,,,265,/en/stats/leaderboard?page=serve,5,1,66,82,125,70,57,82,53,23,43,67,8,12,21,249,/en/stats/leaderboard?page=serve,3,13,58,82,142,68,56,82,43,26,60,67,12,18,20,64,80,125,42,60,142,52,140,267,58,82,142,36,45,125,48,127,267,,,03:30:00,03:30:00,,,,,,,N552,T786
