event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS001,F,01:31:00,,F,2,P338,"6-4,7-6(7)",M. Philippoussis,R. Reneberg,,,AUS,USA,6-4,7-6(7),,,,01:31:00,7,4,283,/en/stats/leaderboard?page=serve,4,13,51,39,76,79,31,39,54,20,37,75,3,4,11,269,/en/stats/leaderboard?page=serve,1,7,58,42,72,74,31,42,50,15,30,60,3,5,11,67,51,76,36,26,72,52,77,148,64,46,72,33,25,76,48,71,148,A,,,,,,,M. Philippoussis,R. Reneberg,P338,R016,AUS,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS002,SF,02:10:00,,F,3,P338,"4-6,7-6(7),6-2",M. Philippoussis,C. Woodruff,,,AUS,USA,4-6,7-6(7),6-2,,,02:10:00,7,5,286,/en/stats/leaderboard?page=serve,7,19,60,60,100,83,50,60,45,18,40,60,3,5,15,260,/en/stats/leaderboard?page=serve,3,7,54,57,105,72,41,57,50,24,48,73,8,11,15,68,68,100,38,40,105,53,108,205,62,65,105,32,32,100,47,97,205,A,,,,,,,M. Philippoussis,C. Woodruff,P338,W212,AUS,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS003,SF,01:07:00,,F,2,R016,"6-3,6-3",R. Reneberg,J. Bjorkman,,,USA,SWE,6-3,6-3,,,,01:07:00,,,269,/en/stats/leaderboard?page=serve,1,0,46,24,52,79,19,24,57,16,28,67,2,3,9,214,/en/stats/leaderboard?page=serve,5,5,44,24,54,75,18,24,40,12,30,60,6,10,9,67,35,52,44,24,54,56,59,106,56,30,54,33,17,52,44,47,106,A,,,,,,,R. Reneberg,J. Bjorkman,R016,B446,USA,SWE,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS004,QF,01:13:00,,F,2,P338,"7-5,6-3",M. Philippoussis,B. Black,,,AUS,ZIM,7-5,6-3,,,,01:13:00,,,302,/en/stats/leaderboard?page=serve,6,17,52,32,61,94,30,32,55,16,29,,0,,11,254,/en/stats/leaderboard?page=serve,5,4,59,41,69,73,30,41,43,12,28,71,5,7,10,75,46,61,39,27,69,56,73,130,61,42,69,25,15,61,44,57,130,A,,,,,,,M. Philippoussis,B. Black,P338,B397,AUS,ZIM,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS005,QF,02:09:00,,F,3,W212,"7-6(10),5-7,6-3",C. Woodruff,C. Moya,,,USA,ESP,7-6(10),5-7,6-3,,,02:09:00,,,264,/en/stats/leaderboard?page=serve,7,10,59,61,104,79,48,61,47,20,43,64,7,11,17,259,/en/stats/leaderboard?page=serve,5,8,65,75,115,61,46,75,55,22,40,67,8,12,16,65,68,104,41,47,115,53,115,219,59,68,115,35,36,104,47,104,219,A,10,8,,,,,C. Woodruff,C. Moya,W212,M605,USA,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS006,QF,01:35:00,,F,3,B446,"6-4,2-6,6-4",J. Bjorkman,A. Costa,,,SWE,ESP,6-4,2-6,6-4,,,01:35:00,,,232,/en/stats/leaderboard?page=serve,4,8,53,44,83,75,33,44,36,14,39,58,7,12,14,230,/en/stats/leaderboard?page=serve,6,5,57,46,81,61,28,46,49,17,35,58,7,12,14,57,47,83,44,36,81,51,83,164,56,45,81,43,36,83,49,81,164,A,,,,,,,J. Bjorkman,A. Costa,B446,C378,SWE,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS007,QF,00:53:00,,F,2,R016,"6-4,6-2",R. Reneberg,J. Golmard,,,USA,FRA,6-4,6-2,,,,00:53:00,,,305,/en/stats/leaderboard?page=serve,1,5,67,32,48,88,28,32,69,11,16,,0,,9,239,/en/stats/leaderboard?page=serve,2,1,59,26,44,65,17,26,50,9,18,25,1,4,9,81,39,48,41,18,44,62,57,92,59,26,44,19,9,48,38,35,92,A,,,,,,,R. Reneberg,J. Golmard,R016,G319,USA,FRA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS008,R16,02:11:00,,F,3,B397,"6-4,5-7,7-5",B. Black,S. Stolle,,,ZIM,AUS,6-4,5-7,7-5,,,02:11:00,,,262,/en/stats/leaderboard?page=serve,,5,69,77,111,62,48,77,56,19,34,58,7,12,17,234,/en/stats/leaderboard?page=serve,7,12,57,64,113,67,43,64,41,20,49,65,11,17,17,60,67,111,44,50,113,52,117,224,56,63,113,40,44,111,48,107,224,A,,,False,,,,B. Black,S. Stolle,B397,S443,ZIM,AUS,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS009,R16,00:55:00,,F,2,P338,"6-4,6-1",M. Philippoussis,B. Shelton,,,AUS,USA,6-4,6-1,,,,00:55:00,,,241,/en/stats/leaderboard?page=serve,2,12,68,25,37,96,24,25,67,8,12,0,0,,8,217,/en/stats/leaderboard?page=serve,2,8,56,36,64,64,23,36,36,10,28,56,5,9,9,86,32,37,48,31,64,62,63,101,52,33,64,14,5,37,38,38,101,A,,,,,,,M. Philippoussis,B. Shelton,P338,S380,AUS,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS010,R16,02:00:00,,F,3,M605,"4-6,6-4,7-6(7)",C. Moya,C. Ruud,,,ESP,NOR,4-6,6-4,7-6(7),,,02:00:00,,,244,/en/stats/leaderboard?page=serve,3,2,59,58,99,64,37,58,54,22,41,44,4,9,16,234,/en/stats/leaderboard?page=serve,3,4,49,47,95,64,30,47,52,25,48,38,3,8,16,60,59,99,42,40,95,51,99,194,58,55,95,40,40,99,49,95,194,A,,,,7,1,,C. Moya,C. Ruud,M605,R219,ESP,NOR,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS011,R16,02:06:00,,F,3,W212,"4-6,6-3,7-6(7)",C. Woodruff,J. Sanchez,,,USA,ESP,4-6,6-3,7-6(7),,,02:06:00,,,267,/en/stats/leaderboard?page=serve,4,5,54,61,114,70,43,61,55,29,53,71,5,7,16,272,/en/stats/leaderboard?page=serve,7,2,67,65,97,71,46,65,53,17,32,50,2,4,15,63,72,114,35,34,97,50,106,211,65,63,97,37,42,114,50,105,211,A,,,,7,4,,C. Woodruff,J. Sanchez,W212,S015,USA,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS012,R16,01:43:00,,F,3,B446,"3-6,6-1,7-6(7)",J. Bjorkman,P. Rafter,,,SWE,AUS,3-6,6-1,7-6(7),,,01:43:00,,,272,/en/stats/leaderboard?page=serve,2,3,63,59,94,73,43,59,57,20,35,63,5,8,14,253,/en/stats/leaderboard?page=serve,2,3,58,45,77,60,27,45,63,20,32,0,0,4,14,67,63,94,39,30,77,54,93,171,61,47,77,33,31,94,46,78,171,A,,,,7,2,,J. Bjorkman,P. Rafter,B446,R255,SWE,AUS,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS013,R16,02:29:00,,F,3,C378,"6-4,6-7(5),7-5",A. Costa,S. Bruguera,,,ESP,ESP,6-4,6-7(5),7-5,,,02:29:00,5,7,267,/en/stats/leaderboard?page=serve,5,3,53,68,128,66,45,68,62,37,60,85,11,13,17,252,/en/stats/leaderboard?page=serve,1,8,46,52,113,79,41,52,44,27,61,43,3,7,17,64,82,128,40,45,113,53,127,241,60,68,113,36,46,128,47,114,241,A,,,,,,,A. Costa,S. Bruguera,C378,B350,ESP,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS014,R16,01:34:00,,F,3,R016,"2-6,6-1,6-2",R. Reneberg,H. Gumy,,,USA,ARG,2-6,6-1,6-2,,,01:34:00,,,259,/en/stats/leaderboard?page=serve,,2,58,42,72,74,31,42,50,15,30,50,3,6,12,217,/en/stats/leaderboard?page=serve,4,2,63,43,68,58,25,43,44,11,25,44,4,9,11,64,46,72,47,32,68,56,78,140,53,36,68,36,26,72,44,62,140,A,,,False,,,,R. Reneberg,H. Gumy,R016,G247,USA,ARG,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS015,R16,02:04:00,,F,3,G319,"7-6(8),3-6,6-4",J. Golmard,A. Medvedev,,,FRA,UKR,7-6(8),3-6,6-4,,,02:04:00,,,258,/en/stats/leaderboard?page=serve,3,8,57,57,100,74,42,57,49,21,43,33,2,6,15,267,/en/stats/leaderboard?page=serve,3,10,61,62,102,74,46,62,50,20,40,60,6,10,16,63,63,100,35,36,102,49,99,202,65,66,102,37,37,100,51,103,202,A,8,6,,,,,J. Golmard,A. Medvedev,G319,M475,FRA,UKR,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS016,R32,01:53:00,,F,3,B397,"6-1,4-6,7-6(7)",B. Black,M. Rios,,,ZIM,CHI,6-1,4-6,7-6(7),,,01:53:00,,,256,/en/stats/leaderboard?page=serve,2,2,62,64,103,75,48,64,41,16,39,77,10,13,14,241,/en/stats/leaderboard?page=serve,3,8,58,55,95,67,37,55,45,18,40,44,4,9,15,62,64,103,42,40,95,53,104,198,58,55,95,38,39,103,47,94,198,A,,,,7,5,,B. Black,M. Rios,B397,R286,ZIM,CHI,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS017,R32,01:03:00,,F,2,S443,"6-3,6-1",S. Stolle,F. Clavet,,,AUS,ESP,6-3,6-1,,,,01:03:00,,,278,/en/stats/leaderboard?page=serve,1,8,51,26,51,77,20,26,56,14,25,67,2,3,8,184,/en/stats/leaderboard?page=serve,3,1,57,34,60,50,17,34,42,11,26,44,4,9,8,67,34,51,53,32,60,59,66,111,47,28,60,33,17,51,41,45,111,A,,,,,,,S. Stolle,F. Clavet,S443,C252,AUS,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS018,R32,01:30:00,,F,3,P338,"2-6,6-3,6-4",M. Philippoussis,T. Haas,,,AUS,GER,2-6,6-3,6-4,,,01:30:00,,,251,/en/stats/leaderboard?page=serve,12,7,56,45,81,78,35,45,44,16,36,25,1,4,14,260,/en/stats/leaderboard?page=serve,6,5,59,43,73,79,34,43,47,14,30,25,1,4,13,63,51,81,34,25,73,49,76,154,66,48,73,37,30,81,51,78,154,A,,,,,,,M. Philippoussis,T. Haas,P338,H355,AUS,GER,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS019,R32,01:37:00,,F,3,S380,"3-6,7-5,6-2",B. Shelton,M. Washington,,,USA,USA,3-6,7-5,6-2,,,01:37:00,,,286,/en/stats/leaderboard?page=serve,6,10,62,45,73,78,35,45,57,16,28,0,0,2,14,245,/en/stats/leaderboard?page=serve,6,8,54,52,97,69,36,52,47,21,45,60,6,10,15,70,51,73,41,40,97,54,91,170,59,57,97,30,22,73,46,79,170,A,,,,,,,B. Shelton,M. Washington,S380,W124,USA,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS020,R32,01:42:00,,F,3,M605,"3-6,6-2,7-6(7)",C. Moya,M. Tillstrom,,,ESP,SWE,3-6,6-2,7-6(7),,,01:42:00,,,281,/en/stats/leaderboard?page=serve,1,6,59,48,82,71,34,48,68,23,34,25,1,4,14,246,/en/stats/leaderboard?page=serve,8,7,50,46,92,78,36,46,46,21,46,0,0,4,15,70,57,82,38,35,92,53,92,174,62,57,92,30,25,82,47,82,174,A,,,,7,2,,C. Moya,M. Tillstrom,M605,T166,ESP,SWE,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS021,R32,02:03:00,,F,3,R219,"6-4,6-7(5),6-3",C. Ruud,N. Pereira,,,NOR,VEN,6-4,6-7(5),6-3,,,02:03:00,5,7,274,/en/stats/leaderboard?page=serve,4,5,54,55,101,69,38,55,63,29,46,33,1,3,16,255,/en/stats/leaderboard?page=serve,3,4,65,72,110,69,50,72,47,18,38,71,10,14,15,66,67,101,38,42,110,52,109,211,62,68,110,34,34,101,48,102,211,A,,,,,,,C. Ruud,N. Pereira,R219,P218,NOR,VEN,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS022,R32,01:28:00,,F,2,W212,"7-6(7),6-2",C. Woodruff,J. Tarango,,,USA,USA,7-6(7),6-2,,,,01:28:00,,,283,/en/stats/leaderboard?page=serve,5,10,51,31,61,74,23,31,63,19,30,0,0,1,10,233,/en/stats/leaderboard?page=serve,5,5,60,48,80,69,33,48,34,11,32,63,5,8,10,69,42,61,45,36,80,55,78,141,55,44,80,31,19,61,45,63,141,A,7,4,,,,,C. Woodruff,J. Tarango,W212,T136,USA,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS023,R32,01:09:00,,F,2,S015,"6-3,6-2",J. Sanchez,A. Agassi,,,ESP,USA,6-3,6-2,,,,01:09:00,,,246,/en/stats/leaderboard?page=serve,1,7,79,37,47,84,31,37,40,4,10,,0,,8,211,/en/stats/leaderboard?page=serve,4,2,56,45,80,56,25,45,46,16,35,64,7,11,9,74,35,47,49,39,80,58,74,127,51,41,80,26,12,47,42,53,127,A,,,,,,,J. Sanchez,A. Agassi,S015,A092,ESP,USA,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS024,R32,00:58:00,,F,2,R255,"6-3,6-1",P. Rafter,A. Berasategui,,,AUS,ESP,6-3,6-1,,,,00:58:00,,,275,/en/stats/leaderboard?page=serve,4,1,56,28,50,71,20,28,64,14,22,50,1,2,8,197,/en/stats/leaderboard?page=serve,,0,69,36,52,47,17,36,44,7,16,55,6,11,8,68,34,50,54,28,52,61,62,102,46,24,52,32,16,50,39,40,102,A,,,,,,False,P. Rafter,A. Berasategui,R255,B428,AUS,ESP,,
433,1997,Scottsdale,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Hard,32,303000,$,MS025,R32,01:43:00,,F,3,B446,"6-4,1-6,7-5",J. Bjorkman,A. O'Brien,,,SWE,USA,6-4,1-6,7-5,,,01:43:00,,,246,/en/stats/leaderboard?page=serve,5,7,57,44,77,61,27,44,55,18,33,60,6,10,14,258,/en/stats/leaderboard?page=serve,1,5,65,60,92,72,43,60,44,14,32,69,9,13,15,58,45,77,38,35,92,47,80,169,62,57,92,42,32,77,53,89,169,A,,,,,,,J. Bjorkman,A. O'Brien,B446,O099,SWE,USA,,
