event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS001,F,01:32:00,,F,2,K267,"7-6(7),6-4",Y. Kafelnikov,P. Korda,,,RUS,CZE,7-6(7),6-4,,,,01:32:00,7,2,295,/en/stats/leaderboard?page=serve,5,9,58,39,67,82,32,39,61,17,28,75,3,4,11,246,/en/stats/leaderboard?page=serve,5,4,45,39,86,72,28,39,49,23,47,83,10,12,11,73,49,67,41,35,86,55,84,153,59,51,86,27,18,67,45,69,153,A,,,,,,,Y. Kafelnikov,P. Korda,K267,K148,RUS,CZE,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS002,SF,01:08:00,,F,2,K267,"6-4,6-3",Y. Kafelnikov,D. Nestor,,,RUS,CAN,6-4,6-3,,,,01:08:00,,,265,/en/stats/leaderboard?page=serve,3,1,62,39,63,77,30,39,58,14,24,,0,,10,267,/en/stats/leaderboard?page=serve,3,17,71,49,69,65,32,49,40,8,20,71,5,7,9,70,44,63,42,29,69,55,73,132,58,40,69,30,19,63,45,59,132,A,,,,,,,Y. Kafelnikov,D. Nestor,K267,N210,RUS,CAN,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS003,SF,02:25:00,,F,3,K148,"6-7(4),6-3,7-5",P. Korda,W. Black,,,CZE,ZIM,6-7(4),6-3,7-5,,,02:25:00,4,7,294,/en/stats/leaderboard?page=serve,1,8,61,60,98,83,50,60,50,19,38,50,1,2,16,257,/en/stats/leaderboard?page=serve,4,1,67,94,140,60,56,94,57,26,46,80,16,20,17,70,69,98,41,58,140,53,127,238,59,82,140,30,29,98,47,111,238,A,,,,,,,P. Korda,W. Black,K148,B499,CZE,ZIM,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS004,QF,01:02:00,,F,2,K267,"6-1,6-2",Y. Kafelnikov,S. Sargsian,,,RUS,ARM,6-1,6-2,,,,01:02:00,,,250,/en/stats/leaderboard?page=serve,3,6,52,28,54,75,21,28,58,15,26,,0,,8,171,/en/stats/leaderboard?page=serve,2,1,36,17,47,47,8,17,47,14,30,33,2,6,7,67,36,54,53,25,47,60,61,101,47,22,47,33,18,54,40,40,101,A,,,,,,,Y. Kafelnikov,S. Sargsian,K267,S545,RUS,ARM,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS005,QF,01:13:00,,F,2,N210,"6-3,6-4",D. Nestor,M. Damm,,,CAN,CZE,6-3,6-4,,,,01:13:00,,,272,/en/stats/leaderboard?page=serve,3,10,69,41,59,80,33,41,56,10,18,,0,,10,240,/en/stats/leaderboard?page=serve,9,9,46,31,68,71,22,31,46,17,37,67,4,6,9,73,43,59,43,29,68,57,72,127,57,39,68,27,16,59,43,55,127,A,,,,,,,D. Nestor,M. Damm,N210,D214,CAN,CZE,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS006,QF,01:00:00,,F,2,B499,"6-1,6-2",W. Black,D. Vacek,,,ZIM,CZE,6-1,6-2,,,,01:00:00,,,286,/en/stats/leaderboard?page=serve,,0,58,26,45,85,22,26,68,13,19,,0,,8,197,/en/stats/leaderboard?page=serve,3,4,39,16,41,75,12,16,40,10,25,33,2,6,7,78,35,45,46,19,41,63,54,86,54,22,41,22,10,45,37,32,86,A,False,,,,,,W. Black,D. Vacek,B499,V141,ZIM,CZE,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS007,QF,01:14:00,,F,2,K148,"7-5,6-3",P. Korda,A. O'Brien,,,CZE,USA,7-5,6-3,,,,01:14:00,,,304,/en/stats/leaderboard?page=serve,3,4,61,33,54,85,28,33,67,14,21,0,0,1,11,239,/en/stats/leaderboard?page=serve,3,3,60,40,67,65,26,40,44,12,27,25,1,4,10,78,42,54,43,29,67,59,71,121,57,38,67,22,12,54,41,50,121,A,,,,,,,P. Korda,A. O'Brien,K148,O099,CZE,USA,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS008,R16,01:35:00,,F,2,K267,"6-4(5),6-3",Y. Kafelnikov,B. Black,,,RUS,ZIM,6-4(5),6-3,,,,01:35:00,5,7,300,/en/stats/leaderboard?page=serve,2,10,59,47,80,74,35,47,67,22,33,0,0,1,14,243,/en/stats/leaderboard?page=serve,3,13,64,61,95,61,37,61,44,15,34,50,5,10,14,71,57,80,45,43,95,57,100,175,55,52,95,29,23,80,43,75,175,A,,,,,,,Y. Kafelnikov,B. Black,K267,B397,RUS,ZIM,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS010,R16,01:30:00,,F,2,D214,"7-6(7),6-4",M. Damm,J. Novak,,,CZE,CZE,7-6(7),6-4,,,,01:30:00,7,5,271,/en/stats/leaderboard?page=serve,4,9,38,24,63,88,21,24,59,23,39,33,1,3,11,253,/en/stats/leaderboard?page=serve,2,1,66,56,85,64,36,56,52,15,29,70,7,10,11,70,44,63,40,34,85,53,78,148,60,51,85,30,19,63,47,70,148,A,,,,,,,M. Damm,J. Novak,D214,N254,CZE,CZE,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS011,R16,00:56:00,,F,2,N210,"6-4,6-4",D. Nestor,J. Sanchez,,,CAN,ESP,6-4,6-4,,,,00:56:00,,,309,/en/stats/leaderboard?page=serve,2,11,77,41,53,83,34,41,50,6,12,0,0,1,10,246,/en/stats/leaderboard?page=serve,6,7,67,41,61,73,30,41,35,7,20,40,2,5,10,75,40,53,39,24,61,56,64,114,61,37,61,25,13,53,44,50,114,A,,,,,,,D. Nestor,J. Sanchez,N210,S015,CAN,ESP,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS012,R16,01:15:00,,F,2,B499,"6-1,7-6(7)",W. Black,J. Kroslak,,,ZIM,SVK,6-1,7-6(7),,,,01:15:00,,,290,/en/stats/leaderboard?page=serve,2,6,54,31,57,84,26,31,58,15,26,50,1,2,10,225,/en/stats/leaderboard?page=serve,11,6,60,43,72,70,30,43,34,10,29,63,5,8,9,72,41,57,44,32,72,57,73,129,56,40,72,28,16,57,43,56,129,A,,7,5,,,,W. Black,J. Kroslak,B499,K296,ZIM,SVK,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS013,R16,00:59:00,,F,2,V141,"6-2,6-4",D. Vacek,G. Kuerten,,,CZE,BRA,6-2,6-4,,,,00:59:00,,,242,/en/stats/leaderboard?page=serve,10,17,46,27,59,89,24,27,56,18,32,,0,,9,240,/en/stats/leaderboard?page=serve,6,6,61,30,49,87,26,30,26,5,19,40,2,5,9,71,42,59,37,18,49,56,60,108,63,31,49,29,17,59,44,48,108,A,,,,,,,D. Vacek,G. Kuerten,V141,K293,CZE,BRA,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS014,R16,01:36:00,,F,3,O099,"5-7,6-4,6-1",A. O'Brien,H. Dreekmann,,,USA,GER,5-7,6-4,6-1,,,01:36:00,,,303,/en/stats/leaderboard?page=serve,3,14,70,66,94,79,52,66,50,14,28,86,6,7,15,269,/en/stats/leaderboard?page=serve,5,10,57,43,75,79,34,43,50,16,32,0,0,3,14,70,66,94,33,25,75,54,91,169,67,50,75,30,28,94,46,78,169,A,,,,,,,A. O'Brien,H. Dreekmann,O099,D249,USA,GER,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS015,R16,02:09:00,,F,3,K148,"7-6(8),5-7,6-4",P. Korda,K. Carlsen,,,CZE,DEN,7-6(8),5-7,6-4,,,02:09:00,8,6,265,/en/stats/leaderboard?page=serve,8,9,56,59,105,76,45,59,50,23,46,40,2,5,17,285,/en/stats/leaderboard?page=serve,3,13,53,54,101,80,43,54,60,28,47,75,9,12,17,65,68,105,30,30,101,48,98,206,70,71,101,35,37,105,52,108,206,A,,,,,,,P. Korda,K. Carlsen,K148,C328,CZE,DEN,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS016,R32,01:35:00,,F,3,K267,"6-7(5),6-1,6-3",Y. Kafelnikov,J. Stark,,,RUS,USA,6-7(5),6-1,6-3,,,01:35:00,5,7,300,/en/stats/leaderboard?page=serve,2,10,59,47,80,74,35,47,67,22,33,0,0,1,14,243,/en/stats/leaderboard?page=serve,3,13,64,61,95,61,37,61,44,15,34,50,5,10,14,71,57,80,45,43,95,57,100,175,55,52,95,29,23,80,43,75,175,A,,,,,,,Y. Kafelnikov,J. Stark,K267,S403,RUS,USA,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS017,R32,00:53:00,,F,2,B397,"6-2,6-2",B. Black,P. Luxa,,,ZIM,CZE,6-2,6-2,,,,00:53:00,,,266,/en/stats/leaderboard?page=serve,1,4,63,30,48,77,23,30,61,11,18,,0,,8,201,/en/stats/leaderboard?page=serve,4,2,57,35,61,54,19,35,42,11,26,50,4,8,8,71,34,48,51,31,61,60,65,109,49,30,61,29,14,48,40,44,109,A,,,,,,,B. Black,P. Luxa,B397,L353,ZIM,CZE,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS018,R32,01:31:00,,F,3,U032,"6-4,3-6,6-3",B. Ulihrach,A. Radulescu,,,CZE,GER,6-4,3-6,6-3,,,01:31:00,,,293,/en/stats/leaderboard?page=serve,1,6,58,44,76,82,36,44,63,20,32,60,3,5,14,269,/en/stats/leaderboard?page=serve,2,15,52,44,84,86,38,44,40,16,40,25,1,4,14,74,56,76,36,30,84,54,86,160,64,54,84,26,20,76,46,74,160,A,,,,,,,B. Ulihrach,A. Radulescu,U032,R284,CZE,GER,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS019,R32,01:50:00,,F,3,S545,"6-3,2-6,6-3",S. Sargsian,F. Santoro,,,ARM,FRA,6-3,2-6,6-3,,,01:50:00,,,250,/en/stats/leaderboard?page=serve,2,5,55,56,102,70,39,56,46,21,46,77,10,13,13,235,/en/stats/leaderboard?page=serve,4,4,48,39,82,67,26,39,51,22,43,56,5,9,13,59,60,102,41,34,82,51,94,184,59,48,82,41,42,102,49,90,184,A,,,,,,,S. Sargsian,F. Santoro,S545,S424,ARM,FRA,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS020,R32,01:24:00,,F,3,N254,"2-6,6-1,6-4",J. Novak,S. Bruguera,,,CZE,ESP,2-6,6-1,6-4,,,01:24:00,,,270,/en/stats/leaderboard?page=serve,2,2,68,65,95,71,46,65,47,14,30,80,8,10,13,262,/en/stats/leaderboard?page=serve,3,11,49,32,65,88,28,32,42,14,33,57,4,7,12,63,60,95,35,23,65,52,83,160,65,42,65,37,35,95,48,77,160,A,,,,,,,J. Novak,S. Bruguera,N254,B350,CZE,ESP,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS021,R32,01:11:00,,F,2,D214,"7-6(7),6-3",M. Damm,A. Portas,,,CZE,ESP,7-6(7),6-3,,,,01:11:00,7,3,303,/en/stats/leaderboard?page=serve,4,11,55,33,60,88,29,33,63,17,27,,0,,10,254,/en/stats/leaderboard?page=serve,6,3,59,41,70,66,27,41,52,15,29,71,5,7,10,77,46,60,40,28,70,57,74,130,60,42,70,23,14,60,43,56,130,A,,,,,,,M. Damm,A. Portas,D214,P305,CZE,ESP,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS022,R32,01:35:00,,F,3,N210,"4-6,6-2,6-4",D. Nestor,J. Gimelstob,,,CAN,USA,4-6,6-2,6-4,,,01:35:00,,,279,/en/stats/leaderboard?page=serve,7,11,67,56,84,77,43,56,46,13,28,60,3,5,14,251,/en/stats/leaderboard?page=serve,4,3,64,49,77,71,35,49,46,13,28,20,1,5,14,67,56,84,38,29,77,53,85,161,62,48,77,33,28,84,47,76,161,A,,,,,,,D. Nestor,J. Gimelstob,N210,G354,CAN,USA,,
438,1997,Moscow,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Carpet,32,1125000,$,MS023,R32,02:03:00,,F,3,S015,"6-4,6-7(4),7-6(7)",J. Sanchez,M. Rosset,,,ESP,SUI,6-4,6-7(4),7-6(7),,,02:03:00,,,263,/en/stats/leaderboard?page=serve,5,8,65,83,127,76,63,83,55,24,44,,0,,17,293,/en/stats/leaderboard?page=serve,8,13,60,64,106,86,55,64,48,20,42,0,0,1,17,69,87,127,29,31,106,51,118,233,71,75,106,31,40,127,49,115,233,A,,4,7,7,4,,J. Sanchez,M. Rosset,S015,R214,ESP,SUI,,
