event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS001,F,02:42:00,,F,3,N409,"6-4,6-3,6-2",R. Nadal,D. Thiem,,,ESP,AUT,6-4,6-3,6-2,,,02:42:00,285,/en/stats/leaderboard?page=serve,3,0,68,56,82,82,46,56,46,12,26,67,2,3,14,224,/en/stats/leaderboard?page=serve,5,7,58,59,102,68,40,59,35,15,43,71,12,17,13,71,58,82,46,47,102,57,105,184,54,55,102,29,24,82,43,79,184,A,,,,,,,,,R. Nadal,D. Thiem,N409,TB69,ESP,AUT,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS002,SF,02:14:00,,F,3,N409,"6-4,6-1,6-2",R. Nadal,J. del Potro,,,ESP,ARG,6-4,6-1,6-2,,,02:14:00,297,/en/stats/leaderboard?page=serve,3,0,61,51,83,73,37,51,66,21,32,100,7,7,13,241,/en/stats/leaderboard?page=serve,1,2,75,49,65,57,28,49,50,8,16,44,4,9,12,70,58,83,45,29,65,59,87,148,55,36,65,30,25,83,41,61,148,A,,,,,,,,,R. Nadal,J. del Potro,N409,D683,ESP,ARG,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS003,SF,02:17:00,,F,3,TB69,"7-5,7-6(12),6-1",D. Thiem,M. Cecchinato,,,AUT,ITA,7-5,7-6(12),6-1,,,02:17:00,308,/en/stats/leaderboard?page=serve,2,6,67,63,94,83,52,63,61,19,31,83,5,6,16,266,/en/stats/leaderboard?page=serve,3,3,81,92,114,62,57,92,50,11,22,56,5,9,15,76,71,94,40,46,114,56,117,208,60,68,114,24,23,94,44,91,208,A,12,10,,,,,,,D. Thiem,M. Cecchinato,TB69,CF01,AUT,ITA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS004,QF,03:42:00,,F,4,N409,"4-6,6-3,6-2,6-2",R. Nadal,D. Schwartzman,,,ESP,ARG,4-6,6-3,6-2,6-2,,03:42:00,243,/en/stats/leaderboard?page=serve,3,1,57,74,129,61,45,74,55,30,55,75,15,20,18,195,/en/stats/leaderboard?page=serve,3,1,58,69,118,55,38,69,37,18,49,50,9,18,17,58,75,129,53,62,118,55,137,247,47,56,118,42,54,129,45,110,247,A,,,,,,,,,R. Nadal,D. Schwartzman,N409,SM37,ESP,ARG,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS005,QF,03:50:00,,F,4,D683,"7-6(7),5-7,6-3,7-5",J. del Potro,M. Cilic,,,ARG,CRO,7-6(7),5-7,6-3,7-5,,03:50:00,298,/en/stats/leaderboard?page=serve,2,19,62,87,141,79,69,87,54,29,54,73,8,11,23,267,/en/stats/leaderboard?page=serve,5,18,57,87,153,71,62,87,45,30,66,69,9,13,22,70,98,141,40,61,153,54,159,294,60,92,153,30,43,141,46,135,294,A,,,7,5,,,,,J. del Potro,M. Cilic,D683,C977,ARG,CRO,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS006,QF,03:26:00,,F,4,CF01,"6-3,7-6(7),1-6,7-6(13)",M. Cecchinato,N. Djokovic,,,ITA,SRB,6-3,7-6(7),1-6,7-6(13),,03:26:00,257,/en/stats/leaderboard?page=serve,5,6,75,117,157,62,73,117,48,19,40,65,11,17,21,271,/en/stats/leaderboard?page=serve,2,5,69,87,127,66,57,87,55,22,40,60,6,10,19,59,92,157,38,48,127,49,140,284,62,79,127,41,65,157,51,144,284,A,7,4,,,13,11,,,M. Cecchinato,N. Djokovic,CF01,D643,ITA,SRB,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS007,QF,01:50:00,,F,3,TB69,"6-4,6-2,6-1",D. Thiem,A. Zverev,,,AUT,GER,6-4,6-2,6-1,,,01:50:00,312,/en/stats/leaderboard?page=serve,3,5,63,42,67,79,33,42,68,17,25,100,2,2,12,220,/en/stats/leaderboard?page=serve,4,2,72,64,89,53,34,64,44,11,25,50,6,12,13,75,50,67,49,44,89,60,94,156,51,45,89,25,17,67,40,62,156,A,,,,,,,,,D. Thiem,A. Zverev,TB69,Z355,AUT,GER,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS008,R16,02:30:00,,F,3,N409,"6-3,6-2,7-6(7)",R. Nadal,M. Marterer,,,ESP,GER,6-3,6-2,7-6(7),,,02:30:00,284,/en/stats/leaderboard?page=serve,3,4,66,60,91,70,42,60,61,19,31,60,3,5,15,240,/en/stats/leaderboard?page=serve,3,2,68,63,93,52,33,63,57,17,30,50,5,10,14,67,61,91,46,43,93,57,104,184,54,50,93,33,30,91,43,80,184,A,,,,,,,7,4,R. Nadal,M. Marterer,N409,MN13,ESP,GER,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS009,R16,03:51:00,,F,5,SM37,"1-6,2-6,7-5,7-6(7),6-2",D. Schwartzman,K. Anderson,,,ARG,RSA,1-6,2-6,7-5,7-6(7),6-2,03:51:00,221,/en/stats/leaderboard?page=serve,8,2,65,101,155,60,61,101,46,25,54,52,11,21,23,233,/en/stats/leaderboard?page=serve,8,19,57,94,165,68,64,94,35,25,71,57,12,21,24,55,86,155,46,76,165,51,162,320,54,89,165,45,69,155,49,158,320,A,,,,,7,0,,,D. Schwartzman,K. Anderson,SM37,A678,ARG,RSA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS010,R16,03:37:00,,F,5,C977,"6-4,6-1,3-6,6-7(4),6-3",M. Cilic,F. Fognini,,,CRO,ITA,6-4,6-1,3-6,6-7(4),6-3,03:37:00,277,/en/stats/leaderboard?page=serve,4,8,59,91,153,75,68,91,53,33,62,75,9,12,23,255,/en/stats/leaderboard?page=serve,8,10,67,108,162,66,71,108,50,27,54,36,4,11,24,66,101,153,40,64,162,52,165,315,60,98,162,34,52,153,48,150,315,A,,,,,4,7,,,M. Cilic,F. Fognini,C977,F510,CRO,ITA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS011,R16,01:59:00,,F,3,D683,"6-4,6-4,6-4",J. del Potro,J. Isner,,,ARG,USA,6-4,6-4,6-4,,,01:59:00,309,/en/stats/leaderboard?page=serve,1,6,65,59,91,76,45,59,63,20,32,100,2,2,15,270,/en/stats/leaderboard?page=serve,4,12,64,56,87,73,41,56,45,14,31,57,4,7,15,71,65,91,37,32,87,54,97,178,63,55,87,29,26,91,46,81,178,A,,,,,,,,,J. del Potro,J. Isner,D683,I186,ARG,USA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS012,R16,02:31:00,,F,4,CF01,"7-5,4-6,6-0,6-3",M. Cecchinato,D. Goffin,,,ITA,BEL,7-5,4-6,6-0,6-3,,02:31:00,295,/en/stats/leaderboard?page=serve,1,8,68,77,113,73,56,77,58,21,36,50,2,4,19,233,/en/stats/leaderboard?page=serve,3,3,54,67,123,70,47,67,43,24,56,67,12,18,18,68,77,113,42,52,123,55,129,236,58,71,123,32,36,113,45,107,236,A,,,,,,,,,M. Cecchinato,D. Goffin,CF01,GB88,ITA,BEL,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS013,R16,02:25:00,,F,3,D643,"6-3,6-4,6-2",N. Djokovic,F. Verdasco,,,SRB,ESP,6-3,6-4,6-2,,,02:25:00,300,/en/stats/leaderboard?page=serve,0,3,73,70,96,63,44,70,69,18,26,80,4,5,14,240,/en/stats/leaderboard?page=serve,2,3,67,66,99,56,37,66,55,18,33,50,5,10,13,65,62,96,44,44,99,54,106,195,56,55,99,35,34,96,46,89,195,A,,,,,,,,,N. Djokovic,F. Verdasco,D643,V306,SRB,ESP,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS014,R16,02:28:00,,F,4,TB69,"6-2,6-0,5-7,6-4",D. Thiem,K. Nishikori,,,AUT,JPN,6-2,6-0,5-7,6-4,,02:28:00,306,/en/stats/leaderboard?page=serve,7,9,68,65,95,85,55,65,57,17,30,0,0,1,18,242,/en/stats/leaderboard?page=serve,1,1,62,63,102,73,46,63,41,16,39,45,5,11,18,76,72,95,39,40,102,57,112,197,61,62,102,24,23,95,43,85,197,A,,,,,,,,,D. Thiem,K. Nishikori,TB69,N552,AUT,JPN,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS015,R16,03:29:00,,F,5,Z355,"4-6,7-6(7),2-6,6-3,6-3",A. Zverev,K. Khachanov,,,GER,RUS,4-6,7-6(7),2-6,6-3,6-3,03:29:00,283,/en/stats/leaderboard?page=serve,4,17,68,103,152,74,76,103,49,24,49,71,12,17,24,271,/en/stats/leaderboard?page=serve,4,9,64,96,150,66,63,96,57,31,54,62,8,13,24,66,100,152,37,56,150,52,156,302,63,94,150,34,52,152,48,146,302,A,7,4,,,,,,,A. Zverev,K. Khachanov,Z355,KE29,GER,RUS,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS016,R32,01:58:00,,F,3,N409,"6-3,6-2,6-2",R. Nadal,R. Gasquet,,,ESP,FRA,6-3,6-2,6-2,,,01:58:00,311,/en/stats/leaderboard?page=serve,2,3,62,39,63,85,33,39,71,17,24,50,1,2,13,211,/en/stats/leaderboard?page=serve,1,8,55,48,87,58,28,48,41,16,39,33,3,9,12,79,50,63,49,43,87,62,93,150,51,44,87,21,13,63,38,57,150,A,,,,,,,,,R. Nadal,R. Gasquet,N409,G628,ESP,FRA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS017,R32,01:39:00,,F,3,MN13,"6-2,6-1,6-4",M. Marterer,J. Zopp,,,GER,EST,6-2,6-1,6-4,,,01:39:00,305,/en/stats/leaderboard?page=serve,2,4,54,39,72,82,32,39,67,22,33,0,0,0,13,234,/en/stats/leaderboard?page=serve,0,1,67,48,72,54,26,48,54,13,24,29,2,7,12,75,54,72,46,33,72,60,87,144,54,39,72,25,18,72,40,57,144,A,,,,,,,,,M. Marterer,J. Zopp,MN13,Z254,GER,EST,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS018,R32,02:31:00,,F,3,SM37,"7-5,6-3,6-3",D. Schwartzman,B. Coric,,,ARG,CRO,7-5,6-3,6-3,,,02:31:00,282,/en/stats/leaderboard?page=serve,1,8,62,60,97,70,42,60,57,21,37,60,3,5,15,221,/en/stats/leaderboard?page=serve,5,4,62,69,111,67,46,69,33,14,42,63,10,16,15,65,63,97,46,51,111,55,114,208,54,60,111,35,34,97,45,94,208,A,,,,,,,,,D. Schwartzman,B. Coric,SM37,CG80,ARG,CRO,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS019,R32,02:47:00,,F,4,A678,"6-1,6-7(3),6-3,7-6(7)",K. Anderson,M. Zverev,,,RSA,GER,6-1,6-7(3),6-3,7-6(7),,02:47:00,331,/en/stats/leaderboard?page=serve,6,18,66,78,119,85,66,78,68,28,41,100,2,2,21,270,/en/stats/leaderboard?page=serve,2,4,59,73,123,75,55,73,50,25,50,70,7,10,19,79,94,119,35,43,123,57,137,242,65,80,123,21,25,119,43,105,242,A,3,7,,,7,4,,,K. Anderson,M. Zverev,A678,Z168,RSA,GER,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS020,R32,01:34:00,,F,3,C977,"6-3,6-2,6-4",M. Cilic,S. Johnson,,,CRO,USA,6-3,6-2,6-4,,,01:34:00,334,/en/stats/leaderboard?page=serve,1,9,61,41,67,88,36,41,77,20,26,0,0,0,14,243,/en/stats/leaderboard?page=serve,3,2,58,46,80,61,28,46,56,19,34,64,7,11,13,84,56,67,41,33,80,61,89,147,59,47,80,16,11,67,39,58,147,A,,,,,,,,,M. Cilic,S. Johnson,C977,J386,CRO,USA,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS021,R32,03:34:00,,F,5,F510,"6-3,4-6,3-6,6-4,6-4",F. Fognini,K. Edmund,,,ITA,GBR,6-3,4-6,3-6,6-4,6-4,03:34:00,256,/en/stats/leaderboard?page=serve,5,7,65,91,141,70,64,91,44,22,50,45,5,11,24,242,/en/stats/leaderboard?page=serve,5,2,59,84,143,70,59,84,46,27,59,59,10,17,24,61,86,141,40,57,143,50,143,284,60,86,143,39,55,141,50,141,284,A,,,,,,,,,F. Fognini,K. Edmund,F510,E831,ITA,GBR,,
520,2018,Roland Garros,GS,2018-05-27T00:00:00,2018-06-10T00:00:00,Clay,128,18232000,€,MS022,R32,02:23:00,,F,3,I186,"7-6(7),6-4,7-6(7)",J. Isner,P. Herbert,,,USA,FRA,7-6(7),6-4,7-6(7),,,02:23:00,339,/en/stats/leaderboard?page=serve,1,17,74,73,99,84,61,73,65,17,26,100,1,1,17,292,/en/stats/leaderboard?page=serve,3,11,69,85,124,72,61,85,49,19,39,86,6,7,17,79,78,99,35,44,124,55,122,223,65,80,124,21,21,99,45,101,223,A,,,7,1,,,7,4,J. Isner,P. Herbert,I186,H996,USA,FRA,,
