event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS001,F,01:41:00,,F,3,F324,"6-2,7-6(7),6-4",R. Federer,A. Roddick,,,SUI,USA,6-2,7-6(7),6-4,,,01:41:00,7.0,2.0,322,/en/stats/leaderboard?page=serve,0,12,62,49,79,82,40,49,73,22,30,50,1,2,15,257,/en/stats/leaderboard?page=serve,1,7,71,68,96,68,46,68,39,11,28,56,5,9,15,78,62,79,41,39,96,58,101,175,59,57,96,22,17,79,42,74,175,A,,,,,,,R. Federer,A. Roddick,F324,R485,SUI,USA,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS002,SF,02:08:00,,F,3,F324,"6-3,6-4,7-6(7)",R. Federer,L. Hewitt,,,SUI,AUS,6-3,6-4,7-6(7),,,02:08:00,,,296,/en/stats/leaderboard?page=serve,3,10,52,49,94,86,42,49,58,26,45,0,0,1,16,257,/en/stats/leaderboard?page=serve,4,5,46,47,102,74,35,47,56,31,55,63,5,8,15,72,68,94,35,36,102,53,104,196,65,66,102,28,26,94,47,92,196,A,7.0,4.0,,,,,R. Federer,L. Hewitt,F324,H432,SUI,AUS,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS003,SF,02:59:00,,F,4,R485,"6-7(6),6-2,7-6(12),7-6(7)",A. Roddick,T. Johansson,,,USA,SWE,6-7(6),6-2,7-6(12),7-6(7),,02:59:00,,,340,/en/stats/leaderboard?page=serve,0,19,75,107,143,79,84,107,72,26,36,75,3,4,22,291,/en/stats/leaderboard?page=serve,2,19,57,89,155,78,69,89,53,35,66,40,2,5,22,77,110,143,33,51,155,54,161,298,67,104,155,23,33,143,46,137,298,A,12.0,10.0,6.0,8.0,7.0,5.0,A. Roddick,T. Johansson,R485,J129,USA,SWE,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS004,QF,01:51:00,,F,3,F324,"7-5,6-2,7-6(7)",R. Federer,F. Gonzalez,,,SUI,CHI,7-5,6-2,7-6(7),,,01:51:00,,,311,/en/stats/leaderboard?page=serve,0,9,60,53,89,77,41,53,72,26,36,67,2,3,16,262,/en/stats/leaderboard?page=serve,4,5,66,65,98,65,42,65,55,18,33,33,2,6,16,75,67,89,39,38,98,56,105,187,61,60,98,25,22,89,44,82,187,A,7.0,2.0,,,,,R. Federer,F. Gonzalez,F324,G415,SUI,CHI,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS005,QF,01:59:00,,F,3,H432,"7-5,6-4,7-6(7)",L. Hewitt,F. Lopez,,,AUS,ESP,7-5,6-4,7-6(7),,,01:59:00,,,326,/en/stats/leaderboard?page=serve,2,15,63,56,89,89,50,56,67,22,33,67,2,3,17,277,/en/stats/leaderboard?page=serve,2,7,57,54,94,78,42,54,55,22,40,50,3,6,17,81,72,89,32,30,94,56,102,183,68,64,94,19,17,89,44,81,183,A,7.0,2.0,,,,,L. Hewitt,F. Lopez,H432,L397,AUS,ESP,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS006,QF,02:17:00,,F,3,J129,"7-6(7),6-2,6-2",T. Johansson,D. Nalbandian,,,SWE,ARG,7-6(7),6-2,6-2,,,02:17:00,,,277,/en/stats/leaderboard?page=serve,1,7,58,53,92,77,41,53,51,20,39,78,7,9,14,225,/en/stats/leaderboard?page=serve,1,5,65,79,121,56,44,79,43,18,42,63,10,16,14,66,61,92,49,59,121,56,120,213,51,62,121,34,31,92,44,93,213,A,,,7.0,5.0,,,T. Johansson,D. Nalbandian,J129,N301,SWE,ARG,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS007,QF,02:50:00,,F,5,R485,"3-6,6-2,6-1,3-6,6-3",A. Roddick,S. Grosjean,,,USA,FRA,3-6,6-2,6-1,3-6,6-3,02:50:00,,,303,/en/stats/leaderboard?page=serve,0,14,67,82,123,78,64,82,54,22,41,71,5,7,21,252,/en/stats/leaderboard?page=serve,4,10,44,60,136,73,44,60,53,40,76,69,11,16,21,70,86,123,38,52,136,53,138,259,62,84,136,30,37,123,47,121,259,A,,,,,,,A. Roddick,S. Grosjean,R485,G379,USA,FRA,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS008,R16,02:15:00,,F,3,F324,"6-3,6-4,7-6(8)",R. Federer,J. Ferrero,,,SUI,ESP,6-3,6-4,7-6(8),,,02:15:00,,,303,/en/stats/leaderboard?page=serve,1,12,66,67,102,79,53,67,54,19,35,67,2,3,16,261,/en/stats/leaderboard?page=serve,3,4,66,73,110,73,53,73,41,15,37,67,6,9,15,71,72,102,38,42,110,54,114,212,62,68,110,29,30,102,46,98,212,A,8.0,6.0,,,,,R. Federer,J. Ferrero,F324,F316,SUI,ESP,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS009,R16,02:05:00,,F,3,G415,"7-6(7),7-6(7),6-3",F. Gonzalez,M. Youzhny,,,CHI,RUS,7-6(7),7-6(7),6-3,,,02:05:00,7.0,5.0,283,/en/stats/leaderboard?page=serve,6,7,55,58,106,81,47,58,58,28,48,67,4,6,17,267,/en/stats/leaderboard?page=serve,4,9,57,58,101,71,41,58,53,23,43,25,1,4,16,71,75,106,37,37,101,54,112,207,63,64,101,29,31,106,46,95,207,A,,,7.0,3.0,,,F. Gonzalez,M. Youzhny,G415,Y061,CHI,RUS,,
540,2005,Wimbledon,GS,2005-06-20T00:00:00,2005-07-03T00:00:00,Grass,128,8616793,$,MS010,R16,03:02:00,,F,4,H432,"6-4,6-4,6-7(7),6-3",L. Hewitt,T. Dent,,,AUS,USA,6-4,6-4,6-7(7),6-3,,03:02:00,,,274,/en/stats/leaderboard?page=serve,7,11,50,74,149,78,58,74,52,39,75,75,6,8,21,254,/en/stats/leaderboard?page=serve,14,18,54,74,137,78,58,74,43,27,63,64,9,14,20,65,97,149,38,52,137,52,149,286,62,85,137,35,52,149,48,137,286,A,7.0,9.0,,,,,L. Hewitt,T. Dent,H432,D362,AUS,USA,,
