event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS039,R64,02:06:00,,F,4,M442,"6-4,6-3,3-6,6-1",T. Martin,R. Reneberg,,,USA,USA,6-4,6-3,3-6,6-1,,02:06:00,,,,,322,/en/stats/leaderboard?page=serve,3,20,65,61,94,85,52,61,61,20,33,67,2,3,18,250,/en/stats/leaderboard?page=serve,11,6,58,68,118,69,47,68,52,26,50,64,7,11,17,77,72,94,38,45,118,55,117,212,62,73,118,23,22,94,45,95,212,A,,,,,,,T. Martin,R. Reneberg,M442,R016,USA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS040,R64,03:24:00,,F,5,P226,"7-6(7),1-6,6-3,3-6,6-2",C. Pioline,L. Burgsmuller,,,FRA,GER,7-6(7),1-6,6-3,3-6,6-2,03:24:00,,,,,269,/en/stats/leaderboard?page=serve,6,12,64,91,143,78,71,91,40,21,52,50,4,8,22,274,/en/stats/leaderboard?page=serve,9,10,58,82,141,72,59,82,61,36,59,60,6,10,23,64,92,143,33,46,141,49,138,284,67,95,141,36,51,143,51,146,284,A,,,7,5,,,C. Pioline,L. Burgsmuller,P226,B484,FRA,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS041,R64,03:02:00,,F,4,W254,"3-6,7-5,7-6(10),7-6(7)",P. Wessels,M. Woodforde,,,NED,AUS,3-6,7-5,7-6(10),7-6(7),,03:02:00,,,10,8,274,/en/stats/leaderboard?page=serve,9,15,57,83,145,82,68,83,48,30,62,50,4,8,22,279,/en/stats/leaderboard?page=serve,5,12,67,105,156,74,78,105,49,25,51,73,11,15,23,68,98,145,34,53,156,50,151,301,66,103,156,32,47,145,50,150,301,A,7,4,,,,,P. Wessels,M. Woodforde,W254,W035,NED,AUS,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS042,R64,02:52:00,,F,4,A226,"3-6,6-3,6-3,7-6(7)",H. Arazi,F. Vicente,,,MAR,ESP,3-6,6-3,6-3,7-6(7),,02:52:00,,,,,250,/en/stats/leaderboard?page=serve,4,2,60,70,117,70,49,70,49,23,47,38,3,8,19,236,/en/stats/leaderboard?page=serve,4,4,68,115,169,57,66,115,46,25,54,71,17,24,20,62,72,117,46,78,169,52,150,286,54,91,169,38,45,117,48,136,286,A,7,4,,,,,H. Arazi,F. Vicente,A226,V195,MAR,ESP,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS043,R64,02:58:00,,F,5,H355,"6-3,6-2,2-6,6-7(3),6-1",T. Haas,M. Puerta,,,GER,ARG,6-3,6-2,2-6,6-7(3),6-1,02:58:00,,,,,269,/en/stats/leaderboard?page=serve,9,14,47,63,134,76,48,63,59,42,71,50,4,8,23,256,/en/stats/leaderboard?page=serve,6,13,67,96,144,66,63,96,50,24,48,50,7,14,21,67,90,134,40,57,144,53,147,278,60,87,144,33,44,134,47,131,278,A,3,7,,,,,T. Haas,M. Puerta,H355,P372,GER,ARG,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS044,R64,02:12:00,,F,3,N250,"6-4,6-3,6-4",M. Norman,G. Pozzi,,,SWE,ITA,6-4,6-3,6-4,,,02:12:00,,,,,282,/en/stats/leaderboard?page=serve,1,4,75,68,91,71,48,68,48,11,23,75,6,8,14,221,/en/stats/leaderboard?page=serve,3,5,54,57,105,72,41,57,33,16,48,54,7,13,15,65,59,91,46,48,105,55,107,196,54,57,105,35,32,91,45,89,196,A,,,,,,,M. Norman,G. Pozzi,N250,P045,SWE,ITA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS045,R64,02:35:00,,F,4,F164,"5-7,6-3,6-4,6-4",R. Fromberg,M. Hipfl,,,AUS,AUT,5-7,6-3,6-4,6-4,,02:35:00,,,,,301,/en/stats/leaderboard?page=serve,3,27,63,82,131,70,57,82,59,29,49,75,9,12,21,261,/en/stats/leaderboard?page=serve,3,7,58,69,120,71,49,69,53,27,51,50,5,10,20,66,86,131,37,44,120,52,130,251,63,76,120,34,45,131,48,121,251,A,,,,,,,R. Fromberg,M. Hipfl,F164,H364,AUS,AUT,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS046,R64,02:29:00,,F,5,I034,"6-1,4-6,6-2,2-6,6-4",G. Ivanisevic,C. Caratti,,,CRO,ITA,6-1,4-6,6-2,2-6,6-4,02:29:00,,,,,266,/en/stats/leaderboard?page=serve,18,16,44,51,116,94,48,51,49,32,65,0,0,4,22,246,/en/stats/leaderboard?page=serve,1,5,67,89,132,67,60,89,37,16,43,45,5,11,21,69,80,116,42,56,132,55,136,248,58,76,132,31,36,116,45,112,248,A,,,,,,,G. Ivanisevic,C. Caratti,I034,C270,CRO,ITA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS047,R64,02:11:00,,F,4,K293,"6-3,7-6(7),3-6,6-2",G. Kuerten,P. Haarhuis,,,BRA,NED,6-3,7-6(7),3-6,6-2,,02:11:00,7,4,,,285,/en/stats/leaderboard?page=serve,1,16,49,61,124,82,50,61,54,34,63,63,5,8,20,270,/en/stats/leaderboard?page=serve,1,8,64,73,114,68,50,73,54,22,41,50,4,8,18,68,84,124,37,42,114,53,126,238,63,72,114,32,40,124,47,112,238,A,,,,,,,G. Kuerten,P. Haarhuis,K293,H223,BRA,NED,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS048,R64,04:29:00,,F,5,S544,"7-5,7-6(7),5-7,3-6,6-3",V. Spadea,G. Canas,,,USA,ARG,7-5,7-6(7),5-7,3-6,6-3,04:29:00,7,3,,,252,/en/stats/leaderboard?page=serve,3,10,51,95,185,71,67,95,49,44,90,59,10,17,27,242,/en/stats/leaderboard?page=serve,8,3,59,109,186,65,71,109,49,38,77,53,8,15,27,60,111,185,41,77,186,51,188,371,59,109,186,40,74,185,49,183,371,A,,,,,,,V. Spadea,G. Canas,S544,C433,USA,ARG,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS049,R64,01:26:00,,F,3,T168,"6-4,6-3,6-3",L. Tieleman,G. Blanco,,,ITA,ESP,6-4,6-3,6-3,,,01:26:00,,,,,314,/en/stats/leaderboard?page=serve,2,13,57,39,69,87,34,39,67,20,30,50,1,2,14,233,/en/stats/leaderboard?page=serve,8,9,49,44,90,84,37,44,35,16,46,44,4,9,14,78,54,69,41,37,90,57,91,159,59,53,90,22,15,69,43,68,159,A,,,,,,,L. Tieleman,G. Blanco,T168,B518,ITA,ESP,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS050,R64,02:43:00,,F,4,V201,"4-6,7-6(8),6-3,7-6(7)",J. van Lottum,I. Ljubicic,,,NED,CRO,4-6,7-6(8),6-3,7-6(7),,02:43:00,8,6,,,295,/en/stats/leaderboard?page=serve,4,4,57,86,152,73,63,86,70,46,66,91,10,11,22,313,/en/stats/leaderboard?page=serve,4,13,65,87,133,77,67,87,67,31,46,86,6,7,21,72,109,152,26,35,133,51,144,285,74,98,133,28,43,152,49,141,285,A,7,5,,,,,J. van Lottum,I. Ljubicic,V201,L360,NED,CRO,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS051,R64,01:44:00,,F,3,K214,"6-2,6-4,6-1",R. Krajicek,L. Manta,,,NED,SUI,6-2,6-4,6-1,,,01:44:00,,,,,309,/en/stats/leaderboard?page=serve,1,12,49,34,70,91,31,34,58,21,36,100,4,4,12,199,/en/stats/leaderboard?page=serve,12,4,54,66,122,62,41,66,38,21,56,70,14,20,13,74,52,70,49,60,122,58,112,192,51,62,122,26,18,70,42,80,192,A,,,,,,,R. Krajicek,L. Manta,K214,M551,NED,SUI,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS052,R64,02:40:00,,F,4,H432,"6-2,6-4,6-7(5),6-4",L. Hewitt,W. Arthurs,,,AUS,AUS,6-2,6-4,6-7(5),6-4,,02:40:00,,,5,7,296,/en/stats/leaderboard?page=serve,3,7,59,68,116,74,50,68,69,33,48,33,1,3,20,250,/en/stats/leaderboard?page=serve,12,21,45,61,137,79,48,61,47,36,76,45,5,11,20,72,83,116,39,53,137,54,136,253,61,84,137,28,33,116,46,117,253,A,,,,,,,L. Hewitt,W. Arthurs,H432,A202,AUS,AUS,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS053,R64,01:18:00,,F,3,M475,"6-4,6-1,6-0",A. Medvedev,S. Lareau,,,UKR,CAN,6-4,6-1,6-0,,,01:18:00,,,,,294,/en/stats/leaderboard?page=serve,3,7,52,33,63,94,31,33,53,16,30,0,0,1,12,180,/en/stats/leaderboard?page=serve,5,3,56,42,75,57,24,42,33,11,33,61,11,18,11,75,47,63,53,40,75,63,87,138,47,35,75,25,16,63,37,51,138,A,,,,,,,A. Medvedev,S. Lareau,M475,L226,UKR,CAN,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS054,R64,02:39:00,,F,4,B446,"5-7,6-2,6-3,6-3",J. Bjorkman,K. Carlsen,,,SWE,DEN,5-7,6-2,6-3,6-3,,02:39:00,,,,,279,/en/stats/leaderboard?page=serve,3,3,63,66,105,76,50,66,56,22,39,67,6,9,19,228,/en/stats/leaderboard?page=serve,8,7,60,76,126,66,50,76,40,20,50,59,10,17,19,69,72,105,44,56,126,55,128,231,56,70,126,31,33,105,45,103,231,A,,,,,,,J. Bjorkman,K. Carlsen,B446,C328,SWE,DEN,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS055,R64,02:20:00,,F,4,K267,"7-5,6-1,6-7(5),6-3",Y. Kafelnikov,M. Mirnyi,,,RUS,BLR,7-5,6-1,6-7(5),6-3,,02:20:00,,,5,7,315,/en/stats/leaderboard?page=serve,7,7,56,65,117,88,57,65,71,37,52,100,3,3,21,274,/en/stats/leaderboard?page=serve,3,18,63,86,137,67,58,86,51,26,51,73,11,15,19,80,94,117,39,53,137,58,147,254,61,84,137,20,23,117,42,107,254,A,,,,,,,Y. Kafelnikov,M. Mirnyi,K267,M595,RUS,BLR,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS056,R64,01:03:00,,F,3,E140,"6-1,6-4,0-1",N. Escude,C. Moya,,,FRA,ESP,6-1,6-4,0-1,,,01:03:00,,,,,310,/en/stats/leaderboard?page=serve,1,5,56,28,50,82,23,28,68,15,22,100,2,2,9,237,/en/stats/leaderboard?page=serve,1,5,50,24,48,71,17,24,46,11,24,25,1,4,9,76,38,50,42,20,48,59,58,98,58,28,48,24,12,50,41,40,98,A,,,,,,,N. Escude,C. Moya,E140,M605,FRA,ESP,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS057,R64,03:50:00,,F,5,M680,"3-6,6-3,6-7(4),7-6(8),6-2",X. Malisse,C. Mamiit,,,BEL,PHI,3-6,6-3,6-7(4),7-6(8),6-2,03:50:00,,,4,7,257,/en/stats/leaderboard?page=serve,6,12,50,89,178,69,61,89,56,50,89,65,11,17,25,242,/en/stats/leaderboard?page=serve,4,4,58,98,169,65,64,98,51,36,71,53,9,17,25,62,111,178,41,69,169,52,180,347,59,100,169,38,67,178,48,167,347,A,8,6,,,,,X. Malisse,C. Mamiit,M680,M614,BEL,PHI,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS058,R64,02:49:00,,F,4,K296,"5-7,6-4,6-4,6-3",J. Kroslak,P. Goldstein,,,SVK,USA,5-7,6-4,6-4,6-3,,02:49:00,,,,,236,/en/stats/leaderboard?page=serve,18,11,64,90,140,72,65,90,32,16,50,64,9,14,20,230,/en/stats/leaderboard?page=serve,4,5,66,99,151,58,57,99,44,23,52,67,16,24,21,58,81,140,47,71,151,52,152,291,53,80,151,42,59,140,48,139,291,A,,,,,,,J. Kroslak,P. Goldstein,K296,G333,SVK,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS059,R64,02:11:00,,F,4,R286,"4-6,6-3,6-2,6-3",M. Rios,G. Bastl,,,CHI,SUI,4-6,6-3,6-2,6-3,,02:11:00,,,,,290,/en/stats/leaderboard?page=serve,5,11,52,49,94,73,36,49,71,32,45,67,4,6,18,239,/en/stats/leaderboard?page=serve,6,3,63,68,108,65,44,68,48,19,40,45,5,11,18,72,68,94,42,45,108,56,113,202,58,63,108,28,26,94,44,89,202,A,,,,,,,M. Rios,G. Bastl,R286,B503,CHI,SUI,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS060,R64,01:43:00,,F,3,K316,"6-3,6-2,6-2",N. Kiefer,M. Kohlmann,,,GER,GER,6-3,6-2,6-2,,,01:43:00,,,,,279,/en/stats/leaderboard?page=serve,6,2,47,36,77,81,29,36,63,26,41,86,6,7,13,198,/en/stats/leaderboard?page=serve,1,2,50,38,76,58,22,38,39,15,38,50,6,12,12,71,55,77,51,39,76,61,94,153,49,37,76,29,22,77,39,59,153,A,,,,,,,N. Kiefer,M. Kohlmann,K316,K257,GER,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS061,R64,02:04:00,,F,3,C487,"6-3,6-3,6-4",A. Clement,M. Chang,,,FRA,USA,6-3,6-3,6-4,,,02:04:00,,,,,296,/en/stats/leaderboard?page=serve,3,6,59,51,87,78,40,51,56,20,36,100,2,2,14,249,/en/stats/leaderboard?page=serve,2,10,55,52,95,62,32,52,53,23,43,69,9,13,14,69,60,87,42,40,95,55,100,182,58,55,95,31,27,87,45,82,182,A,,,,,,,A. Clement,M. Chang,C487,C274,FRA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS062,R64,03:08:00,,F,5,G354,"6-2,3-6,2-6,6-4,6-3",J. Gimelstob,D. Vacek,,,USA,CZE,6-2,3-6,2-6,6-4,6-3,03:08:00,,,,,273,/en/stats/leaderboard?page=serve,8,17,61,89,146,76,68,89,46,26,57,69,9,13,22,257,/en/stats/leaderboard?page=serve,8,13,53,73,138,73,53,73,49,32,65,62,8,13,22,64,94,146,38,53,138,52,147,284,62,85,138,36,52,146,48,137,284,A,,,,,,,J. Gimelstob,D. Vacek,G354,V141,USA,CZE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS063,R64,01:34:00,,F,3,A092,"6-3,6-2,6-1",A. Agassi,A. Pretzsch,,,USA,GER,6-3,6-2,6-1,,,01:34:00,,,,,297,/en/stats/leaderboard?page=serve,5,9,74,62,84,74,46,62,45,10,22,100,5,5,12,204,/en/stats/leaderboard?page=serve,7,6,71,54,76,61,33,54,23,5,22,40,4,10,12,67,56,84,50,38,76,59,94,160,50,38,76,33,28,84,41,66,160,A,,,,,,,A. Agassi,A. Pretzsch,A092,P353,USA,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS064,R128,02:38:00,,F,5,S741,"6-2,5-7,6-4,2-6,6-4",M. Safin,M. Tillstrom,,,RUS,SWE,6-2,5-7,6-4,2-6,6-4,02:38:00,,,,,240,/en/stats/leaderboard?page=serve,11,13,45,68,151,71,48,68,52,43,83,56,9,16,24,232,/en/stats/leaderboard?page=serve,5,8,54,84,155,64,54,84,45,32,71,38,5,13,24,60,91,151,45,69,155,52,160,306,55,86,155,40,60,151,48,146,306,A,,,,,,,M. Safin,M. Tillstrom,S741,T166,RUS,SWE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS065,R128,01:51:00,,F,4,N254,"3-6,6-4,6-1,6-0",J. Novak,R. Delgado,,,CZE,PAR,3-6,6-4,6-1,6-0,,01:51:00,,,,,314,/en/stats/leaderboard?page=serve,1,15,75,65,87,82,53,65,50,11,22,75,3,4,16,236,/en/stats/leaderboard?page=serve,2,9,72,88,123,58,51,88,37,13,35,67,12,18,16,74,64,87,48,59,123,59,123,210,52,64,123,26,23,87,41,87,210,A,,,,,,,J. Novak,R. Delgado,N254,D316,CZE,PAR,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS066,R128,01:39:00,,F,3,G352,"7-5,6-1,6-4",J. Gambill,S. Koubek,,,USA,AUT,7-5,6-1,6-4,,,01:39:00,,,,,302,/en/stats/leaderboard?page=serve,6,13,66,55,83,82,45,55,54,15,28,67,2,3,15,241,/en/stats/leaderboard?page=serve,5,7,61,57,93,61,35,57,53,19,36,50,5,10,14,72,60,83,42,39,93,56,99,176,58,54,93,28,23,83,44,77,176,A,,,,,,,J. Gambill,S. Koubek,G352,K310,USA,AUT,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS067,R128,03:30:00,,F,5,S424,"5-7,6-4,6-4,1-6,7-6(7)",F. Santoro,S. Grosjean,,,FRA,FRA,5-7,6-4,6-4,1-6,7-6(7),03:30:00,,,,,260,/en/stats/leaderboard?page=serve,7,12,59,108,184,65,70,108,55,42,76,60,9,15,25,265,/en/stats/leaderboard?page=serve,4,10,53,92,175,74,68,92,52,43,83,67,10,15,26,61,112,184,37,64,175,49,176,359,63,111,175,39,72,184,51,183,359,A,,,,,7,2,F. Santoro,S. Grosjean,S424,G379,FRA,FRA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS068,R128,02:02:00,,F,3,D198,"6-4,6-4,7-6(7)",S. Dosedel,J. Courier,,,CZE,USA,6-4,6-4,7-6(7),,,02:02:00,,,7,5,291,/en/stats/leaderboard?page=serve,4,7,71,70,99,71,50,70,59,17,29,71,5,7,16,263,/en/stats/leaderboard?page=serve,5,8,71,79,111,67,53,79,47,15,32,67,8,12,16,68,67,99,39,43,111,52,110,210,61,68,111,32,32,99,48,100,210,A,,,,,,,S. Dosedel,J. Courier,D198,C243,CZE,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS069,R128,01:34:00,,F,3,M443,"6-3,7-5,6-1",F. Meligeni,K. Kim,,,BRA,USA,6-3,7-5,6-1,,,01:34:00,,,,,302,/en/stats/leaderboard?page=serve,1,4,62,48,77,79,38,48,66,19,29,67,2,3,14,218,/en/stats/leaderboard?page=serve,3,4,56,49,88,63,31,49,41,16,39,45,5,11,14,74,57,77,47,41,88,59,98,165,53,47,88,26,20,77,41,67,165,A,,,,,,,F. Meligeni,K. Kim,M443,K358,BRA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS070,R128,02:50:00,,F,4,J148,"6-4,3-6,7-6(7),7-5",F. Jonsson,A. Di Pasquale,,,SWE,FRA,6-4,3-6,7-6(7),7-5,,02:50:00,,,7,2,250,/en/stats/leaderboard?page=serve,0,8,61,86,142,69,59,86,41,23,56,67,12,18,21,241,/en/stats/leaderboard?page=serve,4,5,62,92,149,71,65,92,39,22,57,59,10,17,22,58,82,142,42,62,149,49,144,291,58,87,149,42,60,142,51,147,291,A,,,,,,,F. Jonsson,A. Di Pasquale,J148,D357,SWE,FRA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS071,R128,03:00:00,,F,4,L290,"6-3,7-5,4-6,6-4",N. Lapentti,F. Clavet,,,ECU,ESP,6-3,7-5,4-6,6-4,,03:00:00,,,,,259,/en/stats/leaderboard?page=serve,3,5,65,98,151,71,70,98,45,24,53,69,11,16,21,241,/en/stats/leaderboard?page=serve,5,7,67,81,121,64,52,81,43,17,40,53,8,15,20,62,94,151,43,52,121,54,146,272,57,69,121,38,57,151,46,126,272,A,,,,,,,N. Lapentti,F. Clavet,L290,C252,ECU,ESP,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS072,R128,02:17:00,,F,4,R237,"4-6,6-2,6-3,6-4",G. Rusedski,J. Ferrero,,,GBR,ESP,4-6,6-2,6-3,6-4,,02:17:00,,,,,317,/en/stats/leaderboard?page=serve,1,10,63,62,98,87,54,62,64,23,36,80,4,5,19,259,/en/stats/leaderboard?page=serve,5,1,67,88,132,64,56,88,55,24,44,73,11,15,18,79,77,98,39,52,132,56,129,230,61,80,132,21,21,98,44,101,230,A,,,,,,,G. Rusedski,J. Ferrero,R237,F316,GBR,ESP,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS073,R128,01:37:00,,F,3,P273,"6-3,6-2,6-3",D. Prinosil,J. Marin,,,GER,CRC,6-3,6-2,6-3,,,01:37:00,,,,,255,/en/stats/leaderboard?page=serve,4,8,54,46,85,72,33,46,49,19,39,50,3,6,13,176,/en/stats/leaderboard?page=serve,11,4,52,44,85,61,27,44,32,13,41,43,6,14,13,61,52,85,53,45,85,57,97,170,47,40,85,39,33,85,43,73,170,A,,,,,,,D. Prinosil,J. Marin,P273,M578,GER,CRC,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS074,R128,01:24:00,,F,3,W212,"6-2,6-2,6-1",C. Woodruff,J. Blake,,,USA,USA,6-2,6-2,6-1,,,01:24:00,,,,,291,/en/stats/leaderboard?page=serve,4,7,65,45,69,78,35,45,54,13,24,75,3,4,12,177,/en/stats/leaderboard?page=serve,5,4,51,40,79,55,22,40,36,14,39,50,7,14,11,70,48,69,54,43,79,61,91,148,46,36,79,30,21,69,39,57,148,A,,,,,,,C. Woodruff,J. Blake,W212,B676,USA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS075,R128,01:59:00,,F,3,R219,"6-4,6-3,6-4",C. Ruud,R. Schuettler,,,NOR,GER,6-4,6-3,6-4,,,01:59:00,,,,,254,/en/stats/leaderboard?page=serve,3,4,57,51,89,71,36,51,47,18,38,75,9,12,14,207,/en/stats/leaderboard?page=serve,7,1,58,69,120,57,39,69,45,23,51,61,11,18,15,61,54,89,48,58,120,54,112,209,52,62,120,39,35,89,46,97,209,A,,,,,,,C. Ruud,R. Schuettler,R219,S636,NOR,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS076,R128,02:04:00,,F,4,L206,"6-3,1-6,6-3,6-4",M. Larsson,B. Bryan,,,SWE,USA,6-3,1-6,6-3,6-4,,02:04:00,,,,,261,/en/stats/leaderboard?page=serve,4,8,62,71,115,75,53,71,43,19,44,67,8,12,18,246,/en/stats/leaderboard?page=serve,5,8,59,61,104,72,44,61,42,18,43,55,6,11,17,63,72,115,40,42,104,52,114,219,60,62,104,37,43,115,48,105,219,A,,,,,,,M. Larsson,B. Bryan,L206,B588,SWE,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS077,R128,01:51:00,,F,3,E121,"7-6(7),6-4,6-2",Y. El Aynaoui,B. Black,,,MAR,ZIM,7-6(7),6-4,6-2,,,01:51:00,,,,,305,/en/stats/leaderboard?page=serve,7,18,60,56,94,80,45,56,61,23,38,80,4,5,15,264,/en/stats/leaderboard?page=serve,0,4,65,59,91,66,39,59,56,18,32,60,6,10,15,72,68,94,37,34,91,55,102,185,63,57,91,28,26,94,45,83,185,A,,,7,5,,,Y. El Aynaoui,B. Black,E121,B397,MAR,ZIM,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS078,R128,01:44:00,,F,3,R016,"6-3,6-1,6-3",R. Reneberg,S. Sargsian,,,USA,ARM,6-3,6-1,6-3,,,01:44:00,,,,,271,/en/stats/leaderboard?page=serve,2,3,51,37,73,68,25,37,67,24,36,0,0,2,13,192,/en/stats/leaderboard?page=serve,2,0,63,59,94,53,31,59,37,13,35,63,12,19,12,67,49,73,53,50,94,59,99,167,47,44,94,33,24,73,41,68,167,A,,,,,,,R. Reneberg,S. Sargsian,R016,S545,USA,ARM,,
