event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS038,R64,02:22:00,,F,4,MC65,"6-2,6-3,3-6,6-4",G. Monfils,E. Korolev,,,FRA,KAZ,6-2,6-3,3-6,6-4,,02:22:00,A,G. Monfils,E. Korolev,FRA,KAZ,,,272,/en/stats/leaderboard?page=serve,8,13,62,69,111,74,51,69,48,20,42,57,4,7,18,229,/en/stats/leaderboard?page=serve,6,5,51,64,125,77,49,64,36,22,61,60,9,15,18,64,71,111,43,54,125,53,125,236,57,71,125,36,40,111,47,111,236,,,,,,,,,,,MC65,K760
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS039,R64,01:58:00,,F,3,N301,"6-2,6-4,6-2",D. Nalbandian,A. Golubev,,,ARG,KAZ,6-2,6-4,6-2,,,01:58:00,A,D. Nalbandian,A. Golubev,ARG,KAZ,,,288,/en/stats/leaderboard?page=serve,2,5,55,42,76,88,37,42,50,17,34,75,3,4,13,198,/en/stats/leaderboard?page=serve,11,4,52,49,95,65,32,49,35,16,46,33,3,9,13,71,54,76,49,47,95,59,101,171,51,48,95,29,22,76,41,70,171,,,,,,,,,,,N301,G806
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS040,R64,02:57:00,,F,4,F401,"4-6,7-5,6-3,7-6(7)",D. Ferrer,A. Beck,,,ESP,GER,4-6,7-5,6-3,7-6(7),,02:57:00,A,D. Ferrer,A. Beck,ESP,GER,,,300,/en/stats/leaderboard?page=serve,3,11,67,83,123,76,63,83,63,25,40,50,3,6,22,258,/en/stats/leaderboard?page=serve,9,9,56,81,144,65,53,81,57,36,63,71,10,14,21,72,88,123,38,55,144,54,143,267,62,89,144,28,35,123,46,124,267,,,,,7.0,5.0,,,,,F401,BA86
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS041,R64,01:05:00,,F,2,N552,"6-1,7-5",K. Nishikori,R. Karanusic,,,JPN,CRO,6-1,7-5,,,,01:05:00,A,K. Nishikori,R. Karanusic,JPN,CRO,,,279,/en/stats/leaderboard?page=serve,5,1,56,32,57,81,26,32,56,14,25,75,3,4,10,208,/en/stats/leaderboard?page=serve,5,6,61,37,61,62,23,37,29,7,24,60,6,10,9,70,40,57,51,31,61,60,71,118,49,30,61,30,17,57,40,47,118,,,,,,,,,,,N552,K371
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS042,R64,03:03:00,,F,4,D683,"4-6,6-1,7-5,6-3",J. del Potro,T. Bellucci,,,ARG,BRA,4-6,6-1,7-5,6-3,,03:03:00,A,J. del Potro,T. Bellucci,ARG,BRA,,,272,/en/stats/leaderboard?page=serve,2,7,56,67,119,73,49,67,54,28,52,67,6,9,19,240,/en/stats/leaderboard?page=serve,0,6,58,69,119,59,41,69,54,27,50,50,7,14,19,65,77,119,43,51,119,54,128,238,57,68,119,35,42,119,46,110,238,,,,,,,,,,,D683,BD20
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS043,R64,01:44:00,,F,3,SD32,"6-4,6-1,6-4",G. Simon,J. Acasuso,,,FRA,ARG,6-4,6-1,6-4,,,01:44:00,A,G. Simon,J. Acasuso,FRA,ARG,,,268,/en/stats/leaderboard?page=serve,4,5,52,48,92,71,34,48,59,26,44,78,7,9,14,202,/en/stats/leaderboard?page=serve,6,4,44,32,73,75,24,32,32,13,41,14,1,7,13,65,60,92,49,36,73,58,96,165,51,37,73,35,32,92,42,69,165,,,,,,,,,,,SD32,A389
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS044,R64,02:16:00,,F,3,W367,"6-4,7-6(8),6-2",S. Wawrinka,W. Odesnik,,,SUI,USA,6-4,7-6(8),6-2,,,02:16:00,A,S. Wawrinka,W. Odesnik,SUI,USA,,,284,/en/stats/leaderboard?page=serve,5,17,56,60,108,78,47,60,52,25,48,78,7,9,15,245,/en/stats/leaderboard?page=serve,5,3,65,55,84,75,41,55,41,12,29,17,1,6,15,67,72,108,37,31,84,54,103,192,63,53,84,33,36,108,46,89,192,,,8.0,6.0,,,,,,,W367,O234
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS045,R64,03:08:00,,F,4,C723,"6-1,4-6,7-6(7),6-4",F. Cipolla,Y. Lu,,,ITA,TPE,6-1,4-6,7-6(7),6-4,,03:08:00,A,F. Cipolla,Y. Lu,ITA,TPE,,,282,/en/stats/leaderboard?page=serve,4,2,69,87,126,67,58,87,64,25,39,70,7,10,19,245,/en/stats/leaderboard?page=serve,3,4,63,82,130,65,53,82,46,22,48,54,7,13,20,66,83,126,42,55,130,54,138,256,58,75,130,34,43,126,46,118,256,,,,,,,7.0,2.0,,,C723,L575
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS046,R64,01:06:00,,F,3,M762,"6-0,6-2,6-2",J. Melzer,J. Vanek,,,AUT,CZE,6-0,6-2,6-2,,,01:06:00,A,J. Melzer,J. Vanek,AUT,CZE,,,324,/en/stats/leaderboard?page=serve,1,18,71,44,62,86,38,44,50,9,18,100,1,1,11,175,/en/stats/leaderboard?page=serve,6,2,56,37,66,49,18,37,38,11,29,22,2,9,11,76,47,62,56,37,66,66,84,128,44,29,66,24,15,62,34,44,128,,,,,,,,,,,M762,V207
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS047,R64,02:32:00,,F,4,MC10,"6-4,1-6,7-5,7-6(9)",A. Murray,M. Llodra,,,GBR,FRA,6-4,1-6,7-5,7-6(9),,02:32:00,A,A. Murray,M. Llodra,GBR,FRA,,,267,/en/stats/leaderboard?page=serve,2,11,57,73,127,75,55,73,46,25,54,56,5,9,20,279,/en/stats/leaderboard?page=serve,3,12,69,83,120,72,60,83,49,18,37,33,2,6,21,63,80,127,35,42,120,49,122,247,65,78,120,37,47,127,51,125,247,,,,,9.0,7.0,,,,,MC10,L428
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS048,R64,02:51:00,,F,4,R485,"3-6,7-5,6-2,7-5",A. Roddick,E. Gulbis,,,USA,LAT,3-6,7-5,6-2,7-5,,02:51:00,A,A. Roddick,E. Gulbis,USA,LAT,,,304,/en/stats/leaderboard?page=serve,3,22,61,73,120,79,58,73,55,26,47,60,3,5,20,262,/en/stats/leaderboard?page=serve,10,19,53,77,145,77,59,77,47,32,68,64,9,14,21,70,84,120,37,54,145,52,138,265,63,91,145,30,36,120,48,127,265,,,,,,,,,,,R485,G858
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS049,R64,02:27:00,,F,4,SA93,"6-2,4-6,6-2,6-2",A. Seppi,G. Garcia-Lopez,,,ITA,ESP,6-2,4-6,6-2,6-2,,02:27:00,A,A. Seppi,G. Garcia-Lopez,ITA,ESP,,,263,/en/stats/leaderboard?page=serve,6,3,59,68,115,68,46,68,57,27,47,75,9,12,17,210,/en/stats/leaderboard?page=serve,6,0,59,63,106,56,35,63,49,21,43,33,4,12,17,63,73,115,47,50,106,56,123,221,53,56,106,37,42,115,44,98,221,,,,,,,,,,,SA93,G476
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS050,R64,03:07:00,,F,5,N289,"6-7(2),3-6,6-4,6-3,6-2",J. Nieminen,I. Minar,,,FIN,CZE,6-7(2),3-6,6-4,6-3,6-2,03:07:00,A,J. Nieminen,I. Minar,FIN,CZE,,,283,/en/stats/leaderboard?page=serve,2,7,67,114,171,63,72,114,61,35,57,81,13,16,24,257,/en/stats/leaderboard?page=serve,5,5,64,90,140,68,61,90,50,25,50,40,4,10,24,63,107,171,39,54,140,52,161,311,61,86,140,37,64,171,48,150,311,2.0,7.0,,,,,,,,,N289,MA41
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS051,R64,02:07:00,,F,3,G415,"7-6(8),6-4,6-4",F. Gonzalez,B. Reynolds,,,CHI,USA,7-6(8),6-4,6-4,,,02:07:00,A,F. Gonzalez,B. Reynolds,CHI,USA,,,292,/en/stats/leaderboard?page=serve,4,8,57,50,88,78,39,50,66,25,38,50,2,4,16,263,/en/stats/leaderboard?page=serve,3,8,66,68,103,57,39,68,60,21,35,43,3,7,16,73,64,88,42,43,103,56,107,191,58,60,103,27,24,88,44,84,191,8.0,6.0,,,,,,,,,G415,R483
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS052,R64,02:48:00,,F,4,R419,"4-6,7-6(7),6-4,6-0",T. Robredo,M. Safin,,,ESP,RUS,4-6,7-6(7),6-4,6-0,,02:48:00,A,T. Robredo,M. Safin,ESP,RUS,,,292,/en/stats/leaderboard?page=serve,3,5,69,80,116,74,59,80,58,21,36,50,2,4,19,249,/en/stats/leaderboard?page=serve,7,9,52,65,124,71,46,65,51,30,59,58,7,12,19,69,80,116,39,48,124,53,128,240,61,76,124,31,36,116,47,112,240,,,7.0,4.0,,,,,,,R419,S741
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS053,R64,02:37:00,,F,4,T786,"4-6,6-3,6-4,6-4",J. Tsonga,C. Moya,,,FRA,ESP,4-6,6-3,6-4,6-4,,02:37:00,A,J. Tsonga,C. Moya,FRA,ESP,,,309,/en/stats/leaderboard?page=serve,2,20,70,83,118,77,64,83,54,19,35,71,5,7,20,261,/en/stats/leaderboard?page=serve,3,5,54,60,111,70,42,60,57,29,51,60,6,10,19,70,83,118,36,40,111,54,123,229,64,71,111,30,35,118,46,106,229,,,,,,,,,,,T786,M605
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS054,R64,02:34:00,,F,4,C977,"6-4,2-6,6-2,7-5",M. Cilic,R. Ginepri,,,CRO,USA,6-4,2-6,6-2,7-5,,02:34:00,A,M. Cilic,R. Ginepri,CRO,USA,,,284,/en/stats/leaderboard?page=serve,4,12,60,65,109,71,46,65,61,27,44,50,3,6,19,254,/en/stats/leaderboard?page=serve,1,7,61,75,122,69,52,75,45,21,47,64,9,14,19,67,73,109,40,49,122,53,122,231,60,73,122,33,36,109,47,109,231,,,,,,,,,,,C977,G569
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS055,R64,02:06:00,,F,3,D643,"7-6(10),6-4,6-4",N. Djokovic,R. Kendrick,,,SRB,USA,7-6(10),6-4,6-4,,,02:06:00,A,N. Djokovic,R. Kendrick,SRB,USA,,,326,/en/stats/leaderboard?page=serve,0,11,73,77,106,73,56,77,69,20,29,100,4,4,16,283,/en/stats/leaderboard?page=serve,7,19,57,58,102,79,46,58,48,21,44,33,1,3,16,72,76,106,34,35,102,53,111,208,66,67,102,28,30,106,47,97,208,10.0,8.0,,,,,,,,,D643,K448
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS056,R64,02:32:00,,F,3,D402,"6-4,6-4,7-6(7)",N. Davydenko,A. Calleri,,,RUS,ARG,6-4,6-4,7-6(7),,,02:32:00,A,N. Davydenko,A. Calleri,RUS,ARG,,,298,/en/stats/leaderboard?page=serve,0,6,68,69,101,75,52,69,56,18,32,75,3,4,16,262,/en/stats/leaderboard?page=serve,3,12,42,44,104,82,36,44,48,29,60,67,6,9,16,69,70,101,38,39,104,53,109,205,63,65,104,31,31,101,47,96,205,,,,,,,7.0,2.0,,,D402,C478
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS057,R64,02:43:00,,F,4,T315,"6-7(2),6-3,6-4,6-2",D. Tursunov,V. Hanescu,,,RUS,ROU,6-7(2),6-3,6-4,6-2,,02:43:00,A,D. Tursunov,V. Hanescu,RUS,ROU,,,309,/en/stats/leaderboard?page=serve,4,16,63,83,132,77,64,83,57,28,49,100,5,5,20,268,/en/stats/leaderboard?page=serve,4,9,73,98,135,71,70,98,41,15,37,75,12,16,19,70,92,132,37,50,135,53,142,267,63,85,135,30,40,132,47,125,267,2.0,7.0,,,,,,,,,T315,H528
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS058,R64,02:09:00,,F,3,A479,"6-3,6-4,6-4",N. Almagro,S. Warburg,,,ESP,USA,6-3,6-4,6-4,,,02:09:00,A,N. Almagro,S. Warburg,ESP,USA,,,307,/en/stats/leaderboard?page=serve,3,15,64,56,88,82,46,56,56,18,32,80,4,5,15,260,/en/stats/leaderboard?page=serve,5,6,75,77,102,61,47,77,52,13,25,67,8,12,14,73,64,88,41,42,102,56,106,190,59,60,102,27,24,88,44,84,190,,,,,,,,,,,A479,W361
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS059,R64,03:11:00,,F,5,MA30,"2-6,2-6,7-6(7),6-3,6-3",G. Muller,T. Haas,,,LUX,GER,2-6,2-6,7-6(7),6-3,6-3,03:11:00,A,G. Muller,T. Haas,LUX,GER,,,280,/en/stats/leaderboard?page=serve,7,36,62,95,153,78,74,95,38,22,58,65,11,17,23,282,/en/stats/leaderboard?page=serve,5,15,60,79,132,72,57,79,62,33,53,58,7,12,23,63,96,153,32,42,132,48,138,285,68,90,132,37,57,153,52,147,285,,,,,,,7.0,5.0,,,MA30,H355
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS060,R64,02:23:00,,F,5,V306,"6-7(5),7-6(7),6-4,6-7(6),6-0",F. Verdasco,R. Machado,,,ESP,POR,6-7(5),7-6(7),6-4,6-7(6),6-0,02:23:00,A,F. Verdasco,R. Machado,ESP,POR,,,296,/en/stats/leaderboard?page=serve,3,4,77,133,172,71,95,133,59,23,39,57,4,7,26,251,/en/stats/leaderboard?page=serve,3,5,62,119,192,66,79,119,48,35,73,59,10,17,26,69,118,172,41,78,192,54,196,364,59,114,192,31,54,172,46,168,364,5.0,7.0,7.0,5.0,6.0,8.0,,,,,V306,MA49
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS061,R64,01:57:00,,F,3,A511,"7-6(7),6-4,6-3",I. Andreev,J. Chardy,,,RUS,FRA,7-6(7),6-4,6-3,,,01:57:00,A,I. Andreev,J. Chardy,RUS,FRA,,,323,/en/stats/leaderboard?page=serve,2,9,58,53,91,87,46,53,71,27,38,100,1,1,16,285,/en/stats/leaderboard?page=serve,2,8,70,66,94,80,53,66,43,12,28,82,9,11,15,80,73,91,31,29,94,55,102,185,69,65,94,20,18,91,45,83,185,7.0,3.0,,,,,,,,,A511,CA12
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS062,R64,02:31:00,,F,4,S694,"6-4,6-4,6-7(3),6-2",R. Stepanek,C. Guccione,,,CZE,AUS,6-4,6-4,6-7(3),6-2,,02:31:00,A,R. Stepanek,C. Guccione,CZE,AUS,,,327,/en/stats/leaderboard?page=serve,2,14,69,74,107,85,63,74,61,20,33,0,0,0,20,281,/en/stats/leaderboard?page=serve,6,19,63,73,115,77,56,73,48,20,42,56,5,9,20,78,83,107,34,39,115,55,122,222,66,76,115,22,24,107,45,100,222,,,,,,,3.0,7.0,,,S694,G621
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS063,R64,02:14:00,,F,3,F324,"6-3,7-5,6-4",R. Federer,T. Alves,,,SUI,BRA,6-3,7-5,6-4,,,02:14:00,A,R. Federer,T. Alves,SUI,BRA,,,310,/en/stats/leaderboard?page=serve,2,19,64,61,95,80,49,61,56,19,34,67,2,3,16,240,/en/stats/leaderboard?page=serve,2,2,54,68,125,60,41,68,53,30,57,73,11,15,15,72,68,95,43,54,125,55,122,220,57,71,125,28,27,95,45,98,220,,,,,,,,,,,F324,A410
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS064,R128,02:59:00,,F,3,N409,"7-6(7),6-3,7-6(7)",R. Nadal,B. Phau,,,ESP,GER,7-6(7),6-3,7-6(7),,,02:59:00,A,R. Nadal,B. Phau,ESP,GER,,,309,/en/stats/leaderboard?page=serve,2,7,72,77,107,75,58,77,63,19,30,67,2,3,17,259,/en/stats/leaderboard?page=serve,4,6,51,67,132,73,49,67,46,30,65,85,11,13,16,72,77,107,40,53,132,54,130,239,60,79,132,28,30,107,46,109,239,7.0,4.0,,,,,7.0,4.0,,,N409,P436
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS065,R128,03:43:00,,F,5,D617,"7-6(7),5-7,6-4,3-6,6-4",R. DeHeart,O. Rochus,,,USA,BEL,7-6(7),5-7,6-4,3-6,6-4,03:43:00,A,R. DeHeart,O. Rochus,USA,BEL,,,277,/en/stats/leaderboard?page=serve,8,19,52,87,166,74,64,87,56,44,79,73,11,15,26,272,/en/stats/leaderboard?page=serve,4,4,58,108,185,68,73,108,61,47,77,64,7,11,27,65,108,166,35,65,185,49,173,351,65,120,185,35,58,166,51,178,351,7.0,4.0,,,,,,,,,D617,R397
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS066,R128,01:31:00,,F,3,T840,"7-6(7),6-0,6-1",V. Troicki,C. Ball,,,SRB,AUS,7-6(7),6-0,6-1,,,01:31:00,A,V. Troicki,C. Ball,SRB,AUS,,,312,/en/stats/leaderboard?page=serve,1,6,60,45,75,87,39,45,60,18,30,100,2,2,13,223,/en/stats/leaderboard?page=serve,6,10,57,51,89,65,33,51,39,15,38,55,6,11,12,76,57,75,46,41,89,60,98,164,54,48,89,24,18,75,40,66,164,7.0,3.0,,,,,,,,,T840,BD59
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS067,R128,01:37:00,,F,3,K435,"6-2,6-3,6-2",P. Kohlschreiber,L. Horna,,,GER,PER,6-2,6-3,6-2,,,01:37:00,A,P. Kohlschreiber,L. Horna,GER,PER,,,305,/en/stats/leaderboard?page=serve,4,7,47,31,66,84,26,31,71,25,35,0,0,0,12,215,/en/stats/leaderboard?page=serve,5,5,57,48,84,63,30,48,42,15,36,45,5,11,13,77,51,66,46,39,84,60,90,150,54,45,84,23,15,66,40,60,150,,,,,,,,,,,K435,H390
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS068,R128,01:27:00,,F,3,Q927,"6-3,6-1,6-2",S. Querrey,T. Berdych,,,USA,CZE,6-3,6-1,6-2,,,01:27:00,A,S. Querrey,T. Berdych,USA,CZE,,,299,/en/stats/leaderboard?page=serve,1,11,62,40,65,88,35,40,48,12,25,67,2,3,12,195,/en/stats/leaderboard?page=serve,3,5,54,44,81,52,23,44,46,17,37,46,6,13,12,72,47,65,51,41,81,60,88,146,49,40,81,28,18,65,40,58,146,,,,,,,,,,,Q927,BA47
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS069,R128,01:44:00,,F,3,D469,"6-4,6-2,6-2",N. Devilder,P. Andujar,,,FRA,ESP,6-4,6-2,6-2,,,01:44:00,A,N. Devilder,P. Andujar,FRA,ESP,,,248,/en/stats/leaderboard?page=serve,8,2,61,48,79,75,36,48,42,13,31,40,2,5,13,181,/en/stats/leaderboard?page=serve,9,3,58,55,95,56,31,55,35,14,40,58,11,19,13,62,49,79,53,50,95,57,99,174,47,45,95,38,30,79,43,75,174,,,,,,,,,,,D469,A596
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS070,R128,01:20:00,,F,3,S963,"7-6(10),6-0,2-0",F. Serra,R. Schuettler,,,FRA,GER,7-6(10),6-0,2-0,,,01:20:00,A,F. Serra,R. Schuettler,FRA,GER,,,317,/en/stats/leaderboard?page=serve,1,1,71,45,63,73,33,45,83,15,18,67,2,3,10,225,/en/stats/leaderboard?page=serve,4,1,66,42,64,67,28,42,45,10,22,50,5,10,10,76,48,63,41,26,64,58,74,127,59,38,64,24,15,63,42,53,127,10.0,8.0,,,,,,,,,S963,S636
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS071,R128,01:59:00,,F,3,K336,"7-5,6-1,6-4",I. Karlovic,J. Minar,,,CRO,CZE,7-5,6-1,6-4,,,01:59:00,A,I. Karlovic,J. Minar,CRO,CZE,,,304,/en/stats/leaderboard?page=serve,7,28,58,55,95,89,49,55,43,17,40,83,5,6,15,228,/en/stats/leaderboard?page=serve,6,0,61,60,99,65,39,60,44,17,39,58,7,12,14,69,66,95,43,43,99,56,109,194,57,56,99,31,29,95,44,85,194,,,,,,,,,,,K336,M800
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS072,R128,02:49:00,,F,5,B676,"6-1,3-6,6-1,4-6,6-4",J. Blake,D. Young,,,USA,USA,6-1,3-6,6-1,4-6,6-4,02:49:00,A,J. Blake,D. Young,USA,USA,,,272,/en/stats/leaderboard?page=serve,5,7,58,91,156,75,68,91,51,33,65,77,10,13,22,241,/en/stats/leaderboard?page=serve,6,6,59,82,138,63,52,82,48,27,56,60,9,15,21,65,101,156,43,59,138,54,160,294,57,79,138,35,55,156,46,134,294,,,,,,,,,,,B676,Y124
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS073,R128,02:45:00,,F,4,D632,"6-1,6-7(6),7-6(7),6-4",S. Darcis,D. Gremelmayr,,,BEL,GER,6-1,6-7(6),7-6(7),6-4,,02:45:00,A,S. Darcis,D. Gremelmayr,BEL,GER,,,272,/en/stats/leaderboard?page=serve,5,9,54,74,138,74,55,74,55,35,64,57,4,7,20,244,/en/stats/leaderboard?page=serve,7,16,50,64,128,67,43,64,52,33,64,0,0,7,21,65,90,138,41,52,128,53,142,266,59,76,128,35,48,138,47,124,266,,,6.0,8.0,,,7.0,4.0,,,D632,G512
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS074,R128,03:18:00,,F,4,F339,"7-6(7),6-7(3),6-3,6-4",M. Fish,R. Smeets,,,USA,AUS,7-6(7),6-7(3),6-3,6-4,,03:18:00,A,M. Fish,R. Smeets,USA,AUS,,,277,/en/stats/leaderboard?page=serve,7,15,48,76,157,79,60,76,52,42,81,75,6,8,22,261,/en/stats/leaderboard?page=serve,4,7,54,78,145,69,54,78,55,37,67,67,8,12,21,65,102,157,37,54,145,52,156,302,63,91,145,35,55,157,48,146,302,7.0,4.0,3.0,7.0,,,,,,,F339,SD56
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS075,R128,02:50:00,,F,4,M850,"6-7(4),7-6(7),6-3,6-2",P. Mathieu,S. Grosjean,,,FRA,FRA,6-7(4),7-6(7),6-3,6-2,,02:50:00,A,P. Mathieu,S. Grosjean,FRA,FRA,,,296,/en/stats/leaderboard?page=serve,4,7,56,74,133,73,54,74,69,41,59,80,4,5,21,280,/en/stats/leaderboard?page=serve,4,22,54,69,128,81,56,69,47,28,59,43,3,7,20,71,95,133,34,44,128,53,139,261,66,84,128,29,38,133,47,122,261,4.0,7.0,7.0,5.0,,,,,,,M850,G379
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS076,R128,01:34:00,,F,3,MC65,"6-4,6-4,6-1",G. Monfils,P. Cuevas,,,FRA,URU,6-4,6-4,6-1,,,01:34:00,A,G. Monfils,P. Cuevas,FRA,URU,,,298,/en/stats/leaderboard?page=serve,5,11,59,44,74,84,37,44,57,17,30,75,3,4,13,222,/en/stats/leaderboard?page=serve,2,4,55,46,83,59,27,46,49,18,37,14,1,7,14,73,54,74,46,38,83,59,92,157,54,45,83,27,20,74,41,65,157,,,,,,,,,,,MC65,C882
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS077,R128,02:21:00,,F,3,K760,"7-6(7),6-3,7-6(11)",E. Korolev,R. Soderling,,,KAZ,SWE,7-6(7),6-3,7-6(11),,,02:21:00,A,E. Korolev,R. Soderling,KAZ,SWE,,,274,/en/stats/leaderboard?page=serve,7,15,57,75,132,81,61,75,46,26,57,79,11,14,17,263,/en/stats/leaderboard?page=serve,8,18,49,57,116,82,47,57,47,28,59,69,9,13,16,66,87,132,35,41,116,52,128,248,65,75,116,34,45,132,48,120,248,7.0,4.0,,,,,11.0,9.0,,,K760,SA49
