event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS001,F,02:25:00,,F,4,R255,"6-3,6-2,4-6,7-5",P. Rafter,G. Rusedski,,,AUS,GBR,6-3,6-2,4-6,7-5,,02:25:00,272,/en/stats/leaderboard?page=serve,6,7,62,76.0,123,84,64.0,76.0,40,19.0,47.0,67,6,9,20,249,/en/stats/leaderboard?page=serve,4,9,63,85.0,136,68,58.0,85.0,45,23.0,51.0,65,11,17.0,19,67,83,123,40,55,136,53,138,259,60,81,136,33,40,123,47,121,259,A,,,,,,,,,,,,,,,P. Rafter,G. Rusedski,R255,R237,AUS,GBR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS002,SF,02:30:00,,F,5,R237,"6-1,3-6,3-6,6-3,7-5",G. Rusedski,J. Bjorkman,,,GBR,SWE,6-1,3-6,3-6,6-3,7-5,02:30:00,298,/en/stats/leaderboard?page=serve,2,15,64,94.0,146,77,72.0,94.0,58,30.0,52.0,70,7,10,23,277,/en/stats/leaderboard?page=serve,1,5,63,86.0,137,71,61.0,86.0,61,31.0,51.0,58,7,12.0,23,70,102,146,33,45,137,52,147,283,67,92,137,30,44,146,48,136,283,A,,,,,,,,,,,,,,,G. Rusedski,J. Bjorkman,R237,B446,GBR,SWE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS003,SF,02:02:00,,F,3,R255,"6-3,6-3,6-4",P. Rafter,M. Chang,,,AUS,USA,6-3,6-3,6-4,,,02:02:00,243,/en/stats/leaderboard?page=serve,4,9,65,66.0,101,85,56.0,66.0,46,16.0,35.0,,0,,14,250,/en/stats/leaderboard?page=serve,2,2,64,58.0,91,67,39.0,58.0,48,16.0,33.0,56,5,9.0,14,71,72,101,40,36,91,56,108,192,60,55,91,29,29,101,44,84,192,A,,,,,,,,,,,,,,,P. Rafter,M. Chang,R255,C274,AUS,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS004,QF,01:32:00,,F,3,B446,"7-6(7),6-2,1-0",J. Bjorkman,P. Korda,,,SWE,CZE,7-6(7),6-2,1-0,,,01:32:00,231,/en/stats/leaderboard?page=serve,4,1,73,65.0,89,65,42.0,65.0,33,8.0,24.0,50,4,8,11,203,/en/stats/leaderboard?page=serve,5,5,63,55.0,87,51,28.0,55.0,44,14.0,32.0,54,7,13.0,11,56,50,89,52,45,87,54,95,176,48,42,87,44,39,89,46,81,176,A,7,3,,,,,,,,,,,,,J. Bjorkman,P. Korda,B446,K148,SWE,CZE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS005,QF,01:56:00,,F,3,R237,"7-5,7-6(7),7-6(8)",G. Rusedski,R. Krajicek,,,GBR,NED,7-5,7-6(7),7-6(8),,,01:56:00,281,/en/stats/leaderboard?page=serve,6,2,60,77.0,129,79,61.0,77.0,52,27.0,52.0,80,4,5,18,285,/en/stats/leaderboard?page=serve,6,10,63,78.0,124,78,61.0,78.0,52,24.0,46.0,50,2,4.0,18,68,88,129,31,39,124,50,127,253,69,85,124,32,41,129,50,126,253,A,,,7,5,8,6,,,,,,,,,G. Rusedski,R. Krajicek,R237,K214,GBR,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS006,QF,01:48:00,,F,3,R255,"7-6(7),6-4,6-2",P. Rafter,M. Larsson,,,AUS,SWE,7-6(7),6-4,6-2,,,01:48:00,262,/en/stats/leaderboard?page=serve,7,4,60,63.0,105,79,50.0,63.0,40,17.0,42.0,33,1,3,15,245,/en/stats/leaderboard?page=serve,3,9,65,66.0,102,77,51.0,66.0,31,11.0,36.0,38,3,8.0,15,64,67,105,39,40,102,52,107,207,61,62,102,36,38,105,48,100,207,A,7,4,,,,,,,,,,,,,P. Rafter,M. Larsson,R255,L206,AUS,SWE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS007,QF,02:57:00,,F,5,C274,"7-5,6-2,4-6,4-6,6-3",M. Chang,M. Rios,,,USA,CHI,7-5,6-2,4-6,4-6,6-3,02:57:00,273,/en/stats/leaderboard?page=serve,1,8,53,79.0,148,78,62.0,79.0,55,38.0,69.0,50,5,10,25,251,/en/stats/leaderboard?page=serve,3,5,62,90.0,145,68,61.0,90.0,49,27.0,55.0,36,4,11.0,24,68,100,148,39,57,145,54,157,293,61,88,145,32,48,148,46,136,293,A,,,,,,,,,,,,,,,M. Chang,M. Rios,C274,R286,USA,CHI,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS008,R16,03:34:00,,F,5,K148,"6-7(4),7-5,7-6(7),3-6,7-6(7)",P. Korda,P. Sampras,,,CZE,USA,6-7(4),7-5,7-6(7),3-6,7-6(7),03:34:00,296,/en/stats/leaderboard?page=serve,6,15,67,127.0,190,80,102.0,127.0,54,34.0,63.0,50,4,8,29,295,/en/stats/leaderboard?page=serve,5,24,61,134.0,219,79,106.0,134.0,47,40.0,85.0,75,9,12.0,28,72,136,190,33,73,219,51,209,409,67,146,219,28,54,190,49,200,409,A,4,7,,,7,2,7,3,,,,,,,P. Korda,P. Sampras,K148,S402,CZE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS009,R16,02:23:00,,F,4,B446,"6-3,6-3,1-6,7-6(8)",J. Bjorkman,S. Draper,,,SWE,AUS,6-3,6-3,1-6,7-6(8),,02:23:00,260,/en/stats/leaderboard?page=serve,3,4,56,71.0,126,75,53.0,71.0,51,28.0,55.0,67,8,12,18,262,/en/stats/leaderboard?page=serve,2,9,60,75.0,124,79,59.0,75.0,43,21.0,49.0,58,7,12.0,19,64,81,126,35,44,124,50,125,250,65,80,124,36,45,126,50,125,250,A,,,,,,,,,8,6,,,,,J. Bjorkman,S. Draper,B446,D270,SWE,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS010,R16,01:39:00,,F,3,R237,"7-6(7),6-2,6-2",G. Rusedski,D. Vacek,,,GBR,CZE,7-6(7),6-2,6-2,,,01:39:00,224,/en/stats/leaderboard?page=serve,3,17,62,63.0,102,89,56.0,63.0,59,23.0,39.0,0,0,,14,240,/en/stats/leaderboard?page=serve,4,6,57,56.0,99,77,43.0,56.0,33,14.0,43.0,56,5,9.0,14,77,79,102,42,42,99,60,121,201,58,57,99,23,23,102,40,80,201,A,7,2,,,,,,,,,,,,,G. Rusedski,D. Vacek,R237,V141,GBR,CZE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS011,R16,01:37:00,,F,3,K214,"7-5,6-3,6-4",R. Krajicek,F. Mantilla,,,NED,ESP,7-5,6-3,6-4,,,01:37:00,241,/en/stats/leaderboard?page=serve,2,16,67,64.0,96,94,60.0,64.0,66,21.0,32.0,0,0,,16,251,/en/stats/leaderboard?page=serve,5,3,62,68.0,109,72,49.0,68.0,39,16.0,41.0,70,7,10.0,15,84,81,96,40,44,109,61,125,205,60,65,109,16,15,96,39,80,205,A,,,,,,,,,,,,,,,R. Krajicek,F. Mantilla,K214,M535,NED,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS012,R16,01:43:00,,F,3,L206,"6-3,7-6(7),6-3",M. Larsson,W. Ferreira,,,SWE,RSA,6-3,7-6(7),6-3,,,01:43:00,283,/en/stats/leaderboard?page=serve,4,6,55,60.0,109,82,49.0,60.0,51,25.0,49.0,67,2,3,16,259,/en/stats/leaderboard?page=serve,3,11,48,52.0,108,77,40.0,52.0,48,27.0,56.0,57,4,7.0,14,68,74,109,38,41,108,53,115,217,62,67,108,32,35,109,47,102,217,A,,,7,5,,,,,,,,,,,M. Larsson,W. Ferreira,L206,F196,SWE,RSA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS013,R16,02:52:00,,F,4,R255,"6-3,7-6(7),4-6,6-3",P. Rafter,A. Agassi,,,AUS,USA,6-3,7-6(7),4-6,6-3,,02:52:00,253,/en/stats/leaderboard?page=serve,8,10,56,94.0,168,77,72.0,94.0,42,31.0,74.0,64,9,14,21,235,/en/stats/leaderboard?page=serve,9,5,61,84.0,137,67,56.0,84.0,43,23.0,53.0,57,8,14.0,19,61,103,168,42,58,137,53,161,305,58,79,137,39,65,168,47,144,305,A,,,7,4,,,,,,,,,,,P. Rafter,A. Agassi,R255,A092,AUS,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS014,R16,01:42:00,,F,3,R286,"7-5,6-2,6-4",M. Rios,S. Bruguera,,,CHI,ESP,7-5,6-2,6-4,,,01:42:00,294,/en/stats/leaderboard?page=serve,4,11,55,58.0,105,86,50.0,58.0,53,25.0,47.0,80,4,5,15,238,/en/stats/leaderboard?page=serve,,3,57,56.0,99,70,39.0,56.0,42,18.0,43.0,29,2,7.0,15,71,75,105,42,42,99,57,117,204,58,57,99,29,30,105,43,87,204,A,,,,,,,,,,,False,,,,M. Rios,S. Bruguera,R286,B350,CHI,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS015,R16,03:41:00,,F,5,C274,"6-3,0-6,5-7,7-5,6-1",M. Chang,C. Pioline,,,USA,FRA,6-3,0-6,5-7,7-5,6-1,03:41:00,243,/en/stats/leaderboard?page=serve,6,9,45,78.0,174,72,56.0,78.0,50,48.0,96.0,45,5,11,23,254,/en/stats/leaderboard?page=serve,2,6,62,93.0,151,67,62.0,93.0,52,30.0,58.0,50,7,14.0,23,60,104,174,39,59,151,50,163,325,61,92,151,40,70,174,50,162,325,A,,,,,,,,,,,,,,,M. Chang,C. Pioline,C274,P226,USA,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS016,R32,01:30:00,,F,3,S402,"6-3,6-4,6-4",P. Sampras,A. Radulescu,,,USA,GER,6-3,6-4,6-4,,,01:30:00,327,/en/stats/leaderboard?page=serve,1,11,67,60.0,90,87,52.0,60.0,70,21.0,30.0,,0,,15,276,/en/stats/leaderboard?page=serve,3,12,60,56.0,94,79,44.0,56.0,50,19.0,38.0,40,2,5.0,14,81,73,90,33,31,94,57,104,184,67,63,94,19,17,90,43,80,184,A,,,,,,,,,,,,,,,P. Sampras,A. Radulescu,S402,R284,USA,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS017,R32,02:37:00,,F,4,K148,"4-6,6-3,6-4,7-5",P. Korda,M. Damm,,,CZE,CZE,4-6,6-3,6-4,7-5,,02:37:00,288,/en/stats/leaderboard?page=serve,4,10,60,90.0,149,78,70.0,90.0,54,32.0,59.0,85,11,13,21,257,/en/stats/leaderboard?page=serve,11,16,55,87.0,157,80,70.0,87.0,37,26.0,70.0,69,9,13.0,20,68,102,149,39,61,157,53,163,306,61,96,157,32,47,149,47,143,306,A,,,,,,,,,,,,,,,P. Korda,M. Damm,K148,D214,CZE,CZE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS018,R32,01:30:00,,F,3,B446,"6-3,6-1,7-5",J. Bjorkman,G. Kuerten,,,SWE,BRA,6-3,6-1,7-5,,,01:30:00,293,/en/stats/leaderboard?page=serve,2,3,49,37.0,76,84,31.0,37.0,67,26.0,39.0,50,1,2,14,216,/en/stats/leaderboard?page=serve,4,7,56,53.0,94,66,35.0,53.0,34,14.0,41.0,33,3,9.0,14,75,57,76,48,45,94,60,102,170,52,49,94,25,19,76,40,68,170,A,,,,,,,,,,,,,,,J. Bjorkman,G. Kuerten,B446,K293,SWE,BRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS019,R32,03:29:00,,F,5,D270,"7-6(8),3-6,2-6,6-4,6-4",S. Draper,J. Tarango,,,AUS,USA,7-6(8),3-6,2-6,6-4,6-4,03:29:00,252,/en/stats/leaderboard?page=serve,3,18,54,103.0,192,80,82.0,103.0,37,33.0,89.0,50,8,16,24,232,/en/stats/leaderboard?page=serve,10,6,53,101.0,189,71,72.0,101.0,40,35.0,88.0,63,12,19.0,25,60,115,192,43,82,189,52,197,381,57,107,189,40,77,192,48,184,381,A,8,6,,,,,,,,,,,,,S. Draper,J. Tarango,D270,T136,AUS,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS020,R32,01:31:00,,F,3,R237,"7-6(7),6-3,6-1",G. Rusedski,J. Knippschild,,,GBR,GER,7-6(7),6-3,6-1,,,01:31:00,208,/en/stats/leaderboard?page=serve,6,13,65,66.0,102,92,61.0,66.0,44,16.0,36.0,0,0,,14,230,/en/stats/leaderboard?page=serve,6,4,46,47.0,103,74,35.0,47.0,41,23.0,56.0,33,2,6.0,14,75,77,102,44,45,103,60,122,205,56,58,103,25,25,102,40,83,205,A,7,5,,,,,,,,,,,,,G. Rusedski,J. Knippschild,R237,K260,GBR,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS021,R32,02:03:00,,F,3,V141,"7-6(7),7-5,6-2",D. Vacek,M. Philippoussis,,,CZE,AUS,7-6(7),7-5,6-2,,,02:03:00,273,/en/stats/leaderboard?page=serve,4,9,57,63.0,110,92,58.0,63.0,51,24.0,47.0,,0,,16,288,/en/stats/leaderboard?page=serve,7,25,64,85.0,133,85,72.0,85.0,40,19.0,48.0,77,10,13.0,16,75,82,110,32,42,133,51,124,243,68,91,133,25,28,110,49,119,243,A,7,4,,,,,,,,,,,,,D. Vacek,M. Philippoussis,V141,P338,CZE,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS022,R32,03:30:00,,F,5,M535,"6-7(1),6-2,4-6,7-6(7),6-2",F. Mantilla,J. van Lottum,,,ESP,NED,6-7(1),6-2,4-6,7-6(7),6-2,03:30:00,269,/en/stats/leaderboard?page=serve,5,5,71,124.0,174,70,87.0,124.0,44,22.0,50.0,60,6,10,25,264,/en/stats/leaderboard?page=serve,5,17,56,109.0,195,72,79.0,109.0,52,45.0,86.0,70,16,23.0,25,63,109,174,36,71,195,49,180,369,64,124,195,37,65,174,51,189,369,A,1,7,,,,,,,7,5,,,,,F. Mantilla,J. van Lottum,M535,V201,ESP,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS024,R32,02:23:00,,F,4,F196,"5-7,7-6(7),6-3,6-0",W. Ferreira,J. Gimelstob,,,RSA,USA,5-7,7-6(7),6-3,6-0,,02:23:00,276,/en/stats/leaderboard?page=serve,6,6,51,60.0,118,85,51.0,60.0,55,32.0,58.0,50,3,6,20,240,/en/stats/leaderboard?page=serve,4,8,53,76.0,144,71,54.0,76.0,44,30.0,68.0,71,15,21.0,19,70,83,118,42,60,144,55,143,262,58,84,144,30,35,118,45,119,262,A,,,7,3,,,,,,,,,,,W. Ferreira,J. Gimelstob,F196,G354,RSA,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS025,R32,01:21:00,,F,3,L206,"6-2,6-4,6-3",M. Larsson,F. Meligeni,,,SWE,BRA,6-2,6-4,6-3,,,01:21:00,232,/en/stats/leaderboard?page=serve,2,8,63,45.0,72,89,40.0,45.0,74,20.0,27.0,0,0,,13,235,/en/stats/leaderboard?page=serve,3,6,55,55.0,100,69,38.0,55.0,44,20.0,45.0,50,5,10.0,14,83,60,72,42,42,100,59,102,172,58,58,100,17,12,72,41,70,172,A,,,,,,,,,,,,,,,M. Larsson,F. Meligeni,L206,M443,SWE,BRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS026,R32,01:37:00,,F,3,R255,"6-1,6-1,6-2",P. Rafter,L. Roux,,,AUS,FRA,6-1,6-1,6-2,,,01:37:00,271,/en/stats/leaderboard?page=serve,6,5,66,52.0,79,83,43.0,52.0,33,9.0,27.0,83,5,6,11,159,/en/stats/leaderboard?page=serve,5,2,54,47.0,87,66,31.0,47.0,15,6.0,40.0,56,10,18.0,11,66,52,79,57,50,87,61,102,166,43,37,87,34,27,79,39,64,166,A,,,,,,,,,,,,,,,P. Rafter,L. Roux,R255,R280,AUS,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS027,R32,01:33:00,,F,3,A092,"6-2,6-2,6-4",A. Agassi,M. Woodforde,,,USA,AUS,6-2,6-2,6-4,,,01:33:00,298,/en/stats/leaderboard?page=serve,2,6,68,56.0,82,84,47.0,56.0,50,13.0,26.0,67,2,3,13,204,/en/stats/leaderboard?page=serve,4,3,44,35.0,79,74,26.0,35.0,34,15.0,44.0,33,3,9.0,13,73,60,82,48,38,79,61,98,161,52,41,79,27,22,82,39,63,161,A,,,,,,,,,,,,,,,A. Agassi,M. Woodforde,A092,W035,USA,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS028,R32,03:00:00,,F,5,B350,"6-1,6-4,5-7,3-6,6-4",S. Bruguera,H. Gumy,,,ESP,ARG,6-1,6-4,5-7,3-6,6-4,03:00:00,269,/en/stats/leaderboard?page=serve,4,14,58,100.0,173,80,80.0,100.0,42,31.0,73.0,55,6,11,24,241,/en/stats/leaderboard?page=serve,7,8,58,94.0,161,72,68.0,94.0,40,27.0,67.0,53,8,15.0,24,64,111,173,41,66,161,53,177,334,59,95,161,36,62,173,47,157,334,A,,,,,,,,,,,,,,,S. Bruguera,H. Gumy,B350,G247,ESP,ARG,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS029,R32,02:47:00,,F,5,R286,"6-4,3-6,6-3,1-6,6-1",M. Rios,T. Haas,,,CHI,GER,6-4,3-6,6-3,1-6,6-1,02:47:00,239,/en/stats/leaderboard?page=serve,7,5,54,75.0,138,68,51.0,75.0,48,30.0,63.0,63,10,16,21,237,/en/stats/leaderboard?page=serve,6,10,60,103.0,173,64,66.0,103.0,43,30.0,70.0,65,13,20.0,21,59,81,138,45,77,173,51,158,311,55,96,173,41,57,138,49,153,311,A,,,,,,,,,,,,,,,M. Rios,T. Haas,R286,H355,CHI,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS030,R32,03:05:00,,F,5,P226,"3-6,7-6,1-6,6-3,6-4",C. Pioline,L. Paes,,,FRA,IND,3-6,7-6,1-6,6-3,6-4,03:05:00,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,,,,False,False,False,False,C. Pioline,L. Paes,P226,P269,FRA,IND,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS031,R32,02:17:00,,F,3,C274,"6-1,6-3,7-5",M. Chang,S. Sargsian,,,USA,ARM,6-1,6-3,7-5,,,02:17:00,239,/en/stats/leaderboard?page=serve,1,5,57,56.0,98,71,40.0,56.0,43,18.0,42.0,50,5,10,14,171,/en/stats/leaderboard?page=serve,5,4,57,66.0,115,56,37.0,66.0,31,15.0,49.0,57,13,23.0,14,59,58,98,55,63,115,57,121,213,45,52,115,41,40,98,43,92,213,A,,,,,,,,,,,,,,,M. Chang,S. Sargsian,C274,S545,USA,ARM,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS032,R64,01:39:00,,F,3,S402,"7-5,6-4,6-3",P. Sampras,P. Baur,,,USA,GER,7-5,6-4,6-3,,,01:39:00,310,/en/stats/leaderboard?page=serve,3,6,61,52.0,85,92,48.0,52.0,61,20.0,33.0,0,0,1,16,255,/en/stats/leaderboard?page=serve,3,8,63,65.0,103,69,45.0,65.0,45,17.0,38.0,50,4,8.0,15,80,68,85,40,41,103,58,109,188,60,62,103,20,17,85,42,79,188,A,,,,,,,,,,,,,,,P. Sampras,P. Baur,S402,B293,USA,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS033,R64,02:47:00,,F,5,R284,"3-6,6-4,6-3,3-6,6-4",A. Radulescu,R. Fromberg,,,GER,AUS,3-6,6-4,6-3,3-6,6-4,02:47:00,279,/en/stats/leaderboard?page=serve,6,10,55,95.0,174,81,77.0,95.0,48,38.0,79.0,80,8,10,23,300,/en/stats/leaderboard?page=serve,9,31,59,109.0,184,84,92.0,109.0,48,36.0,75.0,63,5,8.0,24,66,115,174,30,56,184,48,171,358,70,128,184,34,59,174,52,187,358,A,,,,,,,,,,,,,,,A. Radulescu,R. Fromberg,R284,F164,GER,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS034,R64,02:50:00,,F,4,D214,"6-4,6-4,3-6,7-6(7)",M. Damm,B. Steven,,,CZE,NZL,6-4,6-4,3-6,7-6(7),,02:50:00,277,/en/stats/leaderboard?page=serve,5,13,55,81.0,146,80,65.0,81.0,49,32.0,65.0,75,9,12,20,256,/en/stats/leaderboard?page=serve,7,6,55,75.0,137,75,56.0,75.0,47,29.0,62.0,33,2,6.0,21,66,97,146,38,52,137,53,149,283,62,85,137,34,49,146,47,134,283,A,,,,,,,,,7,4,,,,,M. Damm,B. Steven,D214,S321,CZE,NZL,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS035,R64,02:01:00,,F,3,K148,"6-3,7-6(7),7-6(7)",P. Korda,M. Martelli,,,CZE,ITA,6-3,7-6(7),7-6(7),,,02:01:00,274,/en/stats/leaderboard?page=serve,7,11,53,65.0,123,80,52.0,65.0,55,32.0,58.0,67,6,9,17,258,/en/stats/leaderboard?page=serve,5,11,60,71.0,119,69,49.0,71.0,48,23.0,48.0,20,1,5.0,16,68,84,123,39,47,119,54,131,242,61,72,119,32,39,123,46,111,242,A,,,7,4,7,5,,,,,,,,,P. Korda,M. Martelli,K148,M543,CZE,ITA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS036,R64,01:26:00,,F,3,K293,"6-4,6-4,6-2",G. Kuerten,S. Schalken,,,BRA,NED,6-4,6-4,6-2,,,01:26:00,218,/en/stats/leaderboard?page=serve,1,5,60,46.0,77,93,43.0,46.0,61,19.0,31.0,0,0,,14,225,/en/stats/leaderboard?page=serve,9,1,47,47.0,100,83,39.0,47.0,32,17.0,53.0,43,3,7.0,14,81,62,77,44,44,100,60,106,177,56,56,100,19,15,77,40,71,177,A,,,,,,,,,,,,,,,G. Kuerten,S. Schalken,K293,S572,BRA,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS037,R64,01:52:00,,F,3,B446,"7-5,6-4,6-0",J. Bjorkman,T. Martin,,,SWE,USA,7-5,6-4,6-0,,,01:52:00,237,/en/stats/leaderboard?page=serve,7,5,54,53.0,98,72,38.0,53.0,42,19.0,45.0,43,3,7,14,180,/en/stats/leaderboard?page=serve,7,8,51,61.0,119,67,41.0,61.0,26,15.0,58.0,44,7,16.0,14,58,57,98,53,63,119,55,120,217,47,56,119,42,41,98,45,97,217,A,,,,,,,,,,,,,,,J. Bjorkman,T. Martin,B446,M442,SWE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS038,R64,02:29:00,,F,4,D270,"7-5,7-6(7),3-6,6-3",S. Draper,J. Novak,,,AUS,CZE,7-5,7-6(7),3-6,6-3,,02:29:00,254,/en/stats/leaderboard?page=serve,5,8,68,106.0,157,67,71.0,106.0,45,23.0,51.0,63,10,16,21,247,/en/stats/leaderboard?page=serve,6,11,75,109.0,146,69,75.0,109.0,32,12.0,37.0,36,4,11.0,21,60,94,157,40,59,146,50,153,303,60,87,146,40,63,157,50,150,303,A,,,7,4,,,,,,,,,,,S. Draper,J. Novak,D270,N254,AUS,CZE,,
