event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS039,R64,03:19:00,,F,5,T136,"6-4,6-7(6),6-7(3),6-2,6-4",J. Tarango,G. Raoux,,,USA,FRA,6-4,6-7(6),6-7(3),6-2,6-4,03:19:00,296,/en/stats/leaderboard?page=serve,9,19,61,116.0,189,84,98.0,116.0,49,36.0,73.0,78,7,9,26,258,/en/stats/leaderboard?page=serve,8,14,55,108.0,195,80,86.0,108.0,41,36.0,87.0,57,8,14.0,26,71,134,189,37,73,195,54,207,384,63,122,195,29,55,189,46,177,384,A,,,6,8,3,7,,,,,,,,,J. Tarango,G. Raoux,T136,R186,USA,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS040,R64,01:44:00,,F,3,K260,"6-3,7-5,6-1",J. Knippschild,D. Pescariu,,,GER,ROU,6-3,7-5,6-1,,,01:44:00,292,/en/stats/leaderboard?page=serve,1,15,54,53.0,99,89,47.0,53.0,50,23.0,46.0,71,5,7,14,217,/en/stats/leaderboard?page=serve,2,1,80,83.0,104,55,46.0,83.0,33,7.0,21.0,30,3,10.0,14,71,70,99,49,51,104,60,121,203,51,53,104,29,29,99,40,82,203,A,,,,,,,,,,,,,,,J. Knippschild,D. Pescariu,K260,P254,GER,ROU,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS041,R64,01:50:00,,F,3,R237,"7-6(7),6-4,6-1",G. Rusedski,M. Ondruska,,,GBR,RSA,7-6(7),6-4,6-1,,,01:50:00,302,/en/stats/leaderboard?page=serve,6,21,58,66.0,114,92,61.0,66.0,52,25.0,48.0,,0,,14,236,/en/stats/leaderboard?page=serve,4,1,50,51.0,102,67,34.0,51.0,49,25.0,51.0,33,2,6.0,15,75,86,114,42,43,102,60,129,216,58,59,102,25,28,114,40,87,216,A,7,3,,,,,,,,,,,,,G. Rusedski,M. Ondruska,R237,O098,GBR,RSA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS042,R64,02:23:00,,F,4,V141,"4-6,7-6(7),6-1,6-2",D. Vacek,M. Sell,,,CZE,USA,4-6,7-6(7),6-1,6-2,,02:23:00,284,/en/stats/leaderboard?page=serve,4,14,65,77.0,118,87,67.0,77.0,44,18.0,41.0,50,4,8,19,231,/en/stats/leaderboard?page=serve,1,5,61,83.0,137,66,55.0,83.0,39,21.0,54.0,63,12,19.0,18,72,85,118,45,61,137,57,146,255,55,76,137,28,33,118,43,109,255,A,,,7,5,,,,,,,,,,,D. Vacek,M. Sell,V141,S601,CZE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS043,R64,01:27:00,,F,3,P338,"7-6(7),6-2,1-0",M. Philippoussis,J. Golmard,,,AUS,FRA,7-6(7),6-2,1-0,,,01:27:00,301,/en/stats/leaderboard?page=serve,4,12,63,45.0,72,96,43.0,45.0,44,12.0,27.0,50,1,2,10,234,/en/stats/leaderboard?page=serve,1,3,62,54.0,87,65,35.0,54.0,42,14.0,33.0,60,6,10.0,11,76,55,72,44,38,87,58,93,159,56,49,87,24,17,72,42,66,159,A,7,5,,,,,,,,,,,,,M. Philippoussis,J. Golmard,P338,G319,AUS,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS044,R64,01:34:00,,F,3,M535,"7-5,6-4,6-2",F. Mantilla,J. Sanchez,,,ESP,ESP,7-5,6-4,6-2,,,01:34:00,269,/en/stats/leaderboard?page=serve,,2,63,66.0,105,62,41.0,66.0,62,24.0,39.0,70,7,10,15,212,/en/stats/leaderboard?page=serve,3,1,64,61.0,95,59,36.0,61.0,38,13.0,34.0,30,3,10.0,15,62,65,105,48,46,95,56,111,200,52,49,95,38,40,105,45,89,200,A,,,,,,,,,,,,False,,,F. Mantilla,J. Sanchez,M535,S015,ESP,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS045,R64,01:41:00,,F,3,V201,"6-3,6-4,6-4",J. van Lottum,J. Van Herck,,,NED,BEL,6-3,6-4,6-4,,,01:41:00,332,/en/stats/leaderboard?page=serve,1,13,67,60.0,89,88,53.0,60.0,72,21.0,29.0,,0,,15,250,/en/stats/leaderboard?page=serve,4,7,54,59.0,109,73,43.0,59.0,42,21.0,50.0,73,8,11.0,14,83,74,89,41,45,109,60,119,198,59,64,109,17,15,89,40,79,198,A,,,,,,,,,,,,,,,J. van Lottum,J. Van Herck,V201,V167,NED,BEL,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS046,R64,02:04:00,,F,3,K214,"7-6(7),6-2,7-5",R. Krajicek,M. Filippini,,,NED,URU,7-6(7),6-2,7-5,,,02:04:00,306,/en/stats/leaderboard?page=serve,3,15,54,64.0,118,91,58.0,64.0,56,30.0,54.0,67,2,3,16,265,/en/stats/leaderboard?page=serve,1,2,65,68.0,105,65,44.0,68.0,59,22.0,37.0,50,4,8.0,16,75,88,118,37,39,105,57,127,223,63,66,105,25,30,118,43,96,223,A,7,4,,,,,,,,,,,,,R. Krajicek,M. Filippini,K214,F165,NED,URU,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS047,R64,02:53:00,,F,4,C344,"7-5,6-4,3-6,6-4",A. Corretja,B. Ulihrach,,,ESP,CZE,7-5,6-4,3-6,6-4,,02:53:00,244,/en/stats/leaderboard?page=serve,1,3,63,92.0,146,63,58.0,92.0,50,27.0,54.0,61,11,18,21,209,/en/stats/leaderboard?page=serve,9,3,51,70.0,136,66,46.0,70.0,38,25.0,66.0,58,11,19.0,20,58,85,146,48,65,136,53,150,282,52,71,136,42,61,146,47,132,282,A,,,,,,,,,,,,,,,A. Corretja,B. Ulihrach,C344,U032,ESP,CZE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS048,R64,01:27:00,,F,3,F196,"6-3,6-2,6-4",W. Ferreira,T. Henman,,,RSA,GBR,6-3,6-2,6-4,,,01:27:00,297,/en/stats/leaderboard?page=serve,4,4,59,50.0,85,86,43.0,50.0,60,21.0,35.0,,0,,14,239,/en/stats/leaderboard?page=serve,4,8,51,44.0,87,80,35.0,44.0,35,15.0,43.0,43,3,7.0,13,75,64,85,43,37,87,59,101,172,57,50,87,25,21,85,41,71,172,A,,,,,,,,,,,,,,,W. Ferreira,T. Henman,F196,H336,RSA,GBR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS049,R64,03:14:00,,F,5,G354,"6-3,3-6,7-6(7),4-6,6-1",J. Gimelstob,M. Gustafsson,,,USA,SWE,6-3,3-6,7-6(7),4-6,6-1,03:14:00,256,/en/stats/leaderboard?page=serve,12,12,51,87.0,172,77,67.0,87.0,46,39.0,85.0,56,5,9,23,241,/en/stats/leaderboard?page=serve,8,5,60,96.0,161,71,68.0,96.0,38,25.0,65.0,63,10,16.0,24,62,106,172,42,68,161,52,174,333,58,93,161,38,66,172,48,159,333,A,,,,,7,4,,,,,,,,,J. Gimelstob,M. Gustafsson,G354,G182,USA,SWE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS050,R64,01:42:00,,F,3,M443,"6-3,6-4,6-3",F. Meligeni,C. Ruud,,,BRA,NOR,6-3,6-4,6-3,,,01:42:00,300,/en/stats/leaderboard?page=serve,,5,58,44.0,76,77,34.0,44.0,75,24.0,32.0,0,0,2,14,208,/en/stats/leaderboard?page=serve,2,3,45,46.0,103,65,30.0,46.0,40,23.0,57.0,50,6,12.0,14,76,58,76,49,50,103,60,108,179,51,53,103,24,18,76,40,71,179,A,,,,,,,,,,,,False,,,F. Meligeni,C. Ruud,M443,R219,BRA,NOR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS051,R64,01:39:00,,F,3,L206,"6-4,6-2,7-6(7)",M. Larsson,N. Escude,,,SWE,FRA,6-4,6-2,7-6(7),,,01:39:00,311,/en/stats/leaderboard?page=serve,,12,62,66.0,106,76,50.0,66.0,68,27.0,40.0,50,1,2,15,247,/en/stats/leaderboard?page=serve,3,8,53,55.0,104,75,41.0,55.0,41,20.0,49.0,56,5,9.0,15,73,77,106,41,43,104,57,120,210,59,61,104,27,29,106,43,90,210,A,,,,,7,3,,,,,,False,,,M. Larsson,N. Escude,L206,E140,SWE,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS052,R64,01:20:00,,F,3,R255,"6-2,6-1,6-2",P. Rafter,M. Norman,,,AUS,SWE,6-2,6-1,6-2,,,01:20:00,236,/en/stats/leaderboard?page=serve,3,15,65,46.0,71,91,42.0,46.0,68,17.0,25.0,0,0,,11,189,/en/stats/leaderboard?page=serve,5,5,66,75.0,113,61,46.0,75.0,21,8.0,38.0,65,13,20.0,12,83,59,71,52,59,113,64,118,184,48,54,113,17,12,71,36,66,184,A,,,,,,,,,,,,,,,P. Rafter,M. Norman,R255,N250,AUS,SWE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS053,R64,03:58:00,,F,5,R280,"7-6(7),6-3,6-7(5),6-7(3),6-4",L. Roux,P. Haarhuis,,,FRA,NED,7-6(7),6-3,6-7(5),6-7(3),6-4,03:58:00,277,/en/stats/leaderboard?page=serve,5,12,55,112.0,205,71,80.0,112.0,59,55.0,93.0,64,7,11,27,268,/en/stats/leaderboard?page=serve,5,13,60,119.0,200,74,88.0,119.0,51,41.0,81.0,56,9,16.0,28,66,135,205,36,71,200,51,206,405,65,129,200,34,70,205,49,199,405,A,7,5,,,5,7,,,3,7,,,,,L. Roux,P. Haarhuis,R280,H223,FRA,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS054,R64,01:17:00,,F,3,A092,"6-0,6-2,6-2",A. Agassi,A. Voinea,,,USA,ROU,6-0,6-2,6-2,,,01:17:00,288,/en/stats/leaderboard?page=serve,3,7,76,62.0,82,73,45.0,62.0,45,9.0,20.0,83,5,6,11,154,/en/stats/leaderboard?page=serve,5,1,51,38.0,75,53,20.0,38.0,27,10.0,37.0,38,5,13.0,11,66,54,82,60,45,75,63,99,157,40,30,75,34,28,82,37,58,157,A,,,,,,,,,,,,,,,A. Agassi,A. Voinea,A092,V166,USA,ROU,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS055,R64,02:17:00,,F,3,W035,"6-3,6-4,7-6(7)",M. Woodforde,Y. Kafelnikov,,,AUS,RUS,6-3,6-4,7-6(7),,,02:17:00,261,/en/stats/leaderboard?page=serve,2,9,60,74.0,123,74,55.0,74.0,45,22.0,49.0,67,8,12,16,221,/en/stats/leaderboard?page=serve,7,8,49,63.0,128,71,45.0,63.0,40,26.0,65.0,65,11,17.0,15,63,77,123,45,57,128,53,134,251,55,71,128,37,46,123,47,117,251,A,,,,,7,4,,,,,,,,,M. Woodforde,Y. Kafelnikov,W035,K267,AUS,RUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS056,R64,01:49:00,,F,3,B350,"6-4,6-2,7-6(7)",S. Bruguera,G. Stafford,,,ESP,RSA,6-4,6-2,7-6(7),,,01:49:00,297,/en/stats/leaderboard?page=serve,2,14,63,83.0,132,78,65.0,83.0,51,25.0,49.0,88,7,8,15,242,/en/stats/leaderboard?page=serve,4,4,65,72.0,110,65,47.0,72.0,39,15.0,38.0,50,4,8.0,15,68,90,132,44,48,110,57,138,242,56,62,110,32,42,132,43,104,242,A,,,,,7,3,,,,,,,,,S. Bruguera,G. Stafford,B350,S406,ESP,RSA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS057,R64,01:57:00,,F,3,G247,"7-5,6-4,6-2",H. Gumy,T. Woodbridge,,,ARG,AUS,7-5,6-4,6-2,,,01:57:00,267,/en/stats/leaderboard?page=serve,4,4,61,62.0,101,77,48.0,62.0,49,19.0,39.0,0,0,3,15,213,/en/stats/leaderboard?page=serve,4,2,62,61.0,98,57,35.0,61.0,43,16.0,37.0,56,9,16.0,15,66,67,101,48,47,98,57,114,199,52,51,98,34,34,101,43,85,199,A,,,,,,,,,,,,,,,H. Gumy,T. Woodbridge,G247,W136,ARG,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS058,R64,01:24:00,,F,3,H355,"6-4,6-1,6-2",T. Haas,J. Kroslak,,,GER,SVK,6-4,6-1,6-2,,,01:24:00,306,/en/stats/leaderboard?page=serve,1,15,73,70.0,96,77,54.0,70.0,58,15.0,26.0,33,1,3,13,165,/en/stats/leaderboard?page=serve,13,4,50,47.0,94,60,28.0,47.0,23,11.0,47.0,53,8,15.0,12,72,69,96,59,55,94,65,124,190,41,39,94,28,27,96,35,66,190,A,,,,,,,,,,,,,,,T. Haas,J. Kroslak,H355,K296,GER,SVK,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS059,R64,03:13:00,,F,5,R286,"6-4,5-7,3-6,6-1,7-6(7)",M. Rios,K. Carlsen,,,CHI,DEN,6-4,5-7,3-6,6-1,7-6(7),03:13:00,267,/en/stats/leaderboard?page=serve,6,5,52,83.0,159,77,64.0,83.0,55,42.0,76.0,67,8,12,25,279,/en/stats/leaderboard?page=serve,12,27,52,98.0,190,87,85.0,98.0,45,41.0,92.0,71,12,17.0,25,67,106,159,34,64,190,49,170,349,66,126,190,33,53,159,51,179,349,A,,,,,,,7,3,,,,,,,M. Rios,K. Carlsen,R286,C328,CHI,DEN,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS060,R64,01:07:00,,F,3,P269,"6-4,6-0,2-1",L. Paes,A. Boetsch,,,IND,FRA,6-4,6-0,2-1,,,01:07:00,271,/en/stats/leaderboard?page=serve,4,3,70,45.0,64,69,31.0,45.0,53,10.0,19.0,,0,,10,200,/en/stats/leaderboard?page=serve,4,1,61,37.0,61,59,22.0,37.0,33,8.0,24.0,38,3,8.0,10,64,41,64,51,31,61,58,72,125,49,30,61,36,23,64,42,53,125,A,,,,,,,,,,,,,,,L. Paes,A. Boetsch,P269,B053,IND,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS061,R64,01:36:00,,F,3,P226,"6-0,6-4,6-2",C. Pioline,N. Lapentti,,,FRA,ECU,6-0,6-4,6-2,,,01:36:00,289,/en/stats/leaderboard?page=serve,2,7,65,50.0,77,88,44.0,50.0,48,13.0,27.0,,0,,12,197,/en/stats/leaderboard?page=serve,9,4,61,53.0,87,62,33.0,53.0,29,10.0,34.0,40,4,10.0,12,74,57,77,51,44,87,62,101,164,49,43,87,26,20,77,38,63,164,A,,,,,,,,,,,,,,,C. Pioline,N. Lapentti,P226,L290,FRA,ECU,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS063,R64,02:22:00,,F,4,C274,"4-6,6-2,6-3,6-4",M. Chang,J. Salzenstein,,,USA,USA,4-6,6-2,6-3,6-4,,02:22:00,285,/en/stats/leaderboard?page=serve,2,6,68,77.0,114,86,66.0,77.0,38,14.0,37.0,60,3,5,19,245,/en/stats/leaderboard?page=serve,4,7,67,88.0,132,69,61.0,88.0,34,15.0,44.0,55,6,11.0,18,70,80,114,42,56,132,55,136,246,58,76,132,30,34,114,45,110,246,A,,,,,,,,,,,,,,,M. Chang,J. Salzenstein,C274,S564,USA,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS064,R128,01:34:00,,F,3,S402,"6-3,6-1,6-3",P. Sampras,T. Larkham,,,USA,AUS,6-3,6-1,6-3,,,01:34:00,228,/en/stats/leaderboard?page=serve,1,10,63,50.0,79,90,45.0,50.0,66,19.0,29.0,0,0,,13,208,/en/stats/leaderboard?page=serve,6,3,56,57.0,102,61,35.0,57.0,36,16.0,45.0,72,13,18.0,12,81,64,79,50,51,102,64,115,181,50,51,102,19,15,79,36,66,181,A,,,,,,,,,,,,,,,P. Sampras,T. Larkham,S402,L257,USA,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS065,R128,03:02:00,,F,5,B293,"4-6,3-6,6-4,6-3,6-3",P. Baur,J. Oncins,,,GER,BRA,4-6,3-6,6-4,6-3,6-3,03:02:00,273,/en/stats/leaderboard?page=serve,4,15,56,93.0,165,80,74.0,93.0,47,34.0,72.0,67,10,15,24,222,/en/stats/leaderboard?page=serve,17,4,60,105.0,176,70,74.0,105.0,32,23.0,71.0,63,10,16.0,23,65,108,165,45,79,176,55,187,341,55,97,176,35,57,165,45,154,341,A,,,,,,,,,,,,,,,P. Baur,J. Oncins,B293,O076,GER,BRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS066,R128,02:41:00,,F,4,F164,"6-2,6-2,6-7(8),6-3",R. Fromberg,P. McEnroe,,,AUS,USA,6-2,6-2,6-7(8),6-3,,02:41:00,281,/en/stats/leaderboard?page=serve,6,29,63,102.0,162,82,84.0,102.0,40,24.0,60.0,55,6,11,19,181,/en/stats/leaderboard?page=serve,11,2,49,73.0,150,62,45.0,73.0,35,27.0,77.0,68,21,31.0,18,67,108,162,52,78,150,60,186,312,48,72,150,33,54,162,40,126,312,A,,,,,8,10,,,,,,,,,R. Fromberg,P. McEnroe,F164,M048,AUS,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS067,R128,02:26:00,,F,4,R284,"3-6,6-4,7-6(7),6-1",A. Radulescu,O. Ogorodov,,,GER,UZB,3-6,6-4,7-6(7),6-1,,02:26:00,273,/en/stats/leaderboard?page=serve,4,14,58,78.0,134,83,65.0,78.0,45,25.0,56.0,50,4,8,18,233,/en/stats/leaderboard?page=serve,8,7,53,72.0,136,72,52.0,72.0,44,28.0,64.0,30,3,10.0,20,67,90,134,41,56,136,54,146,270,59,80,136,33,44,134,46,124,270,A,,,,,7,5,,,,,,,,,A. Radulescu,O. Ogorodov,R284,O127,GER,UZB,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS068,R128,02:11:00,,F,4,S321,"4-6,6-2,6-1,6-2",B. Steven,J. Viloca-Puig,,,NZL,ESP,4-6,6-2,6-1,6-2,,02:11:00,274,/en/stats/leaderboard?page=serve,5,6,62,70.0,113,81,57.0,70.0,42,18.0,43.0,75,6,8,17,220,/en/stats/leaderboard?page=serve,3,5,48,50.0,104,62,31.0,50.0,52,28.0,54.0,50,7,14.0,16,66,75,113,43,45,104,55,120,217,57,59,104,34,38,113,45,97,217,A,,,,,,,,,,,,,,,B. Steven,J. Viloca-Puig,S321,V161,NZL,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS069,R128,02:45:00,,F,4,D214,"6-3,6-4,6-7(5),6-4",M. Damm,T. Ho,,,CZE,USA,6-3,6-4,6-7(5),6-4,,02:45:00,261,/en/stats/leaderboard?page=serve,5,6,50,69.0,139,75,52.0,69.0,50,35.0,70.0,57,4,7,20,235,/en/stats/leaderboard?page=serve,10,11,56,89.0,158,70,62.0,89.0,42,29.0,69.0,63,12,19.0,21,63,87,139,42,67,158,52,154,297,58,91,158,37,52,139,48,143,297,A,,,,,5,7,,,,,,,,,M. Damm,T. Ho,D214,H251,CZE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS070,R128,01:50:00,,F,3,M543,"6-1,7-6(7),6-3",M. Martelli,H. Dreekmann,,,ITA,GER,6-1,7-6(7),6-3,,,01:50:00,289,/en/stats/leaderboard?page=serve,6,15,52,60.0,116,90,54.0,60.0,45,25.0,56.0,80,4,5,15,228,/en/stats/leaderboard?page=serve,4,4,47,46.0,97,63,29.0,46.0,49,25.0,51.0,56,5,9.0,13,68,79,116,44,43,97,57,122,213,56,54,97,32,37,116,43,91,213,A,,,7,5,,,,,,,,,,,M. Martelli,H. Dreekmann,M543,D249,ITA,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS071,R128,02:45:00,,F,4,K148,"2-6,7-5,7-6(7),6-4",P. Korda,V. Spadea,,,CZE,USA,2-6,7-5,7-6(7),6-4,,02:45:00,250,/en/stats/leaderboard?page=serve,9,4,55,77.0,141,75,58.0,77.0,45,29.0,64.0,33,2,6,21,257,/en/stats/leaderboard?page=serve,3,6,54,84.0,156,69,58.0,84.0,51,37.0,72.0,71,10,14.0,21,62,87,141,39,61,156,50,148,297,61,95,156,38,54,141,50,149,297,A,,,,,7,1,,,,,,,,,P. Korda,V. Spadea,K148,S544,CZE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS072,R128,02:55:00,,F,5,K293,"6-4,3-6,6-7(4),6-2,6-3",G. Kuerten,G. Grant,,,BRA,USA,6-4,3-6,6-7(4),6-2,6-3,02:55:00,285,/en/stats/leaderboard?page=serve,5,19,63,113.0,179,83,94.0,113.0,39,26.0,66.0,73,8,11,23,244,/en/stats/leaderboard?page=serve,9,8,66,114.0,174,75,85.0,114.0,32,19.0,60.0,63,12,19.0,25,67,120,179,40,70,174,54,190,353,60,104,174,33,59,179,46,163,353,A,,,,,4,7,,,,,,,,,G. Kuerten,G. Grant,K293,G300,BRA,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS073,R128,01:48:00,,F,3,S572,"6-4,6-3,6-4",S. Schalken,D. van Scheppingen,,,NED,NED,6-4,6-3,6-4,,,01:48:00,275,/en/stats/leaderboard?page=serve,9,9,52,61.0,117,80,49.0,61.0,50,28.0,56.0,83,5,6,15,238,/en/stats/leaderboard?page=serve,5,4,57,65.0,114,72,47.0,65.0,39,19.0,49.0,64,7,11.0,14,66,77,117,42,48,114,54,125,231,58,66,114,34,40,117,46,106,231,A,,,,,,,,,,,,,,,S. Schalken,D. van Scheppingen,S572,S559,NED,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS074,R128,01:34:00,,F,3,B446,"6-2,6-4,6-4",J. Bjorkman,F. Clavet,,,SWE,ESP,6-2,6-4,6-4,,,01:34:00,298,/en/stats/leaderboard?page=serve,3,8,60,53.0,89,85,45.0,53.0,56,20.0,36.0,67,2,3,14,250,/en/stats/leaderboard?page=serve,1,2,66,55.0,83,58,32.0,55.0,61,17.0,28.0,29,2,7.0,14,73,65,89,41,34,83,58,99,172,59,49,83,27,24,89,42,73,172,A,,,,,,,,,,,,,,,J. Bjorkman,F. Clavet,B446,C252,SWE,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS075,R128,02:05:00,,F,4,M442,"3-6,6-3,6-4,6-2",T. Martin,J. Courier,,,USA,USA,3-6,6-3,6-4,6-2,,02:05:00,287,/en/stats/leaderboard?page=serve,3,11,59,73.0,124,79,58.0,73.0,53,27.0,51.0,67,4,6,18,258,/en/stats/leaderboard?page=serve,2,5,66,71.0,108,79,56.0,71.0,38,14.0,37.0,29,2,7.0,18,69,85,124,35,38,108,53,123,232,65,70,108,31,39,124,47,109,232,A,,,,,,,,,,,,,,,T. Martin,J. Courier,M442,C243,USA,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS076,R128,02:10:00,,F,4,N254,"5-7,6-2,7-6(11),6-2",J. Novak,D. Sanguinetti,,,CZE,ITA,5-7,6-2,7-6(11),6-2,,02:10:00,273,/en/stats/leaderboard?page=serve,5,6,59,74.0,125,82,61.0,74.0,51,26.0,51.0,20,1,5,20,239,/en/stats/leaderboard?page=serve,3,9,54,77.0,143,75,58.0,77.0,39,26.0,66.0,42,5,12.0,20,70,87,125,41,59,143,54,146,268,59,84,143,30,38,125,46,122,268,A,,,,,11,9,,,,,,,,,J. Novak,D. Sanguinetti,N254,S480,CZE,ITA,,
