event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS034,R64,01:01:00,,F,2,L226,"6-1,6-4",S. Lareau,J. Robichaud,,,CAN,CAN,6-1,6-4,,,,01:01:00,280,/en/stats/leaderboard?page=serve,,5,69,35,51,74,26,35,50,8,16,3,8,187,/en/stats/leaderboard?page=serve,5,5,46,28,61,64,18,28,33,11,33,55,6,11,9,67,34,51,52,32,61,59,66,112,48,29,61,33,17,51,41,46,112,A,5,75,4,,,,,,,,S. Lareau,J. Robichaud,L226,R338,CAN,CAN,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS035,R64,01:41:00,,F,2,W136,"6-3,7-5",T. Woodbridge,M. Woodforde,,,AUS,AUS,6-3,7-5,,,,01:41:00,245,/en/stats/leaderboard?page=serve,,0,52,41,79,66,27,41,55,21,38,3,11,214,/en/stats/leaderboard?page=serve,6,1,48,37,77,73,27,37,38,15,40,50,4,8,10,61,48,79,45,35,77,53,83,156,55,42,77,39,31,79,47,73,156,A,9,60,5,,,,,,,,T. Woodbridge,M. Woodforde,W136,W035,AUS,AUS,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS036,R64,02:11:00,,F,3,G254,"4-6,7-5,6-2",A. Gaudenzi,A. Boetsch,,,ITA,FRA,4-6,7-5,6-2,,,02:11:00,221,/en/stats/leaderboard?page=serve,,3,48,57,119,65,37,57,47,29,62,12,15,198,/en/stats/leaderboard?page=serve,8,5,41,39,94,69,27,39,38,21,55,56,9,16,15,55,66,119,49,46,94,53,112,213,51,48,94,45,53,119,47,101,213,A,8,71,17,,,,,,,,A. Gaudenzi,A. Boetsch,G254,B053,ITA,FRA,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS037,R64,01:31:00,,F,2,U032,"7-5,7-5",B. Ulihrach,H. Gumy,,,CZE,ARG,7-5,7-5,,,,01:31:00,263,/en/stats/leaderboard?page=serve,,4,56,44,79,73,32,44,49,17,35,6,12,236,/en/stats/leaderboard?page=serve,5,4,60,45,75,64,29,45,47,14,30,56,5,9,12,62,49,79,43,32,75,53,81,154,57,43,75,38,30,79,47,73,154,A,2,75,8,,,,,,,,B. Ulihrach,H. Gumy,U032,G247,CZE,ARG,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS038,R64,01:08:00,,F,2,P338,"6-3,6-4",M. Philippoussis,S. Schalken,,,AUS,NED,6-3,6-4,,,,01:08:00,307,/en/stats/leaderboard?page=serve,,15,57,34,60,85,29,34,62,16,26,0,10,247,/en/stats/leaderboard?page=serve,4,3,51,32,63,72,23,32,48,15,31,60,3,5,9,75,45,60,40,25,63,57,70,123,60,38,63,25,15,60,43,53,123,A,2,,,,,,,,,,M. Philippoussis,S. Schalken,P338,S572,AUS,NED,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS041,R64,00:39:00,,F,2,C328,"6-2,6-0",K. Carlsen,J. Burillo,,,DEN,ESP,6-2,6-0,,,,00:39:00,289,/en/stats/leaderboard?page=serve,,7,66,25,38,84,21,25,62,8,13,0,7,170,/en/stats/leaderboard?page=serve,2,1,61,22,36,32,7,22,50,7,14,29,2,7,7,76,29,38,61,22,36,69,51,74,39,14,36,24,9,38,31,23,74,A,1,,,,,,,,,,K. Carlsen,J. Burillo,C328,B429,DEN,ESP,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS042,R64,01:35:00,,F,3,V141,"6-4,4-6,6-3",D. Vacek,B. Karbacher,,,CZE,GER,6-4,4-6,6-3,,,01:35:00,293,/en/stats/leaderboard?page=serve,,12,52,46,89,83,38,46,58,25,43,2,15,285,/en/stats/leaderboard?page=serve,2,5,65,50,77,76,38,50,56,15,27,67,4,6,14,71,63,89,31,24,77,52,87,166,69,53,77,29,26,89,48,79,166,A,5,67,3,,,,,,,,D. Vacek,B. Karbacher,V141,K190,CZE,GER,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS043,R64,00:45:00,,F,2,S331,"6-1,6-0",J. Stoltenberg,T. Carbonell,,,AUS,ESP,6-1,6-0,,,,00:45:00,281,/en/stats/leaderboard?page=serve,,5,46,17,37,82,14,17,65,13,20,0,7,103,/en/stats/leaderboard?page=serve,9,0,51,20,39,35,7,20,26,5,19,45,5,11,6,73,27,37,69,27,39,71,54,76,31,12,39,27,10,37,29,22,76,A,2,0,1,,,,,,,,J. Stoltenberg,T. Carbonell,S331,C216,AUS,ESP,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS044,R64,00:50:00,,F,2,B428,"6-4,6-0",A. Berasategui,F. Dewulf,,,ESP,BEL,6-4,6-0,,,,00:50:00,275,/en/stats/leaderboard?page=serve,,0,65,32,49,75,24,32,53,9,17,1,8,163,/en/stats/leaderboard?page=serve,8,0,45,22,49,59,13,22,30,8,27,38,3,8,8,67,33,49,57,28,49,62,61,98,43,21,49,33,16,49,38,37,98,A,5,50,2,,,,,,,,A. Berasategui,F. Dewulf,B428,D228,ESP,BEL,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS045,R64,01:39:00,,F,2,R255,"7-6(8),6-2",P. Rafter,C. Costa,,,AUS,ESP,7-6(8),6-2,,,,01:39:00,282,/en/stats/leaderboard?page=serve,,5,58,42,73,83,35,42,52,16,31,1,10,240,/en/stats/leaderboard?page=serve,1,2,52,48,92,60,29,48,57,25,44,67,6,9,10,70,51,73,41,38,92,54,89,165,59,54,92,30,22,73,46,76,165,A,6,50,2,,,8,6,,,,P. Rafter,C. Costa,R255,C179,AUS,ESP,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS046,R64,02:07:00,,F,3,C344,"6-3,3-6,6-3",A. Corretja,G. Forget,,,ESP,FRA,6-3,3-6,6-3,,,02:07:00,257,/en/stats/leaderboard?page=serve,False,0,40,36,91,72,26,36,60,33,55,3,14,247,/en/stats/leaderboard?page=serve,5,8,44,37,85,68,25,37,56,27,48,40,2,5,13,65,59,91,39,33,85,52,92,176,61,52,85,35,32,91,48,84,176,A,,60,5,,,,,,,,A. Corretja,G. Forget,C344,F035,ESP,FRA,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS049,R64,01:37:00,,F,2,S015,"7-6(7),7-6(7)",J. Sanchez,S. Draper,,,ESP,AUS,7-6(7),7-6(7),,,,01:37:00,265,/en/stats/leaderboard?page=serve,,1,61,54,89,67,36,54,57,20,35,2,12,257,/en/stats/leaderboard?page=serve,2,4,50,44,88,70,31,44,52,23,44,0,0,2,12,63,56,89,39,34,88,51,90,177,61,54,88,37,33,89,49,87,177,A,4,50,4,7,5,7,5,,,,J. Sanchez,S. Draper,S015,D270,ESP,AUS,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS050,R64,01:43:00,,F,3,K148,"3-6,6-0,6-4",P. Korda,N. Godwin,,,CZE,RSA,3-6,6-0,6-4,,,01:43:00,249,/en/stats/leaderboard?page=serve,,4,51,46,91,78,36,46,42,19,45,11,13,218,/en/stats/leaderboard?page=serve,6,4,49,34,70,71,24,34,42,15,36,55,6,11,12,60,55,91,44,31,70,53,86,161,56,39,70,40,36,91,47,75,161,A,2,79,14,,,,,,,,P. Korda,N. Godwin,K148,G288,CZE,RSA,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS051,R64,01:17:00,,F,2,C252,"6-4,6-4",F. Clavet,M. Hadad,,,ESP,COL,6-4,6-4,,,,01:17:00,256,/en/stats/leaderboard?page=serve,,0,54,38,70,66,25,38,59,19,32,4,10,236,/en/stats/leaderboard?page=serve,,1,62,38,61,61,23,38,52,12,23,56,5,9,10,63,44,70,43,26,61,53,70,131,57,35,61,37,26,70,47,61,131,A,3,67,6,,,,,,,False,F. Clavet,M. Hadad,C252,H256,ESP,COL,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS052,R64,01:49:00,,F,3,H336,"6-2,2-6,7-6(9)",T. Henman,P. Haarhuis,,,GBR,NED,6-2,2-6,7-6(9),,,01:49:00,291,/en/stats/leaderboard?page=serve,,14,56,48,86,79,38,48,58,22,38,2,14,273,/en/stats/leaderboard?page=serve,2,4,60,62,104,71,44,62,55,23,42,71,5,7,14,70,60,86,36,37,104,51,97,190,64,67,104,30,26,86,49,93,190,A,1,50,4,,,,,9,7,,T. Henman,P. Haarhuis,H336,H223,GBR,NED,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS053,R64,01:26:00,,F,2,W212,"6-4,6-3",C. Woodruff,S. Leblanc,,,USA,CAN,6-4,6-3,,,,01:26:00,252,/en/stats/leaderboard?page=serve,,3,51,39,76,67,26,39,54,20,37,8,10,199,/en/stats/leaderboard?page=serve,7,2,46,31,68,68,21,31,35,13,37,67,8,12,9,61,46,76,50,34,68,56,80,144,50,34,68,39,30,76,44,64,144,A,3,80,10,,,,,,,,C. Woodruff,S. Leblanc,W212,L227,USA,CAN,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS054,R64,01:35:00,,F,3,N254,"6-1,5-7,6-3",J. Novak,J. Bjorkman,,,CZE,SWE,6-1,5-7,6-3,,,01:35:00,274,/en/stats/leaderboard?page=serve,,11,59,51,87,76,39,51,50,18,36,5,14,236,/en/stats/leaderboard?page=serve,9,5,60,53,89,66,35,53,50,18,36,55,6,11,14,66,57,87,40,36,89,53,93,176,60,53,89,34,30,87,47,83,176,A,7,71,7,,,,,,,,J. Novak,J. Bjorkman,N254,B446,CZE,SWE,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS057,R64,01:13:00,,F,2,F192,"6-1,6-3",R. Furlan,C. Ruud,,,ITA,NOR,6-1,6-3,,,,01:13:00,298,/en/stats/leaderboard?page=serve,False,3,66,29,44,69,20,29,73,11,15,0,8,178,/en/stats/leaderboard?page=serve,6,4,38,25,65,72,18,25,33,13,40,50,5,10,8,70,31,44,52,34,65,60,65,109,48,31,65,30,13,44,40,44,109,A,,0,1,,,,,,,,R. Furlan,C. Ruud,F192,R219,ITA,NOR,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS058,R64,00:55:00,,F,2,C400,"6-4,6-0",G. Carraz,M. Knowles,,,FRA,BAH,6-4,6-0,,,,00:55:00,269,/en/stats/leaderboard?page=serve,,4,51,23,45,78,18,23,55,12,22,0,8,173,/en/stats/leaderboard?page=serve,9,2,43,22,51,55,12,22,45,13,29,17,1,6,8,67,30,45,51,26,51,58,56,96,49,25,51,33,15,45,42,40,96,A,6,0,1,,,,,,,,G. Carraz,M. Knowles,C400,K171,FRA,BAH,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS059,R64,01:07:00,,F,2,P226,"6-4,6-2",C. Pioline,N. Kulti,,,FRA,SWE,6-4,6-2,,,,01:07:00,284,/en/stats/leaderboard?page=serve,,10,53,28,53,89,25,28,48,12,25,2,9,221,/en/stats/leaderboard?page=serve,5,5,58,33,57,70,23,33,38,9,24,50,4,8,9,70,37,53,44,25,57,56,62,110,56,32,57,30,16,53,44,48,110,A,4,67,3,,,,,,,,C. Pioline,N. Kulti,P226,K181,FRA,SWE,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS060,R64,01:24:00,,F,2,O099,"6-3,7-6(7)",A. O'Brien,M. Gustafsson,,,USA,SWE,6-3,7-6(7),,,,01:24:00,276,/en/stats/leaderboard?page=serve,,3,72,53,74,83,44,53,48,10,21,0,11,277,/en/stats/leaderboard?page=serve,6,5,62,42,68,76,32,42,50,13,26,83,5,6,10,73,54,74,34,23,68,54,77,142,66,45,68,27,20,74,46,65,142,A,2,,,7,5,,,,,,A. O'Brien,M. Gustafsson,O099,G182,USA,SWE,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS061,R64,01:00:00,,F,2,B397,"7-6(7),3-1",B. Black,J. Hlasek,,,ZIM,SUI,7-6(7),3-1,,,,01:00:00,278,/en/stats/leaderboard?page=serve,,3,63,37,59,76,28,37,50,11,22,4,9,252,/en/stats/leaderboard?page=serve,4,10,50,28,56,82,23,28,39,11,28,67,4,6,8,66,39,59,39,22,56,53,61,115,61,34,56,34,20,59,47,54,115,A,2,80,5,,,7,4,,,,B. Black,J. Hlasek,B397,H025,ZIM,SUI,,
421,1996,ATP Masters 1000 Canada,1000,1996-08-19T00:00:00,1996-08-25T00:00:00,Hard,56,1750000,$,MS062,R64,01:22:00,,F,3,T166,"6-3,1-6,6-3",M. Tillstrom,J. Renzenbrink,,,SWE,GER,6-3,1-6,6-3,,,01:22:00,275,/en/stats/leaderboard?page=serve,False,1,60,50,84,68,34,50,62,21,34,5,13,266,/en/stats/leaderboard?page=serve,9,14,53,40,75,88,35,40,37,13,35,60,3,5,12,65,55,84,36,27,75,52,82,159,64,48,75,35,29,84,48,77,159,A,,71,7,,,,,,,,M. Tillstrom,J. Renzenbrink,T166,R273,SWE,GER,,
