event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS021,R32,01:03:00,,F,2,E113,"6-4,6-3",T. Enqvist,A. Costa,,,SWE,ESP,6-4,6-3,,,,01:03:00,,,,,268,/en/stats/leaderboard?page=serve,,11,55,34,62,71,24,34,57,16,28,1,10,227,/en/stats/leaderboard?page=serve,,1,74,37,50,51,19,37,46,6,13,33,2,6,9,65,40,62,50,25,50,58,65,112,50,25,50,35,22,62,42,47,112,A,,,6,33,3,False,T. Enqvist,A. Costa,E113,C378,SWE,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS022,R32,01:42:00,,F,2,M605,"7-6(7),6-4",C. Moya,K. Kucera,,,ESP,SVK,7-6(7),6-4,,,,01:42:00,,,,,245,/en/stats/leaderboard?page=serve,False,3,60,43,72,60,26,43,59,17,29,3,11,213,/en/stats/leaderboard?page=serve,8,4,56,60,108,57,34,60,50,24,48,76,16,21,11,60,43,72,46,50,108,52,93,180,54,58,108,40,29,72,48,87,180,A,7,4,,43,7,,C. Moya,K. Kucera,M605,K237,ESP,SVK,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS023,R32,01:43:00,,F,3,R237,"4-6,6-3,6-4",G. Rusedski,V. Spadea,,,GBR,USA,4-6,6-3,6-4,,,01:43:00,,,,,265,/en/stats/leaderboard?page=serve,,16,54,50,93,80,40,50,44,19,43,4,15,249,/en/stats/leaderboard?page=serve,3,3,67,66,98,61,40,66,50,16,32,64,7,11,14,63,59,93,43,42,98,53,101,191,57,56,98,37,34,93,47,90,191,A,,,9,57,7,,G. Rusedski,V. Spadea,R237,S544,GBR,USA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS024,R32,02:09:00,,F,3,C243,"4-6,6-1,7-6(7)",J. Courier,J. Bjorkman,,,USA,SWE,4-6,6-1,7-6(7),,,02:09:00,,,7,4,263,/en/stats/leaderboard?page=serve,,10,62,59,95,78,46,59,44,16,36,3,15,229,/en/stats/leaderboard?page=serve,7,7,48,47,98,62,29,47,55,28,51,64,9,14,14,65,62,95,42,41,98,53,103,193,58,57,98,35,33,95,47,90,193,A,,,4,43,7,,J. Courier,J. Bjorkman,C243,B446,USA,SWE,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS025,R32,00:58:00,,F,2,G352,"6-3,6-4",J. Gambill,F. Clavet,,,USA,ESP,6-3,6-4,,,,00:58:00,,,,,230,/en/stats/leaderboard?page=serve,,13,68,34,50,88,30,34,63,10,16,0,10,274,/en/stats/leaderboard?page=serve,1,3,63,33,52,64,21,33,68,13,19,71,5,7,9,80,40,50,35,18,52,57,58,102,65,34,52,20,10,50,43,44,102,A,,,2,0,,,J. Gambill,F. Clavet,G352,C252,USA,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS026,R32,01:06:00,,F,2,A092,"6-2,6-4",A. Agassi,S. Bruguera,,,USA,ESP,6-2,6-4,,,,01:06:00,,,,,287,/en/stats/leaderboard?page=serve,False,5,53,27,51,78,21,27,63,15,24,4,9,207,/en/stats/leaderboard?page=serve,3,3,45,25,56,68,17,25,39,12,31,33,2,6,9,71,36,51,48,27,56,59,63,107,52,29,56,29,15,51,41,44,107,A,,,,80,5,,A. Agassi,S. Bruguera,A092,B350,USA,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS027,R32,02:08:00,,F,3,R255,"7-5,5-7,6-4",P. Rafter,W. Ferreira,,,AUS,RSA,7-5,5-7,6-4,,,02:08:00,,,,,273,/en/stats/leaderboard?page=serve,,7,59,57,96,84,48,57,46,18,39,5,17,270,/en/stats/leaderboard?page=serve,5,5,61,56,92,77,43,56,56,20,36,50,4,8,17,69,66,96,32,29,92,51,95,188,68,63,92,31,30,96,49,93,188,A,,,5,63,8,,P. Rafter,W. Ferreira,R255,F196,AUS,RSA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS028,R32,01:19:00,,F,2,R286,"6-4,7-6(7)",M. Rios,H. Dreekmann,,,CHI,GER,6-4,7-6(7),,,,01:19:00,7,4,,,313,/en/stats/leaderboard?page=serve,,6,63,36,57,89,32,36,67,14,21,0,11,254,/en/stats/leaderboard?page=serve,3,9,47,41,87,83,34,41,37,17,46,75,6,8,11,81,46,57,41,36,87,57,82,144,59,51,87,19,11,57,43,62,144,A,,,2,0,1,,M. Rios,H. Dreekmann,R286,D249,CHI,GER,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS029,R32,01:10:00,,F,2,K316,"6-3,6-4",N. Kiefer,M. Washington,,,GER,USA,6-3,6-4,,,,01:10:00,,,,,274,/en/stats/leaderboard?page=serve,,4,53,40,75,75,30,40,54,19,35,9,10,228,/en/stats/leaderboard?page=serve,2,2,48,22,46,68,15,22,46,11,24,0,0,3,9,65,49,75,43,20,46,57,69,121,57,26,46,35,26,75,43,52,121,A,,,2,90,10,,N. Kiefer,M. Washington,K316,W124,GER,USA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS030,R32,01:24:00,,F,2,H355,"7-6(7),6-3",T. Haas,S. Dosedel,,,GER,CZE,7-6(7),6-3,,,,01:24:00,,,,,248,/en/stats/leaderboard?page=serve,,7,65,47,72,74,35,47,64,16,25,0,10,266,/en/stats/leaderboard?page=serve,1,7,57,43,75,72,31,43,50,16,32,67,4,6,11,71,51,72,37,28,75,54,79,147,63,47,75,29,21,72,46,68,147,A,7,2,2,,,,T. Haas,S. Dosedel,H355,D198,GER,CZE,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS031,R32,01:22:00,,F,3,K148,"6-3,3-6,6-0",P. Korda,S. Draper,,,CZE,AUS,6-3,3-6,6-0,,,01:22:00,,,,,262,/en/stats/leaderboard?page=serve,,5,43,29,67,86,25,29,53,20,38,1,12,225,/en/stats/leaderboard?page=serve,1,3,59,45,76,51,23,45,55,17,31,62,8,13,12,67,45,67,47,36,76,57,81,143,53,40,76,33,22,67,43,62,143,A,,,8,33,3,,P. Korda,S. Draper,K148,D270,CZE,AUS,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS033,R64,01:59:00,,F,3,M442,"5-7,6-4,7-5",T. Martin,M. Larsson,,,USA,SWE,5-7,6-4,7-5,,,01:59:00,,,,,319,/en/stats/leaderboard?page=serve,,20,64,57,89,86,49,57,56,18,32,0,17,280,/en/stats/leaderboard?page=serve,4,13,53,61,115,82,50,61,48,26,54,50,2,4,17,75,67,89,34,39,115,52,106,204,66,76,115,25,22,89,48,98,204,A,,,1,0,1,,T. Martin,M. Larsson,M442,L206,USA,SWE,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS034,R64,01:25:00,,F,2,M099,"6-4,6-4",T. Muster,C. Woodruff,,,AUT,USA,6-4,6-4,,,,01:25:00,,,,,296,/en/stats/leaderboard?page=serve,,6,71,48,68,65,31,48,65,13,20,3,10,249,/en/stats/leaderboard?page=serve,2,8,61,42,69,64,27,42,48,13,27,57,4,7,10,65,44,68,42,29,69,53,73,137,58,40,69,35,24,68,47,64,137,A,,,1,75,4,,T. Muster,C. Woodruff,M099,W212,AUT,USA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS035,R64,01:01:00,,F,2,P226,"6-3,6-4",C. Pioline,M. Rosset,,,FRA,SUI,6-3,6-4,,,,01:01:00,,,,,239,/en/stats/leaderboard?page=serve,,6,71,34,48,85,29,34,79,11,14,0,10,267,/en/stats/leaderboard?page=serve,2,3,48,19,40,79,15,19,62,13,21,0,0,2,9,83,40,48,30,12,40,59,52,88,70,28,40,17,8,48,41,36,88,A,,,2,0,,,C. Pioline,M. Rosset,P226,R214,FRA,SUI,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS036,R64,01:31:00,,F,2,N250,"7-5,6-3",M. Norman,A. Corretja,,,SWE,ESP,7-5,6-3,,,,01:31:00,,,,,247,/en/stats/leaderboard?page=serve,,6,46,35,76,77,27,35,59,24,41,0,11,261,/en/stats/leaderboard?page=serve,4,7,53,31,58,77,24,31,48,13,27,60,3,5,10,67,51,76,36,21,58,54,72,134,64,37,58,33,25,76,46,62,134,A,,,4,,,,M. Norman,A. Corretja,N250,C344,SWE,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS037,R64,01:58:00,,F,3,M475,"7-6(8),2-6,7-6(10)",A. Medvedev,G. Ivanisevic,,,UKR,CRO,7-6(8),2-6,7-6(10),,,01:58:00,,,10,8,283,/en/stats/leaderboard?page=serve,,14,65,62,96,79,49,62,50,17,34,3,16,292,/en/stats/leaderboard?page=serve,5,15,60,72,121,78,56,72,51,25,49,93,14,15,16,69,66,96,33,40,121,49,106,217,67,81,121,31,30,96,51,111,217,A,8,6,6,50,6,,A. Medvedev,G. Ivanisevic,M475,I034,UKR,CRO,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS038,R64,01:17:00,,F,2,B499,"6-3,6-4",W. Black,T. Henman,,,ZIM,GBR,6-3,6-4,,,,01:17:00,,,,,262,/en/stats/leaderboard?page=serve,,3,61,43,70,72,31,43,48,13,27,8,10,213,/en/stats/leaderboard?page=serve,5,4,43,22,51,68,15,22,48,14,29,33,2,6,9,63,44,70,43,22,51,55,66,121,57,29,51,37,26,70,45,55,121,A,,,2,80,10,,W. Black,T. Henman,B499,H336,ZIM,GBR,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS041,R64,00:56:00,,F,2,U032,"6-4,6-0",B. Ulihrach,M. Filippini,,,CZE,URU,6-4,6-0,,,,00:56:00,,,,,286,/en/stats/leaderboard?page=serve,False,1,68,30,44,80,24,30,50,7,14,0,8,185,/en/stats/leaderboard?page=serve,2,1,55,26,47,46,12,26,48,10,21,50,5,10,8,70,31,44,53,25,47,62,56,91,47,22,47,30,13,44,38,35,91,A,,,,0,1,,B. Ulihrach,M. Filippini,U032,F165,CZE,URU,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS042,R64,01:04:00,,F,2,E113,"6-3,6-1",T. Enqvist,R. Reneberg,,,SWE,USA,6-3,6-1,,,,01:04:00,,,,,198,/en/stats/leaderboard?page=serve,,6,51,23,45,87,20,23,55,12,22,0,8,191,/en/stats/leaderboard?page=serve,8,2,47,34,72,71,24,34,29,11,38,64,7,11,8,71,32,45,51,37,72,59,69,117,49,35,72,29,13,45,41,48,117,A,,,1,0,,,T. Enqvist,R. Reneberg,E113,R016,SWE,USA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS043,R64,01:52:00,,F,3,C378,"4-6,6-4,6-3",A. Costa,F. Mantilla,,,ESP,ESP,4-6,6-4,6-3,,,01:52:00,,,,,298,/en/stats/leaderboard?page=serve,,2,78,71,91,77,55,71,50,10,20,6,15,285,/en/stats/leaderboard?page=serve,1,6,68,63,92,68,43,63,59,17,29,82,9,11,14,71,65,91,35,32,92,53,97,183,65,60,92,29,26,91,47,86,183,A,,,2,86,7,,A. Costa,F. Mantilla,C378,M535,ESP,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS044,R64,01:54:00,,F,3,K237,"6-4,1-6,7-6(7)",K. Kucera,D. Hrbaty,,,SVK,SVK,6-4,1-6,7-6(7),,,01:54:00,,,7,5,214,/en/stats/leaderboard?page=serve,,7,48,51,107,63,32,51,48,27,56,5,15,239,/en/stats/leaderboard?page=serve,1,0,67,66,98,53,35,66,56,18,32,72,13,18,14,55,59,107,46,45,98,51,104,205,54,53,98,45,48,107,49,101,205,A,,,5,42,12,,K. Kucera,D. Hrbaty,K237,H377,SVK,SVK,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS045,R64,00:59:00,,F,2,M605,"6-4,6-3",C. Moya,G. Stafford,,,ESP,RSA,6-4,6-3,,,,00:59:00,,,,,281,/en/stats/leaderboard?page=serve,,10,57,27,47,78,21,27,50,10,20,2,8,203,/en/stats/leaderboard?page=serve,2,5,61,40,66,60,24,40,35,9,26,38,3,8,9,66,31,47,50,33,66,57,64,113,50,33,66,34,16,47,43,49,113,A,,,1,67,3,,C. Moya,G. Stafford,M605,S406,ESP,RSA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS046,R64,01:16:00,,F,2,S544,"6-4,6-1",V. Spadea,J. Viloca-Puig,,,USA,ESP,6-4,6-1,,,,01:16:00,,,,,288,/en/stats/leaderboard?page=serve,,1,71,35,49,66,23,35,64,9,14,3,8,198,/en/stats/leaderboard?page=serve,3,3,60,45,75,67,30,45,27,8,30,64,9,14,9,65,32,49,49,37,75,56,69,124,51,38,75,35,17,49,44,55,124,A,,,1,75,4,,V. Spadea,J. Viloca-Puig,S544,V161,USA,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS049,R64,01:45:00,,F,3,C243,"3-6,6-4,6-3",J. Courier,G. Raoux,,,USA,FRA,3-6,6-4,6-3,,,01:45:00,,,,,312,/en/stats/leaderboard?page=serve,,11,67,52,78,81,42,52,62,16,26,2,14,279,/en/stats/leaderboard?page=serve,1,3,49,37,76,84,31,37,59,23,39,67,4,6,14,74,58,78,29,22,76,52,80,154,71,54,76,26,20,78,48,74,154,A,,,1,67,3,,J. Courier,G. Raoux,C243,R186,USA,FRA,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS050,R64,00:51:00,,F,2,C252,"6-1,6-1",F. Clavet,A. Portas,,,ESP,ESP,6-1,6-1,,,,00:51:00,,,,,273,/en/stats/leaderboard?page=serve,False,4,68,30,44,80,24,30,50,7,14,0,7,158,/en/stats/leaderboard?page=serve,3,2,46,23,50,48,11,23,37,10,27,62,8,13,7,70,31,44,58,29,50,64,60,94,42,21,50,30,13,44,36,34,94,A,,,,,,,F. Clavet,A. Portas,C252,P305,ESP,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS051,R64,02:23:00,,F,3,G352,"7-6(9),5-7,7-6(8)",J. Gambill,M. Philippoussis,,,USA,AUS,7-6(9),5-7,7-6(8),,,02:23:00,,,8,6,267,/en/stats/leaderboard?page=serve,,21,51,67,132,73,49,67,52,34,65,8,18,283,/en/stats/leaderboard?page=serve,8,19,62,74,119,76,56,74,51,23,45,57,4,7,18,63,83,132,34,40,119,49,123,251,66,79,119,37,49,132,51,128,251,A,9,7,7,67,12,,J. Gambill,M. Philippoussis,G352,P338,USA,AUS,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS052,R64,01:20:00,,F,2,B350,"7-6(7),6-3",S. Bruguera,J. Alonso,,,ESP,ESP,7-6(7),6-3,,,,01:20:00,,,,,256,/en/stats/leaderboard?page=serve,,4,56,42,75,64,27,42,61,20,33,7,11,208,/en/stats/leaderboard?page=serve,6,3,49,33,67,64,21,33,38,13,34,43,3,7,10,63,47,75,49,33,67,56,80,142,51,34,67,37,28,75,44,62,142,A,7,0,1,70,10,,S. Bruguera,J. Alonso,B350,A272,ESP,ESP,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS053,R64,01:36:00,,F,2,A092,"7-6(7),6-4",A. Agassi,T. Woodbridge,,,USA,AUS,7-6(7),6-4,,,,01:36:00,,,,,295,/en/stats/leaderboard?page=serve,,2,58,37,64,84,31,37,63,17,27,0,11,258,/en/stats/leaderboard?page=serve,7,8,58,45,78,73,33,45,45,15,33,67,4,6,11,75,48,64,38,30,78,55,78,142,62,48,78,25,16,64,45,64,142,A,7,3,2,0,1,,A. Agassi,T. Woodbridge,A092,W136,USA,AUS,,
404,1998,ATP Masters 1000 Indian Wells,1000,1998-03-09T00:00:00,1998-03-15T00:00:00,Hard,56,2200000,$,MS054,R64,01:40:00,,F,3,F196,"6-3,1-6,6-4",W. Ferreira,F. Santoro,,,RSA,FRA,6-3,1-6,6-4,,,01:40:00,,,,,260,/en/stats/leaderboard?page=serve,,6,63,47,75,72,34,47,46,13,28,3,13,247,/en/stats/leaderboard?page=serve,2,2,46,42,91,74,31,42,51,25,49,63,5,8,13,63,47,75,38,35,91,49,82,166,62,56,91,37,28,75,51,84,166,A,,,3,50,6,,W. Ferreira,F. Santoro,F196,S424,RSA,FRA,,
