event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS001,F,02:05:00,,F,2,R485,"7-6(7),7-6(9)",A. Roddick,R. Stepanek,,,USA,CZE,7-6(7),7-6(9),,,,02:05:00,A,A. Roddick,R. Stepanek,USA,CZE,,,7,2,9,7,304,/en/stats/leaderboard?page=serve,1,7,77,64,83,70,45,64,68,13,19,60,3,5,12,261,/en/stats/leaderboard?page=serve,8,5,59,56,95,68,38,56,54,21,39,75,6,8,12,70,58,83,38,36,95,53,94,178,62,59,95,30,25,83,47,84,178,,,R485,S694
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS002,SF,02:08:00,,F,3,R485,"1-6,6-3,6-4",A. Roddick,T. Berdych,,,USA,CZE,1-6,6-3,6-4,,,02:08:00,A,A. Roddick,T. Berdych,USA,CZE,,,,,,,288,/en/stats/leaderboard?page=serve,1,7,74,60,81,72,43,60,52,11,21,67,4,6,13,269,/en/stats/leaderboard?page=serve,2,12,49,43,88,79,34,43,47,21,45,83,10,12,13,67,54,81,38,33,88,51,87,169,63,55,88,33,27,81,49,82,169,,,R485,BA47
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS003,SF,01:01:00,,F,2,S694,"6-2,6-1",R. Stepanek,G. Monfils,,,CZE,FRA,6-2,6-1,,,,01:01:00,A,R. Stepanek,G. Monfils,CZE,FRA,,,,,,,309,/en/stats/leaderboard?page=serve,0,3,62,31,50,65,20,31,79,15,19,100,1,1,8,191,/en/stats/leaderboard?page=serve,3,1,60,27,45,52,14,27,39,7,18,43,3,7,7,70,35,50,53,24,45,62,59,95,47,21,45,30,15,50,38,36,95,,,S694,MC65
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS004,QF,01:25:00,,F,2,R485,"6-3,7-6(7)",A. Roddick,R. Gasquet,,,USA,FRA,6-3,7-6(7),,,,01:25:00,A,A. Roddick,R. Gasquet,USA,FRA,,,,,7,5,344,/en/stats/leaderboard?page=serve,1,16,75,45,60,87,39,45,67,10,15,0,0,0,11,281,/en/stats/leaderboard?page=serve,2,6,57,38,67,82,31,38,48,14,29,88,7,8,10,82,49,60,33,22,67,56,71,127,67,45,67,18,11,60,44,56,127,,,R485,G628
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS005,QF,02:42:00,,F,3,BA47,"7-6(7),2-6,7-6(7)",T. Berdych,T. Bellucci,,,CZE,BRA,7-6(7),2-6,7-6(7),,,02:42:00,A,T. Berdych,T. Bellucci,CZE,BRA,,,7,4,,,285,/en/stats/leaderboard?page=serve,2,12,60,59,99,76,45,59,58,23,40,50,3,6,16,278,/en/stats/leaderboard?page=serve,5,8,55,62,113,74,46,62,53,27,51,67,2,3,16,69,68,99,35,40,113,51,108,212,65,73,113,31,31,99,49,104,212,7,3,BA47,BD20
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS006,QF,01:44:00,,F,3,MC65,"3-6,6-3,6-4",G. Monfils,J. Blake,,,FRA,USA,3-6,6-3,6-4,,,01:44:00,A,G. Monfils,J. Blake,FRA,USA,,,,,,,281,/en/stats/leaderboard?page=serve,4,13,61,55,90,75,41,55,51,18,35,78,7,9,14,255,/en/stats/leaderboard?page=serve,5,4,57,50,88,76,38,50,45,17,38,50,3,6,14,66,59,90,38,33,88,52,92,178,63,55,88,34,31,90,48,86,178,,,MC65,B676
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS007,QF,01:40:00,,F,2,S694,"7-6(7),6-1",R. Stepanek,W. Odesnik,,,CZE,USA,7-6(7),6-1,,,,01:40:00,A,R. Stepanek,W. Odesnik,CZE,USA,,,7,2,,,279,/en/stats/leaderboard?page=serve,4,7,54,33,61,73,24,33,61,17,28,50,1,2,9,219,/en/stats/leaderboard?page=serve,3,3,58,40,69,63,25,40,38,11,29,60,6,10,10,67,41,61,48,33,69,57,74,130,52,36,69,33,20,61,43,56,130,,,S694,O234
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS008,R16,01:21:00,,F,2,R485,"7-6(7),6-3",A. Roddick,C. Ball,,,USA,AUS,7-6(7),6-3,,,,01:21:00,A,A. Roddick,C. Ball,USA,AUS,,,7,,,,356,/en/stats/leaderboard?page=serve,0,9,83,49,59,84,41,49,80,8,10,100,1,1,11,276,/en/stats/leaderboard?page=serve,3,8,53,36,68,72,26,36,56,18,32,88,7,8,10,83,49,59,35,24,68,57,73,127,65,44,68,17,10,59,43,54,127,,,R485,BD59
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS009,R16,01:20:00,,F,2,G628,"6-3,6-4",R. Gasquet,M. Ebden,,,FRA,AUS,6-3,6-4,,,,01:20:00,A,R. Gasquet,M. Ebden,FRA,AUS,,,,,,,293,/en/stats/leaderboard?page=serve,2,6,63,37,59,81,30,37,55,12,22,75,3,4,10,244,/en/stats/leaderboard?page=serve,0,5,65,36,55,61,22,36,47,9,19,50,3,6,9,71,42,59,44,24,55,58,66,114,56,31,55,29,17,59,42,48,114,,,G628,E690
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS010,R16,01:06:00,,F,2,BA47,"6-0,6-1",T. Berdych,M. Baghdatis,,,CZE,CYP,6-0,6-1,,,,01:06:00,A,T. Berdych,M. Baghdatis,CZE,CYP,,,,,,,290,/en/stats/leaderboard?page=serve,0,0,50,23,46,70,16,23,70,16,23,100,3,3,7,130,/en/stats/leaderboard?page=serve,3,1,36,13,36,54,7,13,26,6,23,29,2,7,6,70,32,46,64,23,36,67,55,82,36,13,36,30,14,46,33,27,82,,,BA47,B837
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS011,R16,02:00:00,,F,3,BD20,"6-4,4-6,6-4",T. Bellucci,H. Levy,,,BRA,ISR,6-4,4-6,6-4,,,02:00:00,A,T. Bellucci,H. Levy,BRA,ISR,,,,,,,301,/en/stats/leaderboard?page=serve,1,7,62,53,86,79,42,53,61,20,33,75,3,4,15,286,/en/stats/leaderboard?page=serve,1,6,53,42,79,93,39,42,49,18,37,60,3,5,15,72,62,86,28,22,79,51,84,165,72,57,79,28,24,86,49,81,165,,,BD20,L336
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS012,R16,02:00:00,,F,3,B676,"6-3,3-6,7-6(10)",J. Blake,M. Gicquel,,,USA,FRA,6-3,3-6,7-6(10),,,02:00:00,A,J. Blake,M. Gicquel,USA,FRA,,,,,,,285,/en/stats/leaderboard?page=serve,2,13,54,51,95,82,42,51,52,23,44,50,2,4,15,267,/en/stats/leaderboard?page=serve,5,8,54,65,120,69,45,65,55,30,55,80,8,10,15,68,65,95,38,45,120,51,110,215,63,75,120,32,30,95,49,105,215,10,8,B676,G436
339,2010,Brisbane,250,2010-01-03T00:00:00,2010-01-10T00:00:00,Hard,32,372500,$,MS013,R16,02:19:00,,F,3,MC65,"6-7(5),7-6(7),6-1",G. Monfils,F. Serra,,,FRA,FRA,6-7(5),7-6(7),6-1,,,02:19:00,A,G. Monfils,F. Serra,FRA,FRA,,,5,7,7,5,267,/en/stats/leaderboard?page=serve,6,16,52,53,101,77,41,53,48,23,48,57,4,7,15,239,/en/stats/leaderboard?page=serve,3,9,63,72,114,68,49,72,40,17,42,54,7,13,16,63,64,101,42,48,114,52,112,215,58,66,114,37,37,101,48,103,215,,,MC65,S963
