event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS001,F,01:04:00,,F,2,Z073,"6-4,6-4",M. Zabaleta,R. Delgado,,,ARG,PAR,6-4,6-4,,,,01:04:00,204,/en/stats/leaderboard?page=serve,6,9,49,28,57,86,24,28,66,19,29,0,0,,10,268,/en/stats/leaderboard?page=serve,3,8,60,33,55,82,27,33,41,9,22,33,1,3,10,75,43,57,35,19,55,55,62,112,65,36,55,25,14,57,45,50,112,A,,,,,,,,,M. Zabaleta,R. Delgado,Z073,D316,ARG,PAR,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS002,SF,01:43:00,,F,3,D316,"6-3,4-6,3-1",R. Delgado,S. Sargsian,,,PAR,ARM,6-3,4-6,3-1,,,01:43:00,247,/en/stats/leaderboard?page=serve,1,6,53,45,85,64,29,45,50,20,40,63,5,8,12,231,/en/stats/leaderboard?page=serve,8,3,58,42,72,62,26,42,50,15,30,60,6,10,12,58,49,85,43,31,72,51,80,157,57,41,72,42,36,85,49,77,157,A,,,,,,,,,R. Delgado,S. Sargsian,D316,S545,PAR,ARM,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS003,SF,00:59:00,,F,2,Z073,"6-2,6-4",M. Zabaleta,J. Novak,,,ARG,CZE,6-2,6-4,,,,00:59:00,281,/en/stats/leaderboard?page=serve,3,7,67,39,58,85,33,39,37,7,19,,0,,9,253,/en/stats/leaderboard?page=serve,1,1,67,33,49,64,21,33,56,9,16,0,0,3,9,69,40,58,39,19,49,55,59,107,61,30,49,31,18,58,45,48,107,A,,,,,,,,,M. Zabaleta,J. Novak,Z073,N254,ARG,CZE,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS004,QF,02:05:00,,F,3,D316,"6-7(6),6-1,7-5",R. Delgado,J. Courier,,,PAR,USA,6-7(6),6-1,7-5,,,02:05:00,268,/en/stats/leaderboard?page=serve,10,18,56,60,108,75,45,60,48,23,48,40,2,5,16,237,/en/stats/leaderboard?page=serve,4,5,61,57,93,68,39,57,47,17,36,60,9,15,15,63,68,108,40,37,93,52,105,201,60,56,93,37,40,108,48,96,201,A,6,8,,,,,,,R. Delgado,J. Courier,D316,C243,PAR,USA,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS005,QF,01:30:00,,F,2,S545,"7-6(7),7-5",S. Sargsian,J. Balcells,,,ARM,ESP,7-6(7),7-5,,,,01:30:00,287,/en/stats/leaderboard?page=serve,3,2,69,55,80,84,46,55,52,13,25,,0,,12,295,/en/stats/leaderboard?page=serve,3,5,63,47,75,64,30,47,75,21,28,50,1,2,12,74,59,80,32,24,75,54,83,155,68,51,75,26,21,80,46,72,155,A,7,4,,,,,,,S. Sargsian,J. Balcells,S545,B487,ARM,ESP,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS006,QF,02:25:00,,F,3,Z073,"6-7(3),6-4,7-6(8)",M. Zabaleta,M. Hadad,,,ARG,COL,6-7(3),6-4,7-6(8),,,02:25:00,254,/en/stats/leaderboard?page=serve,7,8,48,53,111,77,41,53,52,30,58,33,2,6,17,246,/en/stats/leaderboard?page=serve,3,3,59,68,115,68,46,68,49,23,47,55,6,11,17,64,71,111,40,46,115,52,117,226,60,69,115,36,40,111,48,109,226,A,3,7,8,6,,,,,M. Zabaleta,M. Hadad,Z073,H256,ARG,COL,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS007,QF,01:47:00,,F,3,N254,"7-5,4-6,6-4",J. Novak,D. Sanguinetti,,,CZE,ITA,7-5,4-6,6-4,,,01:47:00,252,/en/stats/leaderboard?page=serve,6,15,63,60,95,72,43,60,40,14,35,55,6,11,16,227,/en/stats/leaderboard?page=serve,4,8,60,75,124,72,54,75,29,14,49,68,13,19,16,60,57,95,45,56,124,52,113,219,55,68,124,40,38,95,48,106,219,A,,,,,,,,,J. Novak,D. Sanguinetti,N254,S480,CZE,ITA,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS008,R16,01:53:00,,F,2,C243,"7-6(7),7-5",J. Courier,F. Mantilla,,,USA,ESP,7-6(7),7-5,,,,01:53:00,307,/en/stats/leaderboard?page=serve,2,12,58,40,69,93,37,40,55,16,29,50,1,2,12,265,/en/stats/leaderboard?page=serve,2,6,47,42,89,76,32,42,55,26,47,71,5,7,12,77,53,69,35,31,89,53,84,158,65,58,89,23,16,69,47,74,158,A,7,4,,,,,,,J. Courier,F. Mantilla,C243,M535,USA,ESP,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS009,R16,00:58:00,,F,2,D316,"6-3,6-4",R. Delgado,F. Meligeni,,,PAR,BRA,6-3,6-4,,,,00:58:00,297,/en/stats/leaderboard?page=serve,3,8,55,28,51,86,24,28,61,14,23,0,0,1,10,233,/en/stats/leaderboard?page=serve,6,7,47,25,53,76,19,25,43,12,28,40,2,5,9,75,38,51,42,22,53,58,60,104,58,31,53,25,13,51,42,44,104,A,,,,,,,,,R. Delgado,F. Meligeni,D316,M443,PAR,BRA,,
359,1998,Bogota,WS,1998-11-02T00:00:00,1998-11-08T00:00:00,Clay,32,315000,$,MS010,R16,02:06:00,,F,3,S545,"6-1,6-7(5),6-4",S. Sargsian,J. Alonso,,,ARM,ESP,6-1,6-7(5),6-4,,,02:06:00,263,/en/stats/leaderboard?page=serve,2,4,52,58,112,71,41,58,52,28,54,83,10,12,15,213,/en/stats/leaderboard?page=serve,13,3,57,52,91,69,36,52,33,13,39,29,2,7,14,62,69,112,46,42,91,55,111,203,54,49,91,38,43,112,45,92,203,A,,,,,5,7,,,S. Sargsian,J. Alonso,S545,A272,ARM,ESP,,
