event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS011,R16,02:03:00,,F,3,C378,"6-3,4-6,6-4",A. Costa,H. Gumy,,,ESP,ARG,6-3,4-6,6-4,,,02:03:00,,,271,/en/stats/leaderboard?page=serve,2,4,58,56,97,70,39,56,61,25,41,70,7,10.0,15,239,/en/stats/leaderboard?page=serve,7,4,56,57,101,65,37,57,50,22,44,73,11,15,14,66,64,97,42,42,101,54,106,198,58,59,101,34,33,97,46,92,198,A,,,,,,,A. Costa,H. Gumy,C378,G247,ESP,ARG,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS012,R16,01:27:00,,F,2,U032,"7-6(7),6-3",B. Ulihrach,C. Pioline,,,CZE,FRA,7-6(7),6-3,,,,01:27:00,,,291,/en/stats/leaderboard?page=serve,2,4,61,47,77,68,32,47,70,21,30,75,3,4.0,11,274,/en/stats/leaderboard?page=serve,1,7,62,40,65,70,28,40,56,14,25,50,2,4,10,69,53,77,35,23,65,54,76,142,65,42,65,31,24,77,46,66,142,A,7,5,,,,,B. Ulihrach,C. Pioline,U032,P226,CZE,FRA,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS013,R16,01:01:00,,F,2,B350,"6-2,6-3",S. Bruguera,E. Sanchez,,,ESP,ESP,6-2,6-3,,,,01:01:00,,,226,/en/stats/leaderboard?page=serve,,4,49,18,37,94,17,18,79,15,19,0,0,,8,225,/en/stats/leaderboard?page=serve,1,1,74,43,58,56,24,43,40,6,15,56,5,9,9,86,32,37,48,28,58,63,60,95,52,30,58,14,5,37,37,35,95,A,,,False,,,,S. Bruguera,E. Sanchez,B350,S014,ESP,ESP,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS014,R16,01:13:00,,F,2,B428,"7-5,6-2",A. Berasategui,C. Moya,,,ESP,ESP,7-5,6-2,,,,01:13:00,,,246,/en/stats/leaderboard?page=serve,,0,82,59,72,63,37,59,31,4,13,73,8,11.0,10,188,/en/stats/leaderboard?page=serve,3,3,65,46,71,63,29,46,20,5,25,0,0,6,10,57,41,72,52,37,71,55,78,143,48,34,71,43,31,72,45,65,143,A,,,False,,,,A. Berasategui,C. Moya,B428,M605,ESP,ESP,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS015,R16,01:57:00,,F,3,M535,"7-6(7),0-6,6-3",F. Mantilla,J. Novak,,,ESP,CZE,7-6(7),0-6,6-3,,,01:57:00,,,244,/en/stats/leaderboard?page=serve,2,3,58,60,103,63,38,60,53,23,43,67,8,12.0,13,259,/en/stats/leaderboard?page=serve,5,11,57,60,106,70,42,60,48,22,46,67,6,9,14,59,61,103,40,42,106,49,103,209,60,64,106,41,42,103,51,106,209,A,7,2,,,,,F. Mantilla,J. Novak,M535,N254,ESP,CZE,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS016,R32,00:58:00,,F,2,K267,"7-5,6-1",Y. Kafelnikov,R. Carretero,,,RUS,ESP,7-5,6-1,,,,00:58:00,,,274,/en/stats/leaderboard?page=serve,2,11,65,40,62,75,30,40,45,10,22,33,1,3.0,10,216,/en/stats/leaderboard?page=serve,3,1,75,41,55,49,20,41,50,7,14,17,1,6,9,65,40,62,51,28,55,58,68,117,49,27,55,35,22,62,42,49,117,A,,,,,,,Y. Kafelnikov,R. Carretero,K267,C383,RUS,ESP,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS017,R32,01:51:00,,F,3,A203,"6-2,3-6,7-5",K. Alami,A. Zingman,,,MAR,ARG,6-2,3-6,7-5,,,01:51:00,,,248,/en/stats/leaderboard?page=serve,4,3,56,50,89,76,38,50,46,18,39,60,6,10.0,14,218,/en/stats/leaderboard?page=serve,1,0,55,51,92,65,33,51,39,16,41,14,1,7,15,63,56,89,47,43,92,55,99,181,53,49,92,37,33,89,45,82,181,A,,,,,,,K. Alami,A. Zingman,A203,Z059,MAR,ARG,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS018,R32,01:04:00,,F,2,S630,"6-2,6-3",A. Strambini,P. Mohr,,,SUI,SUI,6-2,6-3,,,,01:04:00,,,278,/en/stats/leaderboard?page=serve,3,2,57,26,46,65,17,26,70,14,20,0,0,1.0,8,180,/en/stats/leaderboard?page=serve,5,6,35,19,54,63,12,19,37,13,35,29,2,7,9,67,31,46,54,29,54,60,60,100,46,25,54,33,15,46,40,40,100,A,,,,,,,A. Strambini,P. Mohr,S630,M507,SUI,SUI,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS019,R32,01:10:00,,F,2,C252,"7-6(7),6-1",F. Clavet,M. Washington,,,ESP,USA,7-6(7),6-1,,,,01:10:00,,,279,/en/stats/leaderboard?page=serve,1,1,56,40,72,58,23,40,75,24,32,67,2,3.0,10,227,/en/stats/leaderboard?page=serve,5,4,47,26,55,81,21,26,34,10,29,50,3,6,9,65,47,72,44,24,55,56,71,127,56,31,55,35,25,72,44,56,127,A,7,5,,,,,F. Clavet,M. Washington,C252,W124,ESP,USA,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS020,R32,01:36:00,,F,3,G297,"3-6,6-3,6-2",O. Gross,M. Rosset,,,GER,SUI,3-6,6-3,6-2,,,01:36:00,,,245,/en/stats/leaderboard?page=serve,6,1,57,55,97,67,37,55,50,21,42,81,13,16.0,13,224,/en/stats/leaderboard?page=serve,10,3,61,45,74,64,29,45,45,13,29,38,3,8,13,60,58,97,43,32,74,53,90,171,57,42,74,40,39,97,47,81,171,A,,,,,,,O. Gross,M. Rosset,G297,R214,GER,SUI,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS021,R32,02:32:00,,F,3,F192,"7-6(7),6-7(3),6-4",R. Furlan,J. Hlasek,,,ITA,SUI,7-6(7),6-7(3),6-4,,,02:32:00,3,7,286,/en/stats/leaderboard?page=serve,2,1,65,77,118,77,59,77,51,21,41,90,9,10.0,17,264,/en/stats/leaderboard?page=serve,6,6,55,70,127,77,54,70,44,25,57,78,7,9,17,68,80,118,38,48,127,52,128,245,62,79,127,32,38,118,48,117,245,A,7,1,,,,,R. Furlan,J. Hlasek,F192,H025,ITA,SUI,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS022,R32,01:07:00,,F,2,G247,"6-4,6-3",H. Gumy,E. Benfele Alvarez,,,ARG,ESP,6-4,6-3,,,,01:07:00,,,243,/en/stats/leaderboard?page=serve,,3,67,30,45,93,28,30,80,12,15,0,0,,10,261,/en/stats/leaderboard?page=serve,2,4,67,38,57,68,26,38,47,9,19,75,6,8,9,89,40,45,39,22,57,61,62,102,61,35,57,11,5,45,39,40,102,A,,,False,,,,H. Gumy,E. Benfele Alvarez,G247,A190,ARG,ESP,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS023,R32,02:08:00,,F,3,C378,"6-7(0),7-5,7-6(11)",A. Costa,S. Dosedel,,,ESP,CZE,6-7(0),7-5,7-6(11),,,02:08:00,,,284,/en/stats/leaderboard?page=serve,6,13,59,73,124,71,52,73,59,30,51,60,3,5.0,18,263,/en/stats/leaderboard?page=serve,7,6,48,58,122,81,47,58,52,33,64,57,4,7,18,66,82,124,34,42,122,50,124,246,66,80,122,34,42,124,50,122,246,A,0,7,,11,9,,A. Costa,S. Dosedel,C378,D198,ESP,CZE,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS024,R32,01:15:00,,F,2,P226,"6-3,6-4",C. Pioline,G. Forget,,,FRA,FRA,6-3,6-4,,,,01:15:00,,,245,/en/stats/leaderboard?page=serve,5,3,56,33,59,67,22,33,54,14,26,25,1,4.0,10,199,/en/stats/leaderboard?page=serve,,3,45,23,51,78,18,23,29,8,28,0,0,5,9,61,36,59,49,25,51,55,61,110,51,26,51,39,23,59,45,49,110,A,,,,,,False,C. Pioline,G. Forget,P226,F035,FRA,FRA,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS025,R32,01:32:00,,F,3,U032,"2-6,6-4,6-4",B. Ulihrach,M. Goellner,,,CZE,GER,2-6,6-4,6-4,,,01:32:00,,,275,/en/stats/leaderboard?page=serve,2,8,53,46,87,85,39,46,46,19,41,78,7,9.0,14,279,/en/stats/leaderboard?page=serve,6,16,47,41,87,85,35,41,52,24,46,80,8,10,14,67,58,87,32,28,87,49,86,174,68,59,87,33,29,87,51,88,174,A,,,,,,,B. Ulihrach,M. Goellner,U032,G252,CZE,GER,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS026,R32,01:53:00,,F,3,S014,"4-6,6-4,6-4",E. Sanchez,M. Sinner,,,ESP,GER,4-6,6-4,6-4,,,01:53:00,,,284,/en/stats/leaderboard?page=serve,3,7,69,62,90,71,44,62,54,15,28,71,5,7.0,15,243,/en/stats/leaderboard?page=serve,8,3,47,47,100,72,34,47,49,26,53,63,5,8,15,66,59,90,40,40,100,52,99,190,60,60,100,34,31,90,48,91,190,A,,,,,,,E. Sanchez,M. Sinner,S014,S367,ESP,GER,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS027,R32,01:18:00,,F,2,B350,"7-6(7),6-1",S. Bruguera,A. Boetsch,,,ESP,FRA,7-6(7),6-1,,,,01:18:00,,,298,/en/stats/leaderboard?page=serve,1,8,48,28,58,86,24,28,67,20,30,50,1,2.0,10,231,/en/stats/leaderboard?page=serve,1,2,46,31,67,68,21,31,50,18,36,40,2,5,9,76,44,58,42,28,67,58,72,125,58,39,67,24,14,58,42,53,125,A,7,3,,,,,S. Bruguera,A. Boetsch,B350,B053,ESP,FRA,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS028,R32,01:21:00,,F,2,M605,"7-5,7-6(7)",C. Moya,J. Sanchez,,,ESP,ESP,7-5,7-6(7),,,,01:21:00,7,2,261,/en/stats/leaderboard?page=serve,5,4,59,42,71,62,26,42,66,19,29,50,3,6.0,12,238,/en/stats/leaderboard?page=serve,3,3,64,49,77,69,34,49,39,11,28,50,4,8,12,63,45,71,42,32,77,52,77,148,58,45,77,37,26,71,48,71,148,A,,,,,,,C. Moya,J. Sanchez,M605,S015,ESP,ESP,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS029,R32,01:36:00,,F,2,B428,"7-6(7),7-6(7)",A. Berasategui,Y. El Aynaoui,,,ESP,MAR,7-6(7),7-6(7),,,,01:36:00,7,5,307,/en/stats/leaderboard?page=serve,1,1,78,69,88,70,48,69,68,13,19,67,2,3.0,12,281,/en/stats/leaderboard?page=serve,2,7,64,61,96,75,46,61,46,16,35,83,5,6,12,69,61,88,35,34,96,52,95,184,65,62,96,31,27,88,48,89,184,A,7,4,,,,,A. Berasategui,Y. El Aynaoui,B428,E121,ESP,MAR,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS030,R32,01:19:00,,F,2,M535,"6-4,7-6(8)",F. Mantilla,M. Philippoussis,,,ESP,AUS,6-4,7-6(8),,,,01:19:00,8,6,323,/en/stats/leaderboard?page=serve,,1,73,45,62,71,32,45,88,15,17,67,2,3.0,11,264,/en/stats/leaderboard?page=serve,9,13,56,42,75,81,34,42,42,14,33,50,2,4,11,76,47,62,36,27,75,54,74,137,64,48,75,24,15,62,46,63,137,A,,,False,,,,F. Mantilla,M. Philippoussis,M535,P338,ESP,AUS,,
314,1996,Gstaad,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Clay,32,525000,$,MS031,R32,01:46:00,,F,3,N254,"7-6(7),3-6,6-2",J. Novak,M. Rios,,,CZE,CHI,7-6(7),3-6,6-2,,,01:46:00,,,235,/en/stats/leaderboard?page=serve,5,8,48,48,99,83,40,48,37,19,51,50,5,10.0,14,220,/en/stats/leaderboard?page=serve,7,6,55,57,103,67,38,57,39,18,46,45,5,11,15,60,59,99,46,47,103,52,106,202,54,56,103,40,40,99,48,96,202,A,7,3,,,,,J. Novak,M. Rios,N254,R286,CZE,CHI,,
