event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set5_winner,tiebreak_set5_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS001,F,05:14:00,,F,5,N409,"6-4,3-6,6-3,4-6,7-6(8)",R. Nadal,G. Coria,,,ESP,ARG,6-4,3-6,6-3,4-6,7-6(8),05:14:00,8.0,6.0,235,/en/stats/leaderboard?page=serve,3,1,68,119,176,59,70,119,46,26,57,47,8,17,25,233,/en/stats/leaderboard?page=serve,7,3,73,148,202,57,85,148,43,23,54,55,11,20,25,55,96,176,47,94,202,50,190,378,53,108,202,45,80,176,50,188,378,A,,,,,,,R. Nadal,G. Coria,N409,C524,ESP,ARG,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS002,SF,01:46:00,,F,2,C524,"7-5,7-6(7)",G. Coria,A. Agassi,,,ARG,USA,7-5,7-6(7),,,,01:46:00,,,247,/en/stats/leaderboard?page=serve,3,4,76,52,68,73,38,52,31,5,16,33,2,6,12,207,/en/stats/leaderboard?page=serve,3,3,54,41,76,61,25,41,34,12,35,50,5,10,12,63,43,68,51,39,76,57,82,144,49,37,76,37,25,68,43,62,144,A,7.0,0.0,,,,,G. Coria,A. Agassi,C524,A092,ARG,USA,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS003,SF,02:29:00,,F,3,N409,"4-6,6-4,7-5",R. Nadal,D. Ferrer,,,ESP,ESP,4-6,6-4,7-5,,,02:29:00,,,245,/en/stats/leaderboard?page=serve,0,0,70,71,102,61,43,71,52,16,31,14,1,7,16,222,/en/stats/leaderboard?page=serve,4,2,62,51,82,61,31,51,45,14,31,22,2,9,16,58,59,102,45,37,82,52,96,184,55,45,82,42,43,102,48,88,184,A,,,,,,,R. Nadal,D. Ferrer,N409,F401,ESP,ESP,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS004,QF,02:05:00,,F,3,C524,"3-6,6-3,6-3",G. Coria,F. Verdasco,,,ARG,ESP,3-6,6-3,6-3,,,02:05:00,,,266,/en/stats/leaderboard?page=serve,1,1,57,48,84,69,33,48,56,20,36,60,3,5,13,249,/en/stats/leaderboard?page=serve,1,5,67,58,87,66,38,58,41,12,29,43,3,7,14,63,53,84,43,37,87,53,90,171,57,50,87,37,31,84,47,81,171,A,,,,,,,G. Coria,F. Verdasco,C524,V306,ARG,ESP,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS005,QF,01:12:00,,F,2,A092,"6-3,6-3",A. Agassi,D. Hrbaty,,,USA,SVK,6-3,6-3,,,,01:12:00,,,240,/en/stats/leaderboard?page=serve,2,3,55,29,53,76,22,29,42,10,24,50,3,6,9,166,/en/stats/leaderboard?page=serve,1,2,64,37,58,54,20,37,14,3,21,45,5,11,9,60,32,53,60,35,58,60,67,111,40,23,58,40,21,53,40,44,111,A,,,,,,,A. Agassi,D. Hrbaty,A092,H377,USA,SVK,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS006,QF,02:19:00,,F,3,F401,"6-2,3-6,7-5",D. Ferrer,A. Martin,,,ESP,ESP,6-2,3-6,7-5,,,02:19:00,,,223,/en/stats/leaderboard?page=serve,3,2,72,76,106,62,47,76,30,9,30,63,10,16,15,204,/en/stats/leaderboard?page=serve,6,1,58,52,90,56,29,52,45,17,38,46,6,13,14,53,56,106,49,44,90,51,100,196,51,46,90,47,50,106,49,96,196,A,,,,,,,D. Ferrer,A. Martin,F401,M590,ESP,ESP,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS007,QF,02:09:00,,F,3,N409,"5-7,6-1,6-1",R. Nadal,R. Stepanek,,,ESP,CZE,5-7,6-1,6-1,,,02:09:00,,,280,/en/stats/leaderboard?page=serve,0,0,74,58,78,72,42,58,50,10,20,50,2,4,13,215,/en/stats/leaderboard?page=serve,3,2,62,51,82,59,30,51,42,13,31,45,5,11,13,67,52,78,48,39,82,57,91,160,52,43,82,33,26,78,43,69,160,A,,,,,,,R. Nadal,R. Stepanek,N409,S694,ESP,CZE,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS008,R16,02:34:00,,F,3,V306,"6-7(1),7-6(7),6-4",F. Verdasco,A. Roddick,,,ESP,USA,6-7(1),7-6(7),6-4,,,02:34:00,,,281,/en/stats/leaderboard?page=serve,2,13,75,88,118,76,67,88,37,11,30,79,11,14,17,268,/en/stats/leaderboard?page=serve,0,12,72,87,121,70,61,87,38,13,34,69,9,13,17,66,78,118,39,47,121,52,125,239,61,74,121,34,40,118,48,114,239,A,7.0,3.0,1.0,7.0,,,F. Verdasco,A. Roddick,V306,R485,ESP,USA,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS009,R16,01:17:00,,F,2,C524,"6-0,6-4",G. Coria,D. Sanguinetti,,,ARG,ITA,6-0,6-4,,,,01:17:00,,,308,/en/stats/leaderboard?page=serve,0,0,68,34,50,71,24,34,69,11,16,100,2,2,8,206,/en/stats/leaderboard?page=serve,0,0,55,32,58,66,21,32,35,9,26,56,5,9,8,70,35,50,48,28,58,58,63,108,52,30,58,30,15,50,42,45,108,A,,,,,,,G. Coria,D. Sanguinetti,C524,S480,ARG,ITA,,
416,2005,ATP Masters 1000 Rome,1000,2005-05-02T00:00:00,2005-05-08T00:00:00,Clay,64,2200000,$,MS010,R16,02:01:00,,F,3,H377,"6-3,3-6,6-3",D. Hrbaty,T. Henman,,,SVK,GBR,6-3,3-6,6-3,,,02:01:00,,,232,/en/stats/leaderboard?page=serve,8,2,51,45,88,78,35,45,40,17,43,33,2,6,13,219,/en/stats/leaderboard?page=serve,3,5,51,45,88,67,30,45,42,18,43,57,8,14,14,59,52,88,45,40,88,52,92,176,55,48,88,41,36,88,48,84,176,A,,,,,,,D. Hrbaty,T. Henman,H377,H336,SVK,GBR,,
