event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS001,F,01:53:00,,F,3,K267,"7-6(7),3-6,6-1",Y. Kafelnikov,B. Black,,,RUS,ZIM,7-6(7),3-6,6-1,,,01:53:00,7,0,259,/en/stats/leaderboard?page=serve,3,7,52,49,95,73,36,49,52,24,46,67,6,9,14,247,/en/stats/leaderboard?page=serve,1,0,62,56,91,61,34,56,54,19,35,50,4,8,14,63,60,95,42,38,91,53,98,186,58,53,91,37,35,95,47,88,186,A,,,,,,,Y. Kafelnikov,B. Black,K267,B397,RUS,ZIM,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS002,SF,01:15:00,,F,2,K267,"7-5,6-1",Y. Kafelnikov,J. Frana,,,RUS,ARG,7-5,6-1,,,,01:15:00,,,290,/en/stats/leaderboard?page=serve,1,1,67,45,67,69,31,45,64,14,22,75,3,4,10,216,/en/stats/leaderboard?page=serve,1,2,51,28,55,68,19,28,41,11,27,43,3,7,9,67,45,67,45,25,55,57,70,122,55,30,55,33,22,67,43,52,122,A,,,,,,,Y. Kafelnikov,J. Frana,K267,F041,RUS,ARG,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS003,SF,01:28:00,,F,2,B397,"7-5,6-3",B. Black,M. Damm,,,ZIM,CZE,7-5,6-3,,,,01:28:00,,,252,/en/stats/leaderboard?page=serve,2,2,62,43,69,72,31,43,46,12,26,25,1,4,11,197,/en/stats/leaderboard?page=serve,7,3,49,33,67,70,23,33,32,11,34,50,5,10,10,62,43,69,49,33,67,56,76,136,51,34,67,38,26,69,44,60,136,A,,,,,,,B. Black,M. Damm,B397,D214,ZIM,CZE,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS004,QF,01:05:00,,F,2,K267,"6-3,6-3",Y. Kafelnikov,G. Rusedski,,,RUS,GBR,6-3,6-3,,,,01:05:00,,,287,/en/stats/leaderboard?page=serve,,5,60,31,52,77,24,31,57,12,21,50,1,2,9,222,/en/stats/leaderboard?page=serve,3,10,63,37,59,70,26,37,27,6,22,0,0,4,9,69,36,52,46,27,59,57,63,111,54,32,59,31,16,52,43,48,111,A,False,,,,,,Y. Kafelnikov,G. Rusedski,K267,R237,RUS,GBR,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS005,QF,01:30:00,,F,2,F041,"7-6(7),6-3",J. Frana,R. Furlan,,,ARG,ITA,7-6(7),6-3,,,,01:30:00,7,5,220,/en/stats/leaderboard?page=serve,2,7,53,31,59,87,27,31,75,21,28,0,0,,11,271,/en/stats/leaderboard?page=serve,,4,59,47,80,70,33,47,48,16,33,89,8,9,10,81,48,59,39,31,80,57,79,139,61,49,80,19,11,59,43,60,139,A,,False,,,,,J. Frana,R. Furlan,F041,F192,ARG,ITA,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS006,QF,00:56:00,,F,1,D214,6-3,M. Damm,H. Holm,,,CZE,SWE,6-3,,,,,00:56:00,,,245,/en/stats/leaderboard?page=serve,,0,76,16,21,69,11,16,100,5,5,0,0,,5,221,/en/stats/leaderboard?page=serve,5,7,55,31,56,68,21,31,36,9,25,82,9,11,5,76,16,21,46,26,56,55,42,77,54,30,56,,0,,,0,,A,False,,,,,,M. Damm,H. Holm,D214,H191,CZE,SWE,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS007,QF,02:16:00,,F,3,B397,"7-6(9),6-7(5),6-4",B. Black,D. Vacek,,,ZIM,CZE,7-6(9),6-7(5),6-4,,,02:16:00,9,7,299,/en/stats/leaderboard?page=serve,3,5,68,79,116,73,58,79,62,23,37,89,8,9,17,296,/en/stats/leaderboard?page=serve,2,22,58,70,121,79,55,70,51,26,51,80,8,10,17,70,81,116,33,40,121,51,121,237,67,81,121,30,35,116,49,116,237,A,,,5,7,,,B. Black,D. Vacek,B397,V141,ZIM,CZE,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS008,R16,01:45:00,,F,3,K267,"6-4,4-6,6-1",Y. Kafelnikov,M. Woodforde,,,RUS,AUS,6-4,4-6,6-1,,,01:45:00,,,305,/en/stats/leaderboard?page=serve,2,7,57,38,67,82,31,38,69,20,29,67,2,3,13,243,/en/stats/leaderboard?page=serve,7,9,64,66,103,71,47,66,35,13,37,64,7,11,14,76,51,67,42,43,103,55,94,170,58,60,103,24,16,67,45,76,170,A,,,,,,,Y. Kafelnikov,M. Woodforde,K267,W035,RUS,AUS,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS009,R16,00:58:00,,F,2,R237,"6-3,6-2",G. Rusedski,S. Draper,,,GBR,AUS,6-3,6-2,,,,00:58:00,,,235,/en/stats/leaderboard?page=serve,2,6,67,28,42,93,26,28,71,10,14,0,0,,9,232,/en/stats/leaderboard?page=serve,2,4,62,36,58,61,22,36,45,10,22,67,6,9,8,86,36,42,45,26,58,62,62,100,55,32,58,14,6,42,38,38,100,A,,,,,,,G. Rusedski,S. Draper,R237,D270,GBR,AUS,,
7308,1996,Adelaide,GP,1996-01-01T00:00:00,1996-01-07T00:00:00,Hard,32,303000,$,MS010,R16,01:16:00,,F,2,F192,"6-3,6-2",R. Furlan,K. Kucera,,,ITA,SVK,6-3,6-2,,,,01:16:00,,,257,/en/stats/leaderboard?page=serve,1,0,63,44,70,70,31,44,50,13,26,,0,,8,220,/en/stats/leaderboard?page=serve,4,3,61,33,54,67,22,33,38,8,21,50,4,8,9,63,44,70,44,24,54,55,68,124,56,30,54,37,26,70,45,56,124,A,,,,,,,R. Furlan,K. Kucera,F192,K237,ITA,SVK,,
