event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS001,F,01:22:00,,F,2,M605,"6-4,7-6(7)",C. Moya,P. Rafter,,,ESP,AUS,6-4,7-6(7),,,,01:22:00,7,1,290,/en/stats/leaderboard?page=serve,1,1,72,46,64,70,32,46,67,12,18,50,2,4,11,243,/en/stats/leaderboard?page=serve,6,6,60,45,75,64,29,45,47,14,30,70,7,10,11,69,44,64,43,32,75,55,76,139,57,43,75,31,20,64,45,63,139,A,,,,,,,C. Moya,P. Rafter,M605,R255,ESP,AUS,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS002,SF,01:16:00,,F,2,R255,"6-4,6-4",P. Rafter,T. Enqvist,,,AUS,SWE,6-4,6-4,,,,01:16:00,,,273,/en/stats/leaderboard?page=serve,5,11,59,48,81,73,35,48,45,15,33,88,7,8,10,269,/en/stats/leaderboard?page=serve,3,5,64,32,50,66,21,32,67,12,18,40,2,5,10,62,50,81,34,17,50,51,67,131,66,33,50,38,31,81,49,64,131,A,,,,,,,P. Rafter,T. Enqvist,R255,E113,AUS,SWE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS003,SF,00:52:00,,F,2,M605,"6-2,6-3",C. Moya,J. Alonso,,,ESP,ESP,6-2,6-3,,,,00:52:00,,,277,/en/stats/leaderboard?page=serve,2,3,52,25,48,76,19,25,61,14,23,80,4,5,8,195,/en/stats/leaderboard?page=serve,7,2,59,32,54,56,18,32,41,9,22,38,3,8,9,69,33,48,50,27,54,59,60,102,50,27,54,31,15,48,41,42,102,A,,,,,,,C. Moya,J. Alonso,M605,A272,ESP,ESP,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS004,QF,01:43:00,,F,3,R255,"6-4,3-6,6-1",P. Rafter,M. Chang,,,AUS,USA,6-4,3-6,6-1,,,01:43:00,,,273,/en/stats/leaderboard?page=serve,3,12,61,51,83,78,40,51,41,13,32,78,7,9,13,245,/en/stats/leaderboard?page=serve,3,7,47,37,79,89,33,37,36,15,42,69,9,13,13,64,53,83,39,31,79,52,84,162,61,48,79,36,30,83,48,78,162,A,,,,,,,P. Rafter,M. Chang,R255,C274,AUS,USA,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS005,QF,01:46:00,,F,3,E113,"5-7,6-4,6-2",T. Enqvist,R. Reneberg,,,SWE,USA,5-7,6-4,6-2,,,01:46:00,,,277,/en/stats/leaderboard?page=serve,5,15,54,53,98,85,45,53,42,19,45,60,3,5,15,254,/en/stats/leaderboard?page=serve,4,9,55,48,87,75,36,48,46,18,39,33,2,6,15,65,64,98,38,33,87,52,97,185,62,54,87,35,34,98,48,88,185,A,,,,,,,T. Enqvist,R. Reneberg,E113,R016,SWE,USA,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS006,QF,01:05:00,,F,2,M605,"6-4,6-4",C. Moya,M. Goellner,,,ESP,GER,6-4,6-4,,,,01:05:00,,,280,/en/stats/leaderboard?page=serve,1,2,68,40,59,78,31,40,63,12,19,,0,,10,265,/en/stats/leaderboard?page=serve,4,11,51,31,61,77,24,31,50,15,30,60,3,5,10,73,43,59,36,22,61,54,65,120,64,39,61,27,16,59,46,55,120,A,,,,,,,C. Moya,M. Goellner,M605,G252,ESP,GER,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS007,QF,01:50:00,,F,3,A272,"7-6(7),3-6,6-3",J. Alonso,G. Ivanisevic,,,ESP,CRO,7-6(7),3-6,6-3,,,01:50:00,,,259,/en/stats/leaderboard?page=serve,13,11,36,41,115,73,30,41,59,44,74,91,10,11,15,283,/en/stats/leaderboard?page=serve,8,17,52,55,106,84,46,55,45,23,51,91,10,11,15,64,74,115,35,37,106,50,111,221,65,69,106,36,41,115,50,110,221,A,7,4,,,,,J. Alonso,G. Ivanisevic,A272,I034,ESP,CRO,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS008,R16,00:49:00,,F,2,C274,"6-0,6-2",M. Chang,T. Woodbridge,,,USA,AUS,6-0,6-2,,,,00:49:00,,,295,/en/stats/leaderboard?page=serve,2,6,59,22,37,100,22,22,47,7,15,,0,,7,155,/en/stats/leaderboard?page=serve,3,1,49,21,43,48,10,21,32,7,22,38,3,8,7,78,29,37,60,26,43,69,55,80,40,17,43,,0,,,0,,A,,,,,,,M. Chang,T. Woodbridge,C274,W136,USA,AUS,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS009,R16,01:21:00,,F,2,R255,"7-5,7-5",P. Rafter,B. Ulihrach,,,AUS,CZE,7-5,7-5,,,,01:21:00,,,281,/en/stats/leaderboard?page=serve,1,2,56,35,62,71,25,35,70,19,27,50,2,4,12,233,/en/stats/leaderboard?page=serve,5,5,50,36,72,67,24,36,50,18,36,33,2,6,12,71,44,62,42,30,72,55,74,134,58,42,72,29,18,62,45,60,134,A,,,,,,,P. Rafter,B. Ulihrach,R255,U032,AUS,CZE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS010,R16,01:04:00,,F,2,R016,"6-4,6-1",R. Reneberg,A. Boetsch,,,USA,FRA,6-4,6-1,,,,01:04:00,,,267,/en/stats/leaderboard?page=serve,1,2,51,28,55,64,18,28,63,17,27,50,1,2,9,204,/en/stats/leaderboard?page=serve,3,1,61,25,41,64,16,25,31,5,16,20,1,5,8,64,35,55,49,20,41,57,55,96,51,21,41,36,20,55,43,41,96,A,,,,,,,R. Reneberg,A. Boetsch,R016,B053,USA,FRA,,
