event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS011,R16,02:01:00,,F,3,E113,"7-5,4-6,6-1",T. Enqvist,C. Pioline,,,SWE,FRA,7-5,4-6,6-1,,,02:01:00,,,259,/en/stats/leaderboard?page=serve,3,5,59,60,102,68,41,60,50,21,42,57,4,7,15,230,/en/stats/leaderboard?page=serve,4,7,56,55,98,65,36,55,42,18,43,62,8,13,14,61,62,102,45,44,98,53,106,200,55,54,98,39,40,102,47,94,200,A,,,,,,,T. Enqvist,C. Pioline,E113,P226,SWE,FRA,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS012,R16,00:50:00,,F,2,M605,"6-2,3-1",C. Moya,M. Rosset,,,ESP,SUI,6-2,3-1,,,,00:50:00,,,237,/en/stats/leaderboard?page=serve,3,2,52,16,31,75,12,16,40,6,15,33,1,3,7,139,/en/stats/leaderboard?page=serve,4,1,48,25,52,52,13,25,26,7,27,44,4,9,6,58,18,31,62,32,52,60,50,83,38,20,52,42,13,31,40,33,83,A,,,,,,,C. Moya,M. Rosset,M605,R214,ESP,SUI,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS013,R16,01:13:00,,F,2,G252,"6-3,7-6(7)",M. Goellner,G. Kuerten,,,GER,BRA,6-3,7-6(7),,,,01:13:00,7,3,299,/en/stats/leaderboard?page=serve,6,17,43,28,65,96,27,28,59,22,37,75,3,4,11,258,/en/stats/leaderboard?page=serve,2,6,49,34,69,68,23,34,57,20,35,50,2,4,10,75,49,65,38,26,69,56,75,134,62,43,69,25,16,65,44,59,134,A,,,,,,,M. Goellner,G. Kuerten,G252,K293,GER,BRA,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS014,R16,01:03:00,,F,2,A272,"6-3,6-4",J. Alonso,J. Bjorkman,,,ESP,SWE,6-3,6-4,,,,01:03:00,,,269,/en/stats/leaderboard?page=serve,4,4,41,28,69,79,22,28,59,24,41,80,4,5,10,241,/en/stats/leaderboard?page=serve,4,8,56,29,52,72,21,29,43,10,23,57,4,7,9,67,46,69,40,21,52,55,67,121,60,31,52,33,23,69,45,54,121,A,,,,,,,J. Alonso,J. Bjorkman,A272,B446,ESP,SWE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS015,R16,01:46:00,,F,3,I034,"5-7,6-2,7-6(7)",G. Ivanisevic,N. Lapentti,,,CRO,ECU,5-7,6-2,7-6(7),,,01:46:00,,,304,/en/stats/leaderboard?page=serve,3,22,44,44,100,93,41,44,55,31,56,0,0,1,16,322,/en/stats/leaderboard?page=serve,1,16,68,55,81,87,48,55,65,17,26,60,3,5,16,72,72,100,20,16,81,49,88,181,80,65,81,28,28,100,51,93,181,A,,,7,4,,,G. Ivanisevic,N. Lapentti,I034,L290,CRO,ECU,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS016,R32,01:45:00,,F,2,C274,"7-6(8),6-4",M. Chang,A. Medvedev,,,USA,UKR,7-6(8),6-4,,,,01:45:00,,,239,/en/stats/leaderboard?page=serve,1,4,39,29,75,66,19,29,59,27,46,57,4,7,11,225,/en/stats/leaderboard?page=serve,4,6,51,46,90,70,32,46,39,17,44,75,12,16,11,61,46,75,46,41,90,53,87,165,54,49,90,39,29,75,47,78,165,A,8,6,,,,,M. Chang,A. Medvedev,C274,M475,USA,UKR,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS017,R32,01:09:00,,F,2,W136,"6-3,6-4",T. Woodbridge,J. Oncins,,,AUS,BRA,6-3,6-4,,,,01:09:00,,,244,/en/stats/leaderboard?page=serve,1,2,53,29,55,62,18,29,58,15,26,25,1,4,10,179,/en/stats/leaderboard?page=serve,7,1,58,30,52,60,18,30,23,5,22,38,3,8,9,60,33,55,56,29,52,58,62,107,44,23,52,40,22,55,42,45,107,A,,,,,,,T. Woodbridge,J. Oncins,W136,O076,AUS,BRA,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS018,R32,00:56:00,,F,2,U032,"6-1,6-1",B. Ulihrach,D. Prinosil,,,CZE,GER,6-1,6-1,,,,00:56:00,,,270,/en/stats/leaderboard?page=serve,1,1,60,32,53,63,20,32,62,13,21,67,2,3,7,147,/en/stats/leaderboard?page=serve,,1,63,27,43,44,12,27,25,4,16,14,1,7,7,62,33,53,63,27,43,63,60,96,37,16,43,38,20,53,38,36,96,A,,,,,False,,B. Ulihrach,D. Prinosil,U032,P273,CZE,GER,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS019,R32,01:52:00,,F,3,R255,"6-3,3-6,6-3",P. Rafter,K. Kucera,,,AUS,SVK,6-3,3-6,6-3,,,01:52:00,,,245,/en/stats/leaderboard?page=serve,5,3,55,44,80,68,30,44,53,19,36,64,7,11,14,210,/en/stats/leaderboard?page=serve,9,1,42,38,90,71,27,38,44,23,52,44,4,9,13,61,49,80,44,40,90,52,89,170,56,50,90,39,31,80,48,81,170,A,,,,,,,P. Rafter,K. Kucera,R255,K237,AUS,SVK,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS020,R32,01:33:00,,F,2,B053,"6-4,7-6(8)",A. Boetsch,Y. Kafelnikov,,,FRA,RUS,6-4,7-6(8),,,,01:33:00,8,6,231,/en/stats/leaderboard?page=serve,7,1,49,39,80,77,30,39,39,16,41,57,4,7,11,230,/en/stats/leaderboard?page=serve,4,7,57,47,83,57,27,47,50,18,36,67,8,12,11,58,46,80,46,38,83,52,84,163,54,45,83,43,34,80,48,79,163,A,,,,,,,A. Boetsch,Y. Kafelnikov,B053,K267,FRA,RUS,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS021,R32,01:00:00,,F,2,R016,"6-3,6-2",R. Reneberg,M. Damm,,,USA,CZE,6-3,6-2,,,,01:00:00,,,269,/en/stats/leaderboard?page=serve,2,3,50,25,50,84,21,25,68,17,25,,0,,9,246,/en/stats/leaderboard?page=serve,1,7,55,24,44,58,14,24,65,13,20,57,4,7,8,76,38,50,39,17,44,59,55,94,61,27,44,24,12,50,41,39,94,A,,,,,,,R. Reneberg,M. Damm,R016,D214,USA,CZE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS022,R32,01:05:00,,F,2,P226,"6-2,6-4",C. Pioline,A. Portas,,,FRA,ESP,6-2,6-4,,,,01:05:00,,,293,/en/stats/leaderboard?page=serve,2,4,54,28,52,82,23,28,67,16,24,,0,,9,235,/en/stats/leaderboard?page=serve,2,1,59,32,54,66,21,32,45,10,22,40,2,5,9,75,39,52,43,23,54,58,62,106,57,31,54,25,13,52,42,44,106,A,,,,,,,C. Pioline,A. Portas,P226,P305,FRA,ESP,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS023,R32,01:09:00,,F,2,E113,"6-3,6-3",T. Enqvist,T. Johansson,,,SWE,SWE,6-3,6-3,,,,01:09:00,,,206,/en/stats/leaderboard?page=serve,1,6,60,35,58,80,28,35,61,14,23,0,0,,9,229,/en/stats/leaderboard?page=serve,4,4,35,17,48,76,13,17,52,16,31,0,0,3,9,72,42,58,40,19,48,58,61,106,60,29,48,28,16,58,42,45,106,A,,,,,,,T. Enqvist,T. Johansson,E113,J129,SWE,SWE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS024,R32,01:41:00,,F,3,M605,"0-6,7-5,6-2",C. Moya,J. Sanchez,,,ESP,ESP,0-6,7-5,6-2,,,01:41:00,,,219,/en/stats/leaderboard?page=serve,6,4,53,48,91,65,31,48,42,18,43,58,7,12,13,238,/en/stats/leaderboard?page=serve,2,4,71,72,102,57,41,72,47,14,30,67,10,15,13,54,49,91,46,47,102,50,96,193,54,55,102,46,42,91,50,97,193,A,,,,,,,C. Moya,J. Sanchez,M605,S015,ESP,ESP,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS025,R32,01:41:00,,F,3,R214,"4-6,6-3,6-2",M. Rosset,D. Vacek,,,SUI,CZE,4-6,6-3,6-2,,,01:41:00,,,254,/en/stats/leaderboard?page=serve,9,8,39,32,82,78,25,32,60,30,50,70,7,10,14,221,/en/stats/leaderboard?page=serve,9,5,49,39,79,67,26,39,48,19,40,58,7,12,13,67,55,82,43,34,79,55,89,161,57,45,79,33,27,82,45,72,161,A,,,,,,,M. Rosset,D. Vacek,R214,V141,SUI,CZE,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS026,R32,01:33:00,,F,3,G252,"3-6,6-4,6-2",M. Goellner,M. Woodforde,,,GER,AUS,3-6,6-4,6-2,,,01:33:00,,,299,/en/stats/leaderboard?page=serve,4,18,55,40,73,90,36,40,48,16,33,67,2,3,13,260,/en/stats/leaderboard?page=serve,2,5,57,47,83,72,34,47,50,18,36,67,6,9,14,71,52,73,37,31,83,53,83,156,63,52,83,29,21,73,47,73,156,A,,,,,,,M. Goellner,M. Woodforde,G252,W035,GER,AUS,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS027,R32,01:29:00,,F,2,K293,"6-4,7-6(7)",G. Kuerten,M. Filippini,,,BRA,URU,6-4,7-6(7),,,,01:29:00,7,5,287,/en/stats/leaderboard?page=serve,3,11,49,36,73,81,29,36,59,22,37,80,4,5,11,264,/en/stats/leaderboard?page=serve,3,7,49,39,79,87,34,39,43,17,40,71,5,7,11,70,51,73,35,28,79,52,79,152,65,51,79,30,22,73,48,73,152,A,,,,,,,G. Kuerten,M. Filippini,K293,F165,BRA,URU,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS028,R32,00:49:00,,F,2,B446,"6-2,6-0",J. Bjorkman,C. Costa,,,SWE,ESP,6-2,6-0,,,,00:49:00,,,259,/en/stats/leaderboard?page=serve,2,0,44,19,43,79,15,19,67,16,24,,0,,7,167,/en/stats/leaderboard?page=serve,3,1,58,25,43,44,11,25,39,7,18,44,4,9,7,72,31,43,58,25,43,65,56,86,42,18,43,28,12,43,35,30,86,A,,,,,,,J. Bjorkman,C. Costa,B446,C179,SWE,ESP,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS029,R32,01:22:00,,F,3,A272,"3-6,6-4,6-0",J. Alonso,C. Ruud,,,ESP,NOR,3-6,6-4,6-0,,,01:22:00,,,265,/en/stats/leaderboard?page=serve,4,8,56,48,86,79,38,48,42,16,38,78,7,9,13,237,/en/stats/leaderboard?page=serve,4,6,61,45,74,67,30,45,41,12,29,43,3,7,12,63,54,86,43,32,74,54,86,160,57,42,74,37,32,86,46,74,160,A,,,,,,,J. Alonso,C. Ruud,A272,R219,ESP,NOR,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS030,R32,01:27:00,,F,2,L290,"7-6(7),6-4",N. Lapentti,J. Siemerink,,,ECU,NED,7-6(7),6-4,,,,01:27:00,,,287,/en/stats/leaderboard?page=serve,,4,69,54,78,74,40,54,50,12,24,75,3,4,11,269,/en/stats/leaderboard?page=serve,2,4,57,39,68,67,26,39,62,18,29,33,1,3,11,67,52,78,35,24,68,52,76,146,65,44,68,33,26,78,48,70,146,A,7,4,,,,False,N. Lapentti,J. Siemerink,L290,S381,ECU,NED,,
441,1997,Long Island,GP,1997-08-18T00:00:00,1997-08-24T00:00:00,Hard,32,303000,$,MS031,R32,01:18:00,,F,2,I034,"7-5,6-4",G. Ivanisevic,R. Delgado,,,CRO,PAR,7-5,6-4,,,,01:18:00,,,275,/en/stats/leaderboard?page=serve,6,13,52,39,75,87,34,39,39,14,36,75,3,4,11,262,/en/stats/leaderboard?page=serve,,5,57,40,70,68,27,40,60,18,30,40,2,5,11,64,48,75,36,25,70,50,73,145,64,45,70,36,27,75,50,72,145,A,,,,,False,,G. Ivanisevic,R. Delgado,I034,D316,CRO,PAR,,
