event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,player_id_winner,player_id_loser
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS001,F,01:52:00,,F,2,R975,"7-6(8),7-6(7)",M. Raonic,F. Verdasco,,,CAN,ESP,7-6(8),7-6(7),,,,01:52:00,A,M. Raonic,F. Verdasco,CAN,ESP,,,8.0,6.0,7.0,5.0,315,/en/stats/leaderboard?page=serve,3,13,69,56,81,88,49,56,48,12,25,100,1,1,12,348,/en/stats/leaderboard?page=serve,1,9,72,49,68,84,41,49,84,16,19,0,0,0,12,75,61,81,16,11,68,48,72,149,84,57,68,25,20,81,52,77,149,R975,V306
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS002,SF,01:37:00,,F,2,V306,"6-4,6-4",F. Verdasco,J. del Potro,,,ESP,ARG,6-4,6-4,,,,01:37:00,A,F. Verdasco,J. del Potro,ESP,ARG,,,,,,,301,/en/stats/leaderboard?page=serve,1,5,61,34,56,82,28,34,64,14,22,0,0,1,10,273,/en/stats/leaderboard?page=serve,0,8,67,40,60,63,25,40,65,13,20,50,3,6,10,75,42,56,37,22,60,55,64,116,63,38,60,25,14,56,45,52,116,V306,D683
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS004,QF,01:25:00,,F,2,V306,"6-4,6-4",F. Verdasco,D. Istomin,,,ESP,UZB,6-4,6-4,,,,01:25:00,A,F. Verdasco,D. Istomin,ESP,UZB,,,,,,,317,/en/stats/leaderboard?page=serve,2,7,75,44,59,77,34,44,60,9,15,100,2,2,10,286,/en/stats/leaderboard?page=serve,0,3,62,33,53,61,20,33,80,16,20,33,1,3,10,73,43,59,32,17,53,54,60,112,68,36,53,27,16,59,46,52,112,V306,I165
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS005,QF,01:16:00,,F,2,D683,"6-2,6-3",J. del Potro,L. Hewitt,,,ARG,AUS,6-2,6-3,,,,01:16:00,A,J. del Potro,L. Hewitt,ARG,AUS,,,,,,,314,/en/stats/leaderboard?page=serve,1,7,70,32,46,81,26,32,57,8,14,100,3,3,8,206,/en/stats/leaderboard?page=serve,5,3,59,44,74,64,28,44,30,9,30,64,7,11,9,74,34,46,50,37,74,59,71,120,50,37,74,26,12,46,41,49,120,D683,H432
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS006,QF,01:24:00,,F,2,R975,"6-4,7-6(7)",M. Raonic,R. Berankis,,,CAN,LTU,6-4,7-6(7),,,,01:24:00,A,M. Raonic,R. Berankis,CAN,LTU,,,,,7.0,2.0,332,/en/stats/leaderboard?page=serve,1,12,66,40,61,88,35,40,67,14,21,100,1,1,11,276,/en/stats/leaderboard?page=serve,7,7,56,40,72,83,33,40,47,15,32,67,2,3,11,80,49,61,33,24,72,55,73,133,67,48,72,20,12,61,45,60,133,R975,BE90
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS007,QF,01:45:00,,F,2,MC65,"6-4,7-6(8)",G. Monfils,T. Smyczek,,,FRA,USA,6-4,7-6(8),,,,01:45:00,A,G. Monfils,T. Smyczek,FRA,USA,,,,,8.0,6.0,292,/en/stats/leaderboard?page=serve,3,5,60,50,84,80,40,50,50,17,34,100,6,6,11,282,/en/stats/leaderboard?page=serve,2,2,62,53,86,66,35,53,64,21,33,88,7,8,11,68,57,84,35,30,86,51,87,170,65,56,86,32,27,84,49,83,170,MC65,SF62
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS008,R16,01:31:00,,F,2,V306,"7-5,7-5",F. Verdasco,I. Karlovic,,,ESP,CRO,7-5,7-5,,,,01:31:00,A,F. Verdasco,I. Karlovic,ESP,CRO,,,,,,,334,/en/stats/leaderboard?page=serve,1,3,68,40,59,80,32,40,84,16,19,0,0,0,12,295,/en/stats/leaderboard?page=serve,1,14,71,49,69,73,36,49,55,11,20,0,0,2,12,81,48,59,32,22,69,55,70,128,68,47,69,19,11,59,45,58,128,V306,K336
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS009,R16,02:06:00,,F,2,I165,"7-6(9),7-6(7)",D. Istomin,M. Russell,,,UZB,USA,7-6(9),7-6(7),,,,02:06:00,A,D. Istomin,M. Russell,UZB,USA,,,9.0,7.0,7.0,4.0,295,/en/stats/leaderboard?page=serve,1,9,58,45,78,82,37,45,64,21,33,60,3,5,12,269,/en/stats/leaderboard?page=serve,4,4,64,63,98,73,46,63,49,17,35,71,5,7,12,74,58,78,36,35,98,53,93,176,64,63,98,26,20,78,47,83,176,I165,R368
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS010,R16,01:40:00,,F,2,D683,"6-1,7-6(7)",J. del Potro,L. Lacko,,,ARG,SVK,6-1,7-6(7),,,,01:40:00,A,J. del Potro,L. Lacko,ARG,SVK,,,,,7.0,1.0,289,/en/stats/leaderboard?page=serve,4,9,52,35,67,89,31,35,53,17,32,80,4,5,10,224,/en/stats/leaderboard?page=serve,1,3,52,32,61,59,19,32,45,13,29,63,5,8,9,72,48,67,48,29,61,60,77,128,52,32,61,28,19,67,40,51,128,D683,L797
424,2011,San Jose,250,2011-02-07T00:00:00,2011-02-13T00:00:00,Hard,32,531000,$,MS011,R16,02:11:00,,F,3,H432,"3-6,7-5,6-3",L. Hewitt,B. Dabul,,,AUS,ARG,3-6,7-5,6-3,,,02:11:00,A,L. Hewitt,B. Dabul,AUS,ARG,,,,,,,285,/en/stats/leaderboard?page=serve,2,11,60,56,93,71,40,56,59,22,37,75,6,8,15,269,/en/stats/leaderboard?page=serve,2,1,65,57,88,77,44,57,48,15,31,50,3,6,15,67,62,93,33,29,88,50,91,181,67,59,88,33,31,93,50,90,181,H432,D556
