event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS011,R16,03:05:00,,F,4,Y061,"7-5,6-2,4-6,6-4",M. Youzhny,T. Robredo,,,RUS,ESP,7-5,6-2,4-6,6-4,,03:05:00,A,M. Youzhny,T. Robredo,RUS,ESP,,,297,/en/stats/leaderboard?page=serve,2,1,61,71,116,73,52,71,69,31,45,67,2,3,20,269,/en/stats/leaderboard?page=serve,5,8,56,68,122,78,53,68,52,28,54,67,8,12,20,72,83,116,34,41,122,52,124,238,66,81,122,28,33,116,48,114,238,,,,,,,,,,,Y061,R419
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS012,R16,02:35:00,,F,3,MC65,"6-4,7-5,7-5",G. Monfils,R. Gasquet,,,FRA,FRA,6-4,7-5,7-5,,,02:35:00,A,G. Monfils,R. Gasquet,FRA,FRA,,,278,/en/stats/leaderboard?page=serve,4,14,58,67,115,82,55,67,40,19,48,75,6,8,17,243,/en/stats/leaderboard?page=serve,7,4,69,80,116,65,52,80,42,15,36,71,12,17,17,64,74,115,42,49,116,53,123,231,58,67,116,36,41,115,47,108,231,,,,,,,,,,,MC65,G628
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS013,R16,01:50:00,,F,3,D643,"6-3,6-4,6-1",N. Djokovic,M. Fish,,,SRB,USA,6-3,6-4,6-1,,,01:50:00,A,N. Djokovic,M. Fish,SRB,USA,,,286,/en/stats/leaderboard?page=serve,4,5,68,52,76,79,41,52,46,11,24,75,3,4,13,213,/en/stats/leaderboard?page=serve,4,3,55,39,71,56,22,39,50,16,32,25,2,8,13,68,52,76,46,33,71,58,85,147,54,38,71,32,24,76,42,62,147,,,,,,,,,,,D643,F339
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS014,R16,02:15:00,,F,4,SA49,"4-6,6-3,6-2,6-3",R. Soderling,A. Montanes,,,SWE,ESP,4-6,6-3,6-2,6-3,,02:15:00,A,R. Soderling,A. Montanes,SWE,ESP,,,304,/en/stats/leaderboard?page=serve,3,15,53,53,100,83,44,53,62,29,47,0,0,1,18,244,/en/stats/leaderboard?page=serve,8,9,60,67,112,69,46,67,42,19,45,50,5,10,18,73,73,100,42,47,112,57,120,212,58,65,112,27,27,100,43,92,212,,,,,,,,,,,SA49,M824
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS015,R16,02:03:00,,F,3,F324,"6-3,7-6(7),6-3",R. Federer,J. Melzer,,,SUI,AUT,6-3,7-6(7),6-3,,,02:03:00,A,R. Federer,J. Melzer,SUI,AUT,,,295,/en/stats/leaderboard?page=serve,1,10,61,64,105,77,49,64,61,25,41,83,10,12,16,251,/en/stats/leaderboard?page=serve,3,1,67,64,96,59,38,64,56,18,32,50,4,8,14,70,74,105,42,40,96,57,114,201,58,56,96,30,31,105,43,87,201,7.0,4.0,,,,,,,,,F324,M762
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS016,R32,01:59:00,,F,3,N409,"6-4,6-4,6-2",R. Nadal,G. Simon,,,ESP,FRA,6-4,6-4,6-2,,,01:59:00,A,R. Nadal,G. Simon,ESP,FRA,,,309,/en/stats/leaderboard?page=serve,3,6,57,43,76,91,39,43,58,19,33,100,1,1,14,247,/en/stats/leaderboard?page=serve,2,6,55,54,98,65,35,54,52,23,44,56,5,9,14,76,58,76,41,40,98,56,98,174,59,58,98,24,18,76,44,76,174,,,,,,,,,,,N409,SD32
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS017,R32,00:56:00,,F,2,L397,"6-3,4-0",F. Lopez,S. Stakhovsky,,,ESP,UKR,6-3,4-0,,,,00:56:00,A,F. Lopez,S. Stakhovsky,ESP,UKR,,,325,/en/stats/leaderboard?page=serve,1,4,50,14,28,86,12,14,86,12,14,0,0,0,6,199,/en/stats/leaderboard?page=serve,2,4,68,39,57,54,21,39,33,6,18,69,9,13,7,86,24,28,53,30,57,64,54,85,47,27,57,14,4,28,36,31,85,,,,,,,,,,,L397,SC77
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS018,R32,01:54:00,,F,3,F401,"7-6(7),6-2,6-2",D. Ferrer,D. Gimeno-Traver,,,ESP,ESP,7-6(7),6-2,6-2,,,01:54:00,A,D. Ferrer,D. Gimeno-Traver,ESP,ESP,,,310,/en/stats/leaderboard?page=serve,3,4,56,45,80,84,38,45,69,24,35,100,1,1,14,232,/en/stats/leaderboard?page=serve,3,4,44,40,90,70,28,40,46,23,50,67,8,12,14,78,62,80,43,39,90,59,101,170,57,51,90,23,18,80,41,69,170,,,7.0,2.0,,,,,,,F401,G676
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS019,R32,02:46:00,,F,4,V306,"6-2,3-6,6-3,6-2",F. Verdasco,D. Nalbandian,,,ESP,ARG,6-2,3-6,6-3,6-2,,02:46:00,A,F. Verdasco,D. Nalbandian,ESP,ARG,,,292,/en/stats/leaderboard?page=serve,4,14,64,63,98,79,50,63,51,18,35,50,2,4,17,218,/en/stats/leaderboard?page=serve,9,5,52,77,149,56,43,77,50,36,72,68,13,19,17,69,68,98,47,70,149,56,138,247,53,79,149,31,30,98,44,109,247,,,,,,,,,,,V306,N301
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS020,R32,03:56:00,,F,4,W367,"6-7(3),7-6(7),6-3,6-3",S. Wawrinka,A. Murray,,,SUI,GBR,6-7(3),7-6(7),6-3,6-3,,03:56:00,A,S. Wawrinka,A. Murray,SUI,GBR,,,260,/en/stats/leaderboard?page=serve,5,13,52,71,136,79,56,71,45,29,65,50,5,10,21,223,/en/stats/leaderboard?page=serve,5,6,50,76,151,68,52,76,43,32,75,47,7,15,21,63,85,136,44,67,151,53,152,287,56,84,151,38,51,136,47,135,287,7.0,4.0,3.0,7.0,,,,,,,W367,MC10
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS021,R32,01:53:00,,F,3,Q927,"6-3,6-4,6-4",S. Querrey,N. Almagro,,,USA,ESP,6-3,6-4,6-4,,,01:53:00,A,S. Querrey,N. Almagro,USA,ESP,,,313,/en/stats/leaderboard?page=serve,3,19,59,55,94,84,46,55,54,21,39,100,5,5,15,260,/en/stats/leaderboard?page=serve,2,3,56,48,85,71,34,48,54,20,37,67,6,9,14,71,67,94,36,31,85,55,98,179,64,54,85,29,27,94,45,81,179,,,,,,,,,,,Q927,A479
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS022,R32,03:18:00,,F,4,Y061,"6-4,6-7(7),7-6(7),6-4",M. Youzhny,J. Isner,,,RUS,USA,6-4,6-7(7),7-6(7),6-4,,03:18:00,A,M. Youzhny,J. Isner,RUS,USA,,,281,/en/stats/leaderboard?page=serve,8,5,62,93,151,73,68,93,59,34,58,78,7,9,22,295,/en/stats/leaderboard?page=serve,2,33,68,101,148,77,78,101,38,18,47,67,8,12,22,68,102,151,35,52,148,52,154,299,65,96,148,32,49,151,48,145,299,7.0,9.0,,,,,7.0,5.0,,,Y061,I186
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS023,R32,02:04:00,,F,4,R419,"3-6,7-6(8),6-4,2-1",T. Robredo,M. Llodra,,,ESP,FRA,3-6,7-6(8),6-4,2-1,,02:04:00,A,T. Robredo,M. Llodra,ESP,FRA,,,313,/en/stats/leaderboard?page=serve,1,7,70,62,88,77,48,62,73,19,26,33,1,3,16,279,/en/stats/leaderboard?page=serve,7,12,69,82,118,72,59,82,50,18,36,70,7,10,18,76,67,88,35,41,118,52,108,206,65,77,118,24,21,88,48,98,206,8.0,6.0,,,,,,,,,R419,L428
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS024,R32,02:30:00,,F,3,G628,"6-4,7-6(7),7-5",R. Gasquet,K. Anderson,,,FRA,RSA,6-4,7-6(7),7-5,,,02:30:00,A,R. Gasquet,K. Anderson,FRA,RSA,,,287,/en/stats/leaderboard?page=serve,4,8,56,55,99,78,43,55,61,27,44,50,2,4,17,253,/en/stats/leaderboard?page=serve,6,8,63,74,117,72,53,74,40,17,43,67,8,12,17,71,70,99,40,47,117,54,117,216,60,70,117,29,29,99,46,99,216,7.0,3.0,,,,,,,,,G628,A678
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS025,R32,03:42:00,,F,4,MC65,"7-6(7),6-7(4),6-2,6-4",G. Monfils,J. Tipsarevic,,,FRA,SRB,7-6(7),6-7(4),6-2,6-4,,03:42:00,A,G. Monfils,J. Tipsarevic,FRA,SRB,,,288,/en/stats/leaderboard?page=serve,2,16,63,80,126,68,54,80,63,29,46,33,2,6,21,242,/en/stats/leaderboard?page=serve,3,3,58,86,149,56,48,86,52,33,63,58,7,12,21,66,83,126,46,68,149,55,151,275,54,81,149,34,43,126,45,124,275,4.0,7.0,7.0,4.0,,,,,,,MC65,T742
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS026,R32,03:33:00,,F,5,F339,"4-6,6-3,6-4,1-6,6-3",M. Fish,A. Clement,,,USA,FRA,4-6,6-3,6-4,1-6,6-3,03:33:00,A,M. Fish,A. Clement,USA,FRA,,,272,/en/stats/leaderboard?page=serve,8,17,64,94,147,72,68,94,49,26,53,62,8,13,23,261,/en/stats/leaderboard?page=serve,6,5,62,81,131,69,56,81,54,27,50,55,6,11,22,64,94,147,37,48,131,51,142,278,63,83,131,36,53,147,49,136,278,,,,,,,,,,,F339,C487
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS027,R32,01:44:00,,F,3,D643,"6-1,7-6(7),6-3",N. Djokovic,J. Blake,,,SRB,USA,6-1,7-6(7),6-3,,,01:44:00,A,N. Djokovic,J. Blake,SRB,USA,,,314,/en/stats/leaderboard?page=serve,1,4,79,74,94,69,51,74,70,14,20,75,3,4,15,252,/en/stats/leaderboard?page=serve,5,1,68,52,77,63,33,52,56,14,25,33,2,6,13,69,65,94,39,30,77,56,95,171,61,47,77,31,29,94,44,76,171,7.0,4.0,,,,,,,,,D643,B676
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS028,R32,01:42:00,,F,3,SA49,"6-2,6-3,6-3",R. Soderling,T. de Bakker,,,SWE,NED,6-2,6-3,6-3,,,01:42:00,A,R. Soderling,T. de Bakker,SWE,NED,,,294,/en/stats/leaderboard?page=serve,2,7,53,38,72,82,31,38,62,21,34,83,5,6,13,216,/en/stats/leaderboard?page=serve,2,8,57,44,77,64,28,44,36,12,33,45,5,11,13,72,52,72,48,37,77,60,89,149,52,40,77,28,20,72,40,60,149,,,,,,,,,,,SA49,D776
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS029,R32,00:38:00,,F,2,M824,"6-2,2-1",A. Montanes,K. Nishikori,,,ESP,JPN,6-2,2-1,,,,00:38:00,A,A. Montanes,K. Nishikori,ESP,JPN,,,310,/en/stats/leaderboard?page=serve,0,5,54,14,26,93,13,14,58,7,12,0,0,0,5,197,/en/stats/leaderboard?page=serve,3,0,54,20,37,55,11,20,41,7,17,57,4,7,6,77,20,26,51,19,37,62,39,63,49,18,37,23,6,26,38,24,63,,,,,,,,,,,M824,N552
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS030,R32,01:44:00,,F,3,M762,"7-5,6-3,6-1",J. Melzer,J. Ferrero,,,AUT,ESP,7-5,6-3,6-1,,,01:44:00,A,J. Melzer,J. Ferrero,AUT,ESP,,,297,/en/stats/leaderboard?page=serve,2,10,63,52,82,81,42,52,53,16,30,80,4,5,14,217,/en/stats/leaderboard?page=serve,3,1,54,44,82,66,29,44,42,16,38,50,6,12,14,71,58,82,45,37,82,58,95,164,55,45,82,29,24,82,42,69,164,,,,,,,,,,,M762,F316
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS031,R32,01:39:00,,F,3,F324,"6-4,6-3,6-3",R. Federer,P. Mathieu,,,SUI,FRA,6-4,6-3,6-3,,,01:39:00,A,R. Federer,P. Mathieu,SUI,FRA,,,322,/en/stats/leaderboard?page=serve,0,13,61,47,77,85,40,47,63,19,30,100,4,4,14,243,/en/stats/leaderboard?page=serve,3,3,52,37,71,76,28,37,44,15,34,33,2,6,14,77,59,77,39,28,71,59,87,148,61,43,71,23,18,77,41,61,148,,,,,,,,,,,F324,M850
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS032,R64,02:44:00,,F,3,N409,"6-2,7-6(7),7-5",R. Nadal,D. Istomin,,,ESP,UZB,6-2,7-6(7),7-5,,,02:44:00,A,R. Nadal,D. Istomin,ESP,UZB,,,325,/en/stats/leaderboard?page=serve,3,8,65,60,92,83,50,60,72,23,32,100,7,7,16,274,/en/stats/leaderboard?page=serve,0,10,61,66,109,71,47,66,51,22,43,50,3,6,16,79,73,92,37,40,109,56,113,201,63,69,109,21,19,92,44,88,201,7.0,5.0,,,,,,,,,N409,I165
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS033,R64,02:44:00,,F,5,SD32,"4-6,6-3,1-6,6-1,6-3",G. Simon,P. Kohlschreiber,,,FRA,GER,4-6,6-3,1-6,6-1,6-3,02:44:00,A,G. Simon,P. Kohlschreiber,FRA,GER,,,265,/en/stats/leaderboard?page=serve,3,11,55,69,126,78,54,69,44,25,57,33,2,6,21,255,/en/stats/leaderboard?page=serve,3,9,59,75,128,72,54,75,47,25,53,54,7,13,21,63,79,126,38,49,128,50,128,254,62,79,128,37,47,126,50,126,254,,,,,,,,,,,SD32,K435
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS034,R64,03:48:00,,F,5,L397,"6-4,6-7(4),5-7,7-6(7),6-2",F. Lopez,B. Paire,,,ESP,FRA,6-4,6-7(4),5-7,7-6(7),6-2,03:48:00,A,F. Lopez,B. Paire,ESP,FRA,,,288,/en/stats/leaderboard?page=serve,10,23,59,99,169,78,77,99,53,37,70,50,4,8,27,268,/en/stats/leaderboard?page=serve,9,22,54,93,172,73,68,93,51,40,79,65,11,17,27,67,114,169,37,64,172,52,178,341,63,108,172,33,55,169,48,163,341,4.0,7.0,,,,,,,7.0,3.0,L397,PD31
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS035,R64,04:13:00,,F,5,SC77,"6-3,5-7,3-6,6-3,7-6(8)",S. Stakhovsky,R. Harrison,,,UKR,USA,6-3,5-7,3-6,6-3,7-6(8),04:13:00,A,S. Stakhovsky,R. Harrison,UKR,USA,,,274,/en/stats/leaderboard?page=serve,4,16,61,100,163,71,71,100,54,34,63,65,11,17,26,251,/en/stats/leaderboard?page=serve,8,12,63,114,180,72,82,114,36,24,66,74,17,23,25,64,105,163,41,74,180,52,179,343,59,106,180,36,58,163,48,164,343,,,,,8.0,6.0,,,,,SC77,H940
560,2010,US Open,GS,2010-08-30T00:00:00,2010-09-12T00:00:00,Hard,128,10508000,$,MS036,R64,02:09:00,,F,3,F401,"6-3,6-4,6-4",D. Ferrer,B. Becker,,,ESP,GER,6-3,6-4,6-4,,,02:09:00,A,D. Ferrer,B. Becker,ESP,GER,,,300,/en/stats/leaderboard?page=serve,0,11,63,57,90,81,46,57,52,17,33,50,1,2,15,246,/en/stats/leaderboard?page=serve,4,8,56,53,94,74,39,53,41,17,41,60,6,10,14,70,63,90,40,38,94,55,101,184,60,56,94,30,27,90,45,83,184,,,,,,,,,,,F401,B896
