event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS001,F,01:53:00,,F,2,TD51,"7-6(7),7-6(8)",F. Tiafoe,T. Etcheverry,,,USA,ARG,7-6(7),7-6(8),,,,01:53:00,A,F. Tiafoe,T. Etcheverry,USA,ARG,,,317,/en/stats/leaderboard?page=serve,1,12,66,48,73,81,39,48,68,17,25,50,1,2,12,287,/en/stats/leaderboard?page=serve,2,6,63,49,78,67,33,49,62,18,29,0,0,1,12,77,56,73,35,27,78,55,83,151,65,51,78,23,17,73,45,68,151,7,1,8,6,01:53:00,01:53:00,TD51,EA24
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS002,SF,00:59:00,,F,2,TD51,"6-4,6-1",F. Tiafoe,G. Brouwer,,,USA,NED,6-4,6-1,,,,00:59:00,A,F. Tiafoe,G. Brouwer,USA,NED,,,314,/en/stats/leaderboard?page=serve,1,5,56,23,41,87,20,23,67,12,18,0,0,0,8,209,/en/stats/leaderboard?page=serve,4,4,59,33,56,73,24,33,22,5,23,0,0,4,9,78,32,41,48,27,56,61,59,97,52,29,56,22,9,41,39,38,97,,,,,00:59:00,00:59:00,TD51,BO10
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS003,SF,01:34:00,,F,2,EA24,"6-3,6-4",T. Etcheverry,Y. Hanfmann,,,ARG,GER,6-3,6-4,,,,01:34:00,A,T. Etcheverry,Y. Hanfmann,ARG,GER,,,287,/en/stats/leaderboard?page=serve,1,6,69,40,58,73,29,40,50,9,18,75,3,4,10,257,/en/stats/leaderboard?page=serve,0,1,72,36,50,61,22,36,57,8,14,67,6,9,9,66,38,58,40,20,50,54,58,108,60,30,50,34,20,58,46,50,108,,,,,01:34:00,01:34:00,EA24,H997
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS004,QF,01:29:00,,F,2,TD51,"6-4,6-4",F. Tiafoe,J. Kubler,,,USA,AUS,6-4,6-4,,,,01:29:00,A,F. Tiafoe,J. Kubler,USA,AUS,,,311,/en/stats/leaderboard?page=serve,2,9,56,31,55,90,28,31,58,14,24,100,1,1,10,270,/en/stats/leaderboard?page=serve,1,11,67,49,73,71,35,49,42,10,24,85,11,13,10,76,42,55,38,28,73,55,70,128,62,45,73,24,13,55,45,58,128,,,,,01:29:00,01:29:00,TD51,KB95
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS005,QF,01:16:00,,F,2,BO10,"6-3,6-4",G. Brouwer,J. Wolf,,,NED,USA,6-3,6-4,,,,01:16:00,A,G. Brouwer,J. Wolf,NED,USA,,,306,/en/stats/leaderboard?page=serve,1,8,75,43,57,88,38,43,36,5,14,0,0,0,10,266,/en/stats/leaderboard?page=serve,2,2,69,33,48,73,24,33,47,7,15,33,1,3,9,75,43,57,35,17,48,57,60,105,65,31,48,25,14,57,43,45,105,,,,,01:16:00,01:16:00,BO10,W09G
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS006,QF,02:36:00,,F,3,EA24,"6-1,6-7(2),6-3",T. Etcheverry,C. Garin,,,ARG,CHI,6-1,6-7(2),6-3,,,02:36:00,A,T. Etcheverry,C. Garin,ARG,CHI,,,288,/en/stats/leaderboard?page=serve,0,12,60,62,103,77,48,62,46,19,41,83,5,6,15,253,/en/stats/leaderboard?page=serve,3,3,65,55,84,67,37,55,52,15,29,56,5,9,13,65,67,103,38,32,84,53,99,187,62,52,84,35,36,103,47,88,187,,,2,7,02:36:00,02:36:00,EA24,GD64
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS007,QF,01:04:00,,F,2,H997,"6-2,6-1",Y. Hanfmann,T. Machac,,,GER,CZE,6-2,6-1,,,,01:04:00,A,Y. Hanfmann,T. Machac,GER,CZE,,,340,/en/stats/leaderboard?page=serve,0,7,77,33,43,76,25,33,80,8,10,100,1,1,8,202,/en/stats/leaderboard?page=serve,1,1,61,28,46,43,12,28,56,10,18,50,4,8,7,77,33,43,52,24,46,64,57,89,48,22,46,23,10,43,36,32,89,,,,,01:04:00,01:04:00,H997,M0FH
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS008,R16,01:15:00,,F,2,TD51,"6-2,6-4",F. Tiafoe,S. Johnson,,,USA,USA,6-2,6-4,,,,01:15:00,A,F. Tiafoe,S. Johnson,USA,USA,,,319,/en/stats/leaderboard?page=serve,0,9,61,31,51,84,26,31,65,13,20,0,0,0,9,231,/en/stats/leaderboard?page=serve,3,5,60,35,58,77,27,35,26,6,23,40,2,5,9,76,39,51,43,25,58,59,64,109,57,33,58,24,12,51,41,45,109,,,,,01:15:00,01:15:00,TD51,J386
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS009,R16,01:21:00,,F,2,KB95,"6-4,6-2",J. Kubler,D. Galan,,,AUS,COL,6-4,6-2,,,,01:21:00,A,J. Kubler,D. Galan,AUS,COL,,,300,/en/stats/leaderboard?page=serve,0,3,64,39,61,74,29,39,59,13,22,100,2,2,9,243,/en/stats/leaderboard?page=serve,1,6,56,28,50,71,20,28,45,10,22,40,2,5,9,69,42,61,40,20,50,56,62,111,60,30,50,31,19,61,44,49,111,,,,,01:21:00,01:21:00,KB95,GE33
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS010,R16,01:16:00,,F,2,BO10,"6-4,7-6(7)",G. Brouwer,J. Isner,,,NED,USA,6-4,7-6(7),,,,01:16:00,A,G. Brouwer,J. Isner,NED,USA,,,354,/en/stats/leaderboard?page=serve,0,5,86,54,63,74,40,54,89,8,9,0,0,0,11,302,/en/stats/leaderboard?page=serve,3,7,56,32,57,88,28,32,64,16,25,0,0,1,11,76,48,63,23,13,57,51,61,120,77,44,57,24,15,63,49,59,120,,,7,4,01:16:00,01:16:00,BO10,I186
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS011,R16,01:17:00,,F,2,W09G,"6-4,6-1",J. Wolf,D. Kudla,,,USA,USA,6-4,6-1,,,,01:17:00,A,J. Wolf,D. Kudla,USA,USA,,,297,/en/stats/leaderboard?page=serve,0,6,69,34,49,74,25,34,60,9,15,0,0,1,9,217,/en/stats/leaderboard?page=serve,2,2,62,28,45,64,18,28,41,7,17,33,2,6,8,69,34,49,44,20,45,57,54,94,56,25,45,31,15,49,43,40,94,,,,,01:17:00,01:17:00,W09G,KB09
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS012,R16,01:49:00,,F,2,EA24,"7-6(7),6-1",T. Etcheverry,M. Purcell,,,ARG,AUS,7-6(7),6-1,,,,01:49:00,A,T. Etcheverry,M. Purcell,ARG,AUS,,,263,/en/stats/leaderboard?page=serve,2,4,76,50,66,64,32,50,44,7,16,71,5,7,9,208,/en/stats/leaderboard?page=serve,3,6,56,45,80,56,25,45,43,15,35,67,10,15,10,59,39,66,50,40,80,54,79,146,50,40,80,41,27,66,46,67,146,7,5,,,01:49:00,01:49:00,EA24,PH71
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS013,R16,02:08:00,,F,2,GD64,"7-6(7),7-6(7)",C. Garin,Z. Bergs,,,CHI,BEL,7-6(7),7-6(7),,,,02:08:00,A,C. Garin,Z. Bergs,CHI,BEL,,,279,/en/stats/leaderboard?page=serve,2,5,64,58,90,66,38,58,63,20,32,50,2,4,12,272,/en/stats/leaderboard?page=serve,2,4,74,55,74,71,39,55,42,8,19,0,0,2,12,64,58,90,36,27,74,52,85,164,64,47,74,36,32,90,48,79,164,7,4,7,1,02:08:00,02:08:00,GD64,BU13
717,2023,Houston,250,2023-04-03T00:00:00,2023-04-09T00:00:00,Clay,28,642735,$,MS014,R16,01:47:00,,F,2,M0FH,"6-4,6-4",T. Machac,M. Giron,,,CZE,USA,6-4,6-4,,,,01:47:00,A,T. Machac,M. Giron,CZE,USA,,,288,/en/stats/leaderboard?page=serve,1,3,61,51,83,69,35,51,56,18,32,100,9,9,10,264,/en/stats/leaderboard?page=serve,0,8,68,48,71,69,33,48,39,9,23,75,6,8,10,64,53,83,41,29,71,53,82,154,59,42,71,36,30,83,47,72,154,,,,,01:47:00,01:47:00,M0FH,GC88
