event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS001,F,01:08:00,,F,2,MC10,"7-5,6-4",A. Murray,J. Blake,,,GBR,USA,7-5,6-4,,,,01:08:00,A,A. Murray,J. Blake,GBR,USA,,,294,/en/stats/leaderboard?page=serve,3,7,58,34,59,82,28,34,60,15,25,50,1,2,11,263,/en/stats/leaderboard?page=serve,1,1,56,31,55,68,21,31,67,16,24,0,0,3,11,73,43,59,33,18,55,54,61,114,67,37,55,27,16,59,46,53,114,,,,,,,MC10,B676
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS002,SF,01:12:00,,F,2,MC10,"6-2,6-4",A. Murray,J. Ferrero,,,GBR,ESP,6-2,6-4,,,,01:12:00,A,A. Murray,J. Ferrero,GBR,ESP,,,309,/en/stats/leaderboard?page=serve,2,9,57,29,51,86,25,29,59,13,22,0,0,0,9,229,/en/stats/leaderboard?page=serve,0,2,52,34,66,65,22,34,44,14,32,67,6,9,9,75,38,51,45,30,66,58,68,117,55,36,66,25,13,51,42,49,117,,,,,,,MC10,F316
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS003,SF,00:32:00,,F,1,B676,4-4,J. Blake,A. Roddick,,,USA,USA,4-4,,,,,00:32:00,A,J. Blake,A. Roddick,USA,USA,,,327,/en/stats/leaderboard?page=serve,0,3,55,11,20,91,10,11,78,7,9,0,0,0,4,294,/en/stats/leaderboard?page=serve,0,4,54,14,26,86,12,14,50,6,12,100,3,3,4,85,17,20,31,8,26,54,25,46,69,18,26,15,3,20,46,21,46,,,,,,,B676,R485
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS004,QF,01:10:00,,F,2,MC10,"7-5,6-3",A. Murray,M. Fish,,,GBR,USA,7-5,6-3,,,,01:10:00,A,A. Murray,M. Fish,GBR,USA,,,348,/en/stats/leaderboard?page=serve,0,11,69,31,45,97,30,31,71,10,14,0,0,0,10,250,/en/stats/leaderboard?page=serve,3,9,63,43,68,77,33,43,32,8,25,50,3,6,11,89,40,45,40,27,68,59,67,113,60,41,68,11,5,45,41,46,113,,,,,,,MC10,F339
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS005,QF,01:48:00,,F,3,F316,"4-6,6-3,6-4",J. Ferrero,S. Darcis,,,ESP,BEL,4-6,6-3,6-4,,,01:48:00,A,J. Ferrero,S. Darcis,ESP,BEL,,,303,/en/stats/leaderboard?page=serve,0,9,72,62,86,79,49,62,50,12,24,50,1,2,15,270,/en/stats/leaderboard?page=serve,3,8,57,51,89,76,39,51,47,18,38,67,4,6,14,71,61,86,36,32,89,53,93,175,64,57,89,29,25,86,47,82,175,,,,,,,F316,D632
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS006,QF,01:16:00,,F,2,B676,"7-6(7),6-3",J. Blake,M. Youzhny,,,USA,RUS,7-6(7),6-3,,,,01:16:00,A,J. Blake,M. Youzhny,USA,RUS,,,295,/en/stats/leaderboard?page=serve,2,5,58,34,59,76,26,34,68,17,25,50,1,2,10,255,/en/stats/leaderboard?page=serve,2,0,67,44,66,59,26,44,59,13,22,0,0,3,11,73,43,59,41,27,66,56,70,125,59,39,66,27,16,59,44,55,125,7,5,,,,,B676,Y061
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS007,QF,01:22:00,,F,2,R485,"7-6(7),7-6(7)",A. Roddick,I. Karlovic,,,USA,CRO,7-6(7),7-6(7),,,,01:22:00,A,A. Roddick,I. Karlovic,USA,CRO,,,358,/en/stats/leaderboard?page=serve,2,24,78,56,72,89,50,56,69,11,16,0,0,0,12,346,/en/stats/leaderboard?page=serve,0,26,72,53,74,91,48,53,57,12,21,100,2,2,12,85,61,72,19,14,74,51,75,146,81,60,74,15,11,72,49,71,146,7,4,7,5,,,R485,K336
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS008,R16,01:10:00,,F,2,MC10,"6-4,6-4",A. Murray,G. Garcia-Lopez,,,GBR,ESP,6-4,6-4,,,,01:10:00,A,A. Murray,G. Garcia-Lopez,GBR,ESP,,,318,/en/stats/leaderboard?page=serve,0,9,53,27,51,89,24,27,67,16,24,0,0,0,10,274,/en/stats/leaderboard?page=serve,2,3,68,36,53,72,26,36,53,9,17,0,0,2,10,78,40,51,34,18,53,56,58,104,66,35,53,22,11,51,44,46,104,,,,,,,MC10,G476
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS009,R16,00:52:00,,F,2,F339,"6-1,6-4",M. Fish,F. Lopez,,,USA,ESP,6-1,6-4,,,,00:52:00,A,M. Fish,F. Lopez,USA,ESP,,,357,/en/stats/leaderboard?page=serve,0,12,81,29,36,93,27,29,71,5,7,0,0,0,8,216,/en/stats/leaderboard?page=serve,5,5,70,38,54,66,25,38,25,4,16,56,5,9,9,89,32,36,46,25,54,63,57,90,54,29,54,11,4,36,37,33,90,,,,,,,F339,L397
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS011,R16,01:45:00,,F,2,F316,"6-4,7-6(7)",J. Ferrero,X. Malisse,,,ESP,BEL,6-4,7-6(7),,,,01:45:00,A,J. Ferrero,X. Malisse,ESP,BEL,,,303,/en/stats/leaderboard?page=serve,3,9,55,41,75,83,34,41,59,20,34,100,4,4,11,273,/en/stats/leaderboard?page=serve,2,6,50,41,82,83,34,41,46,19,41,83,5,6,11,72,54,75,35,29,82,53,83,157,65,53,82,28,21,75,47,74,157,,,7,4,,,F316,M680
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS012,R16,01:34:00,,F,3,B676,"6-4,4-6,6-3",J. Blake,S. Querrey,,,USA,USA,6-4,4-6,6-3,,,01:34:00,A,J. Blake,S. Querrey,USA,USA,,,291,/en/stats/leaderboard?page=serve,1,9,63,51,81,84,43,51,50,15,30,33,1,3,15,262,/en/stats/leaderboard?page=serve,2,14,48,42,87,71,30,42,53,24,45,57,4,7,14,72,58,81,38,33,87,54,91,168,62,54,87,28,23,81,46,77,168,,,,,,,B676,Q927
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS013,R16,01:32:00,,F,3,Y061,"6-1,2-6,6-2",M. Youzhny,G. Simon,,,RUS,FRA,6-1,2-6,6-2,,,01:32:00,A,M. Youzhny,G. Simon,RUS,FRA,,,263,/en/stats/leaderboard?page=serve,1,1,54,37,69,70,26,37,56,18,32,50,2,4,12,228,/en/stats/leaderboard?page=serve,1,2,49,30,61,70,21,30,45,14,31,43,3,7,11,64,44,69,43,26,61,54,70,130,57,35,61,36,25,69,46,60,130,,,,,,,Y061,SD32
311,2009,London / Queen's Club,250,2009-06-08T00:00:00,2009-06-14T00:00:00,Grass,56,663750,€,MS014,R16,01:12:00,,F,2,K336,"6-3,6-4",I. Karlovic,N. Mahut,,,CRO,FRA,6-3,6-4,,,,01:12:00,A,I. Karlovic,N. Mahut,CRO,FRA,,,322,/en/stats/leaderboard?page=serve,0,19,62,37,60,76,28,37,65,15,23,100,2,2,10,265,/en/stats/leaderboard?page=serve,1,1,74,43,58,67,29,43,47,7,15,67,4,6,9,72,43,60,38,22,58,55,65,118,62,36,58,28,17,60,45,53,118,,,,,,,K336,M873
