event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS001,F,02:34:00,,F,3,CD85,"6-7(6),7-6(7),6-4",P. Carreno Busta,R. Bautista Agut,,,ESP,ESP,6-7(6),7-6(7),6-4,,,02:34:00,A,P. Carreno Busta,R. Bautista Agut,ESP,ESP,,,313,/en/stats/leaderboard?page=serve,2,12,61,60,98,77,46,60,71,27,38,50,1,2,17,273,/en/stats/leaderboard?page=serve,5,7,61,68,112,79,54,68,43,19,44,0,0,2,17,74,73,98,35,39,112,53,112,210,65,73,112,26,25,98,47,98,210,6,8,7,1,02:34:00,02:34:00,CD85,BD06
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS002,SF,01:46:00,,F,2,CD85,"6-4,7-6(7)",P. Carreno Busta,J. Millman,,,ESP,AUS,6-4,7-6(7),,,,01:46:00,A,P. Carreno Busta,J. Millman,ESP,AUS,,,253,/en/stats/leaderboard?page=serve,3,5,55,43,78,70,30,43,54,19,35,67,6,9,11,241,/en/stats/leaderboard?page=serve,1,7,64,49,76,67,33,49,41,11,27,50,4,8,11,63,49,78,42,32,76,53,81,154,58,44,76,37,29,78,47,73,154,,,7,5,01:46:00,01:46:00,CD85,MH30
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS003,SF,02:10:00,,F,3,BD06,"7-5,6-7(2),6-2",R. Bautista Agut,V. Troicki,,,ESP,SRB,7-5,6-7(2),6-2,,,02:10:00,A,R. Bautista Agut,V. Troicki,ESP,SRB,,,277,/en/stats/leaderboard?page=serve,5,6,57,53,93,72,38,53,60,24,40,50,2,4,16,234,/en/stats/leaderboard?page=serve,6,3,53,49,93,73,36,49,43,19,44,29,2,7,16,67,62,93,41,38,93,54,100,186,59,55,93,33,31,93,46,86,186,,,2,7,02:10:00,02:10:00,BD06,T840
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS004,QF,01:33:00,,F,2,MH30,"7-5,6-3",J. Millman,R. Gasquet,,,AUS,FRA,7-5,6-3,,,,01:33:00,A,J. Millman,R. Gasquet,AUS,FRA,,,259,/en/stats/leaderboard?page=serve,2,8,58,36,62,69,25,36,54,14,26,25,1,4,11,210,/en/stats/leaderboard?page=serve,2,5,56,35,62,60,21,35,41,11,27,29,2,7,10,63,39,62,48,30,62,56,69,124,52,32,62,37,23,62,44,55,124,,,,,01:33:00,01:33:00,MH30,G628
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS005,QF,01:26:00,,F,2,CD85,"6-4,6-3",P. Carreno Busta,A. Kuznetsov,,,ESP,RUS,6-4,6-3,,,,01:26:00,A,P. Carreno Busta,A. Kuznetsov,ESP,RUS,,,299,/en/stats/leaderboard?page=serve,2,9,61,44,72,77,34,44,54,15,28,100,7,7,10,252,/en/stats/leaderboard?page=serve,4,3,56,33,59,70,23,33,50,13,26,67,4,6,9,68,49,72,39,23,59,55,72,131,61,36,59,32,23,72,45,59,131,,,,,01:26:00,01:26:00,CD85,KB54
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS006,QF,01:58:00,,F,3,T840,"6-4,3-6,6-4",V. Troicki,F. Verdasco,,,SRB,ESP,6-4,3-6,6-4,,,01:58:00,A,V. Troicki,F. Verdasco,SRB,ESP,,,260,/en/stats/leaderboard?page=serve,6,5,52,40,77,85,34,40,46,17,37,0,0,3,14,236,/en/stats/leaderboard?page=serve,11,7,55,60,109,73,44,60,39,19,49,64,7,11,15,66,51,77,42,46,109,52,97,186,58,63,109,34,26,77,48,89,186,,,,,01:58:00,01:58:00,T840,V306
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS007,QF,01:01:00,,F,2,BD06,"6-3,6-2",R. Bautista Agut,Y. Lu,,,ESP,TPE,6-3,6-2,,,,01:01:00,A,R. Bautista Agut,Y. Lu,ESP,TPE,,,339,/en/stats/leaderboard?page=serve,0,5,70,30,43,87,26,30,77,10,13,0,0,0,9,247,/en/stats/leaderboard?page=serve,0,7,64,35,55,54,19,35,60,12,20,50,3,6,8,84,36,43,44,24,55,61,60,98,56,31,55,16,7,43,39,38,98,,,,,01:01:00,01:01:00,BD06,L575
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS008,R16,01:07:00,,F,2,G628,"6-1,6-3",R. Gasquet,S. Robert,,,FRA,FRA,6-1,6-3,,,,01:07:00,A,R. Gasquet,S. Robert,FRA,FRA,,,283,/en/stats/leaderboard?page=serve,1,3,66,38,58,68,26,38,60,12,20,88,7,8,8,159,/en/stats/leaderboard?page=serve,6,0,50,22,44,55,12,22,23,5,22,17,1,6,8,66,38,58,61,27,44,64,65,102,39,17,44,34,20,58,36,37,102,,,,,01:07:00,01:07:00,G628,R612
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS009,R16,01:38:00,,F,3,MH30,"5-7,6-0,6-3",J. Millman,B. Fratangelo,,,AUS,USA,5-7,6-0,6-3,,,01:38:00,A,J. Millman,B. Fratangelo,AUS,USA,,,283,/en/stats/leaderboard?page=serve,2,9,62,48,77,81,39,48,48,14,29,67,4,6,14,231,/en/stats/leaderboard?page=serve,2,3,64,50,78,66,33,50,39,11,28,44,4,9,13,69,53,77,44,34,78,56,87,155,56,44,78,31,24,77,44,68,155,,,,,01:38:00,01:38:00,MH30,F811
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS010,R16,01:25:00,,F,2,CD85,"6-3,7-6(7)",P. Carreno Busta,P. Cuevas,,,ESP,URU,6-3,7-6(7),,,,01:25:00,A,P. Carreno Busta,P. Cuevas,ESP,URU,,,284,/en/stats/leaderboard?page=serve,4,2,58,38,65,82,31,38,56,15,27,75,3,4,11,254,/en/stats/leaderboard?page=serve,2,4,59,43,73,60,26,43,53,16,30,71,5,7,10,71,46,65,42,31,73,56,77,138,58,42,73,29,19,65,44,61,138,,,7,1,01:25:00,01:25:00,CD85,C882
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS011,R16,00:36:00,,F,1,KB54,5-5,A. Kuznetsov,J. Vesely,,,RUS,CZE,5-5,,,,,00:36:00,A,A. Kuznetsov,J. Vesely,RUS,CZE,,,226,/en/stats/leaderboard?page=serve,4,5,50,13,26,77,10,13,38,5,13,33,1,3,5,228,/en/stats/leaderboard?page=serve,0,1,60,15,25,47,7,15,60,6,10,0,0,2,5,58,15,26,48,12,25,53,27,51,52,13,25,42,11,26,47,24,51,,,,,00:36:00,00:36:00,KB54,V708
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS012,R16,01:10:00,,F,2,T840,"6-2,7-6(7)",V. Troicki,S. Querrey,,,SRB,USA,6-2,7-6(7),,,,01:10:00,A,V. Troicki,S. Querrey,SRB,USA,,,291,/en/stats/leaderboard?page=serve,1,8,57,36,63,81,29,36,56,15,27,0,0,1,10,239,/en/stats/leaderboard?page=serve,5,8,46,29,63,79,23,29,41,14,34,57,4,7,10,70,44,63,41,26,63,56,70,126,59,37,63,30,19,63,44,56,126,,,7,5,01:10:00,01:10:00,T840,Q927
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS013,R16,01:28:00,,F,2,V306,"6-4,7-6(9)",F. Verdasco,S. Johnson,,,ESP,USA,6-4,7-6(9),,,,01:28:00,A,F. Verdasco,S. Johnson,ESP,USA,,,304,/en/stats/leaderboard?page=serve,4,10,57,45,79,82,37,45,59,20,34,100,3,3,11,306,/en/stats/leaderboard?page=serve,3,10,73,51,70,73,37,51,63,12,19,50,1,2,11,72,57,79,30,21,70,52,78,149,70,49,70,28,22,79,48,71,149,,,9,7,01:28:00,01:28:00,V306,J386
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS014,R16,01:02:00,,F,2,L575,"6-4,6-0",Y. Lu,D. Schwartzman,,,TPE,ARG,6-4,6-0,,,,01:02:00,A,Y. Lu,D. Schwartzman,TPE,ARG,,,307,/en/stats/leaderboard?page=serve,2,9,61,28,46,89,25,28,50,9,18,0,0,0,8,200,/en/stats/leaderboard?page=serve,2,1,54,35,65,60,21,35,37,11,30,67,8,12,8,74,34,46,51,33,65,60,67,111,49,32,65,26,12,46,40,44,111,,,,,01:02:00,01:02:00,L575,SM37
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS015,R16,02:05:00,,F,3,BD06,"4-6,6-3,6-1",R. Bautista Agut,M. Baghdatis,,,ESP,CYP,4-6,6-3,6-1,,,02:05:00,A,R. Bautista Agut,M. Baghdatis,ESP,CYP,,,259,/en/stats/leaderboard?page=serve,5,3,68,57,84,65,37,57,52,14,27,73,8,11,13,210,/en/stats/leaderboard?page=serve,2,6,54,49,91,61,30,49,38,16,42,54,7,13,13,61,51,84,49,45,91,55,96,175,51,46,91,39,33,84,45,79,175,,,,,02:05:00,02:05:00,BD06,B837
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS016,R32,02:29:00,,F,3,G628,"6-4,4-6,6-3",R. Gasquet,D. Evans,,,FRA,GBR,6-4,4-6,6-3,,,02:29:00,A,R. Gasquet,D. Evans,FRA,GBR,,,286,/en/stats/leaderboard?page=serve,1,6,65,64,99,61,39,64,69,24,35,80,8,10,15,253,/en/stats/leaderboard?page=serve,2,3,58,65,113,66,43,65,50,24,48,75,9,12,14,64,63,99,41,46,113,51,109,212,59,67,113,36,36,99,49,103,212,,,,,02:29:00,02:29:00,G628,E687
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS017,R32,02:21:00,,F,3,R612,"6-4,5-7,6-4",S. Robert,F. Delbonis,,,FRA,ARG,6-4,5-7,6-4,,,02:21:00,A,S. Robert,F. Delbonis,FRA,ARG,,,257,/en/stats/leaderboard?page=serve,12,8,58,60,104,83,50,60,39,17,44,73,8,11,16,240,/en/stats/leaderboard?page=serve,6,4,56,63,113,71,45,63,40,20,50,71,10,14,16,64,67,104,42,48,113,53,115,217,58,65,113,36,37,104,47,102,217,,,,,02:21:00,02:21:00,R612,D874
6242,2016,Winston-Salem,250,2016-08-21T00:00:00,2016-08-27T00:00:00,Hard,48,639255,$,MS018,R32,02:00:00,,F,3,F811,"4-6,6-2,6-3",B. Fratangelo,P. Lorenzi,,,USA,ITA,4-6,6-2,6-3,,,02:00:00,A,B. Fratangelo,P. Lorenzi,USA,ITA,,,244,/en/stats/leaderboard?page=serve,6,4,57,49,86,69,34,49,49,18,37,50,4,8,14,218,/en/stats/leaderboard?page=serve,2,5,57,51,90,61,31,51,44,17,39,50,6,12,13,60,52,86,47,42,90,53,94,176,53,48,90,40,34,86,47,82,176,,,,,02:00:00,02:00:00,F811,L503
