event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS001,F,02:56:00,,F,4,D643,"7-6(7),6-7(10),6-4,6-3",N. Djokovic,R. Federer,,,SRB,SUI,7-6(7),6-7(10),6-4,6-3,,02:56:00,A,N. Djokovic,R. Federer,SRB,SUI,,,307,/en/stats/leaderboard?page=serve,1,13,66,95,145,74,70,95,60,30,50,86,6,7,21,282,/en/stats/leaderboard?page=serve,3,14,67,94,141,74,70,94,49,23,47,60,6,10,22,69,100,145,34,48,141,52,148,286,66,93,141,31,45,145,48,138,286,7,1,10,12,02:56:00,02:56:00,,,,,D643,F324
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS002,SF,02:21:00,,F,3,D643,"7-6(7),6-4,6-4",N. Djokovic,R. Gasquet,,,SRB,FRA,7-6(7),6-4,6-4,,,02:21:00,A,N. Djokovic,R. Gasquet,SRB,FRA,,,303,/en/stats/leaderboard?page=serve,2,12,76,74,98,78,58,74,46,11,24,75,3,4,16,253,/en/stats/leaderboard?page=serve,6,6,51,58,113,66,38,58,55,30,55,63,5,8,16,70,69,98,40,45,113,54,114,211,60,68,113,30,29,98,46,97,211,7,2,,,02:21:00,02:21:00,,,,,D643,G628
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS003,SF,02:07:00,,F,3,F324,"7-5,7-5,6-4",R. Federer,A. Murray,,,SUI,GBR,7-5,7-5,6-4,,,02:07:00,A,R. Federer,A. Murray,SUI,GBR,,,334,/en/stats/leaderboard?page=serve,1,20,76,69,91,84,58,69,55,12,22,100,1,1,17,288,/en/stats/leaderboard?page=serve,1,12,74,79,107,71,56,79,50,14,28,70,7,10,17,77,70,91,35,37,107,54,107,198,65,70,107,23,21,91,46,91,198,,,,,02:07:00,02:07:00,,,,,F324,MC10
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS004,QF,01:49:00,,F,3,D643,"6-4,6-4,6-4",N. Djokovic,M. Cilic,,,SRB,CRO,6-4,6-4,6-4,,,01:49:00,A,N. Djokovic,M. Cilic,SRB,CRO,,,328,/en/stats/leaderboard?page=serve,1,4,72,58,81,79,46,58,74,17,23,0,0,0,15,268,/en/stats/leaderboard?page=serve,0,8,55,46,83,76,35,46,49,18,37,40,2,5,15,78,63,81,36,30,83,57,93,164,64,53,83,22,18,81,43,71,164,,,,,01:49:00,01:49:00,,,,,D643,C977
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS005,QF,03:28:00,,F,5,G628,"6-4,4-6,3-6,6-4,11-9",R. Gasquet,S. Wawrinka,,,FRA,SUI,6-4,4-6,3-6,6-4,11-9,03:28:00,A,R. Gasquet,S. Wawrinka,FRA,SUI,,,295,/en/stats/leaderboard?page=serve,4,6,67,107,160,74,79,107,66,35,53,56,5,9,29,298,/en/stats/leaderboard?page=serve,1,22,61,99,163,78,77,99,55,35,64,44,4,9,30,71,114,160,31,51,163,51,165,323,69,112,163,29,46,160,49,158,323,,,,,03:28:00,03:28:00,,,,,G628,W367
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS006,QF,02:12:00,,F,3,MC10,"6-4,7-5,6-4",A. Murray,V. Pospisil,,,GBR,CAN,6-4,7-5,6-4,,,02:12:00,A,A. Murray,V. Pospisil,GBR,CAN,,,305,/en/stats/leaderboard?page=serve,3,4,64,58,90,84,49,58,56,18,32,100,1,1,16,273,/en/stats/leaderboard?page=serve,3,9,59,54,92,80,43,54,47,18,38,63,5,8,16,74,67,90,34,31,92,54,98,182,66,61,92,26,23,90,46,84,182,,,,,02:12:00,02:12:00,,,,,MC10,PD07
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS007,QF,01:35:00,,F,3,F324,"6-3,7-5,6-2",R. Federer,G. Simon,,,SUI,FRA,6-3,7-5,6-2,,,01:35:00,A,R. Federer,G. Simon,SUI,FRA,,,316,/en/stats/leaderboard?page=serve,1,11,73,55,75,80,44,55,60,12,20,0,0,1,15,235,/en/stats/leaderboard?page=serve,2,1,58,48,83,60,29,48,54,19,35,38,3,8,14,75,56,75,42,35,83,58,91,158,58,48,83,25,19,75,42,67,158,,,,,01:35:00,01:35:00,,,,,F324,SD32
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS008,R16,03:47:00,,F,5,D643,"6-7(6),6-7(6),6-1,6-4,7-5",N. Djokovic,K. Anderson,,,SRB,RSA,6-7(6),6-7(6),6-1,6-4,7-5,03:47:00,A,N. Djokovic,K. Anderson,SRB,RSA,,,316,/en/stats/leaderboard?page=serve,4,13,68,116,170,74,86,116,69,37,54,88,7,8,27,294,/en/stats/leaderboard?page=serve,8,40,58,98,168,83,81,98,41,29,70,38,3,8,26,72,123,170,35,58,168,54,181,338,65,110,168,28,47,170,46,157,338,6,8,6,8,03:47:00,03:47:00,,,,,D643,A678
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS009,R16,02:44:00,,F,4,C977,"6-4,4-6,6-3,7-5",M. Cilic,D. Kudla,,,CRO,USA,6-4,4-6,6-3,7-5,,02:44:00,A,M. Cilic,D. Kudla,CRO,USA,,,301,/en/stats/leaderboard?page=serve,4,21,63,79,125,77,61,79,54,25,46,78,7,9,21,252,/en/stats/leaderboard?page=serve,14,11,57,85,150,73,62,85,45,29,65,67,8,12,20,69,86,125,39,59,150,53,145,275,61,91,150,31,39,125,47,130,275,,,,,02:44:00,02:44:00,,,,,C977,KB09
540,2015,Wimbledon,GS,2015-06-29T00:00:00,2015-07-12T00:00:00,Grass,128,12568000,£,MS010,R16,02:23:00,,F,3,W367,"7-6(7),7-6(9),6-4",S. Wawrinka,D. Goffin,,,SUI,BEL,7-6(7),7-6(9),6-4,,,02:23:00,A,S. Wawrinka,D. Goffin,SUI,BEL,,,283,/en/stats/leaderboard?page=serve,6,13,57,65,115,83,54,65,48,24,50,50,2,4,17,267,/en/stats/leaderboard?page=serve,2,4,57,64,113,73,47,64,53,26,49,40,2,5,17,68,78,115,35,40,113,52,118,228,65,73,113,32,37,115,48,110,228,7,3,9,7,02:23:00,02:23:00,,,,,W367,GB88
