event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS001,F,02:06:00,,F,3,K214,"7-6(8),6-7(5),7-5",R. Krajicek,G. Rusedski,,,NED,GBR,7-6(8),6-7(5),7-5,,,02:06:00,8,6,5,7,319,/en/stats/leaderboard?page=serve,5,31,67,76,113,86,65,76,46,17,37,67,2,3,18,293,/en/stats/leaderboard?page=serve,3,11,58,67,116,78,52,67,61,30,49,60,3,5,18,73,82,113,29,34,116,51,116,229,71,82,116,27,31,113,49,113,229,A,,,R. Krajicek,G. Rusedski,K214,R237,NED,GBR,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS002,SF,01:05:00,,F,2,K214,"6-2,6-4",R. Krajicek,T. Johansson,,,NED,SWE,6-2,6-4,,,,01:05:00,,,,,317,/en/stats/leaderboard?page=serve,2,11,55,27,49,85,23,27,68,15,22,100,3,3,9,243,/en/stats/leaderboard?page=serve,1,6,50,27,54,70,19,27,52,14,27,25,1,4,9,78,38,49,39,21,54,57,59,103,61,33,54,22,11,49,43,44,103,A,,,R. Krajicek,T. Johansson,K214,J129,NED,SWE,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS003,SF,00:55:00,,F,2,R237,"6-2,6-3",G. Rusedski,H. Arazi,,,GBR,MAR,6-2,6-3,,,,00:55:00,,,,,325,/en/stats/leaderboard?page=serve,3,5,64,29,45,90,26,29,69,11,16,100,1,1,9,230,/en/stats/leaderboard?page=serve,1,2,56,32,57,59,19,32,52,13,25,63,5,8,8,82,37,45,44,25,57,61,62,102,56,32,57,18,8,45,39,40,102,A,,,G. Rusedski,H. Arazi,R237,A226,GBR,MAR,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS004,QF,01:22:00,,F,2,J129,"6-2,7-6(7)",T. Johansson,Y. Kafelnikov,,,SWE,RUS,6-2,7-6(7),,,,01:22:00,,,7,5,313,/en/stats/leaderboard?page=serve,3,14,56,35,63,89,31,35,57,16,28,100,2,2,10,257,/en/stats/leaderboard?page=serve,3,5,52,33,63,70,23,33,53,16,30,0,0,2,10,75,47,63,38,24,63,56,71,126,62,39,63,25,16,63,44,55,126,A,,,T. Johansson,Y. Kafelnikov,J129,K267,SWE,RUS,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS005,QF,00:53:00,,F,2,K214,"6-1,6-3",R. Krajicek,K. Kucera,,,NED,SVK,6-1,6-3,,,,00:53:00,,,,,310,/en/stats/leaderboard?page=serve,2,13,69,31,45,94,29,31,36,5,14,0,0,0,8,206,/en/stats/leaderboard?page=serve,5,1,58,29,50,69,20,29,33,7,21,50,4,8,8,76,34,45,46,23,50,60,57,95,54,27,50,24,11,45,40,38,95,A,,,R. Krajicek,K. Kucera,K214,K237,NED,SVK,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS006,QF,01:39:00,,F,3,R237,"7-5,4-6,6-3",G. Rusedski,T. Enqvist,,,GBR,SWE,7-5,4-6,6-3,,,01:39:00,,,,,306,/en/stats/leaderboard?page=serve,3,20,63,55,88,78,43,55,61,20,33,71,5,7,16,263,/en/stats/leaderboard?page=serve,9,17,53,47,89,89,42,47,33,14,42,63,5,8,15,72,63,88,37,33,89,54,96,177,63,56,89,28,25,88,46,81,177,A,,,G. Rusedski,T. Enqvist,R237,E113,GBR,SWE,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS007,QF,01:02:00,,F,2,A226,"6-4,6-2",H. Arazi,D. Hrbaty,,,MAR,SVK,6-4,6-2,,,,01:02:00,,,,,306,/en/stats/leaderboard?page=serve,2,8,58,29,50,90,26,29,52,11,21,100,1,1,9,228,/en/stats/leaderboard?page=serve,0,1,45,27,60,74,20,27,42,14,33,77,10,13,9,74,37,50,43,26,60,57,63,110,57,34,60,26,13,50,43,47,110,A,,,H. Arazi,D. Hrbaty,A226,H377,MAR,SVK,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS008,R16,01:03:00,,F,2,K267,"6-3,6-2",Y. Kafelnikov,B. Black,,,RUS,ZIM,6-3,6-2,,,,01:03:00,,,,,297,/en/stats/leaderboard?page=serve,1,5,50,28,56,79,22,28,64,18,28,100,3,3,9,228,/en/stats/leaderboard?page=serve,2,1,64,36,56,58,21,36,45,9,20,40,2,5,8,71,40,56,46,26,56,59,66,112,54,30,56,29,16,56,41,46,112,A,,,Y. Kafelnikov,B. Black,K267,B397,RUS,ZIM,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS009,R16,01:44:00,,F,3,J129,"6-0,6-7(3),6-2",T. Johansson,D. Sanguinetti,,,SWE,ITA,6-0,6-7(3),6-2,,,01:44:00,,,3,7,319,/en/stats/leaderboard?page=serve,3,14,51,35,69,89,31,35,68,23,34,0,0,0,13,220,/en/stats/leaderboard?page=serve,5,8,45,44,97,68,30,44,43,23,53,62,8,13,13,78,54,69,45,44,97,59,98,166,55,53,97,22,15,69,41,68,166,A,,,T. Johansson,D. Sanguinetti,J129,S480,SWE,ITA,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS010,R16,01:10:00,,F,2,K214,"6-3,6-4",R. Krajicek,N. Kiefer,,,NED,GER,6-3,6-4,,,,01:10:00,,,,,320,/en/stats/leaderboard?page=serve,2,13,60,33,55,94,31,33,55,12,22,100,1,1,10,261,/en/stats/leaderboard?page=serve,5,5,55,28,51,86,24,28,43,10,23,67,4,6,9,78,43,55,33,17,51,57,60,106,67,34,51,22,12,55,43,46,106,A,,,R. Krajicek,N. Kiefer,K214,K316,NED,GER,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS011,R16,01:00:00,,F,2,K237,"6-2,6-0",K. Kucera,G. Raoux,,,SVK,FRA,6-2,6-0,,,,01:00:00,,,,,318,/en/stats/leaderboard?page=serve,2,7,64,23,36,87,20,23,62,8,13,0,0,0,7,155,/en/stats/leaderboard?page=serve,6,1,39,25,64,60,15,25,33,13,39,62,8,13,7,78,28,36,56,36,64,64,64,100,44,28,64,22,8,36,36,36,100,A,,,K. Kucera,G. Raoux,K237,R186,SVK,FRA,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS012,R16,01:21:00,,F,2,E113,"6-4,7-5",T. Enqvist,D. Prinosil,,,SWE,GER,6-4,7-5,,,,01:21:00,,,,,290,/en/stats/leaderboard?page=serve,1,10,53,34,64,88,30,34,50,15,30,50,1,2,11,231,/en/stats/leaderboard?page=serve,6,9,46,36,78,72,26,36,38,16,42,50,3,6,11,70,45,64,46,36,78,57,81,142,54,42,78,30,19,64,43,61,142,A,,,T. Enqvist,D. Prinosil,E113,P273,SWE,GER,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS013,R16,01:22:00,,F,2,R237,"6-3,7-6(7)",G. Rusedski,P. Korda,,,GBR,CZE,6-3,7-6(7),,,,01:22:00,,,7,4,297,/en/stats/leaderboard?page=serve,8,10,53,39,74,82,32,39,60,21,35,100,5,5,11,277,/en/stats/leaderboard?page=serve,2,4,51,31,61,84,26,31,50,15,30,50,1,2,10,72,53,74,33,20,61,54,73,135,67,41,61,28,21,74,46,62,135,A,,,G. Rusedski,P. Korda,R237,K148,GBR,CZE,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS014,R16,01:22:00,,F,3,A226,"3-6,6-3,6-4",H. Arazi,G. Ivanisevic,,,MAR,CRO,3-6,6-3,6-4,,,01:22:00,,,,,259,/en/stats/leaderboard?page=serve,4,4,54,45,84,78,35,45,49,19,39,75,9,12,14,263,/en/stats/leaderboard?page=serve,10,24,59,50,85,76,38,50,43,15,35,20,1,5,14,64,54,84,38,32,85,51,86,169,62,53,85,36,30,84,49,83,169,A,,,H. Arazi,G. Ivanisevic,A226,I034,MAR,CRO,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS015,R16,00:50:00,,F,2,H377,"6-2,6-3",D. Hrbaty,J. Kroslak,,,SVK,SVK,6-2,6-3,,,,00:50:00,,,,,297,/en/stats/leaderboard?page=serve,3,4,58,29,50,76,22,29,62,13,21,100,1,1,8,237,/en/stats/leaderboard?page=serve,2,4,74,39,53,56,22,39,50,7,14,0,0,4,9,70,35,50,45,24,53,57,59,103,55,29,53,30,15,50,43,44,103,A,,,D. Hrbaty,J. Kroslak,H377,K296,SVK,SVK,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS016,R32,01:33:00,,F,3,K267,"6-2,3-6,6-3",Y. Kafelnikov,M. Gustafsson,,,RUS,SWE,6-2,3-6,6-3,,,01:33:00,,,,,280,/en/stats/leaderboard?page=serve,4,11,60,48,80,79,38,48,50,16,32,33,1,3,13,236,/en/stats/leaderboard?page=serve,6,6,55,52,94,69,36,52,43,18,42,71,10,14,13,68,54,80,43,40,94,54,94,174,57,54,94,33,26,80,46,80,174,A,,,Y. Kafelnikov,M. Gustafsson,K267,G182,RUS,SWE,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS017,R32,01:50:00,,F,3,B397,"6-1,1-6,7-6(7)",B. Black,K. Alami,,,ZIM,MAR,6-1,1-6,7-6(7),,,01:50:00,,,,,267,/en/stats/leaderboard?page=serve,3,5,57,49,86,65,32,49,59,22,37,67,4,6,13,269,/en/stats/leaderboard?page=serve,2,8,59,64,108,63,40,64,57,25,44,82,9,11,13,63,54,86,40,43,108,50,97,194,60,65,108,37,32,86,50,97,194,A,7,4,B. Black,K. Alami,B397,A203,ZIM,MAR,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS018,R32,01:12:00,,F,2,S480,"6-4,6-4",D. Sanguinetti,J. Gambill,,,ITA,USA,6-4,6-4,,,,01:12:00,,,,,308,/en/stats/leaderboard?page=serve,4,10,59,36,61,83,30,36,60,15,25,100,2,2,10,262,/en/stats/leaderboard?page=serve,4,13,51,37,73,78,29,37,44,16,36,85,11,13,10,74,45,61,38,28,73,54,73,134,62,45,73,26,16,61,46,61,134,A,,,D. Sanguinetti,J. Gambill,S480,G352,ITA,USA,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS019,R32,01:09:00,,F,2,J129,"6-2,6-4",T. Johansson,P. Luxa,,,SWE,CZE,6-2,6-4,,,,01:09:00,,,,,302,/en/stats/leaderboard?page=serve,3,12,44,23,52,87,20,23,62,18,29,100,2,2,9,242,/en/stats/leaderboard?page=serve,4,0,65,40,62,65,26,40,50,11,22,63,5,8,9,73,38,52,40,25,62,55,63,114,60,37,62,27,14,52,45,51,114,A,,,T. Johansson,P. Luxa,J129,L353,SWE,CZE,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS020,R32,00:55:00,,F,2,K214,"6-4,6-2",R. Krajicek,J. Tarango,,,NED,USA,6-4,6-2,,,,00:55:00,,,,,287,/en/stats/leaderboard?page=serve,4,9,65,33,51,79,26,33,50,9,18,0,0,1,9,202,/en/stats/leaderboard?page=serve,6,1,48,24,50,54,13,24,50,13,26,20,1,5,9,69,35,51,48,24,50,58,59,101,52,26,50,31,16,51,42,42,101,A,,,R. Krajicek,J. Tarango,K214,T136,NED,USA,,
408,1999,London-1,CS,1999-02-22T00:00:00,1999-02-28T00:00:00,Carpet,32,689250,$,MS022,R32,01:17:00,,F,2,R186,"6-4,6-3",G. Raoux,D. Vacek,,,FRA,CZE,6-4,6-3,,,,01:17:00,,,,,268,/en/stats/leaderboard?page=serve,5,5,49,27,55,81,22,27,50,14,28,75,3,4,9,214,/en/stats/leaderboard?page=serve,13,6,55,40,73,70,28,40,36,12,33,69,9,13,10,65,36,55,45,33,73,54,69,128,55,40,73,35,19,55,46,59,128,A,,,G. Raoux,D. Vacek,R186,V141,FRA,CZE,,
