Tournament Name,Tournament Title,Level,Year,Start Date,End Date,Surface,indoor_outdoor,City,Country,Singles Draw Size,Doubles Draw Size,Prize Money,Prize Money Currency,Tournament ID,Match ID,Date,Round Name,Set 1 Score,Set 2 Score,Set 3 Score,Home Player,Home Country,Home Seed,Away Player,Away Country,Away Seed,ScoreString,WinnerFlag,winner_flag,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,PlayerCountryA,PlayerCountryB,PlayerIDA,PlayerIDB,ScoreSet1A,ScoreSet1B,ScoreSet2A,ScoreSet2B,ScoreSet3A,ScoreSet3B,ScoreSet4A,ScoreSet4B,ScoreSet5A,ScoreSet5B,ScoreTbSet1,ScoreTbSet2,ScoreTbSet3,ScoreTbSet4,SeedA,SeedB
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664722,2026-01-21T03:55:00+00:00,2,6-2,6-2,,Coco Gauff,USA,3,Olga Danilovic,SRB,,"6-2,6-2",2,A,Coco Gauff,Olga Danilovic,3,,USA,SRB,USA,SRB,328560,324934,6,2,6,2,,,,,,,,,,,3,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664720,2026-01-21T03:20:00+00:00,2,7-6(3),6-2,,Anastasia Potapova,AUT,,Emma Raducanu,GBR,28,"7-6(7),6-2",2,A,Anastasia Potapova,Emma Raducanu,,28,AUT,GBR,AUT,GBR,325601,328366,7,6,6,2,,,,,,,3,,,,,28
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664716,2026-01-21T02:45:00+00:00,2,3-6,6-3,5-7,Polina Kudermetova,UZB,,Clara Tauson,DNK,14,"3-6,6-3,5-7",3,B,Clara Tauson,Polina Kudermetova,14,,DNK,UZB,UZB,DNK,328897,327793,3,6,6,3,5,7,,,,,,,,,,14
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664718,2026-01-21T02:25:00+00:00,2,6-4,6-3,,Victoria Mboko,CAN,17,Caty McNally,USA,,"6-4,6-3",2,A,Victoria Mboko,Caty McNally,17,,CAN,USA,CAN,USA,331006,325725,6,4,6,3,,,,,,,,,,,17,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664736,2026-01-21T02:00:00+00:00,2,2-6,1-6,,Storm Hunter,AUS,,Hailey Baptiste,USA,,"2-6,1-6",3,B,Hailey Baptiste,Storm Hunter,,,USA,AUS,AUS,USA,317810,327101,2,6,1,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664728,2026-01-21T01:10:00+00:00,2,6-1,6-2,,Yulia Putintseva,KAZ,,Elsa Jacquemot,FRA,,"6-1,6-2",2,A,Yulia Putintseva,Elsa Jacquemot,,,KAZ,FRA,KAZ,FRA,317683,328142,6,1,6,2,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664708,2026-01-21T00:30:00+00:00,2,6-3,6-1,,Aryna Sabalenka,,1,Zhuoxuan Bai,CHN,,"6-3,6-1",2,A,Aryna Sabalenka,Zhuoxuan Bai,1,,,CHN,,CHN,320760,327196,6,3,6,1,,,,,,,,,,,1,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664714,2026-01-21T00:00:00+00:00,2,6-2,6-4,,Zeynep Sonmez,TUR,,Anna Bondar,HUN,,"6-2,6-4",2,A,Zeynep Sonmez,Anna Bondar,,,TUR,HUN,TUR,HUN,326907,322942,6,2,6,4,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664730,2026-01-21T00:00:00+00:00,2,7-5,6-1,,Elina Svitolina,UKR,12,Linda Klimovicova,POL,,"7-5,6-1",2,A,Elina Svitolina,Linda Klimovicova,12,,UKR,POL,UKR,POL,316738,329061,7,5,6,1,,,,,,,,,,,12,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67664808,2026-01-21T00:00:00+00:00,2,6-3,5-7,3-6,Talia Gibson,AUS,,Diana Shnaider,,23,"6-3,5-7,3-6",3,B,Diana Shnaider,Talia Gibson,23,,,AUS,AUS,,329393,330482,6,3,5,7,3,6,,,,,,,,,,23
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832922,2026-01-20T10:25:00+00:00,1,6-7(7),6-0,3-6,Daria Kasatkina,AUS,,Nikola Bartunkova,CZE,,"6(9)-7,6-0,3-6",3,B,Nikola Bartunkova,Daria Kasatkina,,,CZE,AUS,AUS,CZE,322082,721779,6,7,6,0,3,6,,,,,7,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832920,2026-01-20T10:15:00+00:00,1,7-6(6),6-7(9),6-4,Maddison Inglis,AUS,,Kimberly Birrell,AUS,,"7-6(8),6(11)-7,6-4",2,A,Maddison Inglis,Kimberly Birrell,,,AUS,AUS,AUS,AUS,321179,320728,7,6,6,7,6,4,,,,,6,9,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816668,2026-01-20T10:00:00+00:00,1,6-3,3-6,6-4,Naomi Osaka,JPN,16,Antonia Ruzic,HRV,,"6-3,3-6,6-4",2,A,Naomi Osaka,Antonia Ruzic,16,,JPN,HRV,JPN,HRV,319998,329505,6,3,3,6,6,4,,,,,,,,,16,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816670,2026-01-20T08:10:00+00:00,1,0-6,5-7,,Katie Boulter,GBR,,Belinda Bencic,CHE,10,"0-6,5-7",3,B,Belinda Bencic,Katie Boulter,10,,CHE,GBR,GBR,CHE,319125,319001,0,6,5,7,,,,,,,,,,,,10
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816664,2026-01-20T07:45:00+00:00,1,0-6,7-5,6-4,Laura Siegemund,DEU,,Liudmila Samsonova,,18,"0-6,7-5,6-4",2,A,Laura Siegemund,Liudmila Samsonova,,18,DEU,,DEU,,310926,322222,0,6,7,5,6,4,,,,,,,,,,18
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816688,2026-01-20T06:10:00+00:00,1,4-6,4-6,,Rebecca Sramkova,SVK,,Jelena Ostapenko,LVA,24,"4-6,4-6",3,B,Jelena Ostapenko,Rebecca Sramkova,24,,LVA,SVK,SVK,LVA,320228,319939,4,6,4,6,,,,,,,,,,,,24
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816666,2026-01-20T05:55:00+00:00,1,3-6,6-4,6-3,Sorana Cirstea,ROU,,Eva Lys,DEU,,"3-6,6-4,6-3",2,A,Sorana Cirstea,Eva Lys,,,ROU,DEU,ROU,DEU,312469,325826,3,6,6,4,6,3,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816678,2026-01-20T04:15:00+00:00,1,6-4,6-3,,Elena Rybakina,KAZ,5,Kaja Juvan,SVN,,"6-4,6-3",2,A,Elena Rybakina,Kaja Juvan,5,,KAZ,SVN,KAZ,SVN,324166,324702,6,4,6,3,,,,,,,,,,,5,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816662,2026-01-20T04:00:00+00:00,1,7-6(3),6-1,,Anna Kalinskaya,,31,Sonay Kartal,GBR,,"7-6(7),6-1",2,A,Anna Kalinskaya,Sonay Kartal,31,,,GBR,,GBR,323942,329918,7,6,6,1,,,,,,,3,,,,31,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832926,2026-01-20T02:05:00+00:00,1,3-6,5-7,,Lulu Sun,NZL,,Linda Fruhvirtova,CZE,,"3-6,5-7",3,B,Linda Fruhvirtova,Lulu Sun,,,CZE,NZL,NZL,CZE,324576,329627,3,6,5,7,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832930,2026-01-20T02:05:00+00:00,1,7-6(7),6-2,,Karolina Pliskova,CZE,,Sloane Stephens,USA,,"7-6(9),6-2",2,A,Karolina Pliskova,Sloane Stephens,,,CZE,USA,CZE,USA,313974,315683,7,6,6,2,,,,,,,7,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816660,2026-01-20T01:35:00+00:00,1,7-5,2-6,6-4,Julia Grabher,AUT,,Elisabetta Cocciaretto,ITA,,"7-5,2-6,6-4",2,A,Julia Grabher,Elisabetta Cocciaretto,,,AUT,ITA,AUT,ITA,113079,327909,7,5,2,6,6,4,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832928,2026-01-20T01:35:00+00:00,1,6-3,6-3,,Xinyu Wang,CHN,,Anhelina Kalinina,UKR,,"6-3,6-3",2,A,Xinyu Wang,Anhelina Kalinina,,,CHN,UKR,CHN,UKR,326376,320567,6,3,6,3,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816694,2026-01-20T00:30:00+00:00,1,6-7(6),1-6,,Oleksandra Oliynykova,UKR,,Madison Keys,USA,9,"6(8)-7,1-6",3,B,Madison Keys,Oleksandra Oliynykova,9,,USA,UKR,UKR,USA,325729,316959,6,7,1,6,,,,,,,6,,,,,9
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816698,2026-01-20T00:05:00+00:00,1,2-6,6-7(1),,Leylah Fernandez,CAN,22,Janice Tjen,IDN,,"2-6,6(7)-7",3,B,Janice Tjen,Leylah Fernandez,,22,IDN,CAN,CAN,IDN,326735,460837,2,6,6,7,,,,,,,,1,,,22,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816674,2026-01-20T00:00:00+00:00,1,6-4,6-4,,Tereza Valentova,CZE,,Maya Joint,AUS,30,"6-4,6-4",2,A,Tereza Valentova,Maya Joint,,30,CZE,AUS,CZE,AUS,330808,330544,6,4,6,4,,,,,,,,,,,,30
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816676,2026-01-20T00:00:00+00:00,1,6-1,2-6,6-1,Varvara Gracheva,FRA,,Viktorija Golubic,CHE,,"6-1,2-6,6-1",2,A,Varvara Gracheva,Viktorija Golubic,,,FRA,CHE,FRA,CHE,325836,316296,6,1,2,6,6,1,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816682,2026-01-20T00:00:00+00:00,1,1-6,2-6,,Panna Udvardy,HUN,,Katerina Siniakova,CZE,,"1-6,2-6",3,B,Katerina Siniakova,Panna Udvardy,,,CZE,HUN,HUN,CZE,325956,320301,1,6,2,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816690,2026-01-20T00:00:00+00:00,1,3-6,6-2,3-6,Shuai Zhang,CHN,,Taylah Preston,AUS,,"3-6,6-2,3-6",3,B,Taylah Preston,Shuai Zhang,,,AUS,CHN,CHN,AUS,311779,330291,3,6,6,2,3,6,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816696,2026-01-20T00:00:00+00:00,1,6-3,6-3,,Ashlyn Krueger,USA,,Sara Bejlek,CZE,,"6-3,6-3",2,A,Ashlyn Krueger,Sara Bejlek,,,USA,CZE,USA,CZE,329409,330375,6,3,6,3,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832924,2026-01-19T08:45:00+00:00,1,7-5,6-1,,Elise Mertens,BEL,21,Lanlana Tararudee,THA,,"7-5,6-1",2,A,Elise Mertens,Lanlana Tararudee,21,,BEL,THA,BEL,THA,317964,329651,7,5,6,1,,,,,,,,,,,21,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816672,2026-01-19T08:25:00+00:00,1,3-6,1-6,,Solana Sierra,ARG,,Moyuka Uchijima,JPN,,"3-6,1-6",3,B,Moyuka Uchijima,Solana Sierra,,,JPN,ARG,ARG,JPN,329081,327241,3,6,1,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832918,2026-01-19T08:15:00+00:00,1,6-7(5),3-6,,Yue Yuan,CHN,,Iga Swiatek,POL,2,"6(7)-7,3-6",3,B,Iga Swiatek,Yue Yuan,2,,POL,CHN,CHN,POL,324325,326408,6,7,3,6,,,,,,,5,,,,,2
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816708,2026-01-19T08:10:00+00:00,1,6-4,3-6,0-6,Donna Vekic,HRV,,Mirra Andreeva,,8,"6-4,3-6,0-6",3,B,Mirra Andreeva,Donna Vekic,8,,,HRV,HRV,,318516,331809,6,4,3,6,0,6,,,,,,,,,,8
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816714,2026-01-19T08:05:00+00:00,1,6-2,3-6,3-6,Barbora Krejcikova,CZE,,Diana Shnaider,,23,"6-2,3-6,3-6",3,B,Diana Shnaider,Barbora Krejcikova,23,,,CZE,CZE,,318314,330482,6,2,3,6,3,6,,,,,,,,,,23
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816658,2026-01-19T07:05:00+00:00,1,2-6,5-7,,Renata Zarazua,MEX,,Marie Bouzkova,CZE,,"2-6,5-7",3,B,Marie Bouzkova,Renata Zarazua,,,CZE,MEX,MEX,CZE,320716,320983,2,6,5,7,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816700,2026-01-19T06:45:00+00:00,1,2-6,4-6,,Zarina Diyas,KAZ,,Paula Badosa,ESP,25,"2-6,4-6",3,B,Paula Badosa,Zarina Diyas,25,,ESP,KAZ,KAZ,ESP,36443,320124,2,6,4,6,,,,,,,,,,,,25
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832932,2026-01-19T06:10:00+00:00,1,6-4,6-7(3),1-6,Yuliia Starodubtseva,UKR,,Ajla Tomljanovic,AUS,,"6-4,6(7)-7,1-6",3,B,Ajla Tomljanovic,Yuliia Starodubtseva,,,AUS,UKR,UKR,AUS,325338,315232,6,4,6,7,1,6,,,,,,3,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816746,2026-01-19T06:00:00+00:00,1,6-4,6-1,,Victoria Mboko,CAN,17,Emerson Jones,AUS,,"6-4,6-1",2,A,Victoria Mboko,Emerson Jones,17,,CAN,AUS,CAN,AUS,331006,978117,6,4,6,1,,,,,,,,,,,17,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816692,2026-01-19T05:55:00+00:00,1,6-3,6-0,,Linda Noskova,CZE,13,Darja Semenistaja,LVA,,"6-3,6-0",2,A,Linda Noskova,Darja Semenistaja,13,,CZE,LVA,CZE,LVA,329668,329457,6,3,6,0,,,,,,,,,,,13,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816736,2026-01-19T05:20:00+00:00,1,6-2,6-3,,Iva Jovic,USA,29,Katie Volynets,USA,,"6-2,6-3",2,A,Iva Jovic,Katie Volynets,29,,USA,USA,USA,USA,332285,327391,6,2,6,3,,,,,,,,,,,29,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816702,2026-01-19T04:05:00+00:00,1,6-3,3-6,6-0,Oksana Selekhmeteva,,,Ella Seidel,DEU,,"6-3,3-6,6-0",2,A,Oksana Selekhmeteva,Ella Seidel,,,,DEU,,DEU,329199,330548,6,3,3,6,6,0,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816680,2026-01-19T03:55:00+00:00,1,3-6,2-6,,Simona Waltert,CHE,,Amanda Anisimova,USA,4,"3-6,2-6",3,B,Amanda Anisimova,Simona Waltert,4,,USA,CHE,CHE,USA,325771,326384,3,6,2,6,,,,,,,,,,,,4
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816724,2026-01-19T03:45:00+00:00,1,0-6,6-3,6-2,Alycia Parks,USA,,Alexandra Eala,PHL,,"0-6,6-3,6-2",2,A,Alycia Parks,Alexandra Eala,,,USA,PHL,USA,PHL,326007,330332,0,6,6,3,6,2,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816726,2026-01-19T03:35:00+00:00,1,6-3,7-6(6),,Karolina Muchova,CZE,19,Jaqueline Cristian,ROU,,"6-3,7-6(8)",2,A,Karolina Muchova,Jaqueline Cristian,19,,CZE,ROU,CZE,ROU,322191,320319,6,3,7,6,,,,,,,,6,,,19,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816744,2026-01-19T03:20:00+00:00,1,3-6,3-6,,Dalma Galfi,HUN,,Clara Tauson,DNK,14,"3-6,3-6",3,B,Clara Tauson,Dalma Galfi,14,,DNK,HUN,HUN,DNK,321106,327793,3,6,3,6,,,,,,,,,,,,14
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816706,2026-01-19T03:05:00+00:00,1,6-2,6-1,,Jessica Pegula,USA,6,Anastasia Zakharova,,,"6-2,6-1",2,A,Jessica Pegula,Anastasia Zakharova,6,,USA,,USA,,316956,327367,6,2,6,1,,,,,,,,,,,6,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832934,2026-01-19T02:15:00+00:00,1,6-2,3-2,,Linda Klimovicova,POL,,Francesca Jones,GBR,,"6-2,3-2",2,A,Linda Klimovicova,Francesca Jones,,,POL,GBR,POL,GBR,329061,324479,6,2,3,2,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832940,2026-01-19T01:35:00+00:00,1,1-6,6-4,5-3,Priscilla Hon,AUS,,Marina Stakusic,CAN,,"1-6,6-4,5-3",2,A,Priscilla Hon,Marina Stakusic,,,AUS,CAN,AUS,CAN,320543,329614,1,6,6,4,5,3,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816732,2026-01-19T00:40:00+00:00,1,6-2,6-3,,Coco Gauff,USA,3,Kamilla Rakhimova,UZB,,"6-2,6-3",2,A,Coco Gauff,Kamilla Rakhimova,3,,USA,UZB,USA,UZB,328560,325936,6,2,6,3,,,,,,,,,,,3,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816722,2026-01-19T00:10:00+00:00,1,6-4,6-7(5),7-5,Ann Li,USA,,Camila Osorio,COL,,"6-4,6(7)-7,7-5",2,A,Ann Li,Camila Osorio,,,USA,COL,USA,COL,326096,325898,6,4,6,7,7,5,,,,,,5,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816686,2026-01-19T00:05:00+00:00,1,3-6,2-6,,Sofia Kenin,USA,27,Peyton Stearns,USA,,"3-6,2-6",3,B,Peyton Stearns,Sofia Kenin,,27,USA,USA,USA,USA,320942,327573,3,6,2,6,,,,,,,,,,,27,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816684,2026-01-19T00:00:00+00:00,1,6-3,7-5,,Petra Marcinko,HRV,,Tatjana Maria,DEU,,"6-3,7-5",2,A,Petra Marcinko,Tatjana Maria,,,HRV,DEU,HRV,DEU,330799,310440,6,3,7,5,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816704,2026-01-19T00:00:00+00:00,1,3-6,2-6,,Emiliana Arango,COL,,McCartney Kessler,USA,,"3-6,2-6",3,B,McCartney Kessler,Emiliana Arango,,,USA,COL,COL,USA,324789,326678,3,6,2,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816720,2026-01-19T00:00:00+00:00,1,3-6,6-3,6-3,Magda Linette,POL,,Emma Navarro,USA,15,"3-6,6-3,6-3",2,A,Magda Linette,Emma Navarro,,15,POL,USA,POL,USA,315130,325410,3,6,6,3,6,3,,,,,,,,,,15
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816734,2026-01-19T00:00:00+00:00,1,1-6,1-6,,Veronika Erjavec,SVN,,Magdalena Frech,POL,,"1-6,1-6",3,B,Magdalena Frech,Veronika Erjavec,,,POL,SVN,SVN,POL,327655,320277,1,6,1,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816742,2026-01-19T00:00:00+00:00,1,6-0,6-4,,Anna Bondar,HUN,,Elizabeth Mandlik,USA,,"6-0,6-4",2,A,Anna Bondar,Elizabeth Mandlik,,,HUN,USA,HUN,USA,322942,273017,6,0,6,4,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67832936,2026-01-19T00:00:00+00:00,1,6-4,6-4,,Storm Hunter,AUS,,Jessica Bouzas Maneiro,ESP,,"6-4,6-4",2,A,Storm Hunter,Jessica Bouzas Maneiro,,,AUS,ESP,AUS,ESP,317810,328139,6,4,6,4,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,LS67816748,2026-01-18T10:40:00+00:00,1,4-6,1-6,,Mananchaya Sawangkaew,THA,,Emma Raducanu,GBR,28,"4-6,1-6",3,B,Emma Raducanu,Mananchaya Sawangkaew,28,,GBR,THA,THA,GBR,326929,328366,4,6,1,6,,,,,,,,,,,,28
