ranking,mean,std,n,ci_low,ci_high,min,max
62,0.7405478792200111,0.656314868826938,2730,0.715927939165856,0.7651678192741662,0.0,1.547893836880255
63,0.7376351192915724,0.6537509234104325,2730,0.7131113589606793,0.7621588796224655,0.0,1.535387915071837
64,0.7347556829426534,0.6512217337578592,2730,0.710326798563212,0.7591845673220947,0.0,1.5292756719252125
65,0.7317542891688072,0.6485524036518405,2730,0.7074255377443185,0.756083040593296,0.0,1.5251593992714176
66,0.728667004387597,0.6458405461261633,2730,0.7044399812232601,0.7528940275519339,0.0,1.5233650727381842
67,0.7258792093103472,0.6433679303228765,2730,0.7017449398771008,0.7500134787435936,0.0,1.5150032574831085
68,0.7230129972506859,0.6408369481741619,2730,0.6989736710097078,0.7470523234916641,0.0,1.513188822837217
69,0.7202274751537648,0.6383627993194032,2730,0.6962809601523036,0.7441739901552261,0.0,1.5104541915089733
70,0.7174945137552361,0.6359686895260517,2730,0.6936378075367158,0.7413512199737564,0.0,1.5003518250391519
71,0.7148553896294414,0.6336635454841985,2730,0.6910851548757959,0.7386256243830869,0.0,1.4946611055573245
72,0.7121409100596292,0.6312734627425829,2730,0.6884603330245849,0.7358214870946735,0.0,1.487037220891033
73,0.7033234010261391,0.665533543816945,2730,0.678357646430195,0.7282891556220832,-7.340988149369766,1.4743937509624983
74,0.7069314852425269,0.6266872422041705,2730,0.6834229483060601,0.7304400221789937,0.0,1.4694411402762322
75,0.7044884219272803,0.6245185832584172,2730,0.681061236573382,0.7279156072811787,0.0,1.4644371754617014
76,0.7019647727100008,0.6222855204902779,2730,0.6786213548800457,0.7253081905399559,0.0,1.4464148047941188
77,0.6995112886239429,0.6201252626448116,2730,0.6762489072311966,0.7227736700166891,0.0,1.445667341375778
78,0.697143400822945,0.6180396266551599,2730,0.6739592566231665,0.7203275450227236,0.0,1.4411581898730295
79,0.6945726216514997,0.6157869767191005,2730,0.6714729797371682,0.7176722635658311,0.0,1.4396457728540837
80,0.6922681241410065,0.613785876518104,2730,0.6692435482800755,0.7152927000019375,0.0,1.4350800317246812
81,0.6898674106311363,0.6116892815842924,2730,0.6669214830593727,0.7128133382028999,0.0,1.4343148828538765
82,0.687573973395159,0.6096959661934964,2730,0.6647028198499508,0.7104451269403672,0.0,1.4296985096652464
83,0.6852454269544835,0.6076579424053395,2730,0.6624507245547188,0.7080401293542483,0.0,1.4289248333239204
84,0.6829435795641403,0.6056446457337672,2730,0.6602244007365505,0.7056627583917301,0.0,1.4242567522546794
85,0.6805814346589385,0.6035784066489759,2730,0.6579397654000348,0.7032231039178422,0.0,1.4211196366634928
86,0.678211119361115,0.601504817862721,2730,0.6556472353757735,0.7007750033464565,0.0,1.416375753369279
87,0.6759548772881179,0.5995491648025888,2730,0.6534643545252536,0.6984454000509821,0.0,1.4155805978393188
88,0.6736068995769585,0.5974886530870309,2730,0.6511936715354657,0.6960201276184513,0.0,1.4026786985381734
89,0.6713943295216848,0.5955507849527529,2730,0.6490537955475747,0.6937348634957948,0.0,1.3985759839432208
90,0.6691370899733065,0.593586655786263,2730,0.6468702351806905,0.6914039447659224,0.0,1.3969252174294813
91,0.6668472420086492,0.5915958162083158,2730,0.6446550683689288,0.6890394156483696,0.0,1.3960977420233855
92,0.6643445933410809,0.5894175849006369,2730,0.6422341303661135,0.6864550563160482,0.0,1.3852114341065827
93,0.6622011214202239,0.5875695861393337,2730,0.640159981297571,0.6842422615428768,0.0,1.3843639307304945
94,0.6598830420734321,0.5855766985952773,2730,0.6379166599277803,0.6818494242190838,0.0,1.382664521860024
95,0.657713379795357,0.5837271751863393,2730,0.6358163776951982,0.6796103818955159,0.0,1.381812606714276
96,0.6556950424371519,0.5817781008432212,2729,0.6338671566286168,0.677522928245687,0.0,1.3740781666537447
97,0.6554128372386777,0.5796687758914134,2721,0.6336321435191417,0.6771935309582138,0.0,1.372342755200561
98,0.6547333235077275,0.5774533908069722,2714,0.6330079082852826,0.6764587387301724,0.0,1.3626870971303262
99,0.6615110442585777,0.5743599991960249,2677,0.6397531895686831,0.6832688989484722,0.0,1.3617998563953535
100,0.6757198304786083,0.5699414523189426,2612,0.653862368591619,0.6975772923655976,0.0,1.3600205727443908
101,0.7309134226848087,0.5550247707267504,2406,0.708735512214228,0.7530913331553895,0.0,1.3537420767947095
102,0.729717401933721,0.5526016682761857,2401,0.7076133352026736,0.7518214686647685,0.0,1.3519334633164761
103,0.7275296581708712,0.550730478102878,2400,0.7054958501040703,0.7495634662376721,0.0,1.3400134662028227
104,0.7248234808641323,0.5487844319555494,2400,0.7028675308585869,0.7467794308696777,0.0,1.339084545847566
105,0.7227999092308943,0.5466688573315467,2398,0.7009194810930695,0.7446803373687192,0.0,1.3344136534601563
106,0.7201181570364967,0.5447281684215992,2398,0.6983154049975798,0.7419209090754136,0.0,1.332532910094032
107,0.7178007132867973,0.5427409378086704,2397,0.6960729693179983,0.7395284572555962,0.0,1.3093907360313433
108,0.7151892559723736,0.5408705536213492,2397,0.6935363897692164,0.7368421221755308,0.0,1.304876062205673
109,0.71264115519709,0.5390126385788192,2397,0.691062667577798,0.7342196428163821,0.0,1.3029229157948938
110,0.7102314267234735,0.5372675778548075,2397,0.6887227997503572,0.7317400536965898,0.0,1.3004651997685515
111,0.708355226576972,0.535332387551472,2395,0.6869151253533786,0.7297953278005654,0.0,1.2994769951099032
112,0.7071906875067518,0.5329786709566398,2390,0.685822536191497,0.7285588388220067,0.0,1.2969935424859733
113,0.7049215536130401,0.5310569689226394,2389,0.6836259914645076,0.7262171157615726,0.0,1.296494616669775
114,0.7026191474159752,0.5290921539106074,2388,0.6813979330990564,0.723840361732894,0.0,1.292476027065795
115,0.700071548156008,0.5272772757524443,2388,0.678923126297017,0.721219970014999,0.0,1.2878963431788848
116,0.6974690193830775,0.5253986278780798,2388,0.67639594770434,0.718542091061815,0.0,1.282732890718539
117,0.6946528725653794,0.5233743862323299,2388,0.6736609906481537,0.7156447544826052,0.0,1.2811681441071758
118,0.6918484160241655,0.5213559642919479,2388,0.6709374904474603,0.7127593416008706,0.0,1.2700049020716038
119,0.6891723196814326,0.5194535314321984,2388,0.6683376982705366,0.7100069410923285,0.0,1.2667458295389329
120,0.6863807678712988,0.51747362828709,2388,0.665625557860966,0.7071359778816315,0.0,1.2606873832466714
121,0.683494905668419,0.515419005399221,2388,0.6628221039726334,0.7041677073642045,0.0,1.2578970069662434
122,0.6813636545403216,0.5133867217529712,2386,0.6607637369223497,0.7019635721582934,0.0,1.2578970069662434
123,0.6791865306649135,0.5115653881680603,2385,0.6586553921652438,0.6997176691645832,0.0,1.257336142420957
124,0.6765903294801462,0.5097421259998487,2385,0.6561323656888569,0.6970482932714355,0.0,1.257336142420957
125,0.6742320035674633,0.5077724117542337,2384,0.653848818532131,0.6946151886027956,0.0,1.2550832881562866
126,0.6715571401613626,0.5058807209659811,2384,0.6512498920664272,0.6918643882562979,0.0,1.2528152560551633
127,0.6689189348982731,0.5039469418541918,2384,0.6486893132685427,0.6891485565280036,0.0,1.249958574540854
128,0.666180942523616,0.5019813800427727,2384,0.6460302231917914,0.6863316618554407,0.0,1.2488090893337087
129,0.6633178155816986,0.4999307738046659,2384,0.6432494124321207,0.6833862187312764,0.0,1.2424159669758057
130,0.6606561539477472,0.4980294553694361,2384,0.6406640742150769,0.6806482336804176,0.0,1.2364971852456106
131,0.6581340973534481,0.4962162808010286,2384,0.6382148027344894,0.6780533919724068,0.0,1.2310803422046976
132,0.6561224834179487,0.49422482032833515,2382,0.636274803614516,0.6759701632213813,0.0,1.2304730924579967
133,0.6533217488905676,0.4922320114835807,2382,0.6335540987218948,0.6730893990592404,0.0,1.2304730924579967
134,0.6506587193073073,0.4903460074985735,2382,0.6309668095742881,0.6703506290403266,0.0,1.2280331657325125
135,0.6479704997626132,0.48843922720048044,2382,0.6283551648256289,0.6675858346995975,0.0,1.212373526462904
136,0.6460130903386262,0.4865022852648514,2380,0.62646733413502,0.6655588465422324,0.0,1.2059024650259083
137,0.6441384418794903,0.48460430425302864,2378,0.6246607534958786,0.6636161302631021,0.0,1.1946125652918564
138,0.6429692197790413,0.48236609190128366,2373,0.6235610772200598,0.6623773623380228,0.0,1.1919011728633033
139,0.640634961233115,0.48041348803790546,2372,0.6213013081663624,0.6599686142998676,0.0,1.1877935038473473
140,0.6387026641214603,0.4785213032595434,2370,0.6194370359003682,0.6579682923425523,0.0,1.1850275232601626
141,0.6370150512952605,0.47653015832529705,2367,0.617817433831195,0.6562126687593259,0.0,1.1808364026303915
142,0.6348785914061404,0.47481616576499247,2366,0.6157459823323561,0.6540112004799248,0.0,1.1801328954073336
143,0.6324027412717436,0.47312563391854434,2366,0.6133382517930297,0.6514672307504574,0.0,1.173735870305808
144,0.6300047112162338,0.47144164447904435,2366,0.6110080777077952,0.6490013447246724,0.0,1.169404343900745
145,0.627581105924653,0.4697412604833735,2366,0.6086529890013902,0.6465092228479158,0.0,1.1679483504722532
146,0.6251013849865528,0.46797849290343274,2366,0.6062442983807615,0.643958471592344,0.0,1.1642813229200761
147,0.6226187439486814,0.46621777475720394,2366,0.603832605078898,0.6414048828184649,0.0,1.1620623119057423
148,0.6201067753495464,0.4644482013624266,2366,0.6013919410359908,0.638821609663102,0.0,1.1598289947391527
149,0.6175344260340856,0.4626036223423205,2366,0.5988939186113184,0.6361749334568528,0.0,1.1583320821422918
150,0.6150389029867249,0.46081098637617535,2366,0.5964706294212372,0.6336071765522127,0.0,1.1553187360556199
151,0.6125021956444502,0.4590030560102702,2366,0.594006772220591,0.6309976190683094,0.0,1.1499816203032367
152,0.6101220046543682,0.45703728769780194,2365,0.591701898336501,0.6285421109722353,0.0,1.1437800339555235
153,0.6077335813641331,0.45533943405133875,2365,0.589381904134049,0.6260852585942173,0.0,1.1422122235918355
154,0.6051609095816026,0.45332634088342927,2364,0.586886502709676,0.6234353164535292,0.0,1.1374660407838832
155,0.6028185379426897,0.4514163841891847,2363,0.5846172748065164,0.621019801078863,0.0,1.1318460107795794
156,0.6006089405117824,0.4496351521480844,2362,0.5824756599359293,0.6187422210876354,0.0,1.1318460107795794
157,0.5981084194810338,0.44789544753837957,2362,0.5800452992377441,0.6161715397243235,0.0,1.1302235475908233
158,0.5919890234983253,0.4763065560848231,2362,0.5727801151637745,0.6111979318328761,-7.527878682175456,1.1244849469007745
159,0.5929989013897285,0.44422808912486367,2362,0.5750836815914259,0.6109141211880312,0.0,1.1178093778019
160,0.5904702048450341,0.4424726874823683,2362,0.5726257784229934,0.6083146312670747,0.0,1.1152729389926945
161,0.5880569244763315,0.44077419834207077,2362,0.5702809962132737,0.6058328527393894,0.0,1.1118622907581612
162,0.5855527135759995,0.4390451169246419,2362,0.5678465172240943,0.6032589099279047,0.0,1.111004435318661
163,0.5831459728503012,0.43738845636130064,2362,0.5655065877578594,0.600785357942743,0.0,1.1101444833212744
164,0.5805426408564885,0.43558000197163554,2362,0.5629761886980039,0.5981090930149732,0.0,1.109282425048865
165,0.578195773968495,0.43392189991679553,2362,0.5606961912032065,0.5956953567337835,0.0,1.1049401947876036
166,0.5758474234311179,0.4323319450544933,2362,0.5584119617593056,0.5932828851029303,0.0,1.1023089447567929
167,0.5735231016971675,0.4307283959795323,2362,0.5561523093581565,0.5908938940361784,0.0,1.1023089447567929
168,0.5710483724842752,0.4290150702479528,2362,0.5537466766473063,0.5883500683212441,0.0,1.1014274815994987
169,0.5684933507709117,0.4273010758339446,2362,0.5512607784031959,0.5857259231386275,0.0,1.0870165875374558
170,0.5661420482844063,0.4257037357418244,2362,0.5489738948481888,0.5833102017206238,0.0,1.0805226232197085
171,0.5638138417564748,0.4241145845877658,2362,0.5467097770010829,0.5809179065118666,0.0,1.076757754341589
172,0.5615857962514847,0.4225988668209788,2362,0.5445428586909032,0.5786287338120663,0.0,1.0758102735797987
173,0.5596737584906569,0.4210874050147112,2361,0.5426881805138423,0.5766593364674716,0.0,1.0748602621005814
174,0.5574873292150556,0.41962250872735735,2361,0.540560841369697,0.5744138170604143,0.0,1.0729525956350483
175,0.5551921359218362,0.41811705964601925,2361,0.5383263740028689,0.5720578978408036,0.0,1.0710346512745772
176,0.5532303415240108,0.41657138766213064,2360,0.5364233683512113,0.5700373146968104,0.0,1.0671675063631665
177,0.5516246663995001,0.41483856374417094,2357,0.5348769575585918,0.5683723752404085,0.0,1.064239373916312
178,0.5499767238913226,0.4132868991525698,2355,0.5332845748286228,0.5666688729540224,0.0,1.0602974564515917
179,0.5478962852249052,0.4118849883081328,2355,0.5312607576153314,0.564531812834479,0.0,1.058310068153133
180,0.5458621660011046,0.41037153469939563,2354,0.5292842448173749,0.5624400871848343,0.0,1.0553081226853378
181,0.5438037540382834,0.40901768016776413,2354,0.5272805249855176,0.5603269830910492,0.0,1.0532927443251752
182,0.5416180027570593,0.4075553430168786,2354,0.5251538482452437,0.5580821572688749,0.0,1.0522807856255383
183,0.5394533026091168,0.40613198836871295,2354,0.5230466478485719,0.5558599573696618,0.0,1.0512659602570853
184,0.5375157925946538,0.4048392196841362,2354,0.5211613622589277,0.5538702229303798,0.0,1.0471776824225552
185,0.5353980727091368,0.40341345550384944,2354,0.519101239463386,0.5516949059548875,0.0,1.043042284321605
186,0.53318787501131,0.401921289502954,2354,0.5169513213129066,0.5494244287097135,0.0,1.0378051902953649
187,0.5311224890421604,0.4005502891085347,2354,0.5149413201220852,0.5473036579622357,0.0,1.0367485582690366
188,0.5291848631812256,0.3992485151611939,2354,0.5130562824746917,0.5453134438877595,0.0,1.0324907466399913
189,0.5270482120955567,0.39783989372380274,2354,0.5109765359576691,0.5431198882334444,0.0,1.0303428241780743
190,0.5248435733490271,0.39640702879117634,2354,0.5088297811526692,0.540857365545385,0.0,1.0292640461299682
191,0.5226551406317146,0.3949656847810542,2354,0.5066995749091201,0.5386107063543091,0.0,1.0270967652132836
192,0.5205831453263474,0.3935934536620369,2354,0.5046830141000895,0.5364832765526053,0.0,1.0205157802873164
193,0.518641045219091,0.3923056890706063,2354,0.5027929362655661,0.534489154172616,0.0,1.0176394344084143
194,0.5166631433963362,0.39076582174991426,2353,0.500873886932838,0.5324523998598345,0.0,1.014025686882847
195,0.5146391099382299,0.38946077265043005,2353,0.49890258519737035,0.5303756346790894,0.0,1.014025686882847
196,0.5125373409435956,0.3881370149246661,2353,0.49685430386481977,0.5282203780223714,0.0,1.0128130468237813
197,0.5104719098778183,0.3868113560960183,2353,0.49484243727695637,0.5261013824786803,0.0,1.0115963354295514
198,0.5083283395938263,0.38542561791751034,2353,0.4927548590328867,0.5239018201547658,0.0,1.0069836208833955
199,0.5068235604695877,0.38408687266802327,2351,0.4912975733732939,0.5223495475658815,0.0,1.0069836208833955
200,0.5051785700545457,0.3826296499778223,2349,0.48970490529805355,0.5206522348110378,0.0,1.0069836208833955
201,0.5031670255027445,0.38133924578656503,2349,0.4877455451022139,0.5185885059032751,0.0,1.0035202296346688
202,0.5010564805915804,0.3799955527910864,2349,0.48568933956320476,0.5164236216199559,0.0,1.002358394269442
203,0.49881828963688624,0.37851318838761766,2349,0.48351109589651503,0.5141254833772575,0.0,1.002358394269442
204,0.4970077230845537,0.3771274982151226,2348,0.4817533197504563,0.5122621264186511,0.0,1.0011928359226552
205,0.49502052074055986,0.3758355061916736,2348,0.47981837709986436,0.5102226643812554,0.0,1.0011928359226552
206,0.49299876227526296,0.3745206556177639,2348,0.47784980293185,0.5081477216186759,0.0,0.9964929176301974
207,0.49108982421433,0.37327737794499,2348,0.47599115412101556,0.5061884943076445,0.0,0.9917315865146957
208,0.4890428258062349,0.3719531607123655,2348,0.4739977188815147,0.5040879327309552,0.0,0.9905314794842307
209,0.48736625288143776,0.37052647291656,2346,0.4723724668202264,0.5023600389426491,0.0,0.9869073089086176
210,0.4852247761491556,0.3692176091438086,2346,0.47028395478770624,0.500165597510605,0.0,0.9869073089086176
211,0.4832644475635578,0.36800589767477093,2346,0.4683726595205422,0.4981562356065734,0.0,0.9844710704242655
212,0.48132044667195456,0.3667969603243617,2346,0.4664775796894256,0.4961633136544835,0.0,0.9820184942685907
213,0.4793473082495635,0.3655033876201208,2346,0.46455678719586746,0.49413782930325956,0.0,0.9720405902834822
214,0.47742406365910434,0.36432020471506055,2346,0.4626814214822133,0.49216670583599537,0.0,0.9707740484075713
215,0.47536361399986693,0.362936300616011,2346,0.4606769731170995,0.4900502548826344,0.0,0.9682277867706092
216,0.4734028961850605,0.36169422003208307,2346,0.4587665175423959,0.4880392748277251,0.0,0.9682277867706092
217,0.47149405129408384,0.36047026199026344,2346,0.4569072015417101,0.48608090104645757,0.0,0.9656637616969386
218,0.470748387545572,0.3589079075053137,2340,0.4562061521761047,0.4852906229150393,0.0,0.9630817377382274
219,0.4688231452375313,0.35769088214492795,2340,0.4543302213178015,0.48331606915726116,0.0,0.9604814748381827
220,0.46686963919810015,0.35652273917516336,2340,0.45242404611075454,0.48131523228544576,0.0,0.9591744274782313
221,0.464938666621595,0.35540736550657875,2340,0.45053826625938664,0.47933906698380335,0.0,0.9538994038566221
222,0.4630287652321126,0.354184588799635,2340,0.44867790935277807,0.47737962111144716,0.0,0.9525687802693963
223,0.4611037509380472,0.35304911218577734,2340,0.44679890231525377,0.4754085995608406,0.0,0.9525687802693963
224,0.45921605025434,0.3518666949816975,2340,0.44495911082754663,0.4734729896811333,0.0,0.9512333448399841
225,0.45768503945937206,0.35057951252287234,2338,0.4434741797934045,0.47189589912533964,0.0,0.949893064614402
226,0.4558696780224596,0.3494517615932497,2338,0.4417045321236306,0.4700348239212886,0.0,0.943117814650452
227,0.4539400527903468,0.3482660146774513,2338,0.4398229715456629,0.46805713403503074,0.0,0.9417477546969166
228,0.45196088152266783,0.34708874432476167,2338,0.4378915213317631,0.46603024171357255,0.0,0.9362163053436003
229,0.4500972929907689,0.34597771146678585,2338,0.4360729688942878,0.46412161708724997,0.0,0.9334193454318799
230,0.44813738893418226,0.34478617586786436,2338,0.4341613641380836,0.4621134137302809,0.0,0.9320129266220111
231,0.4464492390777037,0.3437708087214776,2338,0.4325143725339025,0.46038410562150484,0.0,0.9306011646603002
232,0.4446913131037116,0.3427071883968251,2338,0.4307995607711852,0.45858306543623806,0.0,0.9291840211094702
233,0.44277676104896124,0.34155900590985605,2338,0.42893155068369304,0.45662197141422944,0.0,0.9263334334505651
234,0.4451087765267589,0.3393112089620862,2316,0.4312895097640174,0.4589280432895004,0.0,0.9248999104099555
235,0.44334279213239336,0.3382483408553354,2316,0.4295668132349297,0.45711877102985704,0.0,0.9234608479034669
236,0.4414893823992178,0.3371597951848421,2316,0.4277577371477011,0.4552210276507345,0.0,0.9220162054007532
237,0.43957714611754317,0.3360282440034938,2316,0.4258915860150511,0.4532627062200352,0.0,0.9161810094112476
238,0.4377601008216576,0.33498775872482106,2316,0.4241169169898248,0.45140328465349044,0.0,0.9102531748989017
239,0.43594522506201105,0.3339120379370584,2316,0.42234585255186663,0.4495445975721555,0.0,0.9072536436016775
240,0.4341295553292518,0.3328674345987618,2316,0.42057272680766977,0.4476863838508338,0.0,0.9027088093788534
241,0.4322800235489781,0.33179487654420153,2316,0.41876687753915226,0.44579316955880394,0.0,0.9011815349797225
242,0.43042821024056965,0.33069548631133794,2316,0.41695983954762994,0.44389658093350937,0.0,0.9011815349797225
243,0.4285482056974938,0.3296757014252137,2316,0.41512136820183654,0.44197504319315106,0.0,0.8981082057786787
244,0.4264915269468434,0.3285111122514472,2316,0.4131121201520772,0.43987093374160957,0.0,0.8965620537728184
245,0.4245966156550847,0.3274556403945865,2316,0.4112601954954938,0.43793303581467563,0.0,0.8950095111014733
246,0.42278449283225694,0.32646795963777375,2316,0.4094882983519077,0.4360806873126062,0.0,0.893450527761129
247,0.4208601376825915,0.3253908558812977,2316,0.40760781084866465,0.43411246451651836,0.0,0.8871491672958165
248,0.4160445365305833,0.35666711543530727,2316,0.4015184086470545,0.4305706644141121,-6.718154123275963,0.882352982156012
249,0.4170882271637645,0.32315110689636156,2316,0.40392711950529336,0.4302493348222356,0.0,0.880740602338315
250,0.4152796789824586,0.32215667539824133,2316,0.402159071943439,0.4284002860214782,0.0,0.8774950334037759
251,0.413456165157296,0.321133756754443,2316,0.40037721894539274,0.42653511136919925,0.0,0.8758617312583052
252,0.41155196139312067,0.32000349891648705,2316,0.39851904765571533,0.424584875130526,0.0,0.869257054211734
253,0.4096061483809486,0.31886091843072806,2316,0.3966197689875719,0.4225925277743253,0.0,0.869257054211734
254,0.40777153727071,0.3177945180208026,2316,0.3948285896041711,0.42071448493724894,0.0,0.8659110019888667
255,0.4059574866836012,0.316716459471945,2316,0.39305844554970554,0.4188565278174969,0.0,0.8629136530366148
256,0.4040793849792319,0.3157221973574812,2316,0.3912208375662301,0.4169379323922337,0.0,0.8591290102157426
257,0.40204796905704887,0.31457513501733514,2316,0.38923613852239736,0.4148597995917004,0.0,0.8591290102157426
258,0.40002850768661896,0.31348876715748575,2316,0.38726092210132723,0.4127960932719107,0.0,0.8522237444630616
259,0.39798366569648036,0.31229605997375937,2316,0.38526465598580284,0.4107026754071579,0.0,0.8504776681953155
260,0.3961023262601775,0.3113221012625562,2316,0.38342298336536257,0.4087816691549924,0.0,0.845190912026019
