id,player_name,circuit
322996,Aastha Dargude,WTA
318814,Abbi Melrose,WTA
317914,Abbie Myers,WTA
313112,Abbie Probert,WTA
322258,Abigail Amos,WTA
328318,Abigail Rencheli,WTA
190771,Abigail Spears,WTA
319741,Abigail Tere-Apisah,WTA
200218,Abigail Tordoff,WTA
332487,Ada Piestrzynska,WTA
314241,Adeline Chiang,WTA
314400,Adeline Goncalves,WTA
320941,Adeliya Zabirova,WTA
327378,Adithya Karunaratne,WTA
50112,Adria Engel,WTA
20334,Adriana Barna,WTA
20488,Adriana Basaric,WTA
20551,Adriana Burz,WTA
310488,Adriana Gonzalez Penas,WTA
100132,Adriana Jerabek,WTA
316802,Adriana Pérez,WTA
322847,Adriana Rajkovic,WTA
328646,Adriana Reami,WTA
70267,Adriana Rikl Gersi,WTA
180256,Adriana Rodriguez,WTA
190276,Adriana Serra Zanetti,WTA
310822,Adriana Solarova,WTA
322000,Adriana Sosnovschi,WTA
190951,Adriana Szili,WTA
80313,Adrienn Hegedus,WTA
325957,Adrienn Nagy,WTA
320636,Adrijana Lekaj,WTA
333455,Aely Arai,WTA
317096,Agata Baranska,WTA
323031,Agata Bienkowska,WTA
30461,Agata Cioroch,WTA
110395,Agata Kurowska,WTA
318677,Agathe Timsit,WTA
331116,Aglaya Fedorova,WTA
319525,Agne Cepelyte,WTA
316605,Agnes Bukta,WTA
312668,Agnes Szatmari,WTA
311872,Agnes Szavay,WTA
260159,Agnese Zucchini,WTA
311368,Agni Stefanou,WTA
312251,Agnieszka Radwanska,WTA
332731,Agostina Andreazzini,WTA
322601,Agustina Chlpac,WTA
312866,Agustina Lepore,WTA
318481,Agustina Serio,WTA
316141,Agustina Sol Eskenazi,WTA
321126,Ahlam Shawkat,WTA
310210,Ahsha Rolle,WTA
316129,Ai Koga,WTA
190353,Ai Sugiyama,WTA
317962,Ai Wen Zhu,WTA
326716,Ai Yamaguchi,WTA
313609,Ai Yamamoto,WTA
140219,Aiko Nakamura,WTA
318005,Aiko Yoshitomi,WTA
320062,Ailen Crespo Azconzabal,WTA
315379,Aimee Gibson,WTA
180444,Aina Rafolumanansiatosika,WTA
316474,Ainhoa Atucha Gomez,WTA
70370,Ainhoa Goni,WTA
314404,Airi Hagimoto,WTA
310578,Ajda Brumen,WTA
315232,Ajla Tomljanovic,WTA
328099,Akanksha Nitture,WTA
312509,Akari Inoue,WTA
331856,Akasha Urhobo,WTA
10362,Akgul Amanmuradova,WTA
314233,Aki Yamasoto,WTA
320337,Akiho Kakuya,WTA
70397,Akiko Gunji,WTA
311930,Akiko Kato,WTA
110430,Akiko Kinebuchi,WTA
130541,Akiko Morigami,WTA
316478,Akiko Omae,WTA
310162,Akiko Yonemura,WTA
326302,Akilah James,WTA
313212,Akshitha Basavaraju,WTA
319122,Akvile Parazinskaite,WTA
320915,Alana Parnaby,WTA
322631,Alana Smith,WTA
311533,Alana Van Dervort,WTA
332838,Alanis Hamilton,WTA
20427,Alanna Broderick,WTA
321391,Alba Carrillo Marin,WTA
329275,Alba Rey Garcia,WTA
20458,Alberta Brianti,WTA
70505,Albertina Gandara,WTA
314720,Albina Khabibulina,WTA
318390,Aldila Sutjiadi,WTA
319581,Alejandra Cisneros,WTA
314207,Alejandra Granillo,WTA
180405,Alejandra Rivero,WTA
316910,Alejandra Sala-Juste,WTA
311248,Aleke Tsoubanos,WTA
316298,Aleksandra Filipovski,WTA
314107,Aleksandra Grela,WTA
319693,Aleksandra Karamanoleva,WTA
110546,Aleksandra Kostikova,WTA
316344,Aleksandra Krunic,WTA
326294,Aleksandra Kulik,WTA
311709,Aleksandra Kulikova,WTA
311059,Aleksandra Lukic,WTA
312241,Aleksandra Malyarchikova,WTA
325015,Aleksandra Pitak,WTA
323791,Aleksandra Pospelova,WTA
316342,Aleksandra Shul,WTA
190748,Aleksandra Srndovic,WTA
321710,Aleksandra Vostrikova,WTA
220217,Aleksandra Vucenovic,WTA
310494,Aleksandra Wozniak,WTA
329579,Aleksandra Zuchanska,WTA
314672,Aleksandrina Naydenova,WTA
312816,Alena Bayarchyk,WTA
314183,Alena Fomina-Klotz,WTA
160334,Alena Paulenkova,WTA
318422,Alena Tarasova,WTA
220135,Alena Vaskova,WTA
100112,Alena Yaryshka,WTA
314329,Alenka Hubacek,WTA
329991,Alessandra Caceres,WTA
312674,Alessandra Di Batte,WTA
312096,Alessandra Ferrazzi,WTA
327048,Alessandra Mazzola,WTA
329309,Alessandra Simone,WTA
314223,Alessia Bertoia,WTA
317219,Alessia Camplone,WTA
332575,Alevtina Ibragimova,WTA
130709,Alex Mcgoodwin,WTA
312214,Alexa Glatch,WTA
321145,Alexa Graham,WTA
313841,Alexa Guarachi,WTA
327245,Alexa Noel,WTA
320442,Alexa Pirok,WTA
328223,Alexa Pitt,WTA
326035,Alexa Ryngler,WTA
314120,Alexandra Anghelescu,WTA
326032,Alexandra Anttila,WTA
316000,Alexandra Artamonova,WTA
322704,Alexandra Bozovic,WTA
313215,Alexandra Cadantu-Ignatik,WTA
314950,Alexandra Cercone,WTA
313553,Alexandra Damaschin,WTA
312138,Alexandra Del Rey Guardiola,WTA
324550,Alexandra Dubrovina,WTA
312712,Alexandra Dulgheru,WTA
330332,Alexandra Eala,WTA
60127,Alexandra Fusai,WTA
317989,Alexandra Grinchishina,WTA
80434,Alexandra Hirsch,WTA
311729,Alexandra Iacob,WTA
328722,Alexandra Iordache,WTA
311360,Alexandra Karavaeva,WTA
312540,Alexandra Kiesl,WTA
315628,Alexandra Kolesnichenko,WTA
310415,Alexandra Korotkevich,WTA
310250,Alexandra Mayrat,WTA
327557,Alexandra Mikhailuk,WTA
314906,Alexandra Moreno-Kaste,WTA
321178,Alexandra Morozova,WTA
310808,Alexandra Mueller,WTA
317047,Alexandra Nancarrow,WTA
313486,Alexandra Odell-Michels,WTA
150189,Alexandra Orasanu,WTA
320585,Alexandra Osborne,WTA
311956,Alexandra Panova,WTA
318641,Alexandra Perper,WTA
160513,Alexandra Podkolzina,WTA
313352,Alexandra Poorta,WTA
160461,Alexandra Popa,WTA
314543,Alexandra Razumova,WTA
310489,Alexandra Recio,WTA
315051,Alexandra Riley,WTA
315719,Alexandra Romanova,WTA
322467,Alexandra Sanford,WTA
332168,Alexandra Shubladze,WTA
317628,Alexandra Starkova,WTA
190125,Alexandra Stevenson,WTA
325321,Alexandra Vagramov,WTA
321863,Alexandra Valenstein,WTA
325700,Alexandra Vecic,WTA
324619,Alexandra Viktorovitch,WTA
315941,Alexandra Walker,WTA
315943,Alexandra Walters,WTA
327832,Alexandra Yepifanova,WTA
260137,Alexandra Zerkalova,WTA
260138,Alexandra Zotta,WTA
120429,Alexandria Liles,WTA
322734,Alexandria Stiteler,WTA
332239,Alexia Iulia Marginean,WTA
332918,Alexia Jacobs,WTA
310244,Alexia Virgili,WTA
329369,Alexis Blokhina,WTA
310665,Alexis King,WTA
311301,Alexis Prousis,WTA
324233,Ali Collins,WTA
317790,Aliaksandra Sasnovich,WTA
324250,Alica Rusova,WTA
326265,Alice Amendola,WTA
317742,Alice Bacquie,WTA
311065,Alice Balducci,WTA
20624,Alice Barnes,WTA
329441,Alice Battesti,WTA
313018,Alice Bellicha,WTA
30338,Alice Canepa,WTA
325728,Alice Gillan,WTA
311089,Alice Izomor,WTA
310572,Alice Mackenzie,WTA
319373,Alice Matteucci,WTA
313830,Alice Moroni,WTA
322478,Alice Rame,WTA
324056,Alice Robbe,WTA
314539,Alice Savoretti,WTA
313342,Alice Tisset,WTA
325406,Alice Tubello,WTA
314051,Alice-Andrada Radu,WTA
318925,Alicia Barnett,WTA
321880,Alicia Herrero Linana,WTA
130548,Alicia Molik,WTA
150072,Alicia Ortuno,WTA
160360,Alicia Pillay,WTA
321903,Alicia Smith,WTA
310779,Alicja Rosolska,WTA
200256,Alienor Tricerri,WTA
321434,Alija Merdeeva,WTA
317253,Alina Abdurakhimova,WTA
329198,Alina Charaeva,WTA
328688,Alina Granwehr,WTA
260065,Alina Jidkova,WTA
331330,Alina Korneeva,WTA
326478,Alina Michalitsch,WTA
316016,Alina Mikheeva,WTA
314155,Alina Petras,WTA
328934,Alina Shcherbinina,WTA
319863,Alina Silich,WTA
313057,Alina Stanila,WTA
314814,Alina Wessel,WTA
310131,Aline Pinheiro,WTA
322913,Aline Thommen,WTA
320735,Aliona Bolsova,WTA
329250,Aliona Falei,WTA
326295,Alisa Axyanova,WTA
330896,Alisa Baranovska,WTA
311777,Alisa Kleybanova,WTA
329166,Alisa Kummel,WTA
316073,Alisa Ogorodova,WTA
324376,Alise Cernecka,WTA
312365,Alise Vaidere,WTA
325185,Alisha Reayer,WTA
312989,Alison Bai,WTA
140096,Alison Nash,WTA
150159,Alison Ojeda,WTA
312850,Alison Riske-Amritraj,WTA
313884,Alison Shemon,WTA
317819,Alison Van Uytvanck,WTA
220276,Alissa Velts,WTA
316630,Alix Collombon,WTA
310495,Alizee Paradis,WTA
312121,Alizé Cornet,WTA
315301,Alizé Lim,WTA
311362,Alla Kudryavtseva,WTA
311006,Allessandra Esposito,WTA
319042,Allie Kiick,WTA
313952,Allie Will,WTA
20549,Allison Bradshaw,WTA
329123,Allura Zamarripa,WTA
20670,Ally Baker,WTA
316339,Almudena Sanz-Llaneza Fernandez,WTA
20608,Alona Bondarenko,WTA
320676,Alona Pushkarevsky,WTA
326007,Alycia Parks,WTA
314903,Alyona Sotnikova,WTA
332107,Alyssa Ahn,WTA
30514,Alyssa Cohen,WTA
330705,Alyssa Reguer,WTA
328764,Alyssa Tobita,WTA
326384,Amanda Anisimova,WTA
10223,Amanda Augustus,WTA
314095,Amanda Carreras,WTA
30037,Amanda Coetzer,WTA
40248,Amanda Dundas,WTA
314458,Amanda Elliott,WTA
312786,Amanda Fink,WTA
70340,Amanda Grahame,WTA
80260,Amanda Hopmans,WTA
100144,Amanda Johnson,WTA
100106,Amanda Keen,WTA
316305,Amanda Marie Taylor,WTA
316279,Amanda Mcdowell,WTA
327206,Amanda Nava Elkin,WTA
318994,Amanda Rodgers,WTA
190868,Amanda Sanches,WTA
312042,Amandine Cazeaux,WTA
40333,Amandine Dulon,WTA
315148,Amandine Hesse,WTA
329331,Amandine Monnot,WTA
190710,Amandine Singla,WTA
110592,Amani Khalifa,WTA
328131,Amarissa Toth,WTA
329919,Amarni Banks,WTA
120378,Amber Liu,WTA
325786,Amber Marshall,WTA
328703,Amber Washington,WTA
325478,Ambre Feder,WTA
329251,Amelia Rajecki,WTA
332417,Amelia Waligora,WTA
30347,Amelie Cocheteux,WTA
319677,Amelie Intert,WTA
330421,Amelie Smejkalova,WTA
330527,Amelie Van Impe,WTA
314060,Ami Nakano,WTA
130624,Amiella Mojzis,WTA
321965,Amina Anshba,WTA
312756,Amina Rakhim,WTA
315998,Aminat Kushkhova,WTA
321967,Amira Benaissa,WTA
313355,Amra Sadikovic,WTA
320181,Amrita Mukherjee,WTA
317721,Amy Bowtell,WTA
40354,Amy Dillingham,WTA
60034,Amy Frazier,WTA
100107,Amy Jensen,WTA
319717,Amy Zhu,WTA
130450,Amélie Mauresmo,WTA
120414,An-Na Lee,WTA
316512,An-Sophie Mestach,WTA
322120,Ana Becerra,WTA
311347,Ana Beltran Trigueros,WTA
313660,Ana Belzunce-Crompin,WTA
319892,Ana Bianca Mihaila,WTA
325328,Ana Biskic,WTA
315427,Ana Bogdan,WTA
331305,Ana Candiotto,WTA
140159,Ana Catarina Nogueira,WTA
200361,Ana Cecilia Trevino,WTA
310127,Ana Cetnik,WTA
311983,Ana Clara Duarte,WTA
318790,Ana Filipa Santos,WTA
60155,Ana Friganovic,WTA
324747,Ana Giraldi Requena,WTA
310629,Ana Gloria Osorio,WTA
331582,Ana Grubor,WTA
311710,Ana Ivanovic,WTA
310122,Ana Jovanovic,WTA
329421,Ana Karen Guadiana Campos,WTA
320682,Ana Konjuh,WTA
325202,Ana Lantigua De La Nuez,WTA
130671,Ana Lucia Migliarini De Leon,WTA
319582,Ana Madcur,WTA
326585,Ana Makatsaria,WTA
317169,Ana Maria Crisan,WTA
311012,Ana Maria Moura,WTA
190740,Ana Maria Simanca,WTA
190734,Ana Maria Sismondini,WTA
130619,Ana Martin Ramirez,WTA
130633,Ana Maslesa,WTA
315085,Ana Miguel-Ivern,WTA
311049,Ana Paula De La Pena,WTA
320579,Ana Paula Neffa De Los Rios,WTA
140177,Ana Paula Novaes,WTA
321445,Ana Roman Dominguez,WTA
313174,Ana Ruiz-Fernandez,WTA
190375,Ana Salas Lozano,WTA
314035,Ana Savic,WTA
324858,Ana Shanidze,WTA
190704,Ana Skafar,WTA
316694,Ana Sofia Sanchez,WTA
200323,Ana Timotic,WTA
312378,Ana Veselinovic,WTA
320063,Ana Victoria Gobbi Monllau,WTA
220278,Ana Vrljic,WTA
313721,Ana-Maria Constantinescu,WTA
315521,Ana-Maria Nedelcu,WTA
312043,Ana-Maria Zubori,WTA
130611,Anabel Medina Garrigues,WTA
318744,Anaeve Pain,WTA
310091,Anais Laurendon,WTA
315761,Anais Van Cauter,WTA
312299,Anamaria Sere,WTA
312672,Anamika Bhargava,WTA
328213,Anastasia Abbagnato,WTA
323191,Anastasia Chikalkina,WTA
323849,Anastasia Detiuc,WTA
40401,Anastasia Dvornikova,WTA
318418,Anastasia Frolova,WTA
322333,Anastasia Gasanova,WTA
331163,Anastasia Grechkina,WTA
313949,Anastasia Grymalska,WTA
323953,Anastasia Iamachkine,WTA
314708,Anastasia Kharchenko,WTA
318416,Anastasia Klyueva,WTA
312980,Anastasia Kontratevidi,WTA
329181,Anastasia Kovaleva,WTA
323608,Anastasia Kulikova,WTA
313292,Anastasia Malhotra,WTA
316017,Anastasia Mukhametova,WTA
130533,Anastasia Myskina,WTA
320866,Anastasia Nefedova,WTA
313796,Anastasia Pavlyuchenkova,WTA
328154,Anastasia Piangerelli,WTA
313390,Anastasia Pivovarova,WTA
313538,Anastasia Poltoratskaya,WTA
325601,Anastasia Potapova,WTA
320857,Anastasia Pribylova,WTA
312398,Anastasia Revzina,WTA
180356,Anastasia Rodionova,WTA
317920,Anastasia Rudakova,WTA
331453,Anastasia Safta,WTA
323246,Anastasia Shaulskaya,WTA
322033,Anastasia Smirnova,WTA
324555,Anastasia Sukhotina,WTA
328279,Anastasia Sysoeva,WTA
326961,Anastasia Tikhonova,WTA
318522,Anastasia Vdovenco,WTA
327367,Anastasia Zakharova,WTA
321679,Anastasia Zarycka,WTA
332162,Anastasiia Gureva,WTA
329858,Anastasiya Soboleva,WTA
313987,Anastasija Sevastova,WTA
330339,Anastasiya Apalikhina,WTA
320416,Anastasiya Fedoryshyn,WTA
320621,Anastasiya Komardina,WTA
331135,Anastasiya Lopata,WTA
315354,Anastasiya Lytovchenko,WTA
326774,Anastasiya Poplavska,WTA
316628,Anastasiya Prenko,WTA
319017,Anastasiya Rychagova,WTA
318420,Anastasiya Saitova,WTA
320590,Anastasiya Shestakova,WTA
318820,Anastasiya Shleptsova,WTA
320768,Anastasiya Shoshyna,WTA
314888,Anastasiya Vasylyeva,WTA
310626,Anastasiya Yakimova,WTA
319070,Anastasiya Yepisheva,WTA
50126,Anat Elazari,WTA
10324,Anca Anastasiu,WTA
20113,Anca Barna,WTA
330442,Anca Todoni,WTA
312364,Anda Perianu,WTA
320652,Andie K Daniell,WTA
328063,Andjela Jocovic,WTA
331617,Andjela Lazarevic,WTA
314368,Andjela Nemcevic,WTA
311711,Andra Savu,WTA
312313,Andrada Dinu,WTA
329344,Andre Lukosiute,WTA
80459,Andrea  Sestini Hlavackova,WTA
20707,Andrea Benitez,WTA
313544,Andrea Berkova,WTA
326153,Andrea Farulla Di Palma,WTA
