full_name,player_id,ranking,points,movement,date
Iga Swiatek,326408,1,9295,0,2023-12-18
Aryna Sabalenka,320760,2,9050,0,2023-12-18
Coco Gauff,328560,3,6580,0,2023-12-18
Elena Rybakina,324166,4,6365,0,2023-12-18
Jessica Pegula,316956,5,5975,0,2023-12-18
Ons Jabeur,316847,6,4195,0,2023-12-18
Marketa Vondrousova,323027,7,4046,0,2023-12-18
Karolina Muchova,322191,8,3650,0,2023-12-18
Maria Sakkari,318312,9,3620,0,2023-12-18
Barbora Krejcikova,318314,10,2880,0,2023-12-18
Beatriz Haddad Maia,318176,11,2855,0,2023-12-18
Madison Keys,316959,12,2816,0,2023-12-18
Jelena Ostapenko,319939,13,2720,0,2023-12-18
Petra Kvitova,314206,14,2660,0,2023-12-18
Qinwen Zheng,328120,15,2660,0,2023-12-18
Liudmila Samsonova,322222,16,2650,0,2023-12-18
Belinda Bencic,319001,17,2571,0,2023-12-18
Daria Kasatkina,322082,18,2550,0,2023-12-18
Veronika Kudermetova,319526,19,2520,0,2023-12-18
Caroline Garcia,315391,20,2095,0,2023-12-18
Ekaterina Alexandrova,319007,21,2035,0,2023-12-18
Victoria Azarenka,312001,22,1905,0,2023-12-18
Donna Vekic,318516,23,1865,0,2023-12-18
Magda Linette,315130,24,1861,0,2023-12-18
Elina Svitolina,316738,25,1809,0,2023-12-18
Sorana Cirstea,312469,26,1765,0,2023-12-18
Anastasia Potapova,325601,27,1588,1,2023-12-18
Anhelina Kalinina,320567,28,1570,-1,2023-12-18
Elise Mertens,317964,29,1495,0,2023-12-18
Jasmine Paolini,319280,30,1435,0,2023-12-18
Lesia Tsurenko,315295,31,1432,0,2023-12-18
Emma Navarro,325410,32,1355,0,2023-12-18
Sofia Kenin,320942,33,1332,0,2023-12-18
Marie Bouzkova,320983,34,1325,0,2023-12-18
Leylah Fernandez,326735,35,1325,0,2023-12-18
Xinyu Wang,326376,36,1320,0,2023-12-18
Lin Zhu,317306,37,1292,0,2023-12-18
Karolina Pliskova,313974,38,1285,0,2023-12-18
Marta Kostyuk,326482,39,1260,0,2023-12-18
Petra Martic,313711,40,1253,0,2023-12-18
Linda Noskova,329668,41,1247,0,2023-12-18
Martina Trevisan,316266,42,1187,0,2023-12-18
Varvara Gracheva,325836,43,1186,0,2023-12-18
Caroline Dolehide,322052,44,1163,0,2023-12-18
Katerina Siniakova,320301,45,1160,0,2023-12-18
Elisabetta Cocciaretto,327909,46,1140,0,2023-12-18
Sloane Stephens,315683,47,1135,0,2023-12-18
Sara Sorribes Tormo,318872,48,1126,0,2023-12-18
Peyton Stearns,327573,49,1119,0,2023-12-18
Anna Blinkova,324267,50,1110,0,2023-12-18
Arantxa Rus,313349,51,1094,1,2023-12-18
Danielle Collins,316925,52,1088,1,2023-12-18
Camila Giorgi,314610,53,1087,1,2023-12-18
Tatjana Maria,310440,54,1080,1,2023-12-18
Clara Burel,325320,55,1079,-4,2023-12-18
Katie Boulter,319125,56,1073,0,2023-12-18
Mirra Andreeva,331809,57,1069,0,2023-12-18
Anastasia Pavlyuchenkova,313796,58,1044,0,2023-12-18
Mayar Sherif,318711,59,1005,0,2023-12-18
Greet Minnen,321454,60,984,0,2023-12-18
Cristina Bucsa,321158,61,983,21,2023-12-18
Lucia Bronzetti,322280,62,968,-1,2023-12-18
Rebeka Masarova,322087,63,962,-1,2023-12-18
Paula Badosa,320124,64,947,-1,2023-12-18
Bernarda Pera,317708,65,941,0,2023-12-18
Yulia Putintseva,317683,66,937,0,2023-12-18
Nadia Podoroska,319112,67,936,0,2023-12-18
Lauren Davis,317414,68,933,0,2023-12-18
Ana Bogdan,315427,69,928,-5,2023-12-18
Xiyu Wang,326160,70,926,-1,2023-12-18
Yanina Wickmayer,312536,71,917,-1,2023-12-18
