full_name,player_id,ranking,points,movement,date
Martina Hingis,80301,1,5342,0,2001-08-27
Jennifer Capriati,30200,2,4833,0,2001-08-27
Lindsay Davenport,40106,3,4731,0,2001-08-27
Venus Williams,230220,4,4433,0,2001-08-27
Kim Clijsters,30458,5,2956,0,2001-08-27
Justine Henin,80350,6,2693,0,2001-08-27
Amélie Mauresmo,130450,7,2580,1,2001-08-27
Monica Seles,190141,8,2318,-1,2001-08-27
Nathalie Tauziat,200011,9,2215,0,2001-08-27
Serena Williams,230234,10,2125,0,2001-08-27
Elena Dementieva,40289,11,1831,0,2001-08-27
Meghann Shaughnessy,190565,12,1744,0,2001-08-27
Jelena Dokic,40344,13,1646,1,2001-08-27
Amanda Coetzer,30037,14,1605,-1,2001-08-27
Magdalena Maleeva,130245,15,1522,0,2001-08-27
Silvia Farina Elia,60061,16,1509,0,2001-08-27
Anke Huber,80150,17,1475,0,2001-08-27
Sandrine Testud,200109,18,1417,0,2001-08-27
Barbara Schett,190349,19,1327,1,2001-08-27
Anna Kournikova,110375,20,1318,-1,2001-08-27
Arantxa Sanchez-Vicario,190008,21,1293,0,2001-08-27
Conchita Martínez,130113,22,1232,0,2001-08-27
Henrieta Nagyova,140145,23,1093,4,2001-08-27
Iroda Tulyaganova,200265,24,1092,0,2001-08-27
Magui Serna,190482,25,1086,0,2001-08-27
Paola Suárez,190360,26,1064,0,2001-08-27
Elena Likhovtseva,120151,27,1060,-4,2001-08-27
Tamarine Tanasugarn,200137,28,1013,0,2001-08-27
Angeles Montolio,130324,29,1011,0,2001-08-27
Chanda Rubin,180175,30,1008,0,2001-08-27
Lisa Raymond,180144,31,948,1,2001-08-27
Amy Frazier,60034,32,946,-1,2001-08-27
Cristina Torrens Valero,200122,33,897,0,2001-08-27
Francesca Schiavone,190666,34,837,0,2001-08-27
Lina Krasnoroutskaya,110489,35,834,1,2001-08-27
Anne Kremer,110242,36,815,1,2001-08-27
Daja Bedanova,20522,37,779,3,2001-08-27
