full_name,player_id,ranking,points,movement,date
Aryna Sabalenka,320760,1,10870,0,2025-12-08
Iga Swiatek,326408,2,8395,0,2025-12-08
Coco Gauff,328560,3,6763,0,2025-12-08
Amanda Anisimova,326384,4,6287,0,2025-12-08
Elena Rybakina,324166,5,5850,0,2025-12-08
Jessica Pegula,316956,6,5583,0,2025-12-08
Madison Keys,316959,7,4335,0,2025-12-08
Jasmine Paolini,319280,8,4325,0,2025-12-08
Mirra Andreeva,331809,9,4319,0,2025-12-08
Ekaterina Alexandrova,319007,10,3375,0,2025-12-08
Belinda Bencic,319001,11,3119,0,2025-12-08
Clara Tauson,327793,12,2770,0,2025-12-08
Linda Noskova,329668,13,2641,0,2025-12-08
Elina Svitolina,316738,14,2606,0,2025-12-08
Emma Navarro,325410,15,2515,0,2025-12-08
Naomi Osaka,319998,16,2487,0,2025-12-08
Liudmila Samsonova,322222,17,2209,0,2025-12-08
Victoria Mboko,331006,18,2157,0,2025-12-08
Karolina Muchova,322191,19,1996,0,2025-12-08
Elise Mertens,317964,20,1969,0,2025-12-08
Diana Shnaider,330482,21,1866,0,2025-12-08
Leylah Fernandez,326735,22,1821,0,2025-12-08
Jelena Ostapenko,319939,23,1800,0,2025-12-08
Qinwen Zheng,328120,24,1728,0,2025-12-08
Paula Badosa,320124,25,1676,0,2025-12-08
Marta Kostyuk,326482,26,1659,0,2025-12-08
Dayana Yastremska,324261,27,1604,0,2025-12-08
Sofia Kenin,320942,28,1589,0,2025-12-08
Emma Raducanu,328366,29,1563,0,2025-12-08
Veronika Kudermetova,319526,30,1558,0,2025-12-08
Mccartney Kessler,326678,31,1558,0,2025-12-08
Maya Joint,330544,32,1539,0,2025-12-08
Anna Kalinskaya,323942,33,1461,0,2025-12-08
Marketa Vondrousova,323027,34,1445,0,2025-12-08
Iva Jovic,332285,35,1423,0,2025-12-08
Lois Boisson,328884,36,1351,0,2025-12-08
Daria Kasatkina,322082,37,1334,0,2025-12-08
Ann Li,326096,38,1334,0,2025-12-08
Jaqueline  Cristian,320319,39,1324,0,2025-12-08
Eva Lys,325826,40,1291,0,2025-12-08
Jessica Bouzas Maneiro,328139,41,1262,0,2025-12-08
Marie Bouzkova,320983,42,1260,0,2025-12-08
Sorana Cirstea,312469,43,1243,0,2025-12-08
Ashlyn Krueger,329409,44,1229,0,2025-12-08
Tatjana Maria,310440,45,1229,0,2025-12-08
Laura Siegemund,310926,46,1214,0,2025-12-08
Anastasia Pavlyuchenkova,313796,47,1184,0,2025-12-08
Katerina Siniakova,320301,48,1172,0,2025-12-08
Emiliana Arango,324789,49,1161,0,2025-12-08
Anastasia Potapova,325601,50,1131,1,2025-12-08
Maria Sakkari,318312,51,1116,1,2025-12-08
Alexandra Eala,330332,52,1116,-2,2025-12-08
Janice Tjen,328818,53,1105,0,2025-12-08
Cristina Bucsa,321158,54,1098,0,2025-12-08
Magda Linette,315130,55,1089,0,2025-12-08
Xinyu Wang,326376,56,1056,0,2025-12-08
Beatriz Haddad Maia,318176,57,1052,0,2025-12-08
Magdalena Frech,320277,58,1051,0,2025-12-08
Elsa Jacquemot,328142,59,1044,0,2025-12-08
Tereza Valentova,330808,60,1039,0,2025-12-08
Hailey Baptiste,327101,61,1023,0,2025-12-08
Anna Blinkova,324267,62,1018,0,2025-12-08
Peyton Stearns,327573,63,1013,0,2025-12-08
Danielle Collins,316925,64,996,0,2025-12-08
Barbora Krejcikova,318314,65,989,0,2025-12-08
Solana Sierra,329081,66,978,0,2025-12-08
Olga Danilovic,324934,67,957,0,2025-12-08
Viktorija Golubic,316296,68,953,0,2025-12-08
Sonay Kartal,329918,69,937,0,2025-12-08
Donna Vekic,318516,70,935,0,2025-12-08
Yulia Putintseva,317683,71,924,1,2025-12-08
