full_name,player_id,ranking,points,movement,date
Angelique Kerber,311470,1,7035,0,2017-05-29
Serena Williams,230234,2,6110,0,2017-05-29
Karolina Pliskova,313974,3,6100,0,2017-05-29
Simona Halep,314320,4,5790,0,2017-05-29
Garbiñe Muguruza,316239,5,4636,0,2017-05-29
Elina Svitolina,316738,6,4575,0,2017-05-29
Dominika Cibulkova,312894,7,4480,0,2017-05-29
Johanna Konta,313907,8,4330,0,2017-05-29
Svetlana Kuznetsova,110552,9,4310,0,2017-05-29
Agnieszka Radwanska,312251,10,4095,0,2017-05-29
Venus Williams,230220,11,3941,0,2017-05-29
Caroline Wozniacki,313402,12,3915,0,2017-05-29
Madison Keys,316959,13,3163,0,2017-05-29
Kristina Mladenovic,315616,14,2915,0,2017-05-29
Elena Vesnina,311220,15,2816,0,2017-05-29
Petra Kvitova,314206,16,2780,0,2017-05-29
Anastasia Pavlyuchenkova,313796,17,2640,0,2017-05-29
Kiki Bertens,314584,18,2395,1,2017-05-29
Anastasija Sevastova,313987,19,2165,-1,2017-05-29
Coco Vandeweghe,314464,20,2082,0,2017-05-29
Barbora Strycova,190879,21,2050,0,2017-05-29
Samantha Stosur,190787,22,1945,2,2017-05-29
Carla Suárez Navarro,311338,23,1800,-1,2017-05-29
Daria Saville,315997,24,1755,1,2017-05-29
Mirjana Lucic-Baroni,120323,25,1746,-2,2017-05-29
Lauren Davis,317414,26,1611,0,2017-05-29
Caroline Garcia,315391,27,1595,2,2017-05-29
Daria Kasatkina,322082,28,1580,-1,2017-05-29
Yulia Putintseva,317683,29,1550,-1,2017-05-29
Ana Konjuh,320682,30,1527,0,2017-05-29
Timea Bacsinszky,311579,31,1523,0,2017-05-29
Laura Siegemund,310926,32,1510,0,2017-05-29
Roberta Vinci,220214,33,1490,0,2017-05-29
Shuai Zhang,311779,34,1490,0,2017-05-29
Timea Babos,317070,35,1410,0,2017-05-29
Shuai Peng,160471,36,1400,3,2017-05-29
Alison Riske-Amritraj,312850,37,1355,-1,2017-05-29
Katerina Siniakova,320301,38,1348,-1,2017-05-29
Lucie Safarova,310553,39,1306,-1,2017-05-29
Ekaterina Makarova,311604,40,1265,0,2017-05-29
