full_name,player_id,ranking,points,movement,date
Maria Sharapova,310137,1,9490,0,2012-06-25
Victoria Azarenka,312001,2,8800,0,2012-06-25
Agnieszka Radwanska,312251,3,7230,0,2012-06-25
Petra Kvitova,314206,4,6775,0,2012-06-25
Samantha Stosur,190787,5,6100,0,2012-06-25
Serena Williams,230234,6,5640,0,2012-06-25
Caroline Wozniacki,313402,7,4366,0,2012-06-25
Angelique Kerber,311470,8,4275,0,2012-06-25
Marion Bartoli,20631,9,3800,0,2012-06-25
Sara Errani,310761,10,3350,0,2012-06-25
Na Li,120330,11,3245,0,2012-06-25
Vera Zvonareva,260142,12,3160,0,2012-06-25
Dominika Cibulkova,312894,13,3120,0,2012-06-25
Ana Ivanovic,311710,14,3070,0,2012-06-25
Sabine Lisicki,312520,15,2697,0,2012-06-25
Kaia Kanepi,110536,16,2519,0,2012-06-25
Flavia Pennetta,160391,17,2470,0,2012-06-25
Andrea Petkovic,310770,18,2420,0,2012-06-25
Maria Kirilenko,310577,19,2295,0,2012-06-25
Nadia Petrova,160379,20,2225,2,2012-06-25
Jelena Jankovic,100153,21,2220,-1,2012-06-25
Lucie Safarova,310553,22,2135,-1,2012-06-25
Roberta Vinci,220214,23,1965,0,2012-06-25
Julia Goerges,313381,24,1945,0,2012-06-25
Petra Cetkovska,30562,25,1945,0,2012-06-25
Francesca Schiavone,190666,26,1930,0,2012-06-25
Jie Zheng,260144,27,1850,0,2012-06-25
Anabel Medina Garrigues,130611,28,1835,0,2012-06-25
Daniela Hantuchova,80394,29,1820,0,2012-06-25
Anastasia Pavlyuchenkova,313796,30,1800,3,2012-06-25
Klara Koukalova,110492,31,1770,5,2012-06-25
Christina Mchale,314917,32,1750,-2,2012-06-25
Monica Niculescu,310775,33,1735,-2,2012-06-25
Shuai Peng,160471,34,1730,-2,2012-06-25
Svetlana Kuznetsova,110552,35,1642,-1,2012-06-25
Yanina Wickmayer,312536,36,1640,-1,2012-06-25
Tamira Paszek,313035,37,1567,22,2012-06-25
Tsvetana Pironkova,311041,38,1520,2,2012-06-25
Mona Barthel,315365,39,1511,-2,2012-06-25
Carla Suárez Navarro,311338,40,1495,-2,2012-06-25
Ksenia Pervak,313537,41,1475,-2,2012-06-25
Simona Halep,314320,42,1400,-1,2012-06-25
Chanelle Scheepers,190873,43,1380,0,2012-06-25
Ekaterina Makarova,311604,44,1361,4,2012-06-25
Petra Martic,313711,45,1351,-3,2012-06-25
Polona Hercog,313968,46,1320,-2,2012-06-25
Kim Clijsters,30458,47,1311,6,2012-06-25
Sofia Arvidsson,10334,48,1300,-2,2012-06-25
Marina Erakovic,312086,49,1297,-4,2012-06-25
Shahar Peer,311168,50,1255,-3,2012-06-25
Maria Jose  Martinez Sanchez,130591,51,1234,-2,2012-06-25
Sorana Cirstea,312469,52,1211,-2,2012-06-25
Varvara Lepchenko,120420,53,1209,-2,2012-06-25
Urszula Radwanska,313131,54,1191,10,2012-06-25
Iveta Melzer,20576,55,1190,-3,2012-06-25
Aleksandra Wozniak,310494,56,1180,0,2012-06-25
Galina Voskoboeva,310419,57,1168,-3,2012-06-25
Venus Williams,230220,58,1155,-3,2012-06-25
Sloane Stephens,315683,59,1117,-2,2012-06-25
Alizé Cornet,312121,60,1117,-2,2012-06-25
Vania King,311550,61,1087,-1,2012-06-25
Barbora Strycova,190879,62,1058,-1,2012-06-25
Su-Wei Hsieh,310053,63,1031,-1,2012-06-25
Irina-Camelia Begu,313169,64,1030,-1,2012-06-25
Yaroslava Shvedova,311137,65,1006,0,2012-06-25
Kateryna Volodko,20702,66,997,1,2012-06-25
Sílvia Soler-Espinosa,311493,67,985,-1,2012-06-25
Lucie Hradecka,310849,68,944,0,2012-06-25
Timea Babos,317070,69,933,0,2012-06-25
Pauline Parmentier,160515,70,911,0,2012-06-25
Lourdes Domínguez Lino,40300,71,886,0,2012-06-25
Arantxa Rus,313349,72,880,1,2012-06-25
Anna Tatishvili,312962,73,872,-1,2012-06-25
Alexandra Panova,311956,74,859,0,2012-06-25
Stéphanie Foretz ,60288,75,844,0,2012-06-25
Jarmila Wolfe,310169,76,837,0,2012-06-25
Anne Keothavong,110524,77,836,0,2012-06-25
Irina Falconi Hartman,314545,78,829,0,2012-06-25
Elena Vesnina,311220,79,825,4,2012-06-25
Michaella Krajicek,311578,80,815,-1,2012-06-25
Mathilde Johansson,100162,81,813,-1,2012-06-25
Kimiko Date,40130,82,811,-1,2012-06-25
Mandy Minella,310431,83,810,-1,2012-06-25
Alexandra Cadantu-Ignatik,313215,84,786,0,2012-06-25
Ayumi Morita,312848,85,776,0,2012-06-25
Kiki Bertens,314584,86,770,0,2012-06-25
Romina Oprandi,150185,87,759,0,2012-06-25
Eleni Daniilidou,40313,88,757,0,2012-06-25
Nina Bratchikova,20693,89,740,1,2012-06-25
Andrea  Sestini Hlavackova,80459,90,736,-1,2012-06-25
Virginie Razzano,180384,91,730,0,2012-06-25
Johanna Larsson,311593,92,721,0,2012-06-25
Patricia Mayr-Achleitner,311044,93,712,0,2012-06-25
Vera Dushevina,310625,94,705,0,2012-06-25
Olga Govortsova,311243,95,700,0,2012-06-25
Akgul Amanmuradova,10362,96,693,0,2012-06-25
Laura Robson,316629,97,692,14,2012-06-25
Melinda Czink,30557,98,692,-1,2012-06-25
Lesia Tsurenko,315295,99,685,-1,2012-06-25
Jamie Hampton,312711,100,683,-1,2012-06-25
Elena Baltacha,20556,101,678,0,2012-06-25
Laura Pous-Tio,160481,102,677,-2,2012-06-25
Heather Watson,316981,103,669,7,2012-06-25
Greta Arn,10230,104,659,2,2012-06-25
Misaki Doi,314237,105,657,-3,2012-06-25
Eva Birnerova,20596,106,657,-3,2012-06-25
Edina Gallovits-Hall,70471,107,645,-3,2012-06-25
Casey Dellacqua,310730,108,644,-3,2012-06-25
Stéphanie Dubois,310290,109,634,14,2012-06-25
Anastasiya Yakimova,310626,110,632,-3,2012-06-25
Kai-Chen Chang,313923,111,629,-3,2012-06-25
Karin Knapp,311299,112,628,-3,2012-06-25
Alberta Brianti,20458,113,610,-1,2012-06-25
Garbiñe Muguruza,316239,114,606,-1,2012-06-25
Tamarine Tanasugarn,200137,115,601,-1,2012-06-25
Sesil Karatantcheva,311810,116,601,-1,2012-06-25
Bojana Jovanovski Petrovic,314369,117,594,-1,2012-06-25
Mariana Duque-Mariño,312572,118,586,-1,2012-06-25
Karolina Pliskova,313974,119,578,-1,2012-06-25
Paula Ormaechea,315083,120,567,-1,2012-06-25
Stefanie Voegele,312336,121,566,-1,2012-06-25
Magdalena Rybarikova,312580,122,565,-1,2012-06-25
Melanie Oudin,313963,123,563,-1,2012-06-25
Olivia Rogowska,313803,124,547,0,2012-06-25
Lara Arruabarrena,315296,125,547,0,2012-06-25
Yvonne Meusburger,130698,126,537,0,2012-06-25
Yulia Putintseva,317683,127,533,0,2012-06-25
Lauren Davis,317414,128,531,0,2012-06-25
Mirjana Lucic-Baroni,120323,129,528,0,2012-06-25
Claire Feuerstein,310981,130,522,0,2012-06-25
Valeria Savinykh,315428,131,512,0,2012-06-25
Coco Vandeweghe,314464,132,510,0,2012-06-25
Anastasia Rodionova,180356,133,500,0,2012-06-25
Erika Sema,311832,134,496,0,2012-06-25
Julia Cohen,311380,135,492,0,2012-06-25
Aravane Rezai,311791,136,487,0,2012-06-25
Alla Kudryavtseva,311362,137,481,0,2012-06-25
Alexandra Dulgheru,312712,138,474,0,2012-06-25
Estrella Cabeza Candela,311235,139,468,0,2012-06-25
Dinah Pfizenmaier,316518,140,466,0,2012-06-25
Tatjana Maria,310440,141,460,0,2012-06-25
Kurumi Nara,314344,142,458,0,2012-06-25
Mihaela Buzarnescu,312268,143,458,0,2012-06-25
Jill Craybas,30294,144,457,0,2012-06-25
Camila Giorgi,314610,145,449,0,2012-06-25
Bibiane Schoofs,311597,146,448,0,2012-06-25
Caroline Garcia,315391,147,447,0,2012-06-25
Kristyna Pliskova,313975,148,446,0,2012-06-25
Dia Evtimova,311117,149,440,0,2012-06-25
Michelle Larcher De Brito,314929,150,437,0,2012-06-25
Nastassja Burnett,314192,151,434,0,2012-06-25
Irena Pavlovic,312738,152,433,0,2012-06-25
Vitalia Diatchenko,315030,153,422,0,2012-06-25
Alexa Glatch,312214,154,420,0,2012-06-25
Evgeniya Rodina,312584,155,420,0,2012-06-25
Elitsa Kostova,312182,156,420,0,2012-06-25
Kristina Mladenovic,315616,157,409,0,2012-06-25
Tetiana Luzhanska,120381,158,407,0,2012-06-25
Iryna Bremond,110544,159,406,0,2012-06-25
Sandra Zaniewska,314643,160,387,0,2012-06-25
Noppawan Lertcheewakarn,314684,161,382,0,2012-06-25
Alison Riske-Amritraj,312850,162,379,0,2012-06-25
Latisha Chan,312015,163,378,0,2012-06-25
Regina Kulikova,311436,164,377,0,2012-06-25
Sarah Gronert,315492,165,376,0,2012-06-25
Marta Domachowska,310338,166,369,0,2012-06-25
Madison Brengle,312328,167,368,0,2012-06-25
Heidi El Tabakh,310917,168,367,0,2012-06-25
Annika Beck,316979,169,366,0,2012-06-25
Reka Luca Jani,316606,170,362,0,2012-06-25
Shuai Zhang,311779,171,360,0,2012-06-25
Yuliya Beygelzimer,20652,172,356,2,2012-06-25
Veronica Cepede Royg,314793,173,356,-1,2012-06-25
Florencia Molinero,312549,174,354,-1,2012-06-25
Kirsten Flipkens,310331,175,353,87,2012-06-25
Elina Svitolina,316738,176,351,-1,2012-06-25
Grace Min,316157,177,351,-1,2012-06-25
Jana Cepelova,316774,178,350,-1,2012-06-25
Ekaterina Bychkova,20706,179,349,-1,2012-06-25
Amra Sadikovic,313355,180,349,-1,2012-06-25
Ekaterina Lopes,310672,181,348,-1,2012-06-25
Victoria Larriere,314016,182,348,-1,2012-06-25
Olga Puchkova,310717,183,346,-1,2012-06-25
Chiara Scholl,316050,184,344,-1,2012-06-25
Tamaryn Hendler,314764,185,343,-1,2012-06-25
Anna Floris,60271,186,334,-1,2012-06-25
Petra Rampre,180294,187,332,-1,2012-06-25
Madalina Gojnea,311040,188,330,-1,2012-06-25
Maria Elena Camerin,30462,189,324,-1,2012-06-25
Teliana Pereira,311647,190,324,-1,2012-06-25
Junri Namigata,140195,191,321,-1,2012-06-25
Monica Puig,317755,192,316,-1,2012-06-25
Olga Savchuk,310816,193,315,-1,2012-06-25
Jelena Dokic,40344,194,313,-1,2012-06-25
Elena Bogdan,314318,195,312,-1,2012-06-25
Richel Hogenkamp,317263,196,312,-1,2012-06-25
Sharon Fichman,313283,197,311,-1,2012-06-25
Gail Brodsky,313791,198,309,-1,2012-06-25
Sacha Jones,313617,199,304,-1,2012-06-25
Cagla Buyukakcay,312292,200,304,-1,2012-06-25
Margalita Chakhnashvili-Ranzinger,30470,201,304,-1,2012-06-25
