full_name,player_id,ranking,points,movement,date
Iga Swiatek,326408,1,10485,0,2023-01-30
Aryna Sabalenka,320760,2,6100,3,2023-01-30
Ons Jabeur,316847,3,5210,-1,2023-01-30
Jessica Pegula,316956,4,5000,-1,2023-01-30
Caroline Garcia,315391,5,4645,-1,2023-01-30
Coco Gauff,328560,6,3992,1,2023-01-30
Maria Sakkari,318312,7,3811,-1,2023-01-30
Daria Kasatkina,322082,8,3380,0,2023-01-30
Belinda Bencic,319001,9,2905,1,2023-01-30
Elena Rybakina,324166,10,2815,15,2023-01-30
Veronika Kudermetova,319526,11,2740,-2,2023-01-30
Jelena Ostapenko,319939,12,2340,5,2023-01-30
Petra Kvitova,314206,13,2281,2,2023-01-30
Beatriz Haddad Maia,318176,14,2195,0,2023-01-30
Simona Halep,314320,15,2141,-3,2023-01-30
Victoria Azarenka,312001,16,2138,8,2023-01-30
Ekaterina Alexandrova,319007,17,2030,1,2023-01-30
Anett Kontaveit,318425,18,1909,1,2023-01-30
Liudmila Samsonova,322222,19,1905,1,2023-01-30
Karolina Pliskova,313974,20,1880,11,2023-01-30
Paula Badosa,320124,21,1862,-5,2023-01-30
Magda Linette,315130,22,1770,23,2023-01-30
Shuai Zhang,311779,23,1710,-1,2023-01-30
Madison Keys,316959,24,1668,-11,2023-01-30
Martina Trevisan,316266,25,1572,-4,2023-01-30
Marie Bouzkova,320983,26,1521,0,2023-01-30
Irina-Camelia Begu,313169,27,1472,3,2023-01-30
Jil Teichmann,320926,28,1429,5,2023-01-30
Qinwen Zheng,328120,29,1415,-1,2023-01-30
Barbora Krejcikova,318314,30,1410,-7,2023-01-30
Anhelina Kalinina,320567,31,1347,8,2023-01-30
Elise Mertens,317964,32,1339,0,2023-01-30
Donna Vekic,318516,33,1326,31,2023-01-30
Ajla Tomljanovic,315232,34,1305,1,2023-01-30
Amanda Anisimova,326384,35,1305,-8,2023-01-30
Petra Martic,313711,36,1297,1,2023-01-30
Aliaksandra Sasnovich,317790,37,1291,1,2023-01-30
Leylah Fernandez,326735,38,1258,2,2023-01-30
Sloane Stephens,315683,39,1244,-3,2023-01-30
Danielle Collins,316925,40,1218,-29,2023-01-30
Bernarda Pera,317708,41,1205,0,2023-01-30
Bianca Andreescu,325088,42,1191,1,2023-01-30
Anastasia Potapova,325601,43,1139,1,2023-01-30
Yulia Putintseva,317683,44,1114,3,2023-01-30
Shelby Rogers,317421,45,1062,6,2023-01-30
Katerina Siniakova,320301,46,1055,0,2023-01-30
Kaia Kanepi,110536,47,1052,-18,2023-01-30
Lauren Davis,317414,48,1014,9,2023-01-30
Elisabetta Cocciaretto,327909,49,1005,-1,2023-01-30
