full_name,player_id,ranking,points,movement,date
Naomi Osaka,319998,1,6356,0,2019-05-13
Simona Halep,314320,2,6117,1,2019-05-13
Angelique Kerber,311470,3,5285,1,2019-05-13
Kiki Bertens,314584,4,5115,3,2019-05-13
Petra Kvitova,314206,5,5050,-3,2019-05-13
Elina Svitolina,316738,6,4866,0,2019-05-13
Karolina Pliskova,313974,7,4786,-2,2019-05-13
Sloane Stephens,315683,8,4656,0,2019-05-13
Ashleigh Barty,318033,9,4425,0,2019-05-13
Aryna Sabalenka,320760,10,3500,0,2019-05-13
Serena Williams,230234,11,3461,0,2019-05-13
Caroline Wozniacki,313402,12,3252,0,2019-05-13
Anastasija Sevastova,313987,13,3240,0,2019-05-13
Madison Keys,316959,14,3010,0,2019-05-13
Belinda Bencic,319001,15,2888,3,2019-05-13
Anett Kontaveit,318425,16,2855,-1,2019-05-13
Qiang Wang,314429,17,2815,-1,2019-05-13
Julia Goerges,313381,18,2520,-1,2019-05-13
Garbiñe Muguruza,316239,19,2415,0,2019-05-13
Elise Mertens,317964,20,2305,0,2019-05-13
Daria Kasatkina,322082,21,2150,0,2019-05-13
Caroline Garcia,315391,22,2065,0,2019-05-13
Bianca Andreescu,325088,23,1973,0,2019-05-13
Donna Vekic,318516,24,1970,0,2019-05-13
Su-Wei Hsieh,310053,25,1865,0,2019-05-13
Lesia Tsurenko,315295,26,1767,0,2019-05-13
Jelena Ostapenko,319939,27,1621,2,2019-05-13
Petra Martic,313711,28,1620,8,2019-05-13
Mihaela Buzarnescu,312268,29,1580,2,2019-05-13
Danielle Collins,316925,30,1571,0,2019-05-13
Carla Suárez Navarro,311338,31,1568,-4,2019-05-13
Aliaksandra Sasnovich,317790,32,1550,1,2019-05-13
Dominika Cibulkova,312894,33,1512,-1,2019-05-13
Camila Giorgi,314610,34,1494,0,2019-05-13
Maria Sharapova,310137,35,1490,-7,2019-05-13
Anastasia Pavlyuchenkova,313796,36,1470,-1,2019-05-13
