full_name,player_id,ranking,points,movement,date
Amélie Mauresmo,130450,1,3511,0,2006-04-17
Kim Clijsters,30458,2,2941,0,2006-04-17
Maria Sharapova,310137,3,2753,1,2006-04-17
Justine Henin,80350,4,2693,-1,2006-04-17
Nadia Petrova,160379,5,2530,2,2006-04-17
Mary Pierce,160142,6,2386,-1,2006-04-17
Lindsay Davenport,40106,7,2254,-1,2006-04-17
Patty Schnyder,190519,8,1981,1,2006-04-17
Elena Dementieva,40289,9,1877,-1,2006-04-17
Svetlana Kuznetsova,110552,10,1577,0,2006-04-17
Francesca Schiavone,190666,11,1365,0,2006-04-17
Anastasia Myskina,130533,12,1268,1,2006-04-17
Venus Williams,230220,13,1244,-1,2006-04-17
Anna-Lena Groenefeld,310318,14,1136,1,2006-04-17
Nicole Vaidisova,311911,15,1074,-1,2006-04-17
Daniela Hantuchova,80394,16,1005,0,2006-04-17
Ana Ivanovic,311710,17,954,0,2006-04-17
Dinara Safina,190950,18,952,2,2006-04-17
Elena Likhovtseva,120151,19,945,-1,2006-04-17
Flavia Pennetta,160391,20,923,-1,2006-04-17
Nathalie Dechy,40254,21,845,3,2006-04-17
Maria Kirilenko,310577,22,800,1,2006-04-17
Ai Sugiyama,190353,23,789,-1,2006-04-17
Anabel Medina Garrigues,130611,24,762,2,2006-04-17
Martina Hingis,80301,25,760,0,2006-04-17
Lucie Safarova,310553,26,725,1,2006-04-17
Tatiana Golovin,310774,27,716,-6,2006-04-17
Marion Bartoli,20631,28,676,4,2006-04-17
Jelena Jankovic,100153,29,672,-1,2006-04-17
Gisela Dulko,40388,30,650,1,2006-04-17
Sofia Arvidsson,10334,31,633,2,2006-04-17
Katarina Srebotnik,190636,32,633,-3,2006-04-17
Klara Koukalova,110492,33,625,-3,2006-04-17
Anna Chakvetadze,310623,34,605,0,2006-04-17
Mara Santangelo,190669,35,537,6,2006-04-17
Shahar Peer,311168,36,535,-1,2006-04-17
Kveta Peschke,80218,37,525,-1,2006-04-17
Catalina Castaño,30360,38,524,10,2006-04-17
Jill Craybas,30294,39,517,3,2006-04-17
Sania Mirza,310112,40,516,-3,2006-04-17
Anna Smashnova,190361,41,508,-2,2006-04-17
Marta Domachowska,310338,42,508,-2,2006-04-17
Lourdes Domínguez Lino,40300,43,483,7,2006-04-17
Vera Zvonareva,260142,44,480,3,2006-04-17
Iveta Melzer,20576,45,475,-7,2006-04-17
Roberta Vinci,220214,46,472,-2,2006-04-17
Vera Dushevina,310625,47,469,-2,2006-04-17
Jie Zheng,260144,48,469,-2,2006-04-17
Jelena Kostanic Tosic,110380,49,452,-6,2006-04-17
Laura Granville,70423,50,444,1,2006-04-17
Emilie Loit,120277,51,441,1,2006-04-17
Julia Schruff,190711,52,431,5,2006-04-17
Sybille Bammer,20463,53,428,6,2006-04-17
Amy Frazier,60034,54,427,0,2006-04-17
Michaella Krajicek,311578,55,425,0,2006-04-17
Na Li,120330,56,421,0,2006-04-17
Samantha Stosur,190787,57,414,-4,2006-04-17
Nuria Llagostera Vives,120317,58,410,-9,2006-04-17
Virginie Razzano,180384,59,408,-1,2006-04-17
Eleni Daniilidou,40313,60,402,1,2006-04-17
Maria Elena Camerin,30462,61,401,1,2006-04-17
Aiko Nakamura,140219,62,399,1,2006-04-17
Elena Vesnina,311220,63,397,1,2006-04-17
María Sánchez Lorenzo,190435,64,381,1,2006-04-17
Shuai Peng,160471,65,378,-5,2006-04-17
Emma Laine,310237,66,377,0,2006-04-17
Maret Ani,10278,67,370,0,2006-04-17
Alona Bondarenko,20608,68,364,12,2006-04-17
Ekaterina Bychkova,20706,69,362,-1,2006-04-17
Conchita Martínez,130113,70,356,1,2006-04-17
Stéphanie Foretz ,60288,71,352,1,2006-04-17
Mariana Diaz-Oliva,40198,72,349,1,2006-04-17
Virginia Ruano Pascual,180160,73,348,9,2006-04-17
Karolina Sprem,190881,74,347,16,2006-04-17
Jamea Jackson,100164,75,347,8,2006-04-17
Meghann Shaughnessy,190565,76,344,0,2006-04-17
Tathiana Garbin,30348,77,342,0,2006-04-17
Zi Yan,250089,78,342,0,2006-04-17
Ashley Harkleroad,80418,79,340,0,2006-04-17
Akiko Morigami,130541,80,336,-11,2006-04-17
Tsvetana Pironkova,311041,81,334,-11,2006-04-17
Antonella Serra Zanetti,190613,82,334,6,2006-04-17
Laura Pous-Tio,160481,83,332,-2,2006-04-17
Martina Sucha,190295,84,330,11,2006-04-17
Lisa Raymond,180144,85,325,-11,2006-04-17
Anastasiya Yakimova,310626,86,321,-2,2006-04-17
Mashona Washington,230186,87,320,-2,2006-04-17
Shenay Perry,160472,88,316,-1,2006-04-17
Maria Vento-Kabchi,220070,89,309,0,2006-04-17
Shinobu Asagoe,10209,90,305,-15,2006-04-17
Vania King,311550,91,303,0,2006-04-17
Zuzana Ondraskova,150017,92,302,0,2006-04-17
Kaia Kanepi,110536,93,301,0,2006-04-17
Meng Yuan,310803,94,301,0,2006-04-17
Elena Bovina,20992,95,295,1,2006-04-17
Olga Savchuk,310816,96,292,1,2006-04-17
Jarmila Wolfe,310169,97,289,1,2006-04-17
Kristina Brandi,20323,98,288,6,2006-04-17
Camille Pin,160363,99,286,1,2006-04-17
Melinda Czink,30557,100,285,-1,2006-04-17
Conchita Martínez Granados,130396,101,283,2,2006-04-17
Emmanuelle Gagliardi,70245,102,281,-1,2006-04-17
Bethanie Mattek-Sands,130713,103,275,-1,2006-04-17
Martina Müller,130631,104,269,7,2006-04-17
Tiantian Sun,190817,105,268,0,2006-04-17
Viktoriya Kutuzova,311393,106,265,-20,2006-04-17
Serena Williams,230234,107,264,-1,2006-04-17
Arantxa  Parra Santonja,160451,108,263,0,2006-04-17
Hana Sromova,190476,109,262,-2,2006-04-17
Anastasia Rodionova,180356,110,260,0,2006-04-17
Yuliana Fedak,60301,111,260,14,2006-04-17
Yoon Jeong Cho,30419,112,258,-3,2006-04-17
Kateryna Volodko,20702,113,254,3,2006-04-17
Saori Obata,150103,114,248,1,2006-04-17
Nathalie Vierin,220240,115,247,-1,2006-04-17
Magdalena Maleeva,130245,116,245,1,2006-04-17
Ivana Lisjak,310113,117,244,1,2006-04-17
María Emilia Salerni,190855,118,244,4,2006-04-17
Milagros Sequera,190562,119,244,2,2006-04-17
Eva Birnerova,20596,120,243,-1,2006-04-17
Meilen Tu,200204,121,242,13,2006-04-17
Katerina Bohmova,310979,122,242,-2,2006-04-17
Victoria Azarenka,312001,123,239,-10,2006-04-17
Sandra Kloesel,110325,124,238,-1,2006-04-17
Henrieta Nagyova,140145,125,237,-1,2006-04-17
Yvonne Meusburger,130698,126,232,-14,2006-04-17
Mariya Koryttseva,110584,127,231,0,2006-04-17
Su-Wei Hsieh,310053,128,223,1,2006-04-17
Severine Beltrame,20553,129,223,-3,2006-04-17
Varvara Lepchenko,120420,130,220,-2,2006-04-17
Lilia Osterloh,150134,131,220,-1,2006-04-17
Tzipora Obziler,150048,132,212,-1,2006-04-17
Tatiana Poutchek,160303,133,210,-1,2006-04-17
Aravane Rezai,311791,134,210,-1,2006-04-17
Vasilisa Bardina,311601,135,209,12,2006-04-17
Nicole Pratt,160078,136,207,-1,2006-04-17
Stéphanie Cohen-Aloro,30501,137,207,-1,2006-04-17
Kyra Nagy,140155,138,206,1,2006-04-17
Anne Kremer,110242,139,202,2,2006-04-17
Galina Voskoboeva,310419,140,200,0,2006-04-17
Aleksandra Wozniak,310494,141,199,-4,2006-04-17
Ahsha Rolle,310210,142,197,2,2006-04-17
Elise Tamaela,200354,143,193,-1,2006-04-17
Olga Puchkova,310717,144,191,-1,2006-04-17
Julia Vakulenko,220248,145,187,48,2006-04-17
Tamarine Tanasugarn,200137,146,187,2,2006-04-17
Frederica Piedade,160416,147,186,-2,2006-04-17
Kathrin Woerle-Scheller,230279,148,183,1,2006-04-17
Yuliya Beygelzimer,20652,149,183,1,2006-04-17
Anne Keothavong,110524,150,182,1,2006-04-17
Michaela Pastikova,160361,151,182,1,2006-04-17
Edina Gallovits-Hall,70471,152,182,-14,2006-04-17
Olga Vymetalkova,20408,153,178,-7,2006-04-17
Stéphanie Dubois,310290,154,178,0,2006-04-17
Ryoko Fuda,310649,155,177,-2,2006-04-17
Alla Kudryavtseva,311362,156,177,-1,2006-04-17
Sabine Klaschka,110462,157,177,-1,2006-04-17
Rika Fujiwara,60284,158,177,-1,2006-04-17
Vanessa Paffrath,80371,159,177,8,2006-04-17
Maria Fernanda Alves,10258,160,176,-2,2006-04-17
Kirsten Flipkens,310331,161,176,-2,2006-04-17
Romina Oprandi,150185,162,176,17,2006-04-17
Yaroslava Shvedova,311137,163,175,-3,2006-04-17
Lucie Hradecka,310849,164,174,-3,2006-04-17
Tatiana Panova,160254,165,172,-2,2006-04-17
Natalia Gussoni,70375,166,172,-2,2006-04-17
Lioudmila Skavronskaia,190653,167,171,-2,2006-04-17
Ludmila Cervanova,30390,168,169,-2,2006-04-17
Mathilde Johansson,100162,169,167,-7,2006-04-17
Akgul Amanmuradova,10362,170,165,-2,2006-04-17
Ivana Abramovic,10327,171,164,-2,2006-04-17
Kristina Barrois,312578,172,163,-1,2006-04-17
Latisha Chan,312015,173,161,-1,2006-04-17
Mervana Jugic-Salkic,100123,174,160,7,2006-04-17
Clarisa Fernández,60285,175,159,1,2006-04-17
Vilmarie Castellvi,30536,176,157,1,2006-04-17
Miho Saeki,190491,177,156,-4,2006-04-17
Hanna Nooni,140216,178,156,-4,2006-04-17
Casey Dellacqua,310730,179,154,-4,2006-04-17
Petra Cetkovska,30562,180,153,5,2006-04-17
Natalie Grandin,70394,181,152,-3,2006-04-17
Maria Jose Argeri,10342,182,150,0,2006-04-17
Shikha Uberoi,210043,183,150,-3,2006-04-17
Shiho Hisamatsu,80323,184,149,-14,2006-04-17
Claudine Schaul,190777,185,149,-1,2006-04-17
Alberta Brianti,20458,186,149,11,2006-04-17
Angelika Bachmann,20473,187,146,0,2006-04-17
Marissa Gould,90080,188,146,-2,2006-04-17
Tiffany Davis,40364,189,144,0,2006-04-17
Angela Haynes,310617,190,144,0,2006-04-17
Anda Perianu,312364,191,143,13,2006-04-17
Suchanun Viratprasert,220229,192,139,-1,2006-04-17
Sandra Zahlavova,260158,193,138,6,2006-04-17
Evgenia Linetskaya,310332,194,136,-2,2006-04-17
Ting (sr) Li,120327,195,135,-1,2006-04-17
Seiko Okamoto,150145,196,134,0,2006-04-17
Sunitha Rao,180432,197,133,8,2006-04-17
Stephanie Gehrlein,70417,198,131,0,2006-04-17
Jessica Kirkland,310711,199,130,1,2006-04-17
Joanna Sakowicz-Kostecka,190815,200,128,2,2006-04-17
Cara Black,20351,201,126,5,2006-04-17
Barbora Strycova,190879,202,125,-19,2006-04-17
Libuse Prusova,160292,203,124,4,2006-04-17
Olena Antypina,10359,204,124,-3,2006-04-17
Elena Baltacha,20556,205,123,20,2006-04-17
Selima Sfar,190473,206,122,5,2006-04-17
Pauline Parmentier,160515,207,121,1,2006-04-17
Valentina Sassi,190712,208,120,9,2006-04-17
Daniela Kix,110571,209,120,5,2006-04-17
Marina Erakovic,312086,210,120,2,2006-04-17
Alina Jidkova,260065,211,119,-23,2006-04-17
Chin-Wei Chan,310083,212,118,-3,2006-04-17
Virginie Pichet,160458,213,118,0,2006-04-17
Ana Timotic,200323,214,118,1,2006-04-17
Sanda Mamic,130760,215,116,-5,2006-04-17
Carly Gullickson,310089,216,116,3,2006-04-17
Sandra Kleinova,110310,217,116,3,2006-04-17
Dominika Nociarova,140212,218,115,4,2006-04-17
Giulia Gabba,311043,219,115,-3,2006-04-17
Wynne Prakusya,160318,220,114,3,2006-04-17
Alice Canepa,30338,221,113,0,2006-04-17
Magda Mihalache,130537,222,112,-19,2006-04-17
Wen-Hsin Hsu,312013,223,112,4,2006-04-17
Sophie Ferguson,310731,224,111,0,2006-04-17
Oxana Lyubtsova,311221,225,109,3,2006-04-17
Margit Ruutel,180400,226,108,14,2006-04-17
Nika Ozegovic,310776,227,108,26,2006-04-17
Eva Hrdinova,80458,228,107,1,2006-04-17
Lindsay Lee-Waters,120281,229,107,-11,2006-04-17
Zuzana Kucova,110523,230,107,24,2006-04-17
Renata Voracova,220277,231,107,-1,2006-04-17
Alexa Glatch,312214,232,106,-1,2006-04-17
Timea Bacsinszky,311579,233,106,-1,2006-04-17
Chanelle Scheepers,190873,234,105,0,2006-04-17
Maria Jose  Martinez Sanchez,130591,235,105,2,2006-04-17
Kelly Liggan,120339,236,104,0,2006-04-17
Nina Bratchikova,20693,237,104,5,2006-04-17
Lauren Breadmore,20603,238,104,0,2006-04-17
Zsofia Gubacsi,70393,239,103,0,2006-04-17
Greta Arn,10230,240,103,10,2006-04-17
Yevgenia Savranska,190887,241,102,16,2006-04-17
Junri Namigata,140195,242,102,-1,2006-04-17
Sara Errani,310761,243,102,0,2006-04-17
Romana Tedjakusuma,180174,244,101,14,2006-04-17
Olga Lazarchuk,120332,245,101,-1,2006-04-17
Margalita Chakhnashvili-Ranzinger,30470,246,101,-20,2006-04-17
Florence Haring,310982,247,100,-2,2006-04-17
Mandy Minella,310431,248,100,-1,2006-04-17
Marie-Ève Pelletier,160411,249,99,-54,2006-04-17
Alisa Kleybanova,311777,250,99,-2,2006-04-17
Jane O'Donoghue,150182,251,99,0,2006-04-17
Tina Schiechtl,190890,252,99,12,2006-04-17
Neha Uberoi,210045,253,98,50,2006-04-17
Kristina Michalakova,310159,254,98,-2,2006-04-17
Andrea Benitez,20707,255,97,10,2006-04-17
Soledad Esperon,50164,256,97,-23,2006-04-17
Napaporn Tongsalee,200230,257,96,-2,2006-04-17
Lubomira Kurhajcova,110527,258,96,-2,2006-04-17
Chia-Jung Chuang,310084,259,96,0,2006-04-17
Rita Kuti-Kis,110266,260,95,0,2006-04-17
Matea Mezak,310148,261,95,0,2006-04-17
Adriana Barna,20334,262,95,0,2006-04-17
Tatiana Perebiynis,160405,263,94,-17,2006-04-17
Ana Vrljic,220278,264,94,13,2006-04-17
Agnes Szavay,311872,265,94,-2,2006-04-17
Aniko Kapros,110505,266,94,9,2006-04-17
Mary Gambale,311965,267,92,-1,2006-04-17
Tatjana Maria,310440,268,92,-1,2006-04-17
Els Callens,30003,269,92,-1,2006-04-17
Paula Garcia,70338,270,92,-1,2006-04-17
Katie O'Brien,150193,271,92,1,2006-04-17
Andrea  Sestini Hlavackova,80459,272,91,4,2006-04-17
Jorgelina Cravero,30500,273,91,47,2006-04-17
Darija Jurak Schreiber,100157,274,91,-4,2006-04-17
Erika Takao,311499,275,90,-4,2006-04-17
Lina Stanciute,310698,276,90,-27,2006-04-17
Maria Kondratieva,110497,277,90,-4,2006-04-17
Monica Niculescu,310775,278,88,9,2006-04-17
Danica Krstajic,311699,279,88,-1,2006-04-17
Ayumi Morita,312848,280,87,-1,2006-04-17
Julie Coin,30548,281,87,5,2006-04-17
Montinee Tangphong,200380,282,86,-8,2006-04-17
Maureen Drake,40058,283,85,-2,2006-04-17
Cory Ann Avants,10355,284,84,-2,2006-04-17
Ekaterina Dzehalevich,40438,285,84,-2,2006-04-17
Ansley Cargill,30468,286,84,-2,2006-04-17
Magdalena Rybarikova,312580,287,84,-2,2006-04-17
Aurelie Vedy,220224,288,83,56,2006-04-17
Diana Ospina,150131,289,83,-9,2006-04-17
