full_name,player_id,ranking,points,movement,date
Ashleigh Barty,318033,1,7875,0,2021-07-05
Naomi Osaka,319998,2,7346,0,2021-07-05
Simona Halep,314320,3,6330,0,2021-07-05
Aryna Sabalenka,320760,4,6195,0,2021-07-05
Elina Svitolina,316738,5,5835,0,2021-07-05
Sofia Kenin,320942,6,5640,0,2021-07-05
Bianca Andreescu,325088,7,5321,0,2021-07-05
Serena Williams,230234,8,4931,0,2021-07-05
Iga Swiatek,326408,9,4465,0,2021-07-05
Petra Kvitova,314206,10,4215,2,2021-07-05
Belinda Bencic,319001,11,4205,0,2021-07-05
Garbiñe Muguruza,316239,12,4045,1,2021-07-05
Karolina Pliskova,313974,13,3915,-3,2021-07-05
Victoria Azarenka,312001,14,3905,0,2021-07-05
Jennifer Brady,318358,15,3840,0,2021-07-05
Elise Mertens,317964,16,3685,0,2021-07-05
Barbora Krejcikova,318314,17,3683,0,2021-07-05
Maria Sakkari,318312,18,3480,0,2021-07-05
Anastasia Pavlyuchenkova,313796,19,3300,0,2021-07-05
Elena Rybakina,324166,20,3123,1,2021-07-05
Kiki Bertens,314584,21,3095,-1,2021-07-05
Karolina Muchova,322191,22,2876,0,2021-07-05
Coco Gauff,328560,23,2805,0,2021-07-05
Ons Jabeur,316847,24,2510,0,2021-07-05
Anett Kontaveit,318425,25,2505,2,2021-07-05
Jessica Pegula,316956,26,2410,-1,2021-07-05
Madison Keys,316959,27,2405,-1,2021-07-05
Angelique Kerber,311470,28,2240,0,2021-07-05
Alison Riske-Amritraj,312850,29,2235,2,2021-07-05
Petra Martic,313711,30,2230,-1,2021-07-05
Johanna Konta,313907,31,2157,-1,2021-07-05
Veronika Kudermetova,319526,32,2100,0,2021-07-05
Paula Badosa,320124,33,2060,0,2021-07-05
Jelena Ostapenko,319939,34,2050,9,2021-07-05
Daria Kasatkina,322082,35,2030,-1,2021-07-05
Ekaterina Alexandrova,319007,36,1940,-1,2021-07-05
Shuai Zhang,311779,37,1773,-1,2021-07-05
Dayana Yastremska,324261,38,1765,-1,2021-07-05
Nadia Podoroska,319112,39,1722,0,2021-07-05
Svetlana Kuznetsova,110552,40,1693,-2,2021-07-05
Qiang Wang,314429,41,1675,0,2021-07-05
Marketa Vondrousova,323027,42,1657,-2,2021-07-05
Yulia Putintseva,317683,43,1640,-1,2021-07-05
Magda Linette,315130,44,1628,0,2021-07-05
Sorana Cirstea,312469,45,1614,0,2021-07-05
Shelby Rogers,317421,46,1578,1,2021-07-05
Tamara Zidansek,323079,47,1540,-1,2021-07-05
Danielle Collins,316925,48,1530,0,2021-07-05
Donna Vekic,318516,49,1490,1,2021-07-05
Sara Sorribes Tormo,318872,50,1490,4,2021-07-05
Fiona Ferro,319969,51,1487,-2,2021-07-05
Marie Bouzkova,320983,52,1480,-1,2021-07-05
Saisai Zheng,316286,53,1460,-1,2021-07-05
Laura Siegemund,310926,54,1458,1,2021-07-05
Jil Teichmann,320926,55,1440,-2,2021-07-05
Anastasija Sevastova,313987,56,1388,5,2021-07-05
Alison Van Uytvanck,317819,57,1355,0,2021-07-05
Alizé Cornet,312121,58,1325,-2,2021-07-05
Kristina Mladenovic,315616,59,1320,0,2021-07-05
Rebecca Peterson,317771,60,1305,-2,2021-07-05
Danka Kovinic,317684,61,1290,-1,2021-07-05
Camila Giorgi,314610,62,1290,13,2021-07-05
Patricia Maria Tig,317171,63,1284,-1,2021-07-05
Katerina Siniakova,320301,64,1235,12,2021-07-05
Liudmila Samsonova,322222,65,1231,-2,2021-07-05
Viktorija Golubic,316296,66,1231,6,2021-07-05
Barbora Strycova,190879,67,1228,-3,2021-07-05
Heather Watson,316981,68,1226,-3,2021-07-05
Su-Wei Hsieh,310053,69,1189,-3,2021-07-05
Marta Kostyuk,326482,70,1189,-3,2021-07-05
Leylah Fernandez,326735,71,1171,-3,2021-07-05
Ann Li,326096,72,1157,-2,2021-07-05
Sloane Stephens,315683,73,1156,-4,2021-07-05
Bernarda Pera,317708,74,1140,-3,2021-07-05
Ajla Tomljanovic,315232,75,1110,-2,2021-07-05
Caroline Garcia,315391,76,1070,1,2021-07-05
Polona Hercog,313968,77,1056,-3,2021-07-05
