full_name,player_id,ranking,points,movement,date
Ashleigh Barty,318033,1,9186,0,2021-02-22
Naomi Osaka,319998,2,7835,1,2021-02-22
Simona Halep,314320,3,7255,-1,2021-02-22
Sofia Kenin,320942,4,5760,0,2021-02-22
Elina Svitolina,316738,5,5370,0,2021-02-22
Karolina Pliskova,313974,6,5205,0,2021-02-22
Serena Williams,230234,7,4915,4,2021-02-22
Aryna Sabalenka,320760,8,4810,-1,2021-02-22
Bianca Andreescu,325088,9,4735,0,2021-02-22
Petra Kvitova,314206,10,4571,-2,2021-02-22
Kiki Bertens,314584,11,4505,-1,2021-02-22
Belinda Bencic,319001,12,4010,0,2021-02-22
Jennifer Brady,318358,13,3765,11,2021-02-22
Victoria Azarenka,312001,14,3535,-1,2021-02-22
Garbiñe Muguruza,316239,15,3320,-1,2021-02-22
Johanna Konta,313907,16,3206,-1,2021-02-22
Elise Mertens,317964,17,3060,-1,2021-02-22
Iga Swiatek,326408,18,3014,-1,2021-02-22
Madison Keys,316959,19,2962,-1,2021-02-22
Marketa Vondrousova,323027,20,2952,0,2021-02-22
Petra Martic,313711,21,2850,-2,2021-02-22
Karolina Muchova,322191,22,2845,5,2021-02-22
Elena Rybakina,324166,23,2718,-2,2021-02-22
Anett Kontaveit,318425,24,2575,-2,2021-02-22
Maria Sakkari,318312,25,2570,-2,2021-02-22
Angelique Kerber,311470,26,2370,-1,2021-02-22
Alison Riske-Amritraj,312850,27,2256,-1,2021-02-22
Yulia Putintseva,317683,28,2015,0,2021-02-22
Donna Vekic,318516,29,1990,4,2021-02-22
Dayana Yastremska,324261,30,1925,-1,2021-02-22
Ons Jabeur,316847,31,1915,-1,2021-02-22
Amanda Anisimova,326384,32,1905,-1,2021-02-22
Ekaterina Alexandrova,319007,33,1900,-1,2021-02-22
Veronika Kudermetova,319526,34,1800,2,2021-02-22
Qiang Wang,314429,35,1735,-1,2021-02-22
Shuai Zhang,311779,36,1693,-1,2021-02-22
Danielle Collins,316925,37,1675,3,2021-02-22
Svetlana Kuznetsova,110552,38,1631,-1,2021-02-22
Barbora Strycova,190879,39,1630,-1,2021-02-22
Anastasia Pavlyuchenkova,313796,40,1630,-1,2021-02-22
Sloane Stephens,315683,41,1573,0,2021-02-22
Magda Linette,315130,42,1573,0,2021-02-22
Jessica Pegula,316956,43,1558,18,2021-02-22
Nadia Podoroska,319112,44,1557,1,2021-02-22
Fiona Ferro,319969,45,1557,1,2021-02-22
Caroline Garcia,315391,46,1520,-3,2021-02-22
Saisai Zheng,316286,47,1510,-3,2021-02-22
Marie Bouzkova,320983,48,1499,2,2021-02-22
Jelena Ostapenko,319939,49,1485,-2,2021-02-22
Su-Wei Hsieh,310053,50,1455,21,2021-02-22
Kristina Mladenovic,315616,51,1455,1,2021-02-22
Coco Gauff,328560,52,1423,-4,2021-02-22
Shelby Rogers,317421,53,1421,4,2021-02-22
Laura Siegemund,310926,54,1356,-5,2021-02-22
Polona Hercog,313968,55,1335,-4,2021-02-22
Anastasija Sevastova,313987,56,1317,-3,2021-02-22
Daria Kasatkina,322082,57,1295,18,2021-02-22
Alizé Cornet,312121,58,1290,-4,2021-02-22
Rebecca Peterson,317771,59,1285,-4,2021-02-22
Patricia Maria Tig,317171,60,1254,-4,2021-02-22
Jil Teichmann,320926,61,1237,-3,2021-02-22
Kaia Kanepi,110536,62,1228,3,2021-02-22
Barbora Krejcikova,318314,63,1183,-4,2021-02-22
Heather Watson,316981,64,1176,-4,2021-02-22
Bernarda Pera,317708,65,1165,1,2021-02-22
Alison Van Uytvanck,317819,66,1155,1,2021-02-22
Sorana Cirstea,312469,67,1139,1,2021-02-22
Katerina Siniakova,320301,68,1135,-6,2021-02-22
Anna Blinkova,324267,69,1114,-6,2021-02-22
Sara Sorribes Tormo,318872,70,1110,-6,2021-02-22
Ann Li,326096,71,1079,-2,2021-02-22
Irina-Camelia Begu,313169,72,1054,2,2021-02-22
Paula Badosa,320124,73,1044,-3,2021-02-22
Ajla Tomljanovic,315232,74,1035,-2,2021-02-22
Kristyna Pliskova,313975,75,1020,-2,2021-02-22
