full_name,player_id,ranking,points,movement,date
Lindsay Davenport,40106,1,5169,0,2005-05-09
Maria Sharapova,310137,2,4900,0,2005-05-09
Amélie Mauresmo,130450,3,4509,0,2005-05-09
Serena Williams,230234,4,4174,0,2005-05-09
Elena Dementieva,40289,5,3807,0,2005-05-09
Anastasia Myskina,130533,6,3371,0,2005-05-09
Svetlana Kuznetsova,110552,7,3283,0,2005-05-09
Alicia Molik,130548,8,2585,0,2005-05-09
Nadia Petrova,160379,9,2258,3,2005-05-09
Vera Zvonareva,260142,10,2102,0,2005-05-09
Justine Henin,80350,11,2017,4,2005-05-09
Jennifer Capriati,30200,12,1940,-3,2005-05-09
Patty Schnyder,190519,13,1882,0,2005-05-09
Venus Williams,230220,14,1772,-3,2005-05-09
Elena Bovina,20992,15,1640,-1,2005-05-09
Nathalie Dechy,40254,16,1537,0,2005-05-09
Kim Clijsters,30458,17,1516,0,2005-05-09
Elena Likhovtseva,120151,18,1397,0,2005-05-09
Tatiana Golovin,310774,19,1356,0,2005-05-09
Silvia Farina Elia,60061,20,1317,0,2005-05-09
Jelena Jankovic,100153,21,1313,3,2005-05-09
Shinobu Asagoe,10209,22,1254,-1,2005-05-09
Daniela Hantuchova,80394,23,1201,0,2005-05-09
Mary Pierce,160142,24,1169,3,2005-05-09
Ai Sugiyama,190353,25,1161,-3,2005-05-09
Francesca Schiavone,190666,26,1129,0,2005-05-09
Magdalena Maleeva,130245,27,971,5,2005-05-09
Karolina Sprem,190881,28,967,-3,2005-05-09
Flavia Pennetta,160391,29,960,4,2005-05-09
Amy Frazier,60034,30,956,0,2005-05-09
Marion Bartoli,20631,31,953,0,2005-05-09
Paola Suárez,190360,32,927,-4,2005-05-09
Na Li,120330,33,885,2,2005-05-09
Dinara Safina,190950,34,880,2,2005-05-09
Virginie Razzano,180384,35,878,4,2005-05-09
Ana Ivanovic,311710,36,871,-2,2005-05-09
Gisela Dulko,40388,37,860,0,2005-05-09
Fabiola Zuluaga,260078,38,848,-9,2005-05-09
Nicole Vaidisova,311911,39,829,-1,2005-05-09
Klara Koukalova,110492,40,769,1,2005-05-09
Anna Smashnova,190361,41,737,-1,2005-05-09
Anabel Medina Garrigues,130611,42,734,0,2005-05-09
Nuria Llagostera Vives,120317,43,726,14,2005-05-09
Lisa Raymond,180144,44,722,-1,2005-05-09
Maria Kirilenko,310577,45,716,3,2005-05-09
Dally Randriantefy,180234,46,715,4,2005-05-09
Conchita Martínez,130113,47,711,4,2005-05-09
Shuai Peng,160471,48,709,4,2005-05-09
Katarina Srebotnik,190636,49,705,-5,2005-05-09
Evgenia Linetskaya,310332,50,703,-5,2005-05-09
Anna-Lena Groenefeld,310318,51,700,-2,2005-05-09
Vera Dushevina,310625,52,681,-5,2005-05-09
Maria Vento-Kabchi,220070,53,658,2,2005-05-09
Meghann Shaughnessy,190565,54,644,-1,2005-05-09
Samantha Stosur,190787,55,632,-1,2005-05-09
Jelena Kostanic Tosic,110380,56,624,-10,2005-05-09
Jie Zheng,260144,57,624,8,2005-05-09
Kveta Peschke,80218,58,603,9,2005-05-09
Iveta Melzer,20576,59,585,-1,2005-05-09
Denisa Chladkova,30382,60,569,-4,2005-05-09
Anna Chakvetadze,310623,61,553,0,2005-05-09
Marta Domachowska,310338,62,549,0,2005-05-09
Alina Jidkova,260065,63,546,0,2005-05-09
Tathiana Garbin,30348,64,542,2,2005-05-09
Maria Elena Camerin,30462,65,538,-5,2005-05-09
Virginia Ruano Pascual,180160,66,533,-2,2005-05-09
Mashona Washington,230186,67,533,-8,2005-05-09
Tamarine Tanasugarn,200137,68,502,0,2005-05-09
Marlene Weingartner,230202,69,497,0,2005-05-09
Abigail Spears,190771,70,485,0,2005-05-09
Arantxa  Parra Santonja,160451,71,468,5,2005-05-09
Sania Mirza,310112,72,464,0,2005-05-09
Martina Sucha,190295,73,461,1,2005-05-09
Claudine Schaul,190777,74,456,3,2005-05-09
Marissa Gould,90080,75,452,-4,2005-05-09
Akiko Morigami,130541,76,452,-3,2005-05-09
Yuliana Fedak,60301,77,440,2,2005-05-09
Tatiana Perebiynis,160405,78,436,-3,2005-05-09
Mariana Diaz-Oliva,40198,79,433,-1,2005-05-09
Emilie Loit,120277,80,431,11,2005-05-09
Barbora Strycova,190879,81,426,-1,2005-05-09
Julia Schruff,190711,82,418,25,2005-05-09
Stéphanie Foretz ,60288,83,408,0,2005-05-09
Jill Craybas,30294,84,406,9,2005-05-09
Antonella Serra Zanetti,190613,85,405,9,2005-05-09
Eleni Daniilidou,40313,86,405,-1,2005-05-09
Kristina Brandi,20323,87,404,-1,2005-05-09
Yoon Jeong Cho,30419,88,403,-4,2005-05-09
Alona Bondarenko,20608,89,401,-2,2005-05-09
Tatiana Panova,160254,90,399,-1,2005-05-09
Anne Kremer,110242,91,393,4,2005-05-09
Laura Granville,70423,92,387,-2,2005-05-09
Roberta Vinci,220214,93,381,-5,2005-05-09
Ludmila Cervanova,30390,94,378,2,2005-05-09
Catalina Castaño,30360,95,375,2,2005-05-09
Shahar Peer,311168,96,371,2,2005-05-09
Marta Marrero,130616,97,371,-16,2005-05-09
Zuzana Ondraskova,150017,98,371,1,2005-05-09
María Sánchez Lorenzo,190435,99,369,-17,2005-05-09
Sesil Karatantcheva,311810,100,366,1,2005-05-09
Aiko Nakamura,140219,101,365,5,2005-05-09
Milagros Sequera,190562,102,364,7,2005-05-09
Lilia Osterloh,150134,103,364,0,2005-05-09
Angela Haynes,310617,104,361,-2,2005-05-09
Nicole Pratt,160078,105,358,-1,2005-05-09
Shenay Perry,160472,106,355,6,2005-05-09
Lucie Safarova,310553,107,352,-2,2005-05-09
Rika Fujiwara,60284,108,346,0,2005-05-09
Michaela Pastikova,160361,109,341,1,2005-05-09
Sanda Mamic,130760,110,340,1,2005-05-09
Evie Dominikovic,40269,111,337,2,2005-05-09
Selima Sfar,190473,112,334,3,2005-05-09
Emmanuelle Gagliardi,70245,113,331,-21,2005-05-09
Michaella Krajicek,311578,114,327,3,2005-05-09
Silvija Talaja,200160,115,323,1,2005-05-09
Stéphanie Cohen-Aloro,30501,116,321,-16,2005-05-09
Lindsay Lee-Waters,120281,117,317,-3,2005-05-09
Ekaterina Bychkova,20706,118,314,2,2005-05-09
Camille Pin,160363,119,313,2,2005-05-09
Marie-Ève Pelletier,160411,120,313,2,2005-05-09
Jamea Jackson,100164,121,309,-2,2005-05-09
Edina Gallovits-Hall,70471,122,309,4,2005-05-09
Laura Pous-Tio,160481,123,307,-5,2005-05-09
Elena Baltacha,20556,124,303,-1,2005-05-09
Lourdes Domínguez Lino,40300,125,302,3,2005-05-09
Severine Beltrame,20553,126,301,-2,2005-05-09
Tzipora Obziler,150048,127,298,3,2005-05-09
Chanda Rubin,180175,128,294,-3,2005-05-09
Magui Serna,190482,129,285,0,2005-05-09
Galina Voskoboeva,310419,130,282,1,2005-05-09
Sandra Kleinova,110310,131,281,1,2005-05-09
Melinda Czink,30557,132,280,1,2005-05-09
Anastasiya Yakimova,310626,133,280,1,2005-05-09
Lubomira Kurhajcova,110527,134,271,1,2005-05-09
Shikha Uberoi,210043,135,268,1,2005-05-09
Eva Birnerova,20596,136,265,1,2005-05-09
Saori Obata,150103,137,263,15,2005-05-09
Varvara Lepchenko,120420,138,262,0,2005-05-09
Yvonne Meusburger,130698,139,259,0,2005-05-09
Anca Barna,20113,140,257,-13,2005-05-09
Paula Garcia,70338,141,255,10,2005-05-09
Sandra Kloesel,110325,142,253,-2,2005-05-09
Katerina Bohmova,310979,143,247,3,2005-05-09
Nannan Liu,120392,144,246,-2,2005-05-09
Emma Laine,310237,145,246,-2,2005-05-09
Olga Lazarchuk,120332,146,234,38,2005-05-09
Jennifer Hopkins,80389,147,233,-6,2005-05-09
