full_name,player_id,ranking,points,movement,date
Lindsay Davenport,40106,1,5331,0,2005-07-18
Maria Sharapova,310137,2,4452,0,2005-07-18
Amélie Mauresmo,130450,3,4208,0,2005-07-18
Svetlana Kuznetsova,110552,4,3248,0,2005-07-18
Elena Dementieva,40289,5,3211,0,2005-07-18
Serena Williams,230234,6,3145,0,2005-07-18
Justine Henin,80350,7,3069,0,2005-07-18
Nadia Petrova,160379,8,2672,1,2005-07-18
Venus Williams,230220,9,2619,-1,2005-07-18
Anastasia Myskina,130533,10,2571,0,2005-07-18
Alicia Molik,130548,11,2330,0,2005-07-18
Patty Schnyder,190519,12,2140,0,2005-07-18
Mary Pierce,160142,13,2116,0,2005-07-18
Kim Clijsters,30458,14,2074,0,2005-07-18
Vera Zvonareva,260142,15,1906,0,2005-07-18
Elena Likhovtseva,120151,16,1807,0,2005-07-18
Elena Bovina,20992,17,1695,0,2005-07-18
Nathalie Dechy,40254,18,1666,0,2005-07-18
Jelena Jankovic,100153,19,1417,0,2005-07-18
Ana Ivanovic,311710,20,1390,0,2005-07-18
Silvia Farina Elia,60061,21,1177,0,2005-07-18
Tatiana Golovin,310774,22,1168,0,2005-07-18
Francesca Schiavone,190666,23,1117,0,2005-07-18
Flavia Pennetta,160391,24,1093,4,2005-07-18
Shinobu Asagoe,10209,25,1085,-1,2005-07-18
Daniela Hantuchova,80394,26,1044,-1,2005-07-18
Dinara Safina,190950,27,1043,-1,2005-07-18
Nicole Vaidisova,311911,28,1039,-1,2005-07-18
Gisela Dulko,40388,29,941,1,2005-07-18
Marion Bartoli,20631,30,922,-1,2005-07-18
Vera Dushevina,310625,31,866,0,2005-07-18
Ai Sugiyama,190353,32,858,0,2005-07-18
Anabel Medina Garrigues,130611,33,851,0,2005-07-18
Anna Chakvetadze,310623,34,815,0,2005-07-18
Anna-Lena Groenefeld,310318,35,796,1,2005-07-18
Evgenia Linetskaya,310332,36,795,-1,2005-07-18
Magdalena Maleeva,130245,37,789,0,2005-07-18
Virginie Razzano,180384,38,788,0,2005-07-18
Klara Koukalova,110492,39,769,1,2005-07-18
Kveta Peschke,80218,40,766,1,2005-07-18
Na Li,120330,41,764,1,2005-07-18
Jennifer Capriati,30200,42,761,2,2005-07-18
Conchita Martínez,130113,43,758,2,2005-07-18
Fabiola Zuluaga,260078,44,741,2,2005-07-18
Nuria Llagostera Vives,120317,45,734,-6,2005-07-18
Shuai Peng,160471,46,703,1,2005-07-18
Sesil Karatantcheva,311810,47,694,1,2005-07-18
Maria Kirilenko,310577,48,681,1,2005-07-18
Dally Randriantefy,180234,49,680,1,2005-07-18
Marta Domachowska,310338,50,680,1,2005-07-18
Lisa Raymond,180144,51,671,2,2005-07-18
Samantha Stosur,190787,52,670,2,2005-07-18
Anna Smashnova,190361,53,666,8,2005-07-18
Iveta Melzer,20576,54,648,1,2005-07-18
Amy Frazier,60034,55,633,-12,2005-07-18
Eleni Daniilidou,40313,56,624,1,2005-07-18
Katarina Srebotnik,190636,57,616,2,2005-07-18
Jill Craybas,30294,58,615,2,2005-07-18
Mashona Washington,230186,59,612,-7,2005-07-18
Roberta Vinci,220214,60,599,-2,2005-07-18
Karolina Sprem,190881,61,593,1,2005-07-18
Jelena Kostanic Tosic,110380,62,554,1,2005-07-18
Laura Granville,70423,63,548,1,2005-07-18
Lucie Safarova,310553,64,546,1,2005-07-18
Meghann Shaughnessy,190565,65,526,1,2005-07-18
Shahar Peer,311168,66,525,1,2005-07-18
Kristina Brandi,20323,67,521,1,2005-07-18
Antonella Serra Zanetti,190613,68,520,1,2005-07-18
Mariana Diaz-Oliva,40198,69,518,2,2005-07-18
Sania Mirza,310112,70,517,0,2005-07-18
Maria Vento-Kabchi,220070,71,497,-15,2005-07-18
Akiko Morigami,130541,72,488,0,2005-07-18
Maria Elena Camerin,30462,73,484,0,2005-07-18
Abigail Spears,190771,74,481,0,2005-07-18
Jie Zheng,260144,75,469,0,2005-07-18
Martina Sucha,190295,76,467,1,2005-07-18
Tathiana Garbin,30348,77,457,20,2005-07-18
Alina Jidkova,260065,78,455,-2,2005-07-18
Zuzana Ondraskova,150017,79,446,2,2005-07-18
Denisa Chladkova,30382,80,442,-1,2005-07-18
Yoon Jeong Cho,30419,81,442,-1,2005-07-18
Alona Bondarenko,20608,82,441,-4,2005-07-18
Sanda Mamic,130760,83,437,6,2005-07-18
Tamarine Tanasugarn,200137,84,426,-2,2005-07-18
Laura Pous-Tio,160481,85,421,-2,2005-07-18
Aiko Nakamura,140219,86,421,-2,2005-07-18
Paola Suárez,190360,87,418,-1,2005-07-18
Michaella Krajicek,311578,88,414,0,2005-07-18
Jamea Jackson,100164,89,407,-2,2005-07-18
Emilie Loit,120277,90,401,8,2005-07-18
Michaela Pastikova,160361,91,395,0,2005-07-18
Julia Schruff,190711,92,392,0,2005-07-18
Catalina Castaño,30360,93,391,0,2005-07-18
Severine Beltrame,20553,94,388,9,2005-07-18
Camille Pin,160363,95,386,0,2005-07-18
Lindsay Lee-Waters,120281,96,377,-6,2005-07-18
Marissa Gould,90080,97,370,-12,2005-07-18
Rika Fujiwara,60284,98,369,2,2005-07-18
Stéphanie Cohen-Aloro,30501,99,368,-3,2005-07-18
Arantxa  Parra Santonja,160451,100,367,-6,2005-07-18
Mara Santangelo,190669,101,366,0,2005-07-18
Yuliana Fedak,60301,102,363,0,2005-07-18
Barbora Strycova,190879,103,361,1,2005-07-18
Nicole Pratt,160078,104,356,-5,2005-07-18
Eva Birnerova,20596,105,351,0,2005-07-18
Ekaterina Bychkova,20706,106,349,6,2005-07-18
Evie Dominikovic,40269,107,345,-1,2005-07-18
María Sánchez Lorenzo,190435,108,344,1,2005-07-18
Selima Sfar,190473,109,343,-2,2005-07-18
Marie-Ève Pelletier,160411,110,340,0,2005-07-18
Lilia Osterloh,150134,111,338,0,2005-07-18
Angela Haynes,310617,112,335,-4,2005-07-18
Emmanuelle Gagliardi,70245,113,333,0,2005-07-18
Anastasiya Yakimova,310626,114,326,0,2005-07-18
Ludmila Cervanova,30390,115,324,0,2005-07-18
Virginia Ruano Pascual,180160,116,322,0,2005-07-18
Marta Marrero,130616,117,317,4,2005-07-18
Sandra Kloesel,110325,118,316,1,2005-07-18
Tzipora Obziler,150048,119,312,-2,2005-07-18
Sofia Arvidsson,10334,120,311,-2,2005-07-18
Tatiana Panova,160254,121,307,-1,2005-07-18
Melinda Czink,30557,122,304,4,2005-07-18
Sybille Bammer,20463,123,303,0,2005-07-18
Lourdes Domínguez Lino,40300,124,301,-2,2005-07-18
Chanda Rubin,180175,125,294,-1,2005-07-18
Varvara Lepchenko,120420,126,293,-1,2005-07-18
Stéphanie Foretz ,60288,127,291,0,2005-07-18
Tsvetana Pironkova,311041,128,286,0,2005-07-18
Shenay Perry,160472,129,282,1,2005-07-18
Hana Sromova,190476,130,280,-1,2005-07-18
Shikha Uberoi,210043,131,278,3,2005-07-18
Tatiana Perebiynis,160405,132,274,-1,2005-07-18
Cara Black,20351,133,273,-1,2005-07-18
Galina Voskoboeva,310419,134,271,-1,2005-07-18
Emma Laine,310237,135,268,0,2005-07-18
Yvonne Meusburger,130698,136,264,0,2005-07-18
Ashley Harkleroad,80418,137,257,18,2005-07-18
Elena Baltacha,20556,138,255,-1,2005-07-18
Sabine Klaschka,110462,139,250,-1,2005-07-18
Edina Gallovits-Hall,70471,140,245,-1,2005-07-18
Meilen Tu,200204,141,245,-1,2005-07-18
Maria Fernanda Alves,10258,142,243,1,2005-07-18
Anne Kremer,110242,143,240,1,2005-07-18
Milagros Sequera,190562,144,239,1,2005-07-18
María Emilia Salerni,190855,145,237,1,2005-07-18
Clarisa Fernández,60285,146,237,1,2005-07-18
Katerina Bohmova,310979,147,236,-6,2005-07-18
Elise Tamaela,200354,148,236,-6,2005-07-18
Conchita Martínez Granados,130396,149,232,-1,2005-07-18
Maret Ani,10278,150,230,-1,2005-07-18
Vanessa Paffrath,80371,151,225,21,2005-07-18
Hanna Nooni,140216,152,225,31,2005-07-18
Marlene Weingartner,230202,153,225,-3,2005-07-18
Nannan Liu,120392,154,223,-3,2005-07-18
Lubomira Kurhajcova,110527,155,220,-2,2005-07-18
Viktoriya Kutuzova,311393,156,219,-2,2005-07-18
Martina Müller,130631,157,217,-1,2005-07-18
Ting (sr) Li,120327,158,216,0,2005-07-18
Silvija Talaja,200160,159,216,0,2005-07-18
Julia Vakulenko,220248,160,215,-3,2005-07-18
Yuka Yoshida,250047,161,214,-1,2005-07-18
Libuse Prusova,160292,162,211,0,2005-07-18
Saori Obata,150103,163,210,0,2005-07-18
Vilmarie Castellvi,30536,164,207,-3,2005-07-18
Olga Lazarchuk,120332,165,207,-1,2005-07-18
Els Callens,30003,166,206,0,2005-07-18
Mervana Jugic-Salkic,100123,167,205,1,2005-07-18
Stéphanie Dubois,310290,168,202,-1,2005-07-18
Henrieta Nagyova,140145,169,201,-4,2005-07-18
Marie-Gayanay Mikaelian,130632,170,199,-1,2005-07-18
Sandra Kleinova,110310,171,198,-1,2005-07-18
Olga Savchuk,310816,172,196,4,2005-07-18
Sunitha Rao,180432,173,194,-2,2005-07-18
Delia Sescioreanu,190915,174,190,1,2005-07-18
Anca Barna,20113,175,189,-23,2005-07-18
Jessica Kirkland,310711,176,189,6,2005-07-18
Bethanie Mattek-Sands,130713,177,189,0,2005-07-18
Ryoko Fuda,310649,178,188,7,2005-07-18
Claudine Schaul,190777,179,187,0,2005-07-18
Nathalie Vierin,220240,180,187,-7,2005-07-18
Capucine Rousseau,180427,181,186,-7,2005-07-18
Kirsten Flipkens,310331,182,185,-2,2005-07-18
Mathilde Johansson,100162,183,183,20,2005-07-18
Kyra Nagy,140155,184,182,-3,2005-07-18
Tatiana Poutchek,160303,185,182,8,2005-07-18
Jarmila Wolfe,310169,186,179,44,2005-07-18
Kathrin Woerle-Scheller,230279,187,179,3,2005-07-18
Shiho Hisamatsu,80323,188,179,-4,2005-07-18
Carly Gullickson,310089,189,176,-3,2005-07-18
Lenka Nemeckova,140117,190,175,-2,2005-07-18
Virag Nemeth,310107,191,175,-2,2005-07-18
Elena Vesnina,311220,192,173,16,2005-07-18
Eva Hrdinova,80458,193,173,1,2005-07-18
Nika Ozegovic,310776,194,173,-3,2005-07-18
Magda Mihalache,130537,195,172,-17,2005-07-18
Ivana Abramovic,10327,196,170,-4,2005-07-18
Seiko Okamoto,150145,197,168,-10,2005-07-18
Agnes Szavay,311872,198,167,103,2005-07-18
Zsofia Gubacsi,70393,199,165,-4,2005-07-18
Kateryna Volodko,20702,200,163,-4,2005-07-18
Alice Canepa,30338,201,163,-4,2005-07-18
Frederica Piedade,160416,202,160,-4,2005-07-18
Natalie Grandin,70394,203,160,-4,2005-07-18
Aravane Rezai,311791,204,160,-4,2005-07-18
Lucie Hradecka,310849,205,157,-4,2005-07-18
Stephanie Gehrlein,70417,206,156,1,2005-07-18
Mariya Koryttseva,110584,207,156,-5,2005-07-18
Ivana Lisjak,310113,208,155,-3,2005-07-18
Tiantian Sun,190817,209,154,-5,2005-07-18
Zi Yan,250089,210,150,21,2005-07-18
Lina Stanciute,310698,211,150,-2,2005-07-18
Michelle Gerards,70470,212,149,-2,2005-07-18
Matea Mezak,310148,213,147,-2,2005-07-18
Angelika Bachmann,20473,214,147,-2,2005-07-18
Adriana Serra Zanetti,190276,215,146,-2,2005-07-18
Kelly Mc Cain,130681,216,145,-1,2005-07-18
Jennifer Hopkins,80389,217,144,-1,2005-07-18
Chia-Jung Chuang,310084,218,143,-1,2005-07-18
Stanislava Hrozenska,80292,219,142,-1,2005-07-18
Jane O'Donoghue,150182,220,140,0,2005-07-18
Angelique Widjaja,230272,221,139,0,2005-07-18
Meng Yuan,310803,222,138,1,2005-07-18
Rita Kuti-Kis,110266,223,137,5,2005-07-18
Maureen Drake,40058,224,135,-2,2005-07-18
Chanelle Scheepers,190873,225,133,2,2005-07-18
Ekaterina Dzehalevich,40438,226,133,-2,2005-07-18
Olena Antypina,10359,227,132,-8,2005-07-18
Virginie Pichet,160458,228,131,6,2005-07-18
Teryn Ashley,10306,229,131,4,2005-07-18
Tiffany Davis,40364,230,131,-1,2005-07-18
Yuliya Beygelzimer,20652,231,129,6,2005-07-18
Olga Vymetalkova,20408,232,128,-6,2005-07-18
Katarina Kachlikova,110605,233,128,-1,2005-07-18
Kaia Kanepi,110536,234,126,15,2005-07-18
Paula Garcia,70338,235,125,-21,2005-07-18
Maria Kondratieva,110497,236,124,2,2005-07-18
Marina Erakovic,312086,237,122,-2,2005-07-18
Ahsha Rolle,310210,238,121,19,2005-07-18
Adriana Barna,20334,239,120,-3,2005-07-18
Eva Fislova,60295,240,119,34,2005-07-18
Nina Bratchikova,20693,241,119,7,2005-07-18
Dominika Nociarova,140212,242,118,-3,2005-07-18
Ekaterina Makarova,311604,243,117,-3,2005-07-18
Su-Wei Hsieh,310053,244,117,-3,2005-07-18
Latisha Chan,312015,245,117,-3,2005-07-18
Margit Ruutel,180400,246,117,5,2005-07-18
Akgul Amanmuradova,10362,247,115,-4,2005-07-18
Suchanun Viratprasert,220229,248,115,-2,2005-07-18
Tatsiana Uvarova,210050,249,115,-2,2005-07-18
Chin-Wei Chan,310083,250,115,-6,2005-07-18
Rossana De Los Ríos,40148,251,114,-26,2005-07-18
Julie Ditty,40319,252,111,2,2005-07-18
Petra Mandula,130443,253,110,-1,2005-07-18
Mandy Minella,310431,254,110,4,2005-07-18
Maria Vanina Garcia Sokol,70473,255,109,1,2005-07-18
Pauline Parmentier,160515,256,108,13,2005-07-18
Evelyn Fauth,60160,257,108,11,2005-07-18
Aniko Kapros,110505,258,107,1,2005-07-18
Angelique Kerber,311470,259,106,-6,2005-07-18
Florence Haring,310982,260,106,18,2005-07-18
Seda Noorlander,40152,261,105,15,2005-07-18
Romina Oprandi,150185,262,105,0,2005-07-18
