full_name,player_id,ranking,points,movement,date
Serena Williams,230234,1,7010,0,2017-05-01
Angelique Kerber,311470,2,6925,0,2017-05-01
Karolina Pliskova,313974,3,6010,0,2017-05-01
Simona Halep,314320,4,5206,1,2017-05-01
Dominika Cibulkova,312894,5,5065,-1,2017-05-01
Garbiñe Muguruza,316239,6,4691,0,2017-05-01
Johanna Konta,313907,7,4330,0,2017-05-01
Agnieszka Radwanska,312251,8,4205,0,2017-05-01
Svetlana Kuznetsova,110552,9,4015,0,2017-05-01
Madison Keys,316959,10,3857,0,2017-05-01
Caroline Wozniacki,313402,11,3850,0,2017-05-01
Elina Svitolina,316738,12,3835,1,2017-05-01
Venus Williams,230220,13,3811,-1,2017-05-01
Elena Vesnina,311220,14,2960,0,2017-05-01
Petra Kvitova,314206,15,2900,0,2017-05-01
Anastasia Pavlyuchenkova,313796,16,2475,0,2017-05-01
Kristina Mladenovic,315616,17,2325,2,2017-05-01
Barbora Strycova,190879,18,2130,-1,2017-05-01
Samantha Stosur,190787,19,2000,-1,2017-05-01
Mirjana Lucic-Baroni,120323,20,1924,1,2017-05-01
Kiki Bertens,314584,21,1879,-1,2017-05-01
Coco Vandeweghe,314464,22,1877,1,2017-05-01
Carla Suárez Navarro,311338,23,1845,2,2017-05-01
Anastasija Sevastova,313987,24,1830,2,2017-05-01
Caroline Garcia,315391,25,1815,-1,2017-05-01
Daria Saville,315997,26,1715,1,2017-05-01
Timea Bacsinszky,311579,27,1634,-5,2017-05-01
Daria Kasatkina,322082,28,1630,1,2017-05-01
Irina-Camelia Begu,313169,29,1616,4,2017-05-01
Laura Siegemund,310926,30,1565,19,2017-05-01
Shuai Zhang,311779,31,1510,1,2017-05-01
Yulia Putintseva,317683,32,1505,-1,2017-05-01
Ana Konjuh,320682,33,1497,1,2017-05-01
Timea Babos,317070,34,1485,-4,2017-05-01
Lauren Davis,317414,35,1455,0,2017-05-01
Roberta Vinci,220214,36,1435,0,2017-05-01
Lucie Safarova,310553,37,1391,-9,2017-05-01
Shuai Peng,160471,38,1380,-1,2017-05-01
Katerina Siniakova,320301,39,1363,-1,2017-05-01
Alison Riske-Amritraj,312850,40,1320,-1,2017-05-01
Ekaterina Makarova,311604,41,1275,2,2017-05-01
Monica Puig,317755,42,1275,-2,2017-05-01
Alizé Cornet,312121,43,1272,-2,2017-05-01
Lesia Tsurenko,315295,44,1265,-2,2017-05-01
Christina Mchale,314917,45,1245,-1,2017-05-01
Julia Goerges,313381,46,1155,-1,2017-05-01
Naomi Osaka,319998,47,1125,-1,2017-05-01
Monica Niculescu,310775,48,1110,-1,2017-05-01
Shelby Rogers,317421,49,1101,-1,2017-05-01
Jelena Ostapenko,319939,50,1080,0,2017-05-01
Yaroslava Shvedova,311137,51,1076,0,2017-05-01
Misaki Doi,314237,52,1050,0,2017-05-01
Elise Mertens,317964,53,1046,12,2017-05-01
Johanna Larsson,311593,54,1015,-1,2017-05-01
Viktorija Golubic,316296,55,1011,-1,2017-05-01
Jelena Jankovic,100153,56,995,-1,2017-05-01
Qiang Wang,314429,57,984,-1,2017-05-01
Kristyna Pliskova,313975,58,982,-1,2017-05-01
Catherine Bellis,322526,59,966,-1,2017-05-01
