full_name,player_id,ranking,points,movement,date
Amélie Mauresmo,130450,1,3272,0,2006-05-15
Kim Clijsters,30458,2,3048,0,2006-05-15
Nadia Petrova,160379,3,2620,1,2006-05-15
Maria Sharapova,310137,4,2543,-1,2006-05-15
Justine Henin,80350,5,2408,2,2006-05-15
Mary Pierce,160142,6,2302,-1,2006-05-15
Lindsay Davenport,40106,7,2254,-1,2006-05-15
Elena Dementieva,40289,8,1964,0,2006-05-15
Patty Schnyder,190519,9,1753,0,2006-05-15
Svetlana Kuznetsova,110552,10,1577,0,2006-05-15
Francesca Schiavone,190666,11,1339,0,2006-05-15
Venus Williams,230220,12,1293,0,2006-05-15
Anastasia Myskina,130533,13,1268,0,2006-05-15
Anna-Lena Groenefeld,310318,14,1121,0,2006-05-15
Nicole Vaidisova,311911,15,1074,0,2006-05-15
Daniela Hantuchova,80394,16,1018,0,2006-05-15
Elena Likhovtseva,120151,17,945,0,2006-05-15
Flavia Pennetta,160391,18,941,0,2006-05-15
Dinara Safina,190950,19,914,0,2006-05-15
Ana Ivanovic,311710,20,873,0,2006-05-15
Martina Hingis,80301,21,860,2,2006-05-15
Nathalie Dechy,40254,22,821,-1,2006-05-15
Maria Kirilenko,310577,23,795,1,2006-05-15
Ai Sugiyama,190353,24,763,-2,2006-05-15
Anabel Medina Garrigues,130611,25,749,0,2006-05-15
Tatiana Golovin,310774,26,716,0,2006-05-15
Anna Chakvetadze,310623,27,698,0,2006-05-15
Marion Bartoli,20631,28,676,0,2006-05-15
Katarina Srebotnik,190636,29,656,1,2006-05-15
Sofia Arvidsson,10334,30,633,-1,2006-05-15
Lucie Safarova,310553,31,626,0,2006-05-15
Shahar Peer,311168,32,624,3,2006-05-15
Klara Koukalova,110492,33,607,-1,2006-05-15
Gisela Dulko,40388,34,590,-1,2006-05-15
Sania Mirza,310112,35,516,2,2006-05-15
Jie Zheng,260144,36,515,8,2006-05-15
Catalina Castaño,30360,37,514,-1,2006-05-15
Jelena Jankovic,100153,38,514,-4,2006-05-15
Na Li,120330,39,513,22,2006-05-15
