full_name,player_id,ranking,points,movement,date
Justine Henin,80350,1,5677,0,2004-06-21
Kim Clijsters,30458,2,4861,0,2004-06-21
Anastasia Myskina,130533,3,3816,0,2004-06-21
Amélie Mauresmo,130450,4,3591,0,2004-06-21
Lindsay Davenport,40106,5,3079,0,2004-06-21
Elena Dementieva,40289,6,2992,0,2004-06-21
Jennifer Capriati,30200,7,2766,0,2004-06-21
Venus Williams,230220,8,2406,0,2004-06-21
Svetlana Kuznetsova,110552,9,2307,0,2004-06-21
Serena Williams,230234,10,2055,0,2004-06-21
Paola Suárez,190360,11,1907,0,2004-06-21
Ai Sugiyama,190353,12,1863,1,2004-06-21
Nadia Petrova,160379,13,1801,-1,2004-06-21
Vera Zvonareva,260142,14,1740,0,2004-06-21
Maria Sharapova,310137,15,1654,0,2004-06-21
Patty Schnyder,190519,16,1574,1,2004-06-21
Francesca Schiavone,190666,17,1553,3,2004-06-21
Anna Smashnova,190361,18,1468,0,2004-06-21
Silvia Farina Elia,60061,19,1412,-3,2004-06-21
Chanda Rubin,180175,20,1231,-1,2004-06-21
Elena Bovina,20992,21,1211,1,2004-06-21
Fabiola Zuluaga,260078,22,1203,-1,2004-06-21
Mary Pierce,160142,23,1163,3,2004-06-21
Magdalena Maleeva,130245,24,1112,-1,2004-06-21
Jelena Dokic,40344,25,1107,0,2004-06-21
Alicia Molik,130548,26,986,3,2004-06-21
Lisa Raymond,180144,27,973,1,2004-06-21
Emilie Loit,120277,28,943,2,2004-06-21
Nathalie Dechy,40254,29,930,-2,2004-06-21
Karolina Sprem,190881,30,924,5,2004-06-21
Conchita Martínez,130113,31,924,-7,2004-06-21
Dinara Safina,190950,32,923,-1,2004-06-21
Eleni Daniilidou,40313,33,898,-1,2004-06-21
Maria Vento-Kabchi,220070,34,889,2,2004-06-21
Meghann Shaughnessy,190565,35,889,-1,2004-06-21
Amy Frazier,60034,36,841,-3,2004-06-21
Jelena Kostanic Tosic,110380,37,835,0,2004-06-21
Daniela Hantuchova,80394,38,834,16,2004-06-21
Elena Likhovtseva,120151,39,824,1,2004-06-21
Petra Mandula,130443,40,799,-2,2004-06-21
Nicole Pratt,160078,41,793,-2,2004-06-21
Lina Krasnoroutskaya,110489,42,791,2,2004-06-21
Claudine Schaul,190777,43,757,0,2004-06-21
Shinobu Asagoe,10209,44,746,-2,2004-06-21
Tina Pisnik,160339,45,726,2,2004-06-21
Jelena Jankovic,100153,46,717,6,2004-06-21
Kristina Brandi,20323,47,712,-2,2004-06-21
María Sánchez Lorenzo,190435,48,691,7,2004-06-21
Aniko Kapros,110505,49,688,-3,2004-06-21
Saori Obata,150103,50,686,-9,2004-06-21
Anabel Medina Garrigues,130611,51,684,7,2004-06-21
Jie Zheng,260144,52,677,-4,2004-06-21
Magui Serna,190482,53,661,-4,2004-06-21
Tatiana Golovin,310774,54,655,-4,2004-06-21
Iveta Melzer,20576,55,654,-4,2004-06-21
Tathiana Garbin,30348,56,629,-3,2004-06-21
Akiko Morigami,130541,57,621,-1,2004-06-21
Anca Barna,20113,58,615,-1,2004-06-21
Gisela Dulko,40388,59,605,0,2004-06-21
Klara Koukalova,110492,60,589,16,2004-06-21
Marta Marrero,130616,61,583,1,2004-06-21
Barbora Strycova,190879,62,580,-1,2004-06-21
Arantxa  Parra Santonja,160451,63,574,1,2004-06-21
Jill Craybas,30294,64,566,3,2004-06-21
Lubomira Kurhajcova,110527,65,566,1,2004-06-21
Tamarine Tanasugarn,200137,66,563,-6,2004-06-21
Virginia Ruano Pascual,180160,67,558,2,2004-06-21
Katarina Srebotnik,190636,68,557,-5,2004-06-21
Denisa Chladkova,30382,69,554,2,2004-06-21
Marlene Weingartner,230202,70,546,-5,2004-06-21
Martina Sucha,190295,71,539,-3,2004-06-21
Laura Granville,70423,72,526,-2,2004-06-21
