tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,tournament_name,tournament_title,year,indoor/outdoor,playerida_raw,playeridb_raw,PlayerIDA,PlayerIDB,winner_player_name,loser_player_name,winner_bracket_number,loser_bracket_number,home_player,away_player,home_country,away_country,home_seed,away_seed,winner_player_id,loser_player_id,winner_aces,loser_aces,winner_backhand_errors,loser_backhand_errors,winner_backhand_unforced_errors,loser_backhand_unforced_errors,winner_backhand_winners,loser_backhand_winners,winner_breakpoints_won,loser_breakpoints_won,winner_double_faults,loser_double_faults,winner_drop_shot_unforced_errors,loser_drop_shot_unforced_errors,winner_drop_shot_winners,loser_drop_shot_winners,winner_first_serve_points_won,loser_first_serve_points_won,winner_first_serve_successful,loser_first_serve_successful,winner_forehand_errors,loser_forehand_errors,winner_forehand_unforced_errors,loser_forehand_unforced_errors,winner_forehand_winners,loser_forehand_winners,winner_games_won,loser_games_won,winner_groundstroke_errors,loser_groundstroke_errors,winner_groundstroke_unforced_errors,loser_groundstroke_unforced_errors,winner_groundstroke_winners,loser_groundstroke_winners,winner_lob_unforced_errors,loser_lob_unforced_errors,winner_lob_winners,loser_lob_winners,winner_max_games_in_a_row,loser_max_games_in_a_row,winner_max_points_in_a_row,loser_max_points_in_a_row,winner_overhead_stroke_errors,loser_overhead_stroke_errors,winner_overhead_stroke_unforced_errors,loser_overhead_stroke_unforced_errors,winner_overhead_stroke_winners,loser_overhead_stroke_winners,winner_points_won,loser_points_won,winner_points_won_from_last_10,loser_points_won_from_last_10,winner_return_errors,loser_return_errors,winner_return_winners,loser_return_winners,winner_second_serve_points_won,loser_second_serve_points_won,winner_second_serve_successful,loser_second_serve_successful,winner_service_games_won,loser_service_games_won,winner_service_points_lost,loser_service_points_lost,winner_service_points_won,loser_service_points_won,winner_tiebreaks_won,loser_tiebreaks_won,winner_total_breakpoints,loser_total_breakpoints,winner_volley_unforced_errors,loser_volley_unforced_errors,winner_volley_winners,loser_volley_winners,Set 1 Score,Set 2 Score,Set 3 Score,ScoreString,event_id,event_year,match_time_total,match_message,match_status,set4_score,set5_score,num_sets,match_date,winner_flag_raw,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,score_string,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448681,2025-07-12,F,Iga Swiatek,Amanda Anisimova,POL,USA,8.0,13.0,6-0,6-0,,,326408,326384,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,326384,326408,326384,326408,Iga Swiatek,Amanda Anisimova,,,Amanda Anisimova,Iga Swiatek,USA,POL,13,8,326408,326384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-6,0-6,,"0-6,0-6",904,2025,,,,,,2,2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"0-6,0-6",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448679,2025-07-10,S,Iga Swiatek,Belinda Bencic,POL,CHE,8.0,,6-2,6-0,,,326408,319001,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,319001,326408,319001,326408,Iga Swiatek,Belinda Bencic,,,Belinda Bencic,Iga Swiatek,CHE,POL,,8,326408,319001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-6,0-6,,"2-6,0-6",904,2025,,,,,,2,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"2-6,0-6",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448671,2025-07-10,S,Amanda Anisimova,Aryna Sabalenka,USA,,13.0,1.0,6-4,4-6,6-4,,326384,320760,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,320760,326384,320760,326384,Amanda Anisimova,Aryna Sabalenka,,,Aryna Sabalenka,Amanda Anisimova,,USA,1,13,326384,320760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6,6-4,4-6,"4-6,6-4,4-6",904,2025,,,,,,3,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"4-6,6-4,4-6",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448675,2025-07-09,Q,Belinda Bencic,Mirra Andreeva,CHE,,,7.0,7-6(3),7-6(2),,,319001,331809,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,331809,319001,331809,319001,Belinda Bencic,Mirra Andreeva,,,Mirra Andreeva,Belinda Bencic,,CHE,7,,319001,331809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-7(3),6-7(2),,"6(7)-7,6(7)-7",904,2025,,,,,,2,2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7.0,3.0,7.0,2.0,,,"6(7)-7,6(7)-7",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448669,2025-07-09,Q,Iga Swiatek,Liudmila Samsonova,POL,,8.0,19.0,6-2,7-5,,,326408,322222,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,326408,322222,326408,322222,Iga Swiatek,Liudmila Samsonova,,,Iga Swiatek,Liudmila Samsonova,POL,,8,19,326408,322222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2,7-5,,"6-2,7-5",904,2025,,,,,,2,2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"6-2,7-5",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448673,2025-07-08,Q,Amanda Anisimova,Anastasia Pavlyuchenkova,USA,,13.0,,6-1,7-6(9),,,326384,313796,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,326384,313796,326384,313796,Amanda Anisimova,Anastasia Pavlyuchenkova,,,Amanda Anisimova,Anastasia Pavlyuchenkova,USA,,13,,326384,313796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1,7-6(9),,"6-1,7-6(11)",904,2025,,,,,,2,2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,11.0,9.0,,,"6-1,7-6(11)",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448663,2025-07-08,Q,Aryna Sabalenka,Laura Siegemund,,DEU,1.0,,4-6,6-2,6-4,,320760,310926,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,320760,310926,320760,310926,Aryna Sabalenka,Laura Siegemund,,,Aryna Sabalenka,Laura Siegemund,,DEU,1,,320760,310926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6,6-2,6-4,"4-6,6-2,6-4",904,2025,,,,,,3,2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"4-6,6-2,6-4",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448667,2025-07-07,4,Iga Swiatek,Clara Tauson,POL,DNK,8.0,23.0,6-4,6-1,,,326408,327793,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,326408,327793,326408,327793,Iga Swiatek,Clara Tauson,,,Iga Swiatek,Clara Tauson,POL,DNK,8,23,326408,327793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4,6-1,,"6-4,6-1",904,2025,,,,,,2,2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"6-4,6-1",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448655,2025-07-07,4,Mirra Andreeva,Emma Navarro,,USA,7.0,10.0,6-2,6-3,,,331809,325410,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,331809,325410,331809,325410,Mirra Andreeva,Emma Navarro,,,Mirra Andreeva,Emma Navarro,,USA,7,10,331809,325410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2,6-3,,"6-2,6-3",904,2025,,,,,,2,2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"6-2,6-3",,,,,,,,,,,
904,2025,WIMBLEDON,Grand Slam,2025-06-30,2025-07-13,Grass,WIMBLEDON,GREAT BRITAIN,128.0,25161500.0,USD,LS61448661,2025-07-07,4,Liudmila Samsonova,Jessica Bouzas Maneiro,,ESP,19.0,,7-5,7-5,,,322222,328139,WIMBLEDON,"The Championships, Wimbledon - Wimbledon, GBR",2025.0,,322222,328139,322222,328139,Liudmila Samsonova,Jessica Bouzas Maneiro,,,Liudmila Samsonova,Jessica Bouzas Maneiro,,ESP,19,,322222,328139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-5,7-5,,"7-5,7-5",904,2025,,,,,,2,2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"7-5,7-5",,,,,,,,,,,
