tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS001,2025-02-09,F,Jil Teichmann,Mananchaya Sawangkaew,SUI,THA,5.0,8.0,6-3,6-4,,O,320926,326929,1100,2025,Jil Teichmann,Mananchaya Sawangkaew,SUI,THA,5,8,2,Jil Teichmann,Mananchaya Sawangkaew,2,"6-3,6-4",2025-02-09T14:04:08.43+00:00,2025-02-09,01:37:25,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,320926,,326929,,00:38:22,6,3,,0,0.0,2.0,0.0,1.0,7.0,12.0,12.0,19.0,17.0,14.0,25.0,26.0,2.0,1.0,3.0,1.0,5.0,4.0,5.0,7.0,29.0,22.0,0.0,0.0,00:58:58,6,4,,0,1.0,1.0,2.0,1.0,16.0,9.0,27.0,23.0,21.0,16.0,37.0,35.0,3.0,2.0,4.0,4.0,5.0,5.0,11.0,14.0,40.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS002,2025-02-08,S,Jil Teichmann,Maaya Rajeshwaran Revathi,SUI,IND,5.0,,6-3,6-1,,O,320926,334512,1100,2025,Jil Teichmann,Maaya Rajeshwaran Revathi,SUI,IND,5,,2,Jil Teichmann,Maaya Rajeshwaran Revathi,2,"6-3,6-1",2025-02-08T12:49:32.603+00:00,2025-02-08,01:08:03,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,320926,,334512,,00:37:00,6,3,,0,1.0,0.0,1.0,1.0,13.0,5.0,18.0,8.0,19.0,12.0,29.0,23.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,30.0,22.0,0.0,0.0,00:30:59,6,1,,0,2.0,2.0,1.0,1.0,11.0,6.0,11.0,12.0,12.0,12.0,16.0,29.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,6.0,29.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS003,2025-02-08,S,Mananchaya Sawangkaew,Rebecca Marino,THA,CAN,8.0,2.0,6-2,6-2,,O,326929,313485,1100,2025,Mananchaya Sawangkaew,Rebecca Marino,THA,CAN,8,2,2,Mananchaya Sawangkaew,Rebecca Marino,2,"6-2,6-2",2025-02-08T11:18:46.647+00:00,2025-02-08,01:04:51,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326929,,313485,,00:35:28,6,2,,0,3.0,5.0,1.0,0.0,11.0,15.0,11.0,25.0,16.0,19.0,19.0,37.0,2.0,0.0,8.0,0.0,4.0,4.0,0.0,10.0,34.0,22.0,0.0,0.0,00:29:19,6,2,,0,0.0,2.0,0.0,1.0,13.0,11.0,15.0,17.0,17.0,14.0,21.0,28.0,2.0,0.0,8.0,0.0,4.0,4.0,2.0,6.0,31.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS004,2025-02-07,Q,Jil Teichmann,Shrivalli Bhamidipaty,SUI,IND,5.0,5.0,6-2,6-2,,O,320926,328071,1100,2025,Shrivalli Bhamidipaty,Jil Teichmann,IND,SUI,,5,3,Jil Teichmann,Shrivalli Bhamidipaty,2,"6-2,6-2",2025-02-07T09:31:55.42+00:00,2025-02-07,01:23:41,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,328071,,320926,,00:36:35,6,2,0,,0.0,1.0,0.0,3.0,11.0,10.0,11.0,12.0,16.0,17.0,19.0,34.0,2.0,0.0,6.0,0.0,4.0,4.0,0.0,2.0,33.0,20.0,0.0,0.0,00:47:02,6,2,0,,0.0,0.0,1.0,0.0,14.0,7.0,20.0,16.0,19.0,12.0,34.0,29.0,3.0,1.0,5.0,3.0,4.0,4.0,6.0,9.0,36.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS005,2025-02-07,Q,Maaya Rajeshwaran Revathi,Mei Yamaguchi,IND,JPN,,,6-4,3-6,6-2,O,334512,325473,1100,2025,Maaya Rajeshwaran Revathi,Mei Yamaguchi,IND,JPN,,,2,Maaya Rajeshwaran Revathi,Mei Yamaguchi,3,"6-4,3-6,6-2",2025-02-07T12:57:21.547+00:00,2025-02-07,01:59:40,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,334512,,325473,,00:43:52,6,4,,0,2.0,1.0,1.0,6.0,10.0,12.0,16.0,19.0,17.0,17.0,34.0,36.0,3.0,2.0,5.0,5.0,5.0,5.0,6.0,7.0,36.0,34.0,0.0,0.0,00:41:29,3,6,,0,1.0,4.0,3.0,0.0,11.0,9.0,18.0,16.0,19.0,15.0,38.0,25.0,1.0,3.0,5.0,7.0,5.0,4.0,7.0,7.0,29.0,34.0,0.0,0.0,00:34:15,6,2,,0,2.0,0.0,0.0,1.0,10.0,2.0,12.0,10.0,17.0,10.0,24.0,22.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,8.0,29.0,17.0,0.0,0.0,,,,,,,,,,,,4.0,7.0,5.0,5.0,46.0,45.0,96.0,83.0,0.4791666666666667,0.5421686746987951,31.0,23.0,46.0,45.0,0.6739130434782609,0.5111111111111111,,,,,,,7.0,24,0.2916666666666667,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS006,2025-02-07,Q,Mananchaya Sawangkaew,Lanlana Tararudee,THA,THA,8.0,,7-5,3-6,6-2,O,326929,329651,1100,2025,Mananchaya Sawangkaew,Lanlana Tararudee,THA,THA,8,,2,Mananchaya Sawangkaew,Lanlana Tararudee,3,"7-5,3-6,6-2",2025-02-07T07:53:00.493+00:00,2025-02-07,02:35:17,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326929,,329651,,01:04:20,7,5,,0,0.0,0.0,0.0,5.0,16.0,15.0,22.0,27.0,22.0,26.0,31.0,49.0,2.0,1.0,7.0,2.0,6.0,6.0,6.0,12.0,45.0,35.0,0.0,0.0,00:48:29,3,6,,0,2.0,3.0,0.0,1.0,6.0,14.0,14.0,18.0,10.0,19.0,22.0,27.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,4.0,18.0,31.0,0.0,0.0,00:42:21,6,2,,0,0.0,1.0,0.0,3.0,8.0,12.0,11.0,17.0,16.0,14.0,19.0,25.0,2.0,0.0,5.0,0.0,4.0,4.0,3.0,5.0,27.0,17.0,0.0,0.0,,,,,,,,,,,,0.0,9.0,2.0,4.0,47.0,62.0,72.0,101.0,0.6527777777777778,0.6138613861386139,30.0,41.0,47.0,62.0,0.6382978723404256,0.6612903225806451,,,,,,,2.0,20,0.1,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS007,2025-02-07,Q,Rebecca Marino,Mai Hontama,CAN,JPN,2.0,2.0,6-3,6-4,,O,313485,324750,1100,2025,Mai Hontama,Rebecca Marino,JPN,CAN,,2,3,Rebecca Marino,Mai Hontama,2,"6-3,6-4",2025-02-07T07:49:05.13+00:00,2025-02-07,01:19:46,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,324750,,313485,,00:35:38,6,3,0,,2.0,0.0,2.0,3.0,12.0,7.0,18.0,13.0,17.0,8.0,31.0,23.0,3.0,2.0,4.0,3.0,5.0,4.0,6.0,6.0,32.0,22.0,0.0,0.0,00:44:04,6,4,0,,5.0,0.0,2.0,2.0,15.0,10.0,19.0,15.0,21.0,15.0,32.0,25.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,31.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS008,2025-02-06,2,Shrivalli Bhamidipaty,Aleksandra Krunic,IND,SRB,,,6-4,6-0,,O,328071,316344,1100,2025,Aleksandra Krunic,Shrivalli Bhamidipaty,SRB,IND,,,3,Shrivalli Bhamidipaty,Aleksandra Krunic,2,"6-4,6-0",2025-02-06T12:52:46.01+00:00,2025-02-06,00:58:48,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,316344,,328071,,00:36:35,6,4,0,,2.0,1.0,0.0,2.0,6.0,12.0,11.0,17.0,13.0,14.0,25.0,30.0,3.0,2.0,8.0,3.0,5.0,5.0,5.0,5.0,29.0,26.0,0.0,0.0,00:22:07,6,0,0,,3.0,0.0,2.0,0.0,7.0,2.0,9.0,13.0,12.0,4.0,17.0,17.0,3.0,0.0,4.0,0.0,3.0,3.0,2.0,11.0,25.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS009,2025-02-05,2,Jil Teichmann,Arianne Hartono,SUI,NED,5.0,5.0,6-7(4),6-3,6-3,O,320926,323451,1100,2025,Arianne Hartono,Jil Teichmann,NED,SUI,,5,3,Jil Teichmann,Arianne Hartono,3,"6-7(4),6-3,6-3",2025-02-05T06:23:28.413+00:00,2025-02-05,02:36:13,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,323451,,320926,,01:01:06,6,7,4,,2.0,1.0,1.0,1.0,17.0,20.0,28.0,22.0,30.0,27.0,50.0,34.0,1.0,1.0,1.0,8.0,6.0,6.0,11.0,2.0,37.0,47.0,0.0,0.0,00:46:20,6,3,0,,3.0,1.0,2.0,5.0,12.0,11.0,16.0,19.0,18.0,15.0,24.0,32.0,2.0,1.0,7.0,1.0,5.0,4.0,4.0,8.0,35.0,21.0,0.0,0.0,00:48:42,6,3,0,,2.0,0.0,1.0,0.0,12.0,9.0,20.0,18.0,19.0,14.0,32.0,30.0,3.0,1.0,5.0,5.0,4.0,5.0,8.0,9.0,35.0,27.0,0.0,0.0,,,,,,,,,,,,4.0,6.0,7.0,2.0,64.0,59.0,106.0,96.0,0.6037735849056604,0.6145833333333334,41.0,40.0,64.0,59.0,0.640625,0.6779661016949152,,,,,,,11.0,27,0.4074074074074074,15.0,15.0,,,,,,,7.0,4.0,,,,,,,,,,,,,,,
1100,2025,MUMBAI 125,WTA 125,2025-02-03,2025-02-09,Hard,MUMBAI,INDIA,32.0,115000.0,USD,LS010,2025-02-06,2,Maaya Rajeshwaran Revathi,Zarina Diyas,IND,KAZ,,,6-3,3-2,,O,334512,315696,1100,2025,Zarina Diyas,Maaya Rajeshwaran Revathi,KAZ,IND,,,5,Maaya Rajeshwaran Revathi,Zarina Diyas,2,"6-3,3-2 Ret'd",2025-02-06T14:06:59.533+00:00,2025-02-06,01:08:28,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,315696,,334512,,00:41:47,6,3,0,,0.0,0.0,3.0,1.0,9.0,5.0,15.0,15.0,17.0,7.0,35.0,25.0,4.0,2.0,4.0,5.0,4.0,5.0,6.0,10.0,35.0,25.0,0.0,0.0,00:23:00,3,2,0,,0.0,1.0,2.0,1.0,5.0,5.0,6.0,7.0,11.0,5.0,21.0,10.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,16.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
