tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS001,2026-02-08,F,Mananchaya Sawangkaew,Lilli Tagger,THA,AUT,,7.0,6-4,6-3,,O,326929,332150,1100,2026,Mananchaya Sawangkaew,Lilli Tagger,THA,AUT,,7,2,Mananchaya Sawangkaew,Lilli Tagger,2,"6-4,6-3",2026-02-08T10:18:36.86+00:00,2026-02-08,01:25:00,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326929,,332150,,00:43:19,6,4,,0,1,5,2,1,19,15,27,18,24,18,37,26,1,0,1,2,5,5,8,3,32,31,0,0,00:41:34,6,3,,0,0.0,3.0,0.0,0.0,13.0,11.0,16.0,20.0,16.0,19.0,19.0,34.0,2.0,0.0,3.0,0.0,4.0,5.0,3.0,9.0,31.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS002,2026-02-07,S,Mananchaya Sawangkaew,Lanlana Tararudee,THA,THA,,5.0,6-2,3-6,6-1,O,326929,329651,1100,2026,Mananchaya Sawangkaew,Lanlana Tararudee,THA,THA,,5,2,Mananchaya Sawangkaew,Lanlana Tararudee,3,"6-2,3-6,6-1",2026-02-07T09:20:12.79+00:00,2026-02-07,01:53:33,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326929,,329651,,00:32:41,6,2,,0,1,1,2,3,18,6,27,14,21,10,33,22,2,0,2,5,4,4,9,8,33,22,0,0,00:40:54,3,6,,0,0.0,1.0,2.0,2.0,10.0,12.0,21.0,17.0,12.0,15.0,30.0,26.0,2.0,3.0,2.0,5.0,4.0,5.0,11.0,5.0,23.0,33.0,0.0,0.0,00:39:51,6,1,,0,2.0,2.0,0.0,1.0,15.0,8.0,20.0,13.0,18.0,10.0,26.0,21.0,2.0,0.0,3.0,4.0,4.0,3.0,5.0,5.0,29.0,18.0,0.0,0.0,,,,,,4.0,6.0,3.0,4.0,68.0,44.0,89.0,69.0,0.7640449438202247,0.6376811594202898,43.0,26.0,68.0,44.0,0.6323529411764706,0.5909090909090909,,,,,,,11.0,21,0.5238095238095238,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS003,2026-02-07,S,Lilli Tagger,Fangran Tian,AUT,CHN,7.0,7.0,6-2,7-6(3),,O,332150,329397,1100,2026,Fangran Tian,Lilli Tagger,CHN,AUT,,7,3,Lilli Tagger,Fangran Tian,2,"6-2,7-6(3)",2026-02-07T11:34:28.193+00:00,2026-02-07,01:59:50,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,329397,,332150,,00:44:19,6,2,0,,0,0,2,1,14,11,21,21,18,15,28,31,2,0,6,1,4,4,7,10,34,25,0,0,01:15:24,7,6,3,,1.0,0.0,0.0,0.0,15.0,25.0,26.0,37.0,24.0,26.0,37.0,43.0,1.0,1.0,3.0,1.0,6.0,6.0,11.0,12.0,41.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,7.0,3.0,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS004,2026-02-06,Q,Mananchaya Sawangkaew,Tatiana Prozorova,THA,RUS,,9.0,6-1,6-4,,O,326929,330723,1100,2026,Mananchaya Sawangkaew,Tatiana Prozorova,THA,RUS,,9,2,Mananchaya Sawangkaew,Tatiana Prozorova,2,"6-1,6-4",2026-02-06T09:20:38.843+00:00,2026-02-06,01:38:30,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326929,,330723,,00:39:53,6,1,,0,1,2,3,1,9,6,14,13,17,12,28,28,3,0,6,1,3,4,5,7,33,23,0,0,00:58:30,6,4,,0,0.0,1.0,3.0,0.0,11.0,8.0,19.0,21.0,14.0,15.0,31.0,36.0,4.0,3.0,10.0,4.0,5.0,5.0,8.0,13.0,35.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS005,2026-02-06,Q,Lanlana Tararudee,Leolia Jeanjean,THA,FRA,5.0,3.0,4-6,6-3,6-2,O,329651,320313,1100,2026,Leolia Jeanjean,Lanlana Tararudee,FRA,THA,3,5,3,Lanlana Tararudee,Leolia Jeanjean,3,"4-6,6-3,6-2",2026-02-06T09:22:35.213+00:00,2026-02-06,02:17:54,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,320313,,329651,,00:58:07,4,6,0,,3,1,2,0,12,17,15,29,18,28,27,45,0,1,6,3,5,5,3,12,35,37,0,0,00:41:57,6,3,0,,2.0,0.0,2.0,0.0,14.0,11.0,16.0,17.0,22.0,13.0,30.0,23.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,6.0,32.0,21.0,0.0,0.0,00:37:47,6,2,0,,2.0,0.0,0.0,0.0,13.0,8.0,17.0,13.0,16.0,9.0,22.0,19.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,5.0,26.0,15.0,0.0,0.0,,,,,,4.0,0.0,7.0,1.0,48.0,59.0,79.0,87.0,0.6075949367088608,0.6781609195402298,39.0,36.0,48.0,59.0,0.8125,0.6101694915254238,,,,,,,3.0,13,0.23076923076923078,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS006,2026-02-06,Q,Fangran Tian,Mei Yamaguchi,CHN,JPN,,,6-2,2-6,6-2,O,329397,325473,1100,2026,Mei Yamaguchi,Fangran Tian,JPN,CHN,,,3,Fangran Tian,Mei Yamaguchi,3,"6-2,2-6,6-2",2026-02-06T11:58:34.98+00:00,2026-02-06,02:38:45,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,325473,,329397,,00:47:20,6,2,0,,1,0,2,0,14,10,17,21,18,15,25,32,2,0,6,2,4,4,3,11,35,22,0,0,00:50:07,2,6,0,,0.0,0.0,0.0,1.0,9.0,11.0,15.0,17.0,13.0,16.0,31.0,24.0,1.0,3.0,2.0,4.0,4.0,4.0,6.0,6.0,21.0,34.0,0.0,0.0,01:01:14,6,2,0,,0.0,0.0,2.0,0.0,11.0,8.0,15.0,16.0,19.0,13.0,30.0,26.0,2.0,0.0,5.0,5.0,4.0,4.0,4.0,8.0,32.0,24.0,0.0,0.0,,,,,,4.0,1.0,1.0,0.0,47.0,54.0,86.0,82.0,0.5465116279069767,0.6585365853658537,34.0,29.0,47.0,54.0,0.723404255319149,0.5370370370370371,,,,,,,8.0,24,0.3333333333333333,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS007,2026-02-06,Q,Lilli Tagger,Darja Semenistaja,AUT,LAT,7.0,2.0,4-6,6-4,6-2,O,332150,329457,1100,2026,Lilli Tagger,Darja Semenistaja,AUT,LAT,7,2,2,Lilli Tagger,Darja Semenistaja,3,"4-6,6-4,6-2",2026-02-06T11:21:51.503+00:00,2026-02-06,02:17:41,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,332150,,329457,,00:54:58,4,6,,0,3,1,2,1,21,16,29,18,25,20,45,27,0,1,0,4,5,5,8,2,32,40,0,0,00:45:59,6,4,,0,5.0,1.0,0.0,0.0,16.0,13.0,18.0,21.0,20.0,21.0,27.0,34.0,1.0,0.0,2.0,0.0,5.0,5.0,2.0,8.0,33.0,28.0,0.0,0.0,00:36:37,6,2,,0,3.0,0.0,2.0,1.0,11.0,7.0,16.0,12.0,14.0,12.0,23.0,27.0,3.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,29.0,21.0,0.0,0.0,,,,,,4.0,2.0,11.0,2.0,63.0,51.0,95.0,88.0,0.6631578947368421,0.5795454545454546,48.0,36.0,63.0,51.0,0.7619047619047619,0.7058823529411765,,,,,,,3.0,11,0.2727272727272727,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS008,2026-02-04,2,Mananchaya Sawangkaew,Misaki Matsuda,THA,JPN,,,6-4,6-1,,O,326929,326780,1100,2026,Misaki Matsuda,Mananchaya Sawangkaew,JPN,THA,,,3,Mananchaya Sawangkaew,Misaki Matsuda,2,"6-4,6-1",2026-02-04T12:21:01.133+00:00,2026-02-04,01:07:56,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,326780,,326929,,00:34:11,6,4,0,,3,0,3,1,14,12,17,20,16,15,26,30,2,1,3,1,5,5,3,8,31,25,0,0,00:33:39,6,1,0,,1.0,0.0,0.0,0.0,10.0,7.0,16.0,17.0,16.0,11.0,26.0,26.0,3.0,0.0,4.0,3.0,3.0,4.0,6.0,10.0,31.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS009,2026-02-05,2,Tatiana Prozorova,Kristiana Sidorova,RUS,RUS,9.0,9.0,6-4,6-1,,O,330723,331986,1100,2026,Kristiana Sidorova,Tatiana Prozorova,RUS,RUS,,9,3,Tatiana Prozorova,Kristiana Sidorova,2,"6-4,6-1",2026-02-05T11:41:48.72+00:00,2026-02-05,01:21:16,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,331986,,330723,,00:48:47,6,4,0,,0,0,1,3,11,9,18,14,16,17,26,29,2,1,5,1,5,5,7,5,28,27,0,0,00:32:25,6,1,0,,1.0,0.0,1.0,2.0,15.0,8.0,21.0,13.0,15.0,9.0,25.0,24.0,3.0,1.0,7.0,1.0,4.0,3.0,6.0,5.0,30.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2026,MUMBAI 125,WTA 125,2026-02-02,2026-02-08,Hard,MUMBAI,IND,32,115000,USD,LS010,2026-02-04,2,Leolia Jeanjean,Miho Kuramochi,FRA,JPN,3.0,,6-3,6-3,,O,320313,331153,1100,2026,Leolia Jeanjean,Miho Kuramochi,FRA,JPN,3,,2,Leolia Jeanjean,Miho Kuramochi,2,"6-3,6-3",2026-02-04T11:33:45.643+00:00,2026-02-04,01:41:17,MUMBAI 125,"L&T Mumbai Open - Mumbai, IND",1100,,,320313,,331153,,00:47:27,6,3,,0,1,0,0,1,16,8,24,18,22,12,35,26,2,1,6,5,5,4,8,10,36,25,0,0,00:53:48,6,3,,0,2.0,0.0,4.0,1.0,15.0,13.0,19.0,25.0,21.0,15.0,34.0,30.0,2.0,0.0,2.0,4.0,4.0,5.0,4.0,12.0,36.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
