full_name,ranking,points,date
Ivan Lendl,1,0,1989-07-10
Boris Becker,2,0,1989-07-10
Stefan Edberg,3,0,1989-07-10
Andre Agassi,4,0,1989-07-10
John McEnroe,5,0,1989-07-10
Mats Wilander,6,0,1989-07-10
Michael Chang,7,0,1989-07-10
Thomas Muster,8,0,1989-07-10
Jakob Hlasek,9,0,1989-07-10
Alberto Mancini,10,0,1989-07-10
Tim Mayotte,11,0,1989-07-10
Jimmy Connors,12,0,1989-07-10
Aaron Krickstein,13,0,1989-07-10
Kevin Curren,14,0,1989-07-10
Brad Gilbert,15,0,1989-07-10
Kent Carlsson,16,0,1989-07-10
Emilio Sanchez,17,0,1989-07-10
Miloslav Mecir Sr.,18,0,1989-07-10
Yannick Noah,19,0,1989-07-10
Andrei Chesnokov,20,0,1989-07-10
Amos Mansdorf,21,0,1989-07-10
Jay Berger,22,0,1989-07-10
Mikael Pernfors,23,0,1989-07-10
Guillermo Perez-Roldan,24,0,1989-07-10
Christo Van Rensburg,25,0,1989-07-10
Ronald Agenor,26,0,1989-07-10
Andres Gomez,27,0,1989-07-10
Carl-Uwe Steeb,28,0,1989-07-10
Horst Skoff,29,0,1989-07-10
Jonas Svensson,30,0,1989-07-10
Dan Goldie,31,0,1989-07-10
John Fitzgerald,32,0,1989-07-10
Paolo Cane,33,0,1989-07-10
Henri Leconte,34,0,1989-07-10
Jaime Yzaga,35,0,1989-07-10
Darren Cahill,36,0,1989-07-10
Anders Jarryd,37,0,1989-07-10
Sergi Bruguera,38,0,1989-07-10
Johan Kriek,39,0,1989-07-10
Alexander Volkov,40,0,1989-07-10
Jordi Arrese,41,0,1989-07-10
Jim Courier,42,0,1989-07-10
Luiz Mattar,43,0,1989-07-10
Derrick Rostagno,44,0,1989-07-10
Paul Annacone,45,0,1989-07-10
Goran Ivanisevic,46,0,1989-07-10
Eric Jelen,47,0,1989-07-10
Peter Lundgren,48,0,1989-07-10
Marcelo Filippini,49,0,1989-07-10
Mark Woodforde,50,0,1989-07-10
Omar Camporese,51,0,1989-07-10
Jan Gunnarsson,52,0,1989-07-10
Martin Jaite,53,0,1989-07-10
Javier Sanchez,54,0,1989-07-10
Slobodan Zivojinovic,55,0,1989-07-10
Robert Seguso,56,0,1989-07-10
Guy Forget,57,0,1989-07-10
Richard Matuszewski,58,0,1989-07-10
Paul Chamberlin,59,0,1989-07-10
Andrei Cherkasov,60,0,1989-07-10
Michiel Schapers,61,0,1989-07-10
Patrik Kuhnen,62,0,1989-07-10
Jim Pugh,63,0,1989-07-10
Kelly Evernden,64,0,1989-07-10
Magnus Gustafsson,65,0,1989-07-10
Goran Prpic,66,0,1989-07-10
Martin Strelba,67,0,1989-07-10
Wally Masur,68,0,1989-07-10
Leonardo Lavalle,69,0,1989-07-10
Ramesh Krishnan,70,0,1989-07-10
Pieter Aldrich,71,0,1989-07-10
Christian Bergstrom,72,0,1989-07-10
Michael Stich,73,0,1989-07-10
Eduardo Bengoechea,74,0,1989-07-10
Tim Wilkison,75,0,1989-07-10
Fernando Luna,76,0,1989-07-10
Jerome Potier,77,0,1989-07-10
Scott Davis,78,0,1989-07-10
Milan Srejber,79,0,1989-07-10
Francesco Cancellotti,80,0,1989-07-10
Horacio de la Pena,81,0,1989-07-10
Shuzo Matsuoka,82,0,1989-07-10
Karel Novacek,83,0,1989-07-10
Lawson Duncan,84,0,1989-07-10
Todd Witsken,85,0,1989-07-10
Mark Koevermans,86,0,1989-07-10
Jimmy Arias,87,0,1989-07-10
Bruno Oresar,88,0,1989-07-10
Glenn Layendecker,89,0,1989-07-10
Cassio Motta,90,0,1989-07-10
Thomas Hogstedt,91,0,1989-07-10
Leif Shiras,92,0,1989-07-10
Marian Vajda,93,0,1989-07-10
John Frawley,94,0,1989-07-10
Pete Sampras,95,0,1989-07-10
Tomas Carbonell,96,0,1989-07-10
Martin Laurendeau,97,0,1989-07-10
Marty Davis,98,0,1989-07-10
Jeff Tarango,99,0,1989-07-10
Tom Nijssen,100,0,1989-07-10
Dan Cassidy,101,0,1989-07-10
Thierry Tulasne,102,0,1989-07-10
Gary Muller,103,0,1989-07-10
Javier Frana,104,0,1989-07-10
Mark Kratzmann,105,0,1989-07-10
Brad Drewett,106,0,1989-07-10
Jimmy Brown,107,0,1989-07-10
Olivier Delaitre,108,0,1989-07-10
Jason Stoltenberg,109,0,1989-07-10
Richey Reneberg,110,0,1989-07-10
Nicolas Pereira,111,0,1989-07-10
Jean-Philippe Fleurian,112,0,1989-07-10
Franco Davin,113,0,1989-07-10
Eric Winogradsky,114,0,1989-07-10
Juan Aguilera,115,0,1989-07-10
Glenn Michibata,116,0,1989-07-10
Diego Nargiso,117,0,1989-07-10
Diego Perez,118,0,1989-07-10
Josef Cihak,119,0,1989-07-10
Andres Vysand,120,0,1989-07-10
Olli Rahnasto,121,0,1989-07-10
Yahiya Doumbia,122,0,1989-07-10
Claudio Pistolesi,123,0,1989-07-10
Carl Limberger,124,0,1989-07-10
Andrew Sznajder,125,0,1989-07-10
Johan Carlsson,126,0,1989-07-10
David Pate,127,0,1989-07-10
Alex Antonitsch,128,0,1989-07-10
Danie Visser,129,0,1989-07-10
David Wheaton,130,0,1989-07-10
Neil Broad,131,0,1989-07-10
Michael Westphal,132,0,1989-07-10
Piet Norval,133,0,1989-07-10
Richard Fromberg,134,0,1989-07-10
Veli Paloheimo,135,0,1989-07-10
Jeremy Bates,136,0,1989-07-10
Jim Grabb,137,0,1989-07-10
Gianluca Pozzi,138,0,1989-07-10
