full_name,ranking,points,date
Novak Djokovic,1,16790,2016-01-11
Andy Murray,2,8945,2016-01-11
Roger Federer,3,8165,2016-01-11
Stan Wawrinka,4,6865,2016-01-11
Rafael Nadal,5,5230,2016-01-11
Tomas Berdych,6,4560,2016-01-11
Kei Nishikori,7,4235,2016-01-11
David Ferrer,8,4055,2016-01-11
Richard Gasquet,9,2850,2016-01-11
Jo-Wilfried Tsonga,10,2635,2016-01-11
John Isner,11,2495,2016-01-11
Kevin Anderson,12,2475,2016-01-11
Marin Cilic,13,2405,2016-01-11
Milos Raonic,14,2270,2016-01-11
Gilles Simon,15,2145,2016-01-11
David Goffin,16,1835,2016-01-11
Bernard Tomic,17,1720,2016-01-11
Benoit Paire,18,1703,2016-01-11
Feliciano Lopez,19,1690,2016-01-11
Dominic Thiem,20,1645,2016-01-11
Fabio Fognini,21,1515,2016-01-11
Viktor Troicki,22,1487,2016-01-11
Ivo Karlovic,23,1485,2016-01-11
Gael Monfils,24,1485,2016-01-11
Roberto Bautista Agut,25,1480,2016-01-11
Jack Sock,26,1465,2016-01-11
Guillermo Garcia-Lopez,27,1430,2016-01-11
Grigor Dimitrov,28,1315,2016-01-11
Andreas Seppi,29,1270,2016-01-11
Nick Kyrgios,30,1260,2016-01-11
Jeremy Chardy,31,1255,2016-01-11
Steve Johnson,32,1240,2016-01-11
Joao Sousa,33,1191,2016-01-11
Philipp Kohlschreiber,34,1185,2016-01-11
Leonardo Mayer,35,1150,2016-01-11
Alexandr Dolgopolov,36,1135,2016-01-11
Thomaz Bellucci,37,1105,2016-01-11
Gilles Muller,38,1105,2016-01-11
Vasek Pospisil,39,1075,2016-01-11
Borna Coric,40,1066,2016-01-11
Pablo Cuevas,41,1065,2016-01-11
Jiri Vesely,42,1057,2016-01-11
Tommy Robredo,43,1000,2016-01-11
Adrian Mannarino,44,985,2016-01-11
Martin Klizan,45,955,2016-01-11
Donald Young,46,907,2016-01-11
Fernando Verdasco,47,900,2016-01-11
Marcos Baghdatis,48,894,2016-01-11
Aljaz Bedene,49,867,2016-01-11
Teymuraz Gabashvili,50,863,2016-01-11
Hyeon Chung,51,821,2016-01-11
Federico Delbonis,52,815,2016-01-11
Juan Monaco,53,810,2016-01-11
Lukas Rosol,54,802,2016-01-11
Albert Ramos-Vinolas,55,798,2016-01-11
Victor Estrella Burgos,56,797,2016-01-11
Jerzy Janowicz,57,795,2016-01-11
Simone Bolelli,58,790,2016-01-11
Pablo Andujar,59,790,2016-01-11
Sam Querrey,60,785,2016-01-11
Denis Istomin,61,781,2016-01-11
Sergiy Stakhovsky,62,780,2016-01-11
Mikhail Kukushkin,63,762,2016-01-11
Robin Haase,64,750,2016-01-11
Andreas Haider-Maurer,65,750,2016-01-11
Sam Groth,66,747,2016-01-11
Pablo Carreno Busta,67,734,2016-01-11
Denis Kudla,68,727,2016-01-11
Paolo Lorenzi,69,725,2016-01-11
Santiago Giraldo,70,716,2016-01-11
Nicolas Mahut,71,710,2016-01-11
Inigo Cervantes,72,703,2016-01-11
Lucas Pouille,73,700,2016-01-11
Nicolas Almagro,74,694,2016-01-11
Andrey Kuznetsov,75,693,2016-01-11
Guido Pella,76,693,2016-01-11
Daniel Munoz de la Nava,77,693,2016-01-11
Illya Marchenko,78,688,2016-01-11
Dusan Lajovic,79,678,2016-01-11
Ernests Gulbis,80,661,2016-01-11
Damir Dzumhur,81,661,2016-01-11
Yen-Hsun Lu,82,649,2016-01-11
Alexander Zverev,83,647,2016-01-11
Marcel Granollers,84,645,2016-01-11
Ricardas Berankis,85,641,2016-01-11
Thanasi Kokkinakis,86,636,2016-01-11
Dudi Sela,87,633,2016-01-11
Kyle Edmund,88,625,2016-01-11
Diego Schwartzman,89,624,2016-01-11
Ivan Dodig,90,623,2016-01-11
Marco Cecchinato,91,618,2016-01-11
Rajeev Ram,92,617,2016-01-11
John Millman,93,611,2016-01-11
Evgeny Donskoy,94,611,2016-01-11
Yuki Bhambri,95,610,2016-01-11
Paul-Henri Mathieu,96,609,2016-01-11
Taro Daniel,97,603,2016-01-11
Benjamin Becker,98,595,2016-01-11
Daniel Gimeno-Traver,99,590,2016-01-11
Thiemo de Bakker,100,582,2016-01-11
Filip Krajinovic,101,574,2016-01-11
Austin Krajicek,102,571,2016-01-11
Malek Jaziri,103,566,2016-01-11
Luca Vanni,104,560,2016-01-11
Matthew Ebden,105,557,2016-01-11
Mikhail Youzhny,106,555,2016-01-11
Ruben Bemelmans,107,543,2016-01-11
Tim Smyczek,108,543,2016-01-11
Steve Darcis,109,538,2016-01-11
Alejandro Falla,110,536,2016-01-11
Jan-Lennard Struff,111,536,2016-01-11
Lukas Lacko,112,534,2016-01-11
Carlos Berlocq,113,530,2016-01-11
Marsel Ilhan,114,520,2016-01-11
Albert Montanes,115,508,2016-01-11
Yoshihito Nishioka,116,500,2016-01-11
Nikoloz Basilashvili,117,493,2016-01-11
Go Soeda,118,492,2016-01-11
Michael Berrer,119,487,2016-01-11
Radu Albot,120,485,2016-01-11
Edouard Roger-Vasselin,121,483,2016-01-11
Yuichi Sugita,122,481,2016-01-11
Tatsuma Ito,123,477,2016-01-11
Horacio Zeballos,124,475,2016-01-11
Roberto Carballes Baena,125,474,2016-01-11
Rogerio Dutra Silva,126,473,2016-01-11
Kimmer Coppejans,127,469,2016-01-11
Dustin Brown,128,460,2016-01-11
John-Patrick Smith,129,459,2016-01-11
Facundo Bagnis,130,458,2016-01-11
Bjorn Fratangelo,131,458,2016-01-11
Konstantin Kravchuk,132,455,2016-01-11
Ryan Harrison,133,448,2016-01-11
James Duckworth,134,447,2016-01-11
Gastao Elias,135,441,2016-01-11
Jared Donaldson,136,439,2016-01-11
Mirza Basic,137,432,2016-01-11
Facundo Arguello,138,431,2016-01-11
Norbert Gombos,139,431,2016-01-11
Alejandro Gonzalez,140,425,2016-01-11
Elias Ymer,141,411,2016-01-11
Thomas Fabbiano,142,411,2016-01-11
Blaz Rola,143,409,2016-01-11
Gerald Melzer,144,408,2016-01-11
Igor Sijsling,145,407,2016-01-11
Andrej Martin,146,406,2016-01-11
Maximo Gonzalez,147,404,2016-01-11
Joao Souza,148,402,2016-01-11
Jordan Thompson,149,402,2016-01-11
Kenny De Schepper,150,396,2016-01-11
Daniel Brands,151,393,2016-01-11
Andre Ghem,152,389,2016-01-11
Dennis Novikov,153,387,2016-01-11
Taylor Fritz,154,380,2016-01-11
Karen Khachanov,155,379,2016-01-11
James Ward,156,371,2016-01-11
Jurgen Melzer,157,367,2016-01-11
Adrian Menendez-Maceiras,158,363,2016-01-11
Andrea Arnaboldi,159,360,2016-01-11
Jarkko Nieminen,160,355,2016-01-11
Adam Pavlasek,161,353,2016-01-11
Blaz Kavcic,162,350,2016-01-11
Farrukh Dustov,163,343,2016-01-11
Jurgen Zopp,164,342,2016-01-11
Aleksandr Nedovyesov,165,330,2016-01-11
Alexander Kudryavtsev,166,321,2016-01-11
Pierre-Hugues Herbert,167,313,2016-01-11
Saketh Myneni,168,307,2016-01-11
Marius Copil,169,306,2016-01-11
Adrian Ungur,170,305,2016-01-11
Mischa Zverev,171,299,2016-01-11
Grega Zemlja,172,297,2016-01-11
Somdev Devvarman,173,296,2016-01-11
Renzo Olivo,174,296,2016-01-11
David Guez,175,295,2016-01-11
Andrey Rublev,176,290,2016-01-11
Frances Tiafoe,177,286,2016-01-11
Franko Skugor,178,284,2016-01-11
Egor Gerasimov,179,281,2016-01-11
Nicolas Kicker,180,281,2016-01-11
Matteo Donati,181,280,2016-01-11
Henri Laaksonen,182,279,2016-01-11
Guilherme Clezar,183,275,2016-01-11
Vincent Millot,184,274,2016-01-11
Daniel Evans,185,274,2016-01-11
Radek Stepanek,186,272,2016-01-11
Brydan Klein,187,272,2016-01-11
Laslo Djere,188,270,2016-01-11
Hiroki Moriya,189,268,2016-01-11
Luke Saville,190,266,2016-01-11
Aslan Karatsev,191,266,2016-01-11
Ze Zhang,192,264,2016-01-11
Marton Fucsovics,193,263,2016-01-11
Tristan Lamasine,194,261,2016-01-11
Alexander Sarkissian,195,260,2016-01-11
Hans Podlipnik-Castillo,196,260,2016-01-11
Quentin Halys,197,260,2016-01-11
Jordi Samper-Montana,198,257,2016-01-11
James McGee,199,256,2016-01-11
Filippo Volandri,200,256,2016-01-11
Michal Przysiezny,201,256,2016-01-11
Yannick Mertens,202,256,2016-01-11
Dennis Novak,203,254,2016-01-11
Andrey Golubev,204,249,2016-01-11
Aldin Setkic,205,248,2016-01-11
Ramkumar Ramanathan,206,247,2016-01-11
Amir Weintraub,207,246,2016-01-11
Jan Satral,208,246,2016-01-11
Tsung-Hua Yang,209,246,2016-01-11
Marco Trungelliti,210,244,2016-01-11
Nils Langer,211,244,2016-01-11
Ti Chen,212,243,2016-01-11
Matija Pecotic,213,241,2016-01-11
Stephane Robert,214,239,2016-01-11
Giovanni Lapentti,215,239,2016-01-11
Christian Lindell,216,237,2016-01-11
Uladzimir Ignatik,217,237,2016-01-11
Daniel Nguyen,218,237,2016-01-11
Florian Mayer,219,236,2016-01-11
Pere Riba,220,236,2016-01-11
Axel Michon,221,236,2016-01-11
Yan Bai,222,236,2016-01-11
Gianluca Naso,223,235,2016-01-11
Peter Gojowczyk,224,234,2016-01-11
Jan Mertl,225,234,2016-01-11
Frank Dancevic,226,233,2016-01-11
Mathias Bourgue,227,233,2016-01-11
Calvin Hemery,228,231,2016-01-11
Darian King,229,230,2016-01-11
Salvatore Caruso,230,228,2016-01-11
Connor Smith,231,228,2016-01-11
Lamine Ouahab,232,227,2016-01-11
Duckhee Lee,233,226,2016-01-11
Matthias Bachinger,234,225,2016-01-11
Benjamin Mitchell,235,225,2016-01-11
Yasutaka Uchiyama,236,223,2016-01-11
Pedro Cachin,237,222,2016-01-11
Artem Smirnov,238,220,2016-01-11
Denys Molchanov,239,219,2016-01-11
Di Wu,240,218,2016-01-11
Roberto Marcora,241,218,2016-01-11
Tobias Kamke,242,217,2016-01-11
Jason Jung,243,217,2016-01-11
Oriol Roca Batalla,244,217,2016-01-11
Mitchell Krueger,245,217,2016-01-11
Nikola Milojevic,246,216,2016-01-11
Bastian Trinker,247,216,2016-01-11
Dmitry Popko,248,215,2016-01-11
Jozef Kovalik,249,215,2016-01-11
Riccardo Bellotti,250,215,2016-01-11
Marco Chiudinelli,251,214,2016-01-11
Alessandro Giannessi,252,213,2016-01-11
Guido Andreozzi,253,212,2016-01-11
Pedja Krstin,254,212,2016-01-11
Jonathan Eysseric,255,210,2016-01-11
Jose Hernandez-Fernandez,256,210,2016-01-11
Federico Gaio,257,210,2016-01-11
Eduardo Struvay,258,209,2016-01-11
Zhe Li,259,208,2016-01-11
Jose Pereira,260,207,2016-01-11
Lorenzo Giustino,261,206,2016-01-11
Ruben Ramirez Hidalgo,262,206,2016-01-11
Maxime Chazal,263,205,2016-01-11
Germain Gigounon,264,203,2016-01-11
Maximilian Marterer,265,203,2016-01-11
Tennys Sandgren,266,201,2016-01-11
Gonzalo Lama,267,201,2016-01-11
David Perez Sanz,268,199,2016-01-11
Gregoire Barrere,269,198,2016-01-11
Arthur De Greef,270,195,2016-01-11
Niels Desein,271,195,2016-01-11
Michael Linzer,272,194,2016-01-11
Miljan Zekic,273,193,2016-01-11
Javier Marti,274,192,2016-01-11
Yannick Jankovits,275,190,2016-01-11
Kamil Majchrzak,276,188,2016-01-11
Tommy Paul,277,187,2016-01-11
Sanam Singh,278,185,2016-01-11
Victor Hanescu,279,183,2016-01-11
Marek Michalicka,280,183,2016-01-11
Alex Bolt,281,182,2016-01-11
Mohamed Safwat,282,182,2016-01-11
Marcelo Arevalo,283,181,2016-01-11
Gavin Van Peperzeel,284,180,2016-01-11
Jan Hernych,285,175,2016-01-11
Juan Ignacio Londero,286,175,2016-01-11
Constant Lestienne,287,174,2016-01-11
Maxime Authom,288,173,2016-01-11
Maxime Teixeira,289,172,2016-01-11
Dimitar Kuzmanov,290,171,2016-01-11
Sebastien Boltz,291,171,2016-01-11
Kevin King,292,170,2016-01-11
Nicolas Barrientos,293,170,2016-01-11
Sekou Bangoura,294,170,2016-01-11
Marinko Matosevic,295,169,2016-01-11
Tomislav Brkic,296,169,2016-01-11
Matteo Viola,297,168,2016-01-11
Frederico Ferreira Silva,298,168,2016-01-11
Matthew Barton,299,167,2016-01-11
Laurynas Grigelis,300,167,2016-01-11
Nicolas Meister,301,165,2016-01-11
Philip Bester,302,164,2016-01-11
Tucker Vorster,303,164,2016-01-11
Marko Tepavac,304,163,2016-01-11
Gerard Granollers,305,163,2016-01-11
Lleyton Hewitt,306,160,2016-01-11
Alexey Vatutin,307,160,2016-01-11
Ivan Nedelko,308,160,2016-01-11
Liam Broady,309,159,2016-01-11
Omar Jasika,310,159,2016-01-11
Dzmitry Zhyrmont,311,158,2016-01-11
