full_name,ranking,points,date
Gustavo Kuerten,1,4365,2001-02-26
Marat Safin,2,4265,2001-02-26
Pete Sampras,3,3090,2001-02-26
Andre Agassi,4,2765,2001-02-26
Magnus Norman,5,2755,2001-02-26
Lleyton Hewitt,6,2485,2001-02-26
Yevgeny Kafelnikov,7,2485,2001-02-26
Alex Corretja,8,2425,2001-02-26
Thomas Enqvist,9,2090,2001-02-26
Tim Henman,10,2020,2001-02-26
Patrick Rafter,11,1985,2001-02-26
Arnaud Clement,12,1920,2001-02-26
Mark Philippoussis,13,1785,2001-02-26
Sebastien Grosjean,14,1760,2001-02-26
Dominik Hrbaty,15,1755,2001-02-26
Juan Carlos Ferrero,16,1645,2001-02-26
Wayne Ferreira,17,1585,2001-02-26
Franco Squillari,18,1498,2001-02-26
Cedric Pioline,19,1290,2001-02-26
Roger Federer,20,1250,2001-02-26
Tommy Haas,21,1245,2001-02-26
Andrei Pavel,22,1225,2001-02-26
Marcelo Rios,23,1165,2001-02-26
Nicolas Lapentti,24,1130,2001-02-26
Carlos Moya,25,1120,2001-02-26
Jan-Michael Gambill,26,1115,2001-02-26
Vladimir Voltchkov,27,1088,2001-02-26
Sjeng Schalken,28,1083,2001-02-26
Gaston Gaudio,29,1070,2001-02-26
Mariano Puerta,30,1070,2001-02-26
Thomas Johansson,31,1020,2001-02-26
David Prinosil,32,1010,2001-02-26
Albert Costa,33,1005,2001-02-26
Michael Chang,34,995,2001-02-26
Fernando Vicente,35,990,2001-02-26
Andreas Vinciguerra,36,950,2001-02-26
Todd Martin,37,945,2001-02-26
Nicolas Escude,38,945,2001-02-26
Richard Krajicek,39,915,2001-02-26
Francisco Clavet,40,885,2001-02-26
Max Mirnyi,41,870,2001-02-26
Andrew Ilie,42,860,2001-02-26
Hicham Arazi,43,850,2001-02-26
Alex Calatrava,44,841,2001-02-26
Gianluca Pozzi,45,830,2001-02-26
Jonas Bjorkman,46,815,2001-02-26
Nicolas Kiefer,47,810,2001-02-26
Byron Black,48,805,2001-02-26
Guillermo Coria,49,795,2001-02-26
Younes El Aynaoui,50,790,2001-02-26
Albert Portas,51,790,2001-02-26
Fabrice Santoro,52,775,2001-02-26
Rainer Schuettler,53,770,2001-02-26
Bohdan Ulihrach,54,766,2001-02-26
Davide Sanguinetti,55,754,2001-02-26
Julien Boutter,56,740,2001-02-26
Andrei Medvedev,57,730,2001-02-26
Greg Rusedski,58,705,2001-02-26
Harel Levy,59,694,2001-02-26
Jiri Novak,60,675,2001-02-26
Arnaud Di Pasquale,61,675,2001-02-26
Marc Rosset,62,670,2001-02-26
