full_name,ranking,points,date
Pete Sampras,1,4318,1996-09-02
Thomas Muster,2,3637,1996-09-02
Michael Chang,3,3522,1996-09-02
Boris Becker,4,3091,1996-09-02
Yevgeny Kafelnikov,5,3059,1996-09-02
Goran Ivanisevic,6,2831,1996-09-02
Wayne Ferreira,7,2701,1996-09-02
Richard Krajicek,8,2434,1996-09-02
Andre Agassi,9,2399,1996-09-02
Jim Courier,10,2337,1996-09-02
Marcelo Rios,11,2108,1996-09-02
MaliVai Washington,12,1881,1996-09-02
Todd Martin,13,1824,1996-09-02
Thomas Enqvist,14,1731,1996-09-02
Albert Costa,15,1633,1996-09-02
Felix Mantilla,16,1526,1996-09-02
Cedric Pioline,17,1505,1996-09-02
Michael Stich,18,1473,1996-09-02
Marc Rosset,19,1449,1996-09-02
Arnaud Boetsch,20,1336,1996-09-02
Carlos Moya,21,1336,1996-09-02
Mark Philippoussis,22,1319,1996-09-02
Alberto Berasategui,23,1319,1996-09-02
Jason Stoltenberg,24,1289,1996-09-02
Francisco Clavet,25,1273,1996-09-02
Paul Haarhuis,26,1255,1996-09-02
Richey Reneberg,27,1234,1996-09-02
Stefan Edberg,28,1197,1996-09-02
Jan Siemerink,29,1186,1996-09-02
Mark Woodforde,30,1183,1996-09-02
Alex Corretja,31,1174,1996-09-02
Todd Woodbridge,32,1160,1996-09-02
Daniel Vacek,33,1151,1996-09-02
Magnus Gustafsson,34,1137,1996-09-02
Bohdan Ulihrach,35,1097,1996-09-02
Andrei Medvedev,36,1096,1996-09-02
Renzo Furlan,37,1058,1996-09-02
Byron Black,38,1058,1996-09-02
Tim Henman,39,1048,1996-09-02
Mikael Tillstrom,40,952,1996-09-02
Hernan Gumy,41,929,1996-09-02
Petr Korda,42,914,1996-09-02
Slava Dosedel,43,892,1996-09-02
Chris Woodruff,44,886,1996-09-02
Andrea Gaudenzi,45,884,1996-09-02
Gilbert Schaller,46,854,1996-09-02
Jiri Novak,47,847,1996-09-02
Sjeng Schalken,48,823,1996-09-02
Filip Dewulf,49,823,1996-09-02
Jakob Hlasek,50,796,1996-09-02
Jonas Bjorkman,51,795,1996-09-02
Patrick Rafter,52,794,1996-09-02
Jordi Burillo,53,779,1996-09-02
Hendrik Dreekmann,54,777,1996-09-02
Adrian Voinea,55,777,1996-09-02
Karim Alami,56,773,1996-09-02
Christian Ruud,57,767,1996-09-02
Guy Forget,58,765,1996-09-02
Magnus Larsson,59,761,1996-09-02
Younes El Aynaoui,60,760,1996-09-02
Carlos Costa,61,748,1996-09-02
Tomas Carbonell,62,745,1996-09-02
Kenneth Carlsen,63,743,1996-09-02
Alex Radulescu,64,738,1996-09-02
Alex O'Brien,65,728,1996-09-02
David Prinosil,66,724,1996-09-02
Javier Sanchez,67,721,1996-09-02
Sandon Stolle,68,700,1996-09-02
Vincent Spadea,69,686,1996-09-02
Roberto Carretero,70,679,1996-09-02
Martin Damm,71,679,1996-09-02
Nicklas Kulti,72,677,1996-09-02
Sergi Bruguera,73,665,1996-09-02
Greg Rusedski,74,654,1996-09-02
Brett Steven,75,647,1996-09-02
Guillaume Raoux,76,629,1996-09-02
Karol Kucera,77,612,1996-09-02
Alexander Volkov,78,595,1996-09-02
Carl-Uwe Steeb,79,572,1996-09-02
Juan Albert Viloca-Puig,80,571,1996-09-02
Nicolas Lapentti,81,569,1996-09-02
Jan Kroslak,82,564,1996-09-02
Hicham Arazi,83,562,1996-09-02
Bernd Karbacher,84,557,1996-09-02
Thomas Johansson,85,553,1996-09-02
Scott Draper,86,550,1996-09-02
Andrei Chesnokov,87,546,1996-09-02
Michael Joyce,88,536,1996-09-02
Javier Frana,89,531,1996-09-02
Nicolas Pereira,90,528,1996-09-02
Stephane Simian,91,523,1996-09-02
Andrei Olhovskiy,92,500,1996-09-02
Gustavo Kuerten,93,497,1996-09-02
Lionel Roux,94,495,1996-09-02
Marc-Kevin Goellner,95,484,1996-09-02
Fernando Meligeni,96,482,1996-09-02
Dominik Hrbaty,97,480,1996-09-02
Kris Goossens,98,479,1996-09-02
Stefano Pescosolido,99,477,1996-09-02
Jean-Philippe Fleurian,100,476,1996-09-02
