full_name,ranking,points,date
Andre Agassi,1,4984,2000-03-27
Pete Sampras,2,2932,2000-03-27
Yevgeny Kafelnikov,3,2792,2000-03-27
Nicolas Kiefer,4,2352,2000-03-27
Magnus Norman,5,2257,2000-03-27
Gustavo Kuerten,6,2147,2000-03-27
Thomas Enqvist,7,1888,2000-03-27
Marcelo Rios,8,1868,2000-03-27
Nicolas Lapentti,9,1858,2000-03-27
Tim Henman,10,1595,2000-03-27
Cedric Pioline,11,1547,2000-03-27
Alex Corretja,12,1540,2000-03-27
Albert Costa,13,1485,2000-03-27
Lleyton Hewitt,14,1463,2000-03-27
Todd Martin,15,1390,2000-03-27
Patrick Rafter,16,1388,2000-03-27
Younes El Aynaoui,17,1334,2000-03-27
Greg Rusedski,18,1300,2000-03-27
Richard Krajicek,19,1283,2000-03-27
Sebastien Grosjean,20,1238,2000-03-27
Tommy Haas,21,1176,2000-03-27
Dominik Hrbaty,22,1139,2000-03-27
Stefan Koubek,23,1134,2000-03-27
Mark Philippoussis,24,1126,2000-03-27
Mariano Zabaleta,25,1103,2000-03-27
Felix Mantilla,26,1091,2000-03-27
Juan Carlos Ferrero,27,1085,2000-03-27
Nicolas Escude,28,1080,2000-03-27
Karim Alami,29,1058,2000-03-27
Vincent Spadea,30,1041,2000-03-27
Hicham Arazi,31,1040,2000-03-27
Fernando Meligeni,32,1019,2000-03-27
Fabrice Santoro,33,984,2000-03-27
Marat Safin,34,977,2000-03-27
Andrei Medvedev,35,941,2000-03-27
Magnus Larsson,36,887,2000-03-27
Michael Chang,37,882,2000-03-27
Francisco Clavet,38,876,2000-03-27
Karol Kucera,39,875,2000-03-27
Franco Squillari,40,873,2000-03-27
Fernando Vicente,41,870,2000-03-27
Jiri Novak,42,847,2000-03-27
Carlos Moya,43,827,2000-03-27
Wayne Ferreira,44,811,2000-03-27
Daniel Vacek,45,802,2000-03-27
Marc Rosset,46,796,2000-03-27
Chris Woodruff,47,792,2000-03-27
Jerome Golmard,48,785,2000-03-27
Sjeng Schalken,49,781,2000-03-27
Slava Dosedel,50,776,2000-03-27
Mariano Puerta,51,763,2000-03-27
Arnaud Di Pasquale,52,760,2000-03-27
Roger Federer,53,753,2000-03-27
Byron Black,54,752,2000-03-27
Thomas Johansson,55,740,2000-03-27
Sargis Sargsian,56,728,2000-03-27
Gaston Gaudio,57,717,2000-03-27
Max Mirnyi,58,714,2000-03-27
Rainer Schuettler,59,699,2000-03-27
Jim Courier,60,697,2000-03-27
Arnaud Clement,61,693,2000-03-27
Andreas Vinciguerra,62,678,2000-03-27
Richard Fromberg,63,675,2000-03-27
Alberto Martin,64,671,2000-03-27
Alberto Berasategui,65,662,2000-03-27
Jonas Bjorkman,66,659,2000-03-27
Andrei Pavel,67,651,2000-03-27
Mikael Tillstrom,68,633,2000-03-27
Goran Ivanisevic,69,618,2000-03-27
Guillermo Canas,70,606,2000-03-27
Hernan Gumy,71,584,2000-03-27
Albert Portas,72,572,2000-03-27
Juan Antonio Marin,73,558,2000-03-27
Ivan Ljubicic,74,555,2000-03-27
Jeff Tarango,75,551,2000-03-27
Galo Blanco,76,549,2000-03-27
Andrew Ilie,77,546,2000-03-27
Magnus Gustafsson,78,523,2000-03-27
Adrian Voinea,79,521,2000-03-27
Juan Ignacio Chela,80,514,2000-03-27
George Bastl,81,513,2000-03-27
