full_name,ranking,points,date
Andre Agassi,1,3754,2000-08-21
Gustavo Kuerten,2,3473,2000-08-21
Magnus Norman,3,3180,2000-08-21
Pete Sampras,4,3039,2000-08-21
Yevgeny Kafelnikov,5,2596,2000-08-21
Marat Safin,6,2574,2000-08-21
Thomas Enqvist,7,2559,2000-08-21
Alex Corretja,8,2324,2000-08-21
Lleyton Hewitt,9,2036,2000-08-21
Cedric Pioline,10,1884,2000-08-21
Tim Henman,11,1750,2000-08-21
Juan Carlos Ferrero,12,1617,2000-08-21
Franco Squillari,13,1605,2000-08-21
Nicolas Kiefer,14,1477,2000-08-21
Mark Philippoussis,15,1410,2000-08-21
Nicolas Lapentti,16,1389,2000-08-21
Nicolas Escude,17,1327,2000-08-21
Mariano Puerta,18,1318,2000-08-21
Marcelo Rios,19,1300,2000-08-21
Wayne Ferreira,20,1227,2000-08-21
Patrick Rafter,21,1226,2000-08-21
Younes El Aynaoui,22,1212,2000-08-21
Albert Costa,23,1132,2000-08-21
Michael Chang,24,1129,2000-08-21
Richard Krajicek,25,1086,2000-08-21
Gaston Gaudio,26,1067,2000-08-21
Jan-Michael Gambill,27,1059,2000-08-21
Greg Rusedski,28,1038,2000-08-21
Sebastien Grosjean,29,1031,2000-08-21
Marc Rosset,30,1013,2000-08-21
Byron Black,31,1010,2000-08-21
Fabrice Santoro,32,993,2000-08-21
Todd Martin,33,982,2000-08-21
Karim Alami,34,973,2000-08-21
Arnaud Clement,35,941,2000-08-21
Dominik Hrbaty,36,936,2000-08-21
Andrei Pavel,37,930,2000-08-21
Tommy Haas,38,913,2000-08-21
Jiri Novak,39,899,2000-08-21
Roger Federer,40,892,2000-08-21
Hicham Arazi,41,889,2000-08-21
Andreas Vinciguerra,42,868,2000-08-21
Fernando Vicente,43,863,2000-08-21
Stefan Koubek,44,859,2000-08-21
Karol Kucera,45,854,2000-08-21
Francisco Clavet,46,849,2000-08-21
Andrei Medvedev,47,837,2000-08-21
