full_name,ranking,points,date
Juan Carlos Ferrero,1,4195,2003-10-13
Andy Roddick,2,4165,2003-10-13
Roger Federer,3,3825,2003-10-13
Andre Agassi,4,3670,2003-10-13
Guillermo Coria,5,2990,2003-10-13
Rainer Schuettler,6,2850,2003-10-13
Carlos Moya,7,2705,2003-10-13
Lleyton Hewitt,8,2465,2003-10-13
David Nalbandian,9,2145,2003-10-13
Sebastien Grosjean,10,1970,2003-10-13
Paradorn Srichaphan,11,1845,2003-10-13
Jiri Novak,12,1665,2003-10-13
Mark Philippoussis,13,1615,2003-10-13
Sjeng Schalken,14,1515,2003-10-13
Martin Verkerk,15,1407,2003-10-13
Agustin Calleri,16,1355,2003-10-13
Tommy Robredo,17,1300,2003-10-13
Younes El Aynaoui,18,1260,2003-10-13
Felix Mantilla,19,1240,2003-10-13
Gustavo Kuerten,20,1225,2003-10-13
Nicolas Massu,21,1192,2003-10-13
Fernando Gonzalez,22,1190,2003-10-13
Albert Costa,23,1170,2003-10-13
Max Mirnyi,24,1160,2003-10-13
Mardy Fish,25,1145,2003-10-13
Arnaud Clement,26,1135,2003-10-13
Mariano Zabaleta,27,1133,2003-10-13
Wayne Ferreira,28,1090,2003-10-13
Mikhail Youzhny,29,1060,2003-10-13
Tim Henman,30,1055,2003-10-13
Jarkko Nieminen,31,1050,2003-10-13
Taylor Dent,32,1048,2003-10-13
Vincent Spadea,33,1040,2003-10-13
Robby Ginepri,34,1040,2003-10-13
Feliciano Lopez,35,1025,2003-10-13
Karol Kucera,36,1008,2003-10-13
Gaston Gaudio,37,1000,2003-10-13
Marat Safin,38,985,2003-10-13
James Blake,39,975,2003-10-13
Yevgeny Kafelnikov,40,950,2003-10-13
Jonas Bjorkman,41,873,2003-10-13
Ivan Ljubicic,42,865,2003-10-13
Nikolay Davydenko,43,855,2003-10-13
Juan Ignacio Chela,44,845,2003-10-13
Radek Stepanek,45,845,2003-10-13
Flavio Saretta,46,813,2003-10-13
Sargis Sargsian,47,798,2003-10-13
Fabrice Santoro,48,788,2003-10-13
Rafael Nadal,49,788,2003-10-13
Filippo Volandri,50,773,2003-10-13
