full_name,ranking,points,date
Rafael Nadal,1,13160,2009-01-26
Roger Federer,2,10700,2009-01-26
Novak Djokovic,3,10650,2009-01-26
Andy Murray,4,7190,2009-01-26
Nikolay Davydenko,5,5330,2009-01-26
Juan Martin del Potro,6,4060,2009-01-26
Jo-Wilfried Tsonga,7,3995,2009-01-26
Gilles Simon,8,3960,2009-01-26
Andy Roddick,9,3940,2009-01-26
James Blake,10,3550,2009-01-26
David Nalbandian,11,3500,2009-01-26
David Ferrer,12,3390,2009-01-26
Gael Monfils,13,3010,2009-01-26
Fernando Gonzalez,14,2840,2009-01-26
Fernando Verdasco,15,2830,2009-01-26
Stan Wawrinka,16,2670,2009-01-26
Robin Soderling,17,2650,2009-01-26
Nicolas Almagro,18,2540,2009-01-26
Igor Andreev,19,2490,2009-01-26
Marin Cilic,20,2450,2009-01-26
Tomas Berdych,21,2400,2009-01-26
Tommy Robredo,22,2390,2009-01-26
Radek Stepanek,23,2360,2009-01-26
Mardy Fish,24,2330,2009-01-26
Richard Gasquet,25,2330,2009-01-26
Ivo Karlovic,26,2295,2009-01-26
Marat Safin,27,2050,2009-01-26
Feliciano Lopez,28,2010,2009-01-26
Paul-Henri Mathieu,29,2000,2009-01-26
Dmitry Tursunov,30,1952,2009-01-26
Rainer Schuettler,31,1924,2009-01-26
Jurgen Melzer,32,1868,2009-01-26
Sam Querrey,33,1860,2009-01-26
Philipp Kohlschreiber,34,1855,2009-01-26
Andreas Seppi,35,1820,2009-01-26
Mario Ancic,36,1805,2009-01-26
Nicolas Kiefer,37,1720,2009-01-26
Jarkko Nieminen,38,1700,2009-01-26
Simone Bolelli,39,1686,2009-01-26
Mikhail Youzhny,40,1670,2009-01-26
Carlos Moya,41,1580,2009-01-26
Albert Montanes,42,1574,2009-01-26
Igor Kunitsyn,43,1562,2009-01-26
Victor Hanescu,44,1531,2009-01-26
Jose Acasuso,45,1520,2009-01-26
Janko Tipsarevic,46,1500,2009-01-26
Robby Ginepri,47,1490,2009-01-26
Julien Benneteau,48,1478,2009-01-26
Juan Monaco,49,1470,2009-01-26
Marc Gicquel,50,1448,2009-01-26
Marcel Granollers,51,1444,2009-01-26
Ernests Gulbis,52,1438,2009-01-26
Viktor Troicki,53,1395,2009-01-26
Eduardo Schwank,54,1380,2009-01-26
Ivan Ljubicic,55,1376,2009-01-26
Michael Llodra,56,1350,2009-01-26
Steve Darcis,57,1340,2009-01-26
Florent Serra,58,1339,2009-01-26
Kei Nishikori,59,1325,2009-01-26
Fabrice Santoro,60,1268,2009-01-26
Yen-Hsun Lu,61,1244,2009-01-26
Guillermo Garcia-Lopez,62,1232,2009-01-26
Philipp Petzschner,63,1232,2009-01-26
Teymuraz Gabashvili,64,1226,2009-01-26
Juan Carlos Ferrero,65,1190,2009-01-26
Agustin Calleri,66,1170,2009-01-26
Oscar Hernandez,67,1168,2009-01-26
Jeremy Chardy,68,1163,2009-01-26
Bobby Reynolds,69,1146,2009-01-26
Lleyton Hewitt,70,1145,2009-01-26
Martin Vassallo Arguello,71,1144,2009-01-26
Nicolas Devilder,72,1142,2009-01-26
Potito Starace,73,1128,2009-01-26
Ivan Navarro,74,1108,2009-01-26
Christophe Rochus,75,1096,2009-01-26
Diego Junqueira,76,1088,2009-01-26
Guillermo Canas,77,1086,2009-01-26
Jan Hernych,78,1068,2009-01-26
Tommy Haas,79,1050,2009-01-26
Denis Gremelmayr,80,1042,2009-01-26
Mischa Zverev,81,1040,2009-01-26
Vincent Spadea,82,1038,2009-01-26
Sergiy Stakhovsky,83,1011,2009-01-26
Nicolas Massu,84,1010,2009-01-26
Kristof Vliegen,85,1008,2009-01-26
Nicolas Lapentti,86,1004,2009-01-26
Gilles Muller,87,988,2009-01-26
Fabio Fognini,88,986,2009-01-26
Arnaud Clement,89,980,2009-01-26
Thomaz Bellucci,90,978,2009-01-26
Daniel Gimeno-Traver,91,976,2009-01-26
Roko Karanusic,92,974,2009-01-26
Andrey Golubev,93,966,2009-01-26
Nicolas Mahut,94,960,2009-01-26
Paul Capdeville,95,960,2009-01-26
Robert Kendrick,96,956,2009-01-26
Marcos Baghdatis,97,950,2009-01-26
Pablo Andujar,98,942,2009-01-26
Alberto Martin,99,940,2009-01-26
Brian Dabul,100,940,2009-01-26
Marcos Daniel,101,932,2009-01-26
Ivo Minar,102,930,2009-01-26
Andreas Beck,103,926,2009-01-26
Luis Horna,104,912,2009-01-26
Denis Istomin,105,910,2009-01-26
Dudi Sela,106,908,2009-01-26
Fred Gil,107,908,2009-01-26
Kevin Anderson,108,904,2009-01-26
Leonardo Mayer,109,887,2009-01-26
Bjorn Phau,110,883,2009-01-26
Go Soeda,111,870,2009-01-26
Kevin Kim,112,866,2009-01-26
Hyung-Taik Lee,113,864,2009-01-26
Sergio Roitman,114,864,2009-01-26
Wayne Odesnik,115,862,2009-01-26
Ruben Ramirez Hidalgo,116,826,2009-01-26
Santiago Ventura,117,814,2009-01-26
Evgeny Korolev,118,808,2009-01-26
Olivier Rochus,119,800,2009-01-26
