full_name,ranking,points,date
Bjorn Borg,1,0,1980-06-16
John McEnroe,2,0,1980-06-16
Jimmy Connors,3,0,1980-06-16
Guillermo Vilas,4,0,1980-06-16
Vitas Gerulaitis,5,0,1980-06-16
Harold Solomon,6,0,1980-06-16
Gene Mayer,7,0,1980-06-16
Roscoe Tanner,8,0,1980-06-16
Peter Fleming,9,0,1980-06-16
Eddie Dibbs,10,0,1980-06-16
Ivan Lendl,11,0,1980-06-16
Jose Higueras,12,0,1980-06-16
Hans Gildemeister,13,0,1980-06-16
Pat Dupre,14,0,1980-06-16
Yannick Noah,15,0,1980-06-16
Wojtek Fibak,16,0,1980-06-16
Victor Pecci,17,0,1980-06-16
Stan Smith,18,0,1980-06-16
Jose-Luis Clerc,19,0,1980-06-16
Victor Amaya,20,0,1980-06-16
Eliot Teltscher,21,0,1980-06-16
John Sadri,22,0,1980-06-16
Manuel Orantes,23,0,1980-06-16
Corrado Barazzutti,24,0,1980-06-16
Brian Teacher,25,0,1980-06-16
Bill Scanlon,26,0,1980-06-16
Raul Ramirez,27,0,1980-06-16
Brian Gottfried,28,0,1980-06-16
Tomas Smid,29,0,1980-06-16
Tim Gullikson,30,0,1980-06-16
Johan Kriek,31,0,1980-06-16
Heinz Gunthardt,32,0,1980-06-16
Vijay Amritraj,33,0,1980-06-16
Balazs Taroczy,34,0,1980-06-16
Phil Dent,35,0,1980-06-16
Rolf Gehring,36,0,1980-06-16
Vincent Van Patten,37,0,1980-06-16
Henry Pfister,38,0,1980-06-16
John Alexander,39,0,1980-06-16
Gianni Ocleppo,40,0,1980-06-16
Buster C. Mottram,41,0,1980-06-16
Butch Walts,42,0,1980-06-16
Terry Moor,43,0,1980-06-16
Peter Rennert,44,0,1980-06-16
Robert Lutz,45T,0,1980-06-16
Peter McNamara,45T,0,1980-06-16
Kim Warwick,47,0,1980-06-16
Andrew Pattison,48,0,1980-06-16
Paul McNamee,49,0,1980-06-16
Bernard Mitton,50,0,1980-06-16
Ulrich Pinner,51,0,1980-06-16
Marty Riessen,52,0,1980-06-16
Carlos Kirmayr,53,0,1980-06-16
Colin Dibley,54,0,1980-06-16
Rod Frawley,55,0,1980-06-16
Andres Gomez,56,0,1980-06-16
Adriano Panatta,57,0,1980-06-16
Mark Cox,58,0,1980-06-16
Tom Okker,59,0,1980-06-16
Pavel Slozil,60,0,1980-06-16
Ilie Nastase,61,0,1980-06-16
Bruce Manson,62,0,1980-06-16
Chris Lewis,63,0,1980-06-16
Tom Gorman,64,0,1980-06-16
Geoff Masters,65,0,1980-06-16
Mark Edmondson,66,0,1980-06-16
Fernando Luna,67,0,1980-06-16
Howard Schoenfield,68,0,1980-06-16
Thomaz Koch,69,0,1980-06-16
Zeljko Franulovic,70,0,1980-06-16
Peter Feigl,71,0,1980-06-16
Christofer Delaney,72,0,1980-06-16
Tim Wilkison,73,0,1980-06-16
Stanislav Birner,74T,0,1980-06-16
Ricardo Cano,74T,0,1980-06-16
Ferdi Taygan,76,0,1980-06-16
Trey Waltke,77,0,1980-06-16
Patrick Proisy,78,0,1980-06-16
Brad Drewett,79,0,1980-06-16
Eric Deblicker,80,0,1980-06-16
Shlomo Glickstein,81,0,1980-06-16
Jean-Francois Caujolle,82,0,1980-06-16
Billy Martin,83,0,1980-06-16
Ross Case,84,0,1980-06-16
Erik Van Dillen,85T,0,1980-06-16
Robert Van't Hof,85T,0,1980-06-16
Klaus Eberhard,87,0,1980-06-16
Jairo Velasco Sr,88,0,1980-06-16
Fritz Buehning,89,0,1980-06-16
Tony Giammalva,90,0,1980-06-16
Francisco Gonzalez,91,0,1980-06-16
Stefan Simonsson,92,0,1980-06-16
Per Hjertquist,93T,0,1980-06-16
Belus Prajoux,93T,0,1980-06-16
Mario Martinez,95,0,1980-06-16
Russell Simpson,96,0,1980-06-16
Dick Stockton,97,0,1980-06-16
Bernard Boileau,98,0,1980-06-16
Mike Cahill,99,0,1980-06-16
Carlos Gattiker,100,0,1980-06-16
