full_name,ranking,points,date
Roger Federer,1,6675,2008-06-02
Rafael Nadal,2,5585,2008-06-02
Novak Djokovic,3,5225,2008-06-02
Nikolay Davydenko,4,3425,2008-06-02
David Ferrer,5,2730,2008-06-02
Andy Roddick,6,2410,2008-06-02
David Nalbandian,7,2115,2008-06-02
James Blake,8,1985,2008-06-02
Richard Gasquet,9,1630,2008-06-02
Stan Wawrinka,10,1575,2008-06-02
Jo-Wilfried Tsonga,11,1495,2008-06-02
Andy Murray,12,1480,2008-06-02
Tomas Berdych,13,1460,2008-06-02
Tommy Robredo,14,1430,2008-06-02
Mikhail Youzhny,15,1410,2008-06-02
Juan Monaco,16,1375,2008-06-02
Carlos Moya,17,1340,2008-06-02
Marcos Baghdatis,18,1335,2008-06-02
Paul-Henri Mathieu,19,1270,2008-06-02
Nicolas Almagro,20,1270,2008-06-02
Ivo Karlovic,21,1250,2008-06-02
Radek Stepanek,22,1245,2008-06-02
Fernando Verdasco,23,1240,2008-06-02
Juan Carlos Ferrero,24,1205,2008-06-02
Fernando Gonzalez,25,1160,2008-06-02
Jarkko Nieminen,26,1130,2008-06-02
Igor Andreev,27,1125,2008-06-02
Lleyton Hewitt,28,1085,2008-06-02
Gilles Simon,29,1060,2008-06-02
Ivan Ljubicic,30,1005,2008-06-02
Guillermo Canas,31,1000,2008-06-02
Andreas Seppi,32,998,2008-06-02
Dmitry Tursunov,33,980,2008-06-02
Janko Tipsarevic,34,958,2008-06-02
Feliciano Lopez,35,950,2008-06-02
Philipp Kohlschreiber,36,905,2008-06-02
Tommy Haas,37,895,2008-06-02
Nicolas Kiefer,38,895,2008-06-02
Mardy Fish,39,865,2008-06-02
Sam Querrey,40,835,2008-06-02
Michael Llodra,41,831,2008-06-02
Juan Ignacio Chela,42,805,2008-06-02
Nicolas Mahut,43,761,2008-06-02
Robin Soderling,44,750,2008-06-02
Steve Darcis,45,740,2008-06-02
Mario Ancic,46,735,2008-06-02
Simone Bolelli,47,721,2008-06-02
Potito Starace,48,715,2008-06-02
Jose Acasuso,49,711,2008-06-02
Fabrice Santoro,50,691,2008-06-02
Marcel Granollers,51,677,2008-06-02
Hyung-Taik Lee,52,670,2008-06-02
Marin Cilic,53,670,2008-06-02
Agustin Calleri,54,670,2008-06-02
Julien Benneteau,55,670,2008-06-02
Marc Gicquel,56,629,2008-06-02
Sebastien Grosjean,57,626,2008-06-02
Robin Haase,58,617,2008-06-02
Gael Monfils,59,613,2008-06-02
Albert Montanes,60,596,2008-06-02
Dudi Sela,61,595,2008-06-02
Jonas Bjorkman,62,588,2008-06-02
Stefan Koubek,63,578,2008-06-02
Denis Gremelmayr,64,578,2008-06-02
Ivo Minar,65,571,2008-06-02
Olivier Rochus,66,569,2008-06-02
Thomas Johansson,67,568,2008-06-02
Juan Martin del Potro,68,558,2008-06-02
Nicolas Lapentti,69,554,2008-06-02
Chris Guccione,70,544,2008-06-02
Michael Berrer,71,537,2008-06-02
Yen-Hsun Lu,72,537,2008-06-02
Marat Safin,73,535,2008-06-02
Filippo Volandri,74,535,2008-06-02
Eduardo Schwank,75,531,2008-06-02
Thomaz Bellucci,76,520,2008-06-02
Igor Kunitsyn,77,517,2008-06-02
Victor Hanescu,78,517,2008-06-02
Marcos Daniel,79,517,2008-06-02
Ernests Gulbis,80,512,2008-06-02
Mischa Zverev,81,510,2008-06-02
John Isner,82,509,2008-06-02
Donald Young,83,508,2008-06-02
Carlos Berlocq,84,503,2008-06-02
Kristof Vliegen,85,502,2008-06-02
Oscar Hernandez,86,497,2008-06-02
Sergio Roitman,87,496,2008-06-02
Robby Ginepri,88,495,2008-06-02
Fabio Fognini,89,495,2008-06-02
Rainer Schuettler,90,494,2008-06-02
Santiago Ventura,91,494,2008-06-02
Evgeny Korolev,92,489,2008-06-02
Jiri Vanek,93,489,2008-06-02
Florent Serra,94,487,2008-06-02
Arnaud Clement,95,484,2008-06-02
Guillermo Garcia-Lopez,96,477,2008-06-02
Jurgen Melzer,97,474,2008-06-02
Daniel Gimeno-Traver,98,456,2008-06-02
Viktor Troicki,99,450,2008-06-02
Kei Nishikori,100,446,2008-06-02
Kevin Anderson,101,439,2008-06-02
Luis Horna,102,438,2008-06-02
Benjamin Becker,103,438,2008-06-02
Bobby Reynolds,104,436,2008-06-02
Boris Pashanski,105,435,2008-06-02
Wayne Odesnik,106,433,2008-06-02
Martin Vassallo Arguello,107,433,2008-06-02
Alejandro Falla,108,429,2008-06-02
Thierry Ascione,109,421,2008-06-02
Roko Karanusic,110,420,2008-06-02
Frank Dancevic,111,415,2008-06-02
Vincent Spadea,112,412,2008-06-02
Pablo Cuevas,113,411,2008-06-02
Peter Luczak,114,406,2008-06-02
Go Soeda,115,403,2008-06-02
Florian Mayer,116,402,2008-06-02
Eric Prodon,117,402,2008-06-02
Brian Dabul,118,402,2008-06-02
Flavio Cipolla,119,394,2008-06-02
Ivan Navarro,120,393,2008-06-02
Philipp Petzschner,121,388,2008-06-02
Robert Kendrick,122,387,2008-06-02
Nicolas Massu,123,385,2008-06-02
Christophe Rochus,124,383,2008-06-02
Gilles Muller,125,382,2008-06-02
Teymuraz Gabashvili,126,371,2008-06-02
Kristian Pless,127,363,2008-06-02
Olivier Patience,128,361,2008-06-02
Andrei Pavel,129,357,2008-06-02
Rik De Voest,130,357,2008-06-02
Edouard Roger-Vasselin,131,353,2008-06-02
Alberto Martin,132,353,2008-06-02
Sergiy Stakhovsky,133,349,2008-06-02
Fred Gil,134,345,2008-06-02
Werner Eschauer,135,344,2008-06-02
Mikhail Kukushkin,136,342,2008-06-02
Maximo Gonzalez,137,340,2008-06-02
Jan Hernych,138,337,2008-06-02
Sam Warburg,139,335,2008-06-02
Ruben Ramirez Hidalgo,140,335,2008-06-02
Paul Capdeville,141,333,2008-06-02
Alun Jones,142,332,2008-06-02
Andreas Beck,143,332,2008-06-02
Stephane Bohli,144,330,2008-06-02
Jeremy Chardy,145,326,2008-06-02
Andrey Golubev,146,326,2008-06-02
Jesse Levine,147,322,2008-06-02
Nicolas Devilder,148,311,2008-06-02
Amer Delic,149,307,2008-06-02
Aisam-Ul-Haq Qureshi,150,304,2008-06-02
Pablo Andujar,151,303,2008-06-02
Denis Istomin,152,300,2008-06-02
Juan Pablo Brzezicki,153,296,2008-06-02
Dusan Vemic,154,294,2008-06-02
Adrian Cruciat,155,290,2008-06-02
Leonardo Mayer,156,289,2008-06-02
Yuri Schukin,157,283,2008-06-02
Bjorn Phau,158,282,2008-06-02
Harel Levy,159,275,2008-06-02
Mikhail Ledovskikh,160,272,2008-06-02
Kevin Kim,161,267,2008-06-02
Diego Junqueira,162,265,2008-06-02
Daniel Koellerer,163,265,2008-06-02
Lukas Lacko,164,264,2008-06-02
Joseph Sirianni,165,262,2008-06-02
Robert Smeets,166,262,2008-06-02
Peter Wessels,167,259,2008-06-02
Simon Stadler,168,258,2008-06-02
Diego Hartfield,169,257,2008-06-02
Ivan Miranda,170,256,2008-06-02
Dominik Meffert,171,254,2008-06-02
Younes El Aynaoui,172,254,2008-06-02
Daniel Munoz de la Nava,173,252,2008-06-02
David Guez,174,249,2008-06-02
Jimmy Wang,175,247,2008-06-02
Franco Ferreiro,176,243,2008-06-02
Marc Lopez,177,242,2008-06-02
Lukas Dlouhy,178,238,2008-06-02
Brendan Evans,179,238,2008-06-02
Adrian Menendez-Maceiras,180,232,2008-06-02
Santiago Giraldo,181,229,2008-06-02
Danai Udomchoke,182,229,2008-06-02
Fernando Vicente,183,227,2008-06-02
Oliver Marach,184,224,2008-06-02
Konstantinos Economidis,185,218,2008-06-02
Adrian Mannarino,186,216,2008-06-02
