full_name,ranking,points,date
Novak Djokovic,1,11313,2021-06-07
Daniil Medvedev,2,9793,2021-06-07
Rafael Nadal,3,9630,2021-06-07
Dominic Thiem,4,8445,2021-06-07
Stefanos Tsitsipas,5,7500,2021-06-07
Alexander Zverev,6,6990,2021-06-07
Andrey Rublev,7,6090,2021-06-07
Roger Federer,8,5605,2021-06-07
Matteo Berrettini,9,3958,2021-06-07
Diego Schwartzman,10,3465,2021-06-07
Roberto Bautista Agut,11,3215,2021-06-07
Pablo Carreno Busta,12,3085,2021-06-07
David Goffin,13,2875,2021-06-07
Denis Shapovalov,14,2780,2021-06-07
Gael Monfils,15,2713,2021-06-07
Casper Ruud,16,2690,2021-06-07
Grigor Dimitrov,17,2521,2021-06-07
Milos Raonic,18,2518,2021-06-07
Jannik Sinner,19,2500,2021-06-07
Hubert Hurkacz,20,2498,2021-06-07
Felix Auger-Aliassime,21,2423,2021-06-07
Alex de Minaur,22,2350,2021-06-07
Cristian Garin,23,2350,2021-06-07
Stan Wawrinka,24,2281,2021-06-07
Karen Khachanov,25,2280,2021-06-07
Aslan Karatsev,26,2245,2021-06-07
Daniel Evans,27,2195,2021-06-07
Lorenzo Sonego,28,2132,2021-06-07
Fabio Fognini,29,1933,2021-06-07
Borna Coric,30,1870,2021-06-07
Nikoloz Basilashvili,31,1785,2021-06-07
Ugo Humbert,32,1780,2021-06-07
Taylor Fritz,33,1760,2021-06-07
John Isner,34,1730,2021-06-07
Reilly Opelka,35,1726,2021-06-07
Adrian Mannarino,36,1651,2021-06-07
Alexander Bublik,37,1613,2021-06-07
Albert Ramos-Vinolas,38,1595,2021-06-07
Dusan Lajovic,39,1585,2021-06-07
Benoit Paire,40,1544,2021-06-07
Filip Krajinovic,41,1524,2021-06-07
Jan-Lennard Struff,42,1500,2021-06-07
John Millman,43,1486,2021-06-07
Marton Fucsovics,44,1456,2021-06-07
Cameron Norrie,45,1430,2021-06-07
Alejandro Davidovich Fokina,46,1408,2021-06-07
Marin Cilic,47,1388,2021-06-07
Miomir Kecmanovic,48,1384,2021-06-07
Kei Nishikori,49,1318,2021-06-07
Sebastian Korda,50,1289,2021-06-07
Federico Delbonis,51,1225,2021-06-07
Tommy Paul,52,1225,2021-06-07
Richard Gasquet,53,1213,2021-06-07
Lloyd Harris,54,1198,2021-06-07
Laslo Djere,55,1168,2021-06-07
Aljaz Bedene,56,1166,2021-06-07
Yoshihito Nishioka,57,1142,2021-06-07
Nick Kyrgios,58,1135,2021-06-07
Dominik Koepfer,59,1134,2021-06-07
Jeremy Chardy,60,1123,2021-06-07
Guido Pella,61,1114,2021-06-07
Feliciano Lopez,62,1072,2021-06-07
Alexei Popyrin,63,1052,2021-06-07
Jordan Thompson,64,1042,2021-06-07
Vasek Pospisil,65,1036,2021-06-07
Tennys Sandgren,66,1033,2021-06-07
Sam Querrey,67,1023,2021-06-07
Pablo Andujar,68,1020,2021-06-07
Gilles Simon,69,995,2021-06-07
Kyle Edmund,70,980,2021-06-07
Jiri Vesely,71,976,2021-06-07
Jaume Munar,72,974,2021-06-07
Corentin Moutet,73,968,2021-06-07
Frances Tiafoe,74,963,2021-06-07
Emil Ruusuvuori,75,951,2021-06-07
Lorenzo Musetti,76,950,2021-06-07
Jo-Wilfried Tsonga,77,947,2021-06-07
Stefano Travaglia,78,939,2021-06-07
Egor Gerasimov,79,937,2021-06-07
Thiago Monteiro,80,936,2021-06-07
Norbert Gombos,81,912,2021-06-07
Salvatore Caruso,82,906,2021-06-07
Marco Cecchinato,83,903,2021-06-07
Marcos Giron,84,900,2021-06-07
Pierre-Hugues Herbert,85,897,2021-06-07
Lucas Pouille,86,892,2021-06-07
Gianluca Mager,87,879,2021-06-07
Steve Johnson,88,878,2021-06-07
Radu Albot,89,870,2021-06-07
Ilya Ivashka,90,855,2021-06-07
Soonwoo Kwon,91,854,2021-06-07
Pablo Cuevas,92,846,2021-06-07
Ricardas Berankis,93,839,2021-06-07
Federico Coria,94,838,2021-06-07
Roberto Carballes Baena,95,831,2021-06-07
Yannick Hanfmann,96,822,2021-06-07
Carlos Alcaraz,97,815,2021-06-07
Andreas Seppi,98,811,2021-06-07
Fernando Verdasco,99,795,2021-06-07
Kevin Anderson,100,795,2021-06-07
James Duckworth,101,794,2021-06-07
Juan Ignacio Londero,102,793,2021-06-07
Pedro Martinez,103,793,2021-06-07
Facundo Bagnis,104,778,2021-06-07
Mikael Ymer,105,776,2021-06-07
Mikhail Kukushkin,106,772,2021-06-07
Daniel Elahi Galan,107,764,2021-06-07
Andrej Martin,108,760,2021-06-07
Attila Balazs,109,755,2021-06-07
Yuichi Sugita,110,731,2021-06-07
Dennis Novak,111,726,2021-06-07
Pedro Sousa,112,726,2021-06-07
Taro Daniel,113,716,2021-06-07
Joao Sousa,114,714,2021-06-07
Yasutaka Uchiyama,115,704,2021-06-07
Benjamin Bonzi,116,693,2021-06-07
Francisco Cerundolo,117,688,2021-06-07
Arthur Rinderknech,118,677,2021-06-07
Mackenzie McDonald,119,675,2021-06-07
Denis Kudla,120,662,2021-06-07
Thiago Seyboth Wild,121,645,2021-06-07
Gregoire Barrere,122,644,2021-06-07
Andy Murray,123,640,2021-06-07
Hugo Dellien,124,639,2021-06-07
Damir Dzumhur,125,638,2021-06-07
Kamil Majchrzak,126,636,2021-06-07
Jozef Kovalik,127,634,2021-06-07
Bernabe Zapata Miralles,128,631,2021-06-07
Christopher O'Connell,129,611,2021-06-07
Juan Pablo Varillas,130,596,2021-06-07
Tallon Griekspoor,131,589,2021-06-07
Philipp Kohlschreiber,132,572,2021-06-07
Antoine Hoang,133,570,2021-06-07
Peter Gojowczyk,134,566,2021-06-07
Cedrik-Marcel Stebe,135,562,2021-06-07
Evgeny Donskoy,136,555,2021-06-07
Carlos Taberner,137,555,2021-06-07
Federico Gaio,138,548,2021-06-07
Brandon Nakashima,139,547,2021-06-07
Nikola Milojevic,140,540,2021-06-07
Hugo Gaston,141,531,2021-06-07
Jurij Rodionov,142,530,2021-06-07
Sumit Nagal,143,528,2021-06-07
Tomas Machac,144,524,2021-06-07
Daniel Altmaier,145,521,2021-06-07
Liam Broady,146,514,2021-06-07
Juan Manuel Cerundolo,147,513,2021-06-07
J.J. Wolf,148,512,2021-06-07
Marc Polmans,149,505,2021-06-07
Henri Laaksonen,150,498,2021-06-07
Prajnesh Gunneswaran,151,496,2021-06-07
Oscar Otte,152,485,2021-06-07
Maxime Cressy,153,480,2021-06-07
Botic van de Zandschulp,154,478,2021-06-07
Blaz Rola,155,476,2021-06-07
Go Soeda,156,469,2021-06-07
Leonardo Mayer,157,468,2021-06-07
Marc-Andrea Huesler,158,459,2021-06-07
Alessandro Giannessi,159,458,2021-06-07
Jason Jung,160,448,2021-06-07
Illya Marchenko,161,443,2021-06-07
Mohamed Safwat,162,440,2021-06-07
Jenson Brooksby,163,437,2021-06-07
Thomas Fabbiano,164,436,2021-06-07
Danilo Petrovic,165,434,2021-06-07
Alejandro Tabilo,166,430,2021-06-07
Paolo Lorenzi,167,428,2021-06-07
Frederico Ferreira Silva,168,425,2021-06-07
Michael Mmoh,169,423,2021-06-07
Bradley Klahn,170,422,2021-06-07
Sebastian Ofner,171,418,2021-06-07
Ivo Karlovic,172,417,2021-06-07
Kacper Zuk,173,415,2021-06-07
Kimmer Coppejans,174,407,2021-06-07
Zhizhen Zhang,175,407,2021-06-07
Martin Klizan,176,404,2021-06-07
Enzo Couacaud,177,400,2021-06-07
Lorenzo Giustino,178,399,2021-06-07
Emilio Gomez,179,399,2021-06-07
Thanasi Kokkinakis,180,398,2021-06-07
Alex Molcan,181,395,2021-06-07
Roman Safiullin,182,393,2021-06-07
Mario Vilella Martinez,183,393,2021-06-07
Hyeon Chung,184,391,2021-06-07
Sebastian Baez,185,391,2021-06-07
Lukas Rosol,186,384,2021-06-07
Filip Horansky,187,379,2021-06-07
Ernesto Escobedo,188,378,2021-06-07
Ernests Gulbis,189,375,2021-06-07
Steven Diez,190,375,2021-06-07
Alexandre Muller,191,370,2021-06-07
Mikael Torpegaard,192,367,2021-06-07
Roberto Marcora,193,366,2021-06-07
Elias Ymer,194,365,2021-06-07
Dmitry Popko,195,362,2021-06-07
Alex Bolt,196,359,2021-06-07
Mathias Bourgue,197,359,2021-06-07
Bjorn Fratangelo,198,354,2021-06-07
Cem Ilkel,199,351,2021-06-07
Guido Andreozzi,200,348,2021-06-07
Ruben Bemelmans,201,347,2021-06-07
Yannick Maden,202,346,2021-06-07
Andrea Collarini,203,346,2021-06-07
Denis Istomin,204,343,2021-06-07
Robin Haase,205,340,2021-06-07
Viktor Troicki,206,339,2021-06-07
Mitchell Krueger,207,338,2021-06-07
Renzo Olivo,208,336,2021-06-07
Aleksandar Vukic,209,334,2021-06-07
Sergiy Stakhovsky,210,333,2021-06-07
Joao Menezes,211,332,2021-06-07
Marcel Granollers,212,331,2021-06-07
Lukas Lacko,213,324,2021-06-07
Bernard Tomic,214,322,2021-06-07
Maximilian Marterer,215,322,2021-06-07
Ramkumar Ramanathan,216,321,2021-06-07
Blaz Kavcic,217,318,2021-06-07
Daniel Masur,218,318,2021-06-07
Thai-Son Kwiatkowski,219,314,2021-06-07
Tomas Martin Etcheverry,220,312,2021-06-07
Juan Pablo Ficovich,221,311,2021-06-07
Tatsuma Ito,222,309,2021-06-07
Quentin Halys,223,305,2021-06-07
Constant Lestienne,224,301,2021-06-07
Brayden Schnur,225,296,2021-06-07
Maxime Janvier,226,295,2021-06-07
Joao Domingues,227,293,2021-06-07
Marius Copil,228,292,2021-06-07
Jay Clarke,229,292,2021-06-07
Matthew Ebden,230,292,2021-06-07
Tomas Barrios Vera,231,292,2021-06-07
Zdenek Kolar,232,288,2021-06-07
Borna Gojo,233,282,2021-06-07
Tommy Robredo,234,281,2021-06-07
Andrea Pellegrino,235,280,2021-06-07
Felipe Meligeni Alves,236,279,2021-06-07
Marco Trungelliti,237,278,2021-06-07
Roberto Cid Subervi,238,275,2021-06-07
Altug Celikbilek,239,274,2021-06-07
Tobias Kamke,240,273,2021-06-07
Christopher Eubanks,241,271,2021-06-07
Dimitar Kuzmanov,242,268,2021-06-07
Mats Moraing,243,267,2021-06-07
Peter Polansky,244,265,2021-06-07
Nicolas Mahut,245,261,2021-06-07
Matthias Bachinger,246,257,2021-06-07
Elliot Benchetrit,247,256,2021-06-07
Jack Sock,248,256,2021-06-07
Nicola Kuhn,249,252,2021-06-07
Facundo Mena,250,250,2021-06-07
