full_name,ranking,points,date
Roger Federer,1,6675,2008-06-09
Rafael Nadal,2,5585,2008-06-09
Novak Djokovic,3,5225,2008-06-09
Nikolay Davydenko,4,3050,2008-06-09
David Ferrer,5,2905,2008-06-09
Andy Roddick,6,2405,2008-06-09
James Blake,7,2015,2008-06-09
David Nalbandian,8,2000,2008-06-09
Stan Wawrinka,9,1615,2008-06-09
Richard Gasquet,10,1595,2008-06-09
Andy Murray,11,1555,2008-06-09
Tomas Berdych,12,1490,2008-06-09
Nicolas Almagro,13,1485,2008-06-09
Jo-Wilfried Tsonga,14,1440,2008-06-09
Fernando Gonzalez,15,1405,2008-06-09
Radek Stepanek,16,1360,2008-06-09
Paul-Henri Mathieu,17,1345,2008-06-09
Mikhail Youzhny,18,1335,2008-06-09
Tommy Robredo,19,1255,2008-06-09
Fernando Verdasco,20,1240,2008-06-09
Juan Monaco,21,1230,2008-06-09
Ivo Karlovic,22,1220,2008-06-09
Marcos Baghdatis,23,1190,2008-06-09
Juan Carlos Ferrero,24,1135,2008-06-09
Jarkko Nieminen,25,1130,2008-06-09
Carlos Moya,26,1095,2008-06-09
Ivan Ljubicic,27,1080,2008-06-09
Gilles Simon,28,1030,2008-06-09
Dmitry Tursunov,29,1020,2008-06-09
Lleyton Hewitt,30,1010,2008-06-09
Andreas Seppi,31,990,2008-06-09
Gael Monfils,32,988,2008-06-09
Feliciano Lopez,33,950,2008-06-09
Igor Andreev,34,910,2008-06-09
Michael Llodra,35,906,2008-06-09
Mardy Fish,36,900,2008-06-09
Tommy Haas,37,895,2008-06-09
Nicolas Kiefer,38,895,2008-06-09
Janko Tipsarevic,39,888,2008-06-09
Philipp Kohlschreiber,40,875,2008-06-09
Sam Querrey,41,835,2008-06-09
Robin Soderling,42,820,2008-06-09
Julien Benneteau,43,815,2008-06-09
Mario Ancic,44,810,2008-06-09
Juan Ignacio Chela,45,805,2008-06-09
Nicolas Mahut,46,766,2008-06-09
Simone Bolelli,47,761,2008-06-09
Guillermo Canas,48,755,2008-06-09
Agustin Calleri,49,745,2008-06-09
Jose Acasuso,50,741,2008-06-09
Ernests Gulbis,51,727,2008-06-09
Fabrice Santoro,52,721,2008-06-09
Steve Darcis,53,715,2008-06-09
Marcel Granollers,54,705,2008-06-09
Hyung-Taik Lee,55,700,2008-06-09
Marin Cilic,56,685,2008-06-09
Marc Gicquel,57,659,2008-06-09
Potito Starace,58,645,2008-06-09
Robby Ginepri,59,640,2008-06-09
Sebastien Grosjean,60,621,2008-06-09
Eduardo Schwank,61,609,2008-06-09
Robin Haase,62,608,2008-06-09
Nicolas Lapentti,63,594,2008-06-09
Juan Martin del Potro,64,588,2008-06-09
Dudi Sela,65,586,2008-06-09
Denis Gremelmayr,66,578,2008-06-09
Olivier Rochus,67,569,2008-06-09
Thomaz Bellucci,68,569,2008-06-09
Thomas Johansson,69,568,2008-06-09
Albert Montanes,70,556,2008-06-09
Ivo Minar,71,556,2008-06-09
Victor Hanescu,72,547,2008-06-09
Yen-Hsun Lu,73,547,2008-06-09
Stefan Koubek,74,543,2008-06-09
Marcos Daniel,75,540,2008-06-09
Marat Safin,76,535,2008-06-09
Florent Serra,77,527,2008-06-09
Igor Kunitsyn,78,527,2008-06-09
Chris Guccione,79,523,2008-06-09
Santiago Ventura,80,516,2008-06-09
Jurgen Melzer,81,514,2008-06-09
Jiri Vanek,82,514,2008-06-09
Michael Berrer,83,508,2008-06-09
John Isner,84,504,2008-06-09
Evgeny Korolev,85,502,2008-06-09
Arnaud Clement,86,497,2008-06-09
Martin Vassallo Arguello,87,497,2008-06-09
Donald Young,88,489,2008-06-09
Rainer Schuettler,89,487,2008-06-09
Frank Dancevic,90,477,2008-06-09
Guillermo Garcia-Lopez,91,477,2008-06-09
Luis Horna,92,476,2008-06-09
Carlos Berlocq,93,473,2008-06-09
Jeremy Chardy,94,471,2008-06-09
Kevin Anderson,95,470,2008-06-09
Wayne Odesnik,96,466,2008-06-09
Mischa Zverev,97,465,2008-06-09
Daniel Gimeno-Traver,98,462,2008-06-09
Oscar Hernandez,99,457,2008-06-09
Viktor Troicki,100,450,2008-06-09
Alejandro Falla,101,446,2008-06-09
Jonas Bjorkman,102,443,2008-06-09
Fabio Fognini,103,440,2008-06-09
Benjamin Becker,104,438,2008-06-09
Gilles Muller,105,437,2008-06-09
Bobby Reynolds,106,433,2008-06-09
Kristof Vliegen,107,432,2008-06-09
Teymuraz Gabashvili,108,426,2008-06-09
Boris Pashanski,109,424,2008-06-09
Vincent Spadea,110,422,2008-06-09
Sergio Roitman,111,419,2008-06-09
Roko Karanusic,112,417,2008-06-09
