full_name,ranking,points,date
Novak Djokovic,1,12133,2021-09-27
Daniil Medvedev,2,10575,2021-09-27
Stefanos Tsitsipas,3,8350,2021-09-27
Alexander Zverev,4,7760,2021-09-27
Andrey Rublev,5,6130,2021-09-27
Rafael Nadal,6,5815,2021-09-27
Matteo Berrettini,7,5173,2021-09-27
Dominic Thiem,8,4995,2021-09-27
Roger Federer,9,3765,2021-09-27
Casper Ruud,10,3440,2021-09-27
Felix Auger-Aliassime,11,3368,2021-09-27
Hubert Hurkacz,12,3333,2021-09-27
Denis Shapovalov,13,3265,2021-09-27
Jannik Sinner,14,2895,2021-09-27
Diego Schwartzman,15,2800,2021-09-27
Pablo Carreno Busta,16,2550,2021-09-27
Cristian Garin,17,2510,2021-09-27
Roberto Bautista Agut,18,2360,2021-09-27
Reilly Opelka,19,2341,2021-09-27
Gael Monfils,20,2278,2021-09-27
John Isner,21,2171,2021-09-27
Daniel Evans,22,2164,2021-09-27
Lorenzo Sonego,23,2097,2021-09-27
Aslan Karatsev,24,2074,2021-09-27
Ugo Humbert,25,2045,2021-09-27
Alex de Minaur,26,1991,2021-09-27
Karen Khachanov,27,1965,2021-09-27
Cameron Norrie,28,1930,2021-09-27
Grigor Dimitrov,29,1801,2021-09-27
David Goffin,30,1766,2021-09-27
Fabio Fognini,31,1744,2021-09-27
Lloyd Harris,32,1677,2021-09-27
Milos Raonic,33,1649,2021-09-27
Nikoloz Basilashvili,34,1578,2021-09-27
Dusan Lajovic,35,1565,2021-09-27
Alexander Bublik,36,1528,2021-09-27
Filip Krajinovic,37,1527,2021-09-27
Carlos Alcaraz,38,1499,2021-09-27
Taylor Fritz,39,1495,2021-09-27
Marin Cilic,40,1493,2021-09-27
Marton Fucsovics,41,1459,2021-09-27
Sebastian Korda,42,1459,2021-09-27
Alejandro Davidovich Fokina,43,1420,2021-09-27
Federico Delbonis,44,1420,2021-09-27
John Millman,45,1375,2021-09-27
Ilya Ivashka,46,1370,2021-09-27
Stan Wawrinka,47,1355,2021-09-27
Laslo Djere,48,1342,2021-09-27
Albert Ramos-Vinolas,49,1324,2021-09-27
Frances Tiafoe,50,1312,2021-09-27
Benoit Paire,51,1295,2021-09-27
Adrian Mannarino,52,1287,2021-09-27
Borna Coric,53,1279,2021-09-27
Kei Nishikori,54,1208,2021-09-27
Jan-Lennard Struff,55,1208,2021-09-27
James Duckworth,56,1142,2021-09-27
Soonwoo Kwon,57,1117,2021-09-27
Mackenzie McDonald,58,1105,2021-09-27
Tommy Paul,59,1058,2021-09-27
Pedro Martinez,60,1054,2021-09-27
Lorenzo Musetti,61,1028,2021-09-27
Miomir Kecmanovic,62,1025,2021-09-27
Federico Coria,63,1024,2021-09-27
Benjamin Bonzi,64,1022,2021-09-27
Botic van de Zandschulp,65,1015,2021-09-27
Dominik Koepfer,66,1015,2021-09-27
Marcos Giron,67,1007,2021-09-27
Vasek Pospisil,68,1003,2021-09-27
Kevin Anderson,69,983,2021-09-27
Jaume Munar,70,979,2021-09-27
Yoshihito Nishioka,71,975,2021-09-27
Alexei Popyrin,72,970,2021-09-27
Jeremy Chardy,73,969,2021-09-27
Arthur Rinderknech,74,965,2021-09-27
Jordan Thompson,75,955,2021-09-27
Facundo Bagnis,76,952,2021-09-27
Sam Querrey,77,943,2021-09-27
Gianluca Mager,78,925,2021-09-27
Emil Ruusuvuori,79,923,2021-09-27
Jenson Brooksby,80,922,2021-09-27
Guido Pella,81,914,2021-09-27
Richard Gasquet,82,906,2021-09-27
Marco Cecchinato,83,896,2021-09-27
